父任务ID,合集ID,父任务组,任务类型,启用模式,Lua脚本路径,推荐等级,可重复,任务奖励RewardID,章节ID,事件ID,关联活动ID,活动类型,VideoKey
22043,,,5,,Actor/Quest/IQ22043,,1,,,41300,,,
22044,,,5,,Actor/Quest/IQ22044,,1,,,41310,,,
22045,,,5,,Actor/Quest/IQ22045,,1,,,41320,,,
22046,,,5,,Actor/Quest/IQ22046,,1,,,41330,,,
22047,,,5,,Actor/Quest/IQ22047,,1,,,41350,,,
22048,,,5,,Actor/Quest/IQ22048,,1,,,41331,,,
22049,,,5,,Actor/Quest/IQ22049,,1,,,41340,,,
22050,,,7,1,Actor/Quest/WQ22050,,,122050,,,,,
22114,,,5,,,,1,122114,,28000,,,
22200,,,5,,Actor/Quest/IQ22200,,1,500141#500142,,27500,,,
22500,,,5,,Actor/Quest/IQ22500,,1,500144,,28400,,,
22501,,,5,,Actor/Quest/IQ22501,,1,,,28700,,,
22701,,,5,,Actor/Quest/IQ22701,,1,500145,,28500,,,
23000,,,5,,Actor/Quest/IQ23000,,1,,,42090,,,
23001,,,5,,Actor/Quest/IQ23001,,1,,,42170,,,
23002,,,5,,Actor/Quest/IQ23002,,1,0#500155,,42250,,,
23003,,,5,,Actor/Quest/IQ23003,,1,0#500156,,42180,,,
23004,,,5,,Actor/Quest/IQ23004,,1,500160#500161#500162#0,,42230,,,
23005,,,5,,Actor/Quest/IQ23005,,1,,,42190,,,
23006,,,5,,Actor/Quest/IQ23006,,1,,,42070,,,
23007,,,5,,Actor/Quest/IQ23007,,1,,,42280,,,
23008,,,5,,Actor/Quest/IQ23008,,1,,,42310,,,
23009,,,5,,Actor/Quest/IQ23009,,1,,,42320,,,
23010,,,5,,Actor/Quest/IQ23010,,1,500157#500158#500159,,42010,,,
23011,,,5,,Actor/Quest/IQ23011,,1,,,42261,,,
23012,,,5,,Actor/Quest/IQ23012,,1,,,42050,,,
23013,,,5,,Actor/Quest/IQ23013,,1,,,42020,,,
23014,,,5,,Actor/Quest/IQ23014,,1,,,42021,,,
23015,,,5,,Actor/Quest/IQ23015,,1,,,42022,,,
23016,,,5,,Actor/Quest/IQ23016,,1,,,42023,,,
23017,,,5,,Actor/Quest/IQ23017,,1,,,42024,,,
23018,,,5,,Actor/Quest/IQ23018,,1,0#500164,,42060,,,
23019,,,5,,Actor/Quest/IQ23019,,1,,,42240,,,
23020,,,5,,Actor/Quest/IQ23020,,1,,,42241,,,
23021,,,5,,Actor/Quest/IQ23021,,1,0#500163,,42242,,,
23022,,,5,,Actor/Quest/IQ23022,,1,,,42243,,,
23023,,,5,,Actor/Quest/IQ23023,,1,,,42160,,,
23024,,,5,,Actor/Quest/IQ23024,,1,0#500165,,42300,,,
23025,,,5,,Actor/Quest/IQ23025,,1,,,42290,,,
23026,,,5,,Actor/Quest/IQ23026,,1,,,42080,,,
23027,,,5,,Actor/Quest/IQ23027,,1,,,42030,,,
23028,,,5,,Actor/Quest/IQ23028,,1,,,42031,,,
23029,,,5,,Actor/Quest/IQ23029,,1,,,42032,,,
23030,,,5,,Actor/Quest/IQ23030,,1,,,42040,,,
23031,,,5,,Actor/Quest/IQ23031,,1,,,42200,,,
23032,,,5,,Actor/Quest/IQ23032,,1,,,42260,,,
23033,,,5,,Actor/Quest/IQ23033,,1,,,42140,,,
23035,,,7,,Actor/Quest/WQ23035,,,123035,,,,,
23036,,,5,,Actor/Quest/IQ23036,,1,,,42220,,,
23037,,,5,,Actor/Quest/IQ23037,,1,,,42340,,,
23038,,,5,,Actor/Quest/IQ23038,,1,,,42350,,,
23039,,,5,,Actor/Quest/IQ23039,,1,,,42330,,,
23040,,,5,,Actor/Quest/IQ23040,,1,,,42370,,,
23041,,,5,,Actor/Quest/IQ23041,,1,,,42360,,,
23042,,,5,,Actor/Quest/IQ23042,,1,,,42361,,,
23043,,,5,,Actor/Quest/IQ23043,,1,0#500168,,42380,,,
31001,,,7,1,,,,,,,,,
40000,,,7,1,Actor/Quest/EQ40000,,,,,,,,
40010,4005,10027,3,1,Actor/Quest/EQ40010,,,140010,10027,,,1600,
40011,4005,10028,3,1,Actor/Quest/EQ40011,,,140011,10028,,,1600,
40012,4005,10029,3,1,Actor/Quest/EQ40012,,,140012,10029,,,1600,
40013,4005,10030,3,1,Actor/Quest/EQ40013,,,140013,10030,,,1600,
40014,4012,10042,3,1,Actor/Quest/EQ40014,,,140014,10042,,,2101,
40015,4012,10042,3,1,Actor/Quest/EQ40015,,,140015,10043,,,2101,
40016,4005,10031,3,1,Actor/Quest/EQ40016,,,,,,,1600,
40017,4005,10032,3,1,Actor/Quest/EQ40017,,,,,,,1600,
40018,4005,10033,3,1,Actor/Quest/EQ40018,,,,,,,1600,
40019,4005,10034,3,1,Actor/Quest/EQ40019,,,,,,,1600,
40020,4006,,3,1,Actor/Quest/EQ40020,,,140020,10038,,2008,2201,
40021,4006,,3,1,Actor/Quest/EQ40021,,,140021,10039,,2008,2201,
40022,4006,,3,1,Actor/Quest/EQ40022,,,140022,10040,,2008,2201,
40023,4006,,3,1,Actor/Quest/EQ40023,,,140023,10041,,2008,2201,
40024,,10042,3,1,,,,140024,,,,2101,
40025,4007,10045,3,1,Actor/Quest/EQ40025,,,140025,10045,,2009,2301,
40026,4007,10045,3,1,Actor/Quest/EQ40026,,,140026,10045,,2009,2301,
40027,4007,10046,3,1,Actor/Quest/EQ40027,,,140027,10046,,2009,2301,
40028,4007,10046,3,1,Actor/Quest/EQ40028,,,140028,10046,,2009,2301,
40029,4007,10047,3,1,Actor/Quest/EQ40029,,,140029,10047,,2009,2301,
40030,,,7,1,Actor/Quest/WQ40030,,,140030,,,,2302,
40031,,,7,1,Actor/Quest/WQ40031,,,140031,,,5051,2302,
40032,,,7,1,Actor/Quest/WQ40032,,,,,,5051,2302,
40033,,,7,1,Actor/Quest/WQ40033,,,,,,5051,2302,
40034,,,7,,Actor/Quest/WQ40034,,,140034,,,5051,2302,
40035,4008,40035,3,1,Actor/Quest/EQ40035,,,140035,10052,,2010,2402,
40036,4008,,3,1,Actor/Quest/EQ40036,,,140036,10053,,2010,2402,
40037,4008,,3,1,Actor/Quest/EQ40037,,,140037,10054,,2010,2402,
40038,4008,40035,3,,Actor/Quest/EQ40038,,,,,,2010,,
40039,4008,,3,1,Actor/Quest/EQ40039,,,140039,10056,,2010,2402,
40040,4008,,3,1,Actor/Quest/EQ40040,,,140040,10057,,2010,2402,
40041,4008,,3,1,Actor/Quest/EQ40041,,,140041,,,2010,2402,
40042,4006,,3,1,Actor/Quest/EQ40042,,,140042,,,2008,2201,
40043,4007,,3,1,,,,,,,2009,,
40044,4007,,3,1,,,,140044,,,,2301,
40045,4007,,3,1,Actor/Quest/EQ40045,,,,,,2009,,
40046,4007,,3,1,Actor/Quest/EQ40046,,,,,,,,
40047,4010,10050,3,1,Actor/Quest/EQ40047,,,140047,10050,,2011,2501,
40048,4010,10050,3,1,Actor/Quest/EQ40048,,,140048,10050,,2011,2501,
40049,4010,10050,3,1,Actor/Quest/EQ40049,,,140049,10050,,2011,2501,
40050,4010,10050,3,1,Actor/Quest/EQ40050,,,140050,10050,,2011,2501,
40051,4010,10050,3,1,Actor/Quest/EQ40051,,,140051,10050,,2011,2501,
40052,,,3,,Actor/Quest/EQ40052,,,,,,5061,2100,
40053,,,3,,Actor/Quest/EQ40053,,,,,,5055,2401,
40054,4011,10065,3,1,Actor/Quest/EQ40054,,,140054,10065,,2012,2600,
40055,4011,10065,3,1,Actor/Quest/EQ40055,,,140055,10065,,2012,2600,
40056,4011,10066,3,1,Actor/Quest/EQ40056,,,140056,10066,,2012,2600,
40057,4011,10067,3,1,Actor/Quest/EQ40057,,,140057,10067,,2012,2600,
40058,4011,10068,3,1,Actor/Quest/EQ40058,,,140058,10068,,2012,2600,
40059,4011,10068,3,1,Actor/Quest/EQ40059,,,140059,10068,,2012,2600,
40060,,,7,,Actor/Quest/EQ40060,,,,,,2011,2501,
40061,,,7,,Actor/Quest/EQ40061,,,,,,2011,2501,
40062,4010,,3,1,Actor/Quest/EQ40062,,,140062,,,2011,2501,
40063,4011,,3,1,Actor/Quest/EQ40063,,,,,,2012,2600,
40064,4013,10088,3,1,Actor/Quest/EQ40064,,,140064,10088,,2014,2801,
40065,4013,10089,3,1,Actor/Quest/EQ40065,,,140065,10089,,2014,2801,2850973778349534
40066,4013,10089,3,1,Actor/Quest/EQ40066,,,140066,10089,,2014,2801,
40067,4013,10089,3,1,Actor/Quest/EQ40067,,,140067,10089,,2014,2801,5623150388305012
40068,4013,10090,3,1,Actor/Quest/EQ40068,,,140068,10090,,2014,2801,
40069,4013,10090,3,1,Actor/Quest/EQ40069,,,140069,10090,,2014,2801,
40070,4013,10090,3,1,Actor/Quest/EQ40070,,,140070,10090,,2014,2801,3865005622692177
40071,4013,10091,3,1,Actor/Quest/EQ40071,,,140071,10091,,2014,2801,
40072,4013,10091,3,1,Actor/Quest/EQ40072,,,140072,10091,,2014,2801,
40073,4013,10091,3,1,Actor/Quest/EQ40073,,,140073,10091,,2014,2801,2376853844266094
40074,4013,10092,3,1,Actor/Quest/EQ40074,,,140074,10092,,2014,2801,
40075,4013,10092,3,1,Actor/Quest/EQ40075,,,140075,10092,,2014,2801,
40076,4013,10092,3,1,Actor/Quest/EQ40076,,,140076,10092,,2014,2801,2320676109514370
40077,4013,10093,3,1,Actor/Quest/EQ40077,,,140077,10093,,2014,2801,
40078,,,3,1,Actor/Quest/EQ40078,,,140078,10097,,2016,3103,
40079,,,3,1,Actor/Quest/EQ40079,,,140079,10098,,2016,3103,
40080,,,3,1,Actor/Quest/EQ40080,,,140080,10099,,2016,3103,3752791881230737
40081,,,3,1,Actor/Quest/EQ40081,,,140081,10100,,2017,3201,
40082,,,3,1,Actor/Quest/EQ40082,,,140082,10101,,2017,3201,
40083,,,3,1,Actor/Quest/EQ40083,,,140083,10102,,2017,3201,
40084,,,3,1,Actor/Quest/EQ40084,,,140084,10103,,2017,3201,
40085,,,3,1,Actor/Quest/EQ40085,,,140085,10104,,2017,3201,
40086,,,3,1,Actor/Quest/EQ40086,,,140086,10105,,2017,3201,
40087,,,3,1,Actor/Quest/EQ40087,,,,,,2017,3201,
40088,,,3,,Actor/Quest/EQ40088,,,,,,2016,3103,
40094,,,3,1,Actor/Quest/EQ40094,,,140094,,,2017,3201,
40095,,,3,1,Actor/Quest/EQ40095,,,140081,,,2017,3201,
41001,,,3,1,,,,,,,,,
41111,4001,10006,3,1,Actor/Quest/EQ41111,,,141111,10006,,,1100,
41112,4001,10007,3,1,Actor/Quest/EQ41112,,,141112,10007,,,1100,
41113,4001,10008,3,1,Actor/Quest/EQ41113,,,141113,10008,,,1100,
41114,4001,10009,3,1,Actor/Quest/EQ41114,,,141114,10009,,,1100,
41115,,,3,1,Actor/Quest/EQ41115,,,,,,,,
41120,,,7,1,Actor/Quest/WQ41120,,,141120,,,2001,1100,
41121,,,3,1,Actor/Quest/EQ41121,,,3001011,,,,9,
41122,,,7,1,Actor/Quest/WQ41122,,,141122,,,2001,1100,
41123,,,7,1,Actor/Quest/WQ41123,,,141123,,,2001,1100,
41124,,,7,1,Actor/Quest/WQ41124,,,141124,,,2001,1100,
41125,,,5,,Actor/Quest/IQ41125,,1,,,28600,,,
41126,,,7,1,Actor/Quest/WQ41126,,,141126,,,2001,1100,
41127,,,7,1,Actor/Quest/WQ41127,,,141127,,,2001,1100,
41130,,,7,1,Actor/Quest/WQ41130,,,141130,,,2001,1100,
41131,,,7,1,Actor/Quest/WQ41131,,,141131,,,2001,1100,
41135,,,7,1,Actor/Quest/WQ41135,,,141135,,,2001,1100,
41141,,,3,1,Actor/Quest/EQ41141,,,3001012,,,,9,
41142,,,3,1,Actor/Quest/EQ41142,,,3001013,,,,9,
41143,,,3,1,Actor/Quest/EQ41143,,,3001021,,,,9,
41144,,,3,1,Actor/Quest/EQ41144,,,3001022,,,,9,
41145,,,3,1,Actor/Quest/EQ41145,,,3001023,,,,9,
41146,,,3,1,Actor/Quest/EQ41146,,,3001031,,,,9,
41147,,,3,1,Actor/Quest/EQ41147,,,3001032,,,,9,
41148,,,3,1,Actor/Quest/EQ41148,,,3001033,,,,9,
41149,,,3,1,Actor/Quest/EQ41149,,,3001041,,,,9,
41150,,,3,1,Actor/Quest/EQ41150,,,3001042,,,,9,
41151,,,3,1,Actor/Quest/EQ41151,,,3001043,,,,9,
41152,,,3,1,Actor/Quest/EQ41152,,,3001051,,,,9,
41153,,,3,1,Actor/Quest/EQ41153,,,3001052,,,,9,
41154,,,3,1,Actor/Quest/EQ41154,,,3001053,,,,9,
41155,,,3,1,Actor/Quest/EQ41155,,,3001061,,,,9,
41156,,,3,1,Actor/Quest/EQ41156,,,3001062,,,,9,
41157,,,3,1,Actor/Quest/EQ41157,,,3001063,,,,9,
41158,,,3,1,Actor/Quest/EQ41158,,,3001071,,,,9,
41159,,,3,1,Actor/Quest/EQ41159,,,3001072,,,,9,
41160,,,3,1,Actor/Quest/EQ41160,,,3001073,,,,9,
41170,,,7,1,Actor/Quest/WQ41170,,,141170,,,,10,
41210,4002,10010,3,1,Actor/Quest/EQ41210,,,141210,10010,,,1200,
41211,4002,10011,3,1,Actor/Quest/EQ41211,,,141211,10011,,,1200,
41212,4002,10012,3,1,Actor/Quest/EQ41212,,,141212,10012,,,1200,
41213,4002,10013,3,1,Actor/Quest/EQ41213,,,141213,10013,,,1200,
41214,4002,10014,3,1,Actor/Quest/EQ41214,,,141214,10014,,,1200,
41215,4002,,3,1,,,,141215,,,,1200,
41311,4003,10018,3,1,Actor/Quest/EQ41311,,,141311,10018,,,1302,
41312,4003,10018,3,1,Actor/Quest/EQ41312,,,141312,10019,,,1302,
41313,4003,10018,3,1,Actor/Quest/EQ41313,,,141313,10020,,,1302,
41316,4003,,3,1,Actor/Quest/EQ41316,,,141316,,,,1302,
41317,4003,,3,1,Actor/Quest/EQ41317,,,141317,,,,1302,
41331,,,7,,Actor/Quest/WQ41331,,,141331,,,,1302,
41332,,,7,,Actor/Quest/WQ41332,,,141332,,,,1302,
41333,,,7,,Actor/Quest/WQ41333,,,141333,,,,1302,
41334,,,7,,Actor/Quest/WQ41334,,,141334,,,,1302,
41335,,,7,,Actor/Quest/WQ41335,,,141335,,,,1302,
41336,,,7,,Actor/Quest/WQ41336,,,141336,,,,1302,
41337,,,7,,Actor/Quest/WQ41337,,,141337,,,,1302,
41338,,,7,,Actor/Quest/WQ41338,,,141338,,,,1302,
41340,,,7,,Actor/Quest/WQ41340,,,141340,,,,1302,
41341,,,7,,Actor/Quest/WQ41341,,,141341,,,,1302,
41342,,,7,,Actor/Quest/WQ41342,,,141342,,,,1302,
41343,,,7,,Actor/Quest/WQ41343,,,141343,,,,1302,
41357,,,7,,Actor/Quest/WQ41357,,,141357,10015,,,1302,
41358,,,7,,Actor/Quest/WQ41358,,,141358,10016,,,1302,
41359,,,7,,Actor/Quest/WQ41359,,,141359,10017,,,1302,
41401,,,7,1,Actor/Quest/WQ41401,,,141401,,,5016,1300,
41402,,,7,1,Actor/Quest/WQ41402,,,141402,,,,,
41410,4004,10021,3,1,Actor/Quest/EQ41410,,,141410,10021,,,1400,
41411,4004,10021,3,1,Actor/Quest/EQ41411,,,141411,10022,,,1400,
41412,4004,10021,3,1,Actor/Quest/EQ41412,,,141412,10023,,,1400,
41413,4004,10021,3,1,Actor/Quest/EQ41413,,,141413,10024,,,1400,
41414,4004,10021,3,1,Actor/Quest/EQ41414,,,,,,,1400,
41415,4004,10021,3,1,Actor/Quest/EQ41415,,,,,,,1400,
41421,,,7,1,Actor/Quest/WQ41421,,,141421,,,,1403,
41422,,,7,,Actor/Quest/WQ41422,,,141422,,,,1403,
70000,,,7,,Actor/Quest/WQ70000,,,170000,,,2003,1400,
70001,,,7,,Actor/Quest/WQ70001,,,170001,,,2003,1400,
70003,,,7,,Actor/Quest/WQ70003,,,170003,,,2003,1400,
70006,,,7,,Actor/Quest/WQ70006,,,170006,,,5024,1505,
70007,,,7,,Actor/Quest/WQ70007,,,170007,,,2003,1400,
70008,,,7,,Actor/Quest/WQ70008,,,170008,,,2003,1400,
70009,,,7,,Actor/Quest/WQ70009,,,170009,,,2003,1400,
70010,,,7,,Actor/Quest/WQ70010,,,170010,,,2003,1400,
70011,,,7,,Actor/Quest/WQ70011,,,170011,,,5024,1505,
70012,,,7,,Actor/Quest/WQ70012,,,170012,,,5024,1505,
70013,,,7,,Actor/Quest/WQ70013,,,170013,,,5024,1505,
70014,,,7,,Actor/Quest/WQ70014,,,170014,,,5024,1505,
70015,,,7,,Actor/Quest/WQ70015,,,170015,,,5024,1505,
70016,,,7,,Actor/Quest/WQ70016,,,170016,,,5024,1505,
70017,,,7,,Actor/Quest/WQ70017,,,170017,,,5024,1505,
70018,,,7,,Actor/Quest/WQ70018,,,170018,,,5024,1505,
70019,,,7,,Actor/Quest/WQ70019,,,170019,,,5024,1505,
70020,,,7,,Actor/Quest/WQ70020,,,170020,,,5024,1505,
70021,,,7,,Actor/Quest/WQ70021,,,170021,,,5024,1505,
70022,,,7,,Actor/Quest/WQ70022,,,170022,,,5024,1505,
70023,,,7,,Actor/Quest/WQ70023,,,170023,,,5024,1505,
70024,,,7,,Actor/Quest/WQ70024,,,170024,,,5024,1505,
70025,,,7,,Actor/Quest/WQ70025,,,170025,,,5024,1505,
70026,,,7,1,Actor/Quest/WQ70026,,,170026,,,,2203,
70027,,,7,,Actor/Quest/WQ70027,,,170027,,,,2203,
70028,,,7,,Actor/Quest/WQ70028,,,170028,,,,2203,
70029,,,7,,Actor/Quest/WQ70029,,,170029,,,,2203,
70030,,,7,1,Actor/Quest/WQ70030,,,170030,,,,2202,
70031,,,7,1,Actor/Quest/WQ70031,,,,,,,,
70032,,,7,1,Actor/Quest/WQ70032,,,,,,,2202,
70033,,,7,1,Actor/Quest/WQ70033,,,,,,,2202,
70034,,,7,1,Actor/Quest/WQ70034,,,,,,,2202,
70035,,,7,1,Actor/Quest/WQ70035,,,,,,,2202,
70036,,,7,1,Actor/Quest/WQ70036,,,,,,,2202,
70037,,,7,1,Actor/Quest/WQ70037,,,,,,,2202,
70038,,,7,1,Actor/Quest/WQ70038,,,,,,,2202,
70039,,,7,1,Actor/Quest/WQ70039,,,,,,,,
70040,,,7,1,,,,,,,,,
70101,,,7,,Actor/Quest/WQ70101,,,,,,,,
70102,,,7,,Actor/Quest/WQ70102,,,170102,,,,,
70103,,,7,,Actor/Quest/WQ70103,,,,,,,,
70104,,,7,,Actor/Quest/WQ70104,,,170104,,,,,
70106,,,7,,Actor/Quest/WQ70106,,,170106,,,,,
70107,,,7,,Actor/Quest/WQ70107,,,170107,,,,,
70108,,,7,,Actor/Quest/WQ70108,,,170108,,,,,
70109,,,7,,Actor/Quest/WQ70109,,,,,,,,
70110,,,7,,Actor/Quest/WQ70110,,,,,,,,
70121,,,7,,Actor/Quest/WQ70121,,,170121,,,,,
70123,,,7,,Actor/Quest/WQ70123,,,170124,,,,,
70124,,,7,,Actor/Quest/WQ70124,,,,,,,,
70125,,,7,,Actor/Quest/WQ70125,,,,,,,,
70126,,,7,,Actor/Quest/WQ70126,,,,,,,,
70127,,,7,,Actor/Quest/WQ70127,,,,,,,,
70128,,,7,,,,,170128,,,,,
70141,,,7,,Actor/Quest/WQ70141,,,170141,,,,,
70142,,,7,,Actor/Quest/WQ70142,,,,,,,,
70143,,,7,,Actor/Quest/WQ70143,,,170143,,,,,
70144,,,7,,Actor/Quest/WQ70144,,,,,,,,
70145,,,7,,Actor/Quest/WQ70145,,,,,,,,
70500,,,7,1,Actor/Quest/WQ70500,,,170500,,,,2101,
70501,,,7,1,Actor/Quest/WQ70501,,,170501,,,,2101,
70502,4009,,7,1,Actor/Quest/WQ70502,,,170502,,,5062,2502,
70503,4009,,7,1,Actor/Quest/WQ70503,,,170503,,,5062,2502,
70504,4009,,7,1,Actor/Quest/WQ70504,,,170504,,,5062,2502,
70505,4009,,7,1,Actor/Quest/WQ70505,,,170505,,,5062,2502,
70506,4009,,7,1,Actor/Quest/WQ70506,,,170506,,,5062,2502,
70507,4009,,7,1,Actor/Quest/WQ70507,,,170507,,,5062,2502,
70508,4009,,7,1,Actor/Quest/WQ70508,,,170508,,,5062,2502,
70509,4009,,7,1,Actor/Quest/WQ70509,,,170509,,,5062,2502,
70510,4009,,7,1,Actor/Quest/WQ70510,,,170510,,,,2502,
70511,,,7,1,,,,,,,,,
70512,4014,,7,1,Actor/Quest/WQ70512,,,170512,,,5085,1402,
70513,4014,,7,1,Actor/Quest/WQ70513,,,170513,,,5085,1402,
70514,,,7,1,Actor/Quest/WQ70514,,,170514,,,5082,2802,
70515,,,7,1,Actor/Quest/WQ70515,,,170515,,,5082,2802,
70516,4014,,7,,Actor/Quest/WQ70516,,,,,,,,
70517,,,7,1,Actor/Quest/WQ70517,,,170517,,,5083,2803,
70518,,,7,,Actor/Quest/WQ70518,,,170518,,,2016,3103,
70519,,,7,,Actor/Quest/WQ70519,,,170519,,,2016,3103,
70520,,,7,,Actor/Quest/WQ70520,,,170520,,,2016,3103,
70521,,,7,,Actor/Quest/WQ70521,,,170521,,,2016,3103,
70522,,,7,,Actor/Quest/WQ70522,,,,,,2016,3103,
70523,,,7,,Actor/Quest/WQ70523,,,,,,2016,3103,
70650,,,7,1,Actor/Quest/WQ70650,,,170650,,,,,
70651,,,7,1,Actor/Quest/WQ70651,,,170651,,,,,
70652,,,7,1,Actor/Quest/WQ70652,,,170652,,,,1204,
70653,,,7,1,,,,170653,,,5017,1301,
70654,,,7,1,Actor/Quest/WQ70654,,,170654,,,,1400,
70655,,,7,1,Actor/Quest/WQ70655,,,170655,,,,1402,
70656,,,7,1,Actor/Quest/WQ70656,,,170656,,,,1400,
70657,,,7,1,Actor/Quest/WQ70657,,,170657,,,,1400,
70658,,,7,1,Actor/Quest/WQ70658,,,170658,,,,1400,
70659,,,7,,Actor/Quest/WQ70659,,,170659,,,,1504,
70660,,,7,,Actor/Quest/WQ70660,,,170660,,,5023,1504,
70661,,,7,1,Actor/Quest/WQ70661,,,170661,,,,,
70662,,,7,1,Actor/Quest/WQ70662,,,170662,,,,,
70663,,,7,1,Actor/Quest/WQ70663,,,,,,,,
70664,,,7,1,Actor/Quest/WQ70664,,,170664,,,5095,3101,
70700,,,7,1,Actor/Quest/WQ70700,,,,,,,,
70701,,,7,1,Actor/Quest/WQ70701,,,,,,,,
70702,,,7,1,Actor/Quest/WQ70702,,,,,,,,
70703,,,7,1,Actor/Quest/WQ70703,,,,,,,,
70704,,,7,1,Actor/Quest/WQ70704,,,,,,,,
70705,,,7,1,Actor/Quest/WQ70705,,,,,,,,
70706,,,7,1,Actor/Quest/WQ70706,,,,,,,,
70707,,,7,1,Actor/Quest/WQ70707,,,,,,,,
70708,,,7,1,Actor/Quest/WQ70708,,,,,,,,
70709,,,7,1,Actor/Quest/WQ70709,,,,,,,,
70710,,,7,1,Actor/Quest/WQ70710,,,,,,,,
70711,,,7,1,Actor/Quest/WQ70711,,,,,,,,
70712,,,7,1,Actor/Quest/WQ70712,,,,,,,,
70713,,,7,1,Actor/Quest/WQ70713,,,,,,,,
70714,,,7,1,Actor/Quest/WQ70714,,,,,,,,
70800,,,7,,Actor/Quest/WQ70800,,,170008,,,2003,1400,
70801,,,7,1,Actor/Quest/WQ70801,,,170801,,,,,
70802,,,7,,Actor/Quest/WQ70802,,,170802,,,,,
70803,,,7,,Actor/Quest/WQ70803,,,170803,,,,,
70804,,,7,1,,,,,,,,,
70810,,,7,1,Actor/Quest/WQ70810,,,170810,,,,,
70811,,,7,1,,,,,,,,,
70812,,,7,1,Actor/Quest/WQ70812,,,170812,,,,,
70813,,,7,1,Actor/Quest/WQ70813,,,170813,,,,,
70814,,,7,1,Actor/Quest/WQ70814,,,170814,,,,,
70815,,,7,1,Actor/Quest/WQ70815,,,170815,,,,,
70816,,,7,1,Actor/Quest/WQ70816,,,170816,,,,,
70821,,,7,1,Actor/Quest/WQ70821,,,170821,,,,,
70822,,,7,1,Actor/Quest/WQ70822,,,170822,,,,,
70823,,,7,1,Actor/Quest/WQ70823,,,170823,,,,,
70824,,,7,1,Actor/Quest/WQ70824,,,170824,,,,,
70825,,,7,1,Actor/Quest/WQ70825,,,170825,,,,,
70901,,,7,1,,,,552001,,,,,
70902,,,7,1,,,,551009,,,,,
70903,,,7,1,,,,551014,,,,,
70904,,,7,1,,,,551015,,,,,
70905,,,7,1,,,,551001,,,,,
70906,,,7,1,,,,551002,,,,,
70907,,,7,1,,,,551003,,,,,
70908,,,7,1,,,,551036,,,,,
70909,,,7,1,,,,551004,,,,,
70910,,,7,1,,,,551005,,,,,
70911,,,7,1,,,,551006,,,,,
70912,,,7,1,,,,551007,,,,,
70913,,,7,1,,,,551008,,,,,
70914,,,7,1,,,,551010,,,,,
70915,,,7,1,,,,551011,,,,,
70916,,,7,1,,,,551012,,,,,
70917,,,7,1,,,,551013,,,,,
70918,,,7,1,,,,551016,,,,,
70919,,,7,1,,,,551017,,,,,
70920,,,7,1,,,,551018,,,,,
70921,,,7,1,,,,551019,,,,,
70922,,,7,1,,,,551020,,,,,
70923,,,7,1,,,,551021,,,,,
70924,,,7,1,,,,551022,,,,,
70925,,,7,1,,,,551023,,,,,
70926,,,7,1,,,,551024,,,,,
70927,,,7,1,,,,551025,,,,,
70928,,,7,1,,,,551026,,,,,
70929,,,7,1,,,,551027,,,,,
70930,,,7,1,,,,551028,,,,,
70931,,,7,1,,,,551029,,,,,
70932,,,7,1,,,,551030,,,,,
70933,,,7,1,,,,551031,,,,,
70934,,,7,1,,,,551032,,,,,
70935,,,7,1,,,,551033,,,,,
70936,,,7,1,,,,551034,,,,,
70937,,,7,1,,,,551035,,,,,
70938,,,7,1,,,,551037,,,,,
70939,,,7,1,,,,551038,,,,,
70940,,,7,1,,,,551039,,,,,
70941,,,7,1,,,,551040,,,,,
70942,,,7,1,,,,551041,,,,,
71000,,,7,1,Actor/Quest/WQ71000,,,,10015,,,,
71003,,,7,1,Actor/Quest/WQ71003,,,,10015,,,,
71005,,,7,,Actor/Quest/WQ71005,,,210002#210001#171005,,,,,
71006,,,7,,Actor/Quest/WQ71006,,,171006,,,,,
71007,,,7,,Actor/Quest/WQ71007,,,,,,,,
71008,,,7,1,Actor/Quest/WQ71008,,,171008,,,,,
71010,,,7,,Actor/Quest/WQ71010,,1,,,,,,
71011,,,7,1,Actor/Quest/WQ71011,,,,,,,,
71012,,,7,,Actor/Quest/WQ71012,,,171012,,,,,
71013,,,7,,Actor/Quest/WQ71013,,,,,,,,
71014,,,7,1,Actor/Quest/WQ71014,,,171014,,,,,
71015,,,7,1,Actor/Quest/WQ71015,,,,,,,,
71016,,,7,1,Actor/Quest/WQ71016,,,171016,,,,,
71017,,,7,1,Actor/Quest/WQ71017,,,,,,,,
71018,,,7,1,Actor/Quest/WQ71018,,,171018,,,,,
71019,,,7,,Actor/Quest/WQ71019,,,,,,,,
71020,,,7,1,Actor/Quest/WQ71020,,,171020,,,,,
71021,,,7,1,Actor/Quest/WQ71021,60,,,,,,,
71022,,,7,,Actor/Quest/WQ71022,,,171022,,,,,
71023,,,7,1,Actor/Quest/WQ71023,,,,10015,,,,
71024,,,7,1,Actor/Quest/WQ71024,,,,10015,,,,
71025,,,7,1,Actor/Quest/WQ71025,,,,10016,,,,
71026,,,7,1,Actor/Quest/WQ71026,,,,10016,,,,
71027,,,7,1,Actor/Quest/WQ71027,,,,10016,,,,
71028,,,7,1,Actor/Quest/WQ71028,,,,10016,,,,
71029,,,7,1,Actor/Quest/WQ71029,,,,10017,,,,
71030,,,7,1,Actor/Quest/WQ71030,,,,10017,,,,
71031,,,7,1,Actor/Quest/WQ71031,,,,,,,,
