ID,类型,重量,排序权重,物件ID,可丢弃,使用等级,全局产出上限,数值用类型,圣遗物类别,阶数,主属性库ID,追加属性库ID,追加属性初始条数,套装ID,属性加成等级,基础转化经验,强化等级上限,摧毁规则,摧毁返还道具,摧毁返还数量,是否初始锁定
55552,3,1,10,70600045,,,,圣遗物,3,5,1000,501,2,10005,5#9#13#17#21,3780,21,0,,,0
55553,3,1,10,70600045,,,,圣遗物,3,5,1000,501,3,10005,5#9#13#17#21,3780,21,0,,,0
55554,3,1,10,70600045,,,,圣遗物,3,5,1000,501,4,10005,5#9#13#17#21,3780,21,0,,,0
56110,3,1,10,70600041,,,,圣遗物,4,1,5000,101,0,10006,5#9#13#17#21,420,5,1,202,420,0
56111,3,1,10,70600041,,,,圣遗物,4,1,5000,101,1,10006,5#9#13#17#21,420,5,1,202,420,0
56112,3,1,10,70600041,,,,圣遗物,4,1,5000,101,2,10006,5#9#13#17#21,420,5,1,202,420,0
56113,3,1,10,70600041,,,,圣遗物,4,1,5000,101,3,10006,5#9#13#17#21,420,5,1,202,420,0
56114,3,1,10,70600041,,,,圣遗物,4,1,5000,101,4,10006,5#9#13#17#21,420,5,1,202,420,0
56120,3,1,10,70600041,,,,圣遗物,2,1,2000,101,0,10006,5#9#13#17#21,420,5,1,202,420,0
56121,3,1,10,70600041,,,,圣遗物,2,1,2000,101,1,10006,5#9#13#17#21,420,5,1,202,420,0
56122,3,1,10,70600041,,,,圣遗物,2,1,2000,101,2,10006,5#9#13#17#21,420,5,1,202,420,0
56123,3,1,10,70600041,,,,圣遗物,2,1,2000,101,3,10006,5#9#13#17#21,420,5,1,202,420,0
56124,3,1,10,70600041,,,,圣遗物,2,1,2000,101,4,10006,5#9#13#17#21,420,5,1,202,420,0
56130,3,1,10,70600041,,,,圣遗物,5,1,3000,101,0,10006,5#9#13#17#21,420,5,1,202,420,0
56131,3,1,10,70600041,,,,圣遗物,5,1,3000,101,1,10006,5#9#13#17#21,420,5,1,202,420,0
56132,3,1,10,70600041,,,,圣遗物,5,1,3000,101,2,10006,5#9#13#17#21,420,5,1,202,420,0
56133,3,1,10,70600041,,,,圣遗物,5,1,3000,101,3,10006,5#9#13#17#21,420,5,1,202,420,0
56134,3,1,10,70600041,,,,圣遗物,5,1,3000,101,4,10006,5#9#13#17#21,420,5,1,202,420,0
56140,3,1,10,70600041,,,,圣遗物,1,1,4000,101,0,10006,5#9#13#17#21,420,5,1,202,420,0
56141,3,1,10,70600041,,,,圣遗物,1,1,4000,101,1,10006,5#9#13#17#21,420,5,1,202,420,0
56142,3,1,10,70600041,,,,圣遗物,1,1,4000,101,2,10006,5#9#13#17#21,420,5,1,202,420,0
56143,3,1,10,70600041,,,,圣遗物,1,1,4000,101,3,10006,5#9#13#17#21,420,5,1,202,420,0
56144,3,1,10,70600041,,,,圣遗物,1,1,4000,101,4,10006,5#9#13#17#21,420,5,1,202,420,0
56150,3,1,10,70600041,,,,圣遗物,3,1,1000,101,0,10006,5#9#13#17#21,420,5,1,202,420,0
56151,3,1,10,70600041,,,,圣遗物,3,1,1000,101,1,10006,5#9#13#17#21,420,5,1,202,420,0
56152,3,1,10,70600041,,,,圣遗物,3,1,1000,101,2,10006,5#9#13#17#21,420,5,1,202,420,0
56153,3,1,10,70600041,,,,圣遗物,3,1,1000,101,3,10006,5#9#13#17#21,420,5,1,202,420,0
56154,3,1,10,70600041,,,,圣遗物,3,1,1000,101,4,10006,5#9#13#17#21,420,5,1,202,420,0
56210,3,1,10,70600042,,,,圣遗物,4,2,5000,201,0,10006,5#9#13#17#21,840,5,1,202,840,0
56211,3,1,10,70600042,,,,圣遗物,4,2,5000,201,1,10006,5#9#13#17#21,840,5,1,202,840,0
56212,3,1,10,70600042,,,,圣遗物,4,2,5000,201,2,10006,5#9#13#17#21,840,5,1,202,840,0
56213,3,1,10,70600042,,,,圣遗物,4,2,5000,201,3,10006,5#9#13#17#21,840,5,1,202,840,0
56214,3,1,10,70600042,,,,圣遗物,4,2,5000,201,4,10006,5#9#13#17#21,840,5,1,202,840,0
56220,3,1,10,70600042,,,,圣遗物,2,2,2000,201,0,10006,5#9#13#17#21,840,5,1,202,840,0
56221,3,1,10,70600042,,,,圣遗物,2,2,2000,201,1,10006,5#9#13#17#21,840,5,1,202,840,0
56222,3,1,10,70600042,,,,圣遗物,2,2,2000,201,2,10006,5#9#13#17#21,840,5,1,202,840,0
56223,3,1,10,70600042,,,,圣遗物,2,2,2000,201,3,10006,5#9#13#17#21,840,5,1,202,840,0
56224,3,1,10,70600042,,,,圣遗物,2,2,2000,201,4,10006,5#9#13#17#21,840,5,1,202,840,0
56230,3,1,10,70600042,,,,圣遗物,5,2,3000,201,0,10006,5#9#13#17#21,840,5,1,202,840,0
56231,3,1,10,70600042,,,,圣遗物,5,2,3000,201,1,10006,5#9#13#17#21,840,5,1,202,840,0
56232,3,1,10,70600042,,,,圣遗物,5,2,3000,201,2,10006,5#9#13#17#21,840,5,1,202,840,0
56233,3,1,10,70600042,,,,圣遗物,5,2,3000,201,3,10006,5#9#13#17#21,840,5,1,202,840,0
56234,3,1,10,70600042,,,,圣遗物,5,2,3000,201,4,10006,5#9#13#17#21,840,5,1,202,840,0
56240,3,1,10,70600042,,,,圣遗物,1,2,4000,201,0,10006,5#9#13#17#21,840,5,1,202,840,0
56241,3,1,10,70600042,,,,圣遗物,1,2,4000,201,1,10006,5#9#13#17#21,840,5,1,202,840,0
56242,3,1,10,70600042,,,,圣遗物,1,2,4000,201,2,10006,5#9#13#17#21,840,5,1,202,840,0
56243,3,1,10,70600042,,,,圣遗物,1,2,4000,201,3,10006,5#9#13#17#21,840,5,1,202,840,0
56244,3,1,10,70600042,,,,圣遗物,1,2,4000,201,4,10006,5#9#13#17#21,840,5,1,202,840,0
56250,3,1,10,70600042,,,,圣遗物,3,2,1000,201,0,10006,5#9#13#17#21,840,5,1,202,840,0
56251,3,1,10,70600042,,,,圣遗物,3,2,1000,201,1,10006,5#9#13#17#21,840,5,1,202,840,0
56252,3,1,10,70600042,,,,圣遗物,3,2,1000,201,2,10006,5#9#13#17#21,840,5,1,202,840,0
56253,3,1,10,70600042,,,,圣遗物,3,2,1000,201,3,10006,5#9#13#17#21,840,5,1,202,840,0
56254,3,1,10,70600042,,,,圣遗物,3,2,1000,201,4,10006,5#9#13#17#21,840,5,1,202,840,0
56310,3,1,10,70600043,,,,圣遗物,4,3,5000,301,0,10006,5#9#13#17#21,1260,13,1,202,1260,0
56311,3,1,10,70600043,,,,圣遗物,4,3,5000,301,1,10006,5#9#13#17#21,1260,13,1,202,1260,0
56312,3,1,10,70600043,,,,圣遗物,4,3,5000,301,2,10006,5#9#13#17#21,1260,13,1,202,1260,0
56313,3,1,10,70600043,,,,圣遗物,4,3,5000,301,3,10006,5#9#13#17#21,1260,13,1,202,1260,0
56314,3,1,10,70600043,,,,圣遗物,4,3,5000,301,4,10006,5#9#13#17#21,1260,13,1,202,1260,0
56320,3,1,10,70600043,,,,圣遗物,2,3,2000,301,0,10006,5#9#13#17#21,1260,13,1,202,1260,0
56321,3,1,10,70600043,,,,圣遗物,2,3,2000,301,1,10006,5#9#13#17#21,1260,13,1,202,1260,0
56322,3,1,10,70600043,,,,圣遗物,2,3,2000,301,2,10006,5#9#13#17#21,1260,13,1,202,1260,0
56323,3,1,10,70600043,,,,圣遗物,2,3,2000,301,3,10006,5#9#13#17#21,1260,13,1,202,1260,0
56324,3,1,10,70600043,,,,圣遗物,2,3,2000,301,4,10006,5#9#13#17#21,1260,13,1,202,1260,0
56330,3,1,10,70600043,,,,圣遗物,5,3,3000,301,0,10006,5#9#13#17#21,1260,13,1,202,1260,0
56331,3,1,10,70600043,,,,圣遗物,5,3,3000,301,1,10006,5#9#13#17#21,1260,13,1,202,1260,0
56332,3,1,10,70600043,,,,圣遗物,5,3,3000,301,2,10006,5#9#13#17#21,1260,13,1,202,1260,0
56333,3,1,10,70600043,,,,圣遗物,5,3,3000,301,3,10006,5#9#13#17#21,1260,13,1,202,1260,0
56334,3,1,10,70600043,,,,圣遗物,5,3,3000,301,4,10006,5#9#13#17#21,1260,13,1,202,1260,0
56340,3,1,10,70600043,,,,圣遗物,1,3,4000,301,0,10006,5#9#13#17#21,1260,13,1,202,1260,0
56341,3,1,10,70600043,,,,圣遗物,1,3,4000,301,1,10006,5#9#13#17#21,1260,13,1,202,1260,0
56342,3,1,10,70600043,,,,圣遗物,1,3,4000,301,2,10006,5#9#13#17#21,1260,13,1,202,1260,0
56343,3,1,10,70600043,,,,圣遗物,1,3,4000,301,3,10006,5#9#13#17#21,1260,13,1,202,1260,0
56344,3,1,10,70600043,,,,圣遗物,1,3,4000,301,4,10006,5#9#13#17#21,1260,13,1,202,1260,0
56350,3,1,10,70600043,,,,圣遗物,3,3,1000,301,0,10006,5#9#13#17#21,1260,13,1,202,1260,0
56351,3,1,10,70600043,,,,圣遗物,3,3,1000,301,1,10006,5#9#13#17#21,1260,13,1,202,1260,0
56352,3,1,10,70600043,,,,圣遗物,3,3,1000,301,2,10006,5#9#13#17#21,1260,13,1,202,1260,0
56353,3,1,10,70600043,,,,圣遗物,3,3,1000,301,3,10006,5#9#13#17#21,1260,13,1,202,1260,0
56354,3,1,10,70600043,,,,圣遗物,3,3,1000,301,4,10006,5#9#13#17#21,1260,13,1,202,1260,0
56410,3,1,10,70600044,,,,圣遗物,4,4,5000,401,0,10006,5#9#13#17#21,2520,17,1,202,2520,0
56411,3,1,10,70600044,,,,圣遗物,4,4,5000,401,1,10006,5#9#13#17#21,2520,17,1,202,2520,0
56412,3,1,10,70600044,,,,圣遗物,4,4,5000,401,2,10006,5#9#13#17#21,2520,17,1,202,2520,0
56413,3,1,10,70600044,,,,圣遗物,4,4,5000,401,3,10006,5#9#13#17#21,2520,17,1,202,2520,0
56414,3,1,10,70600044,,,,圣遗物,4,4,5000,401,4,10006,5#9#13#17#21,2520,17,1,202,2520,0
56420,3,1,10,70600044,,,,圣遗物,2,4,2000,401,0,10006,5#9#13#17#21,2520,17,1,202,2520,0
56421,3,1,10,70600044,,,,圣遗物,2,4,2000,401,1,10006,5#9#13#17#21,2520,17,1,202,2520,0
56422,3,1,10,70600044,,,,圣遗物,2,4,2000,401,2,10006,5#9#13#17#21,2520,17,1,202,2520,0
56423,3,1,10,70600044,,,,圣遗物,2,4,2000,401,3,10006,5#9#13#17#21,2520,17,1,202,2520,0
56424,3,1,10,70600044,,,,圣遗物,2,4,2000,401,4,10006,5#9#13#17#21,2520,17,1,202,2520,0
56430,3,1,10,70600044,,,,圣遗物,5,4,3000,401,0,10006,5#9#13#17#21,2520,17,1,202,2520,0
56431,3,1,10,70600044,,,,圣遗物,5,4,3000,401,1,10006,5#9#13#17#21,2520,17,1,202,2520,0
56432,3,1,10,70600044,,,,圣遗物,5,4,3000,401,2,10006,5#9#13#17#21,2520,17,1,202,2520,0
56433,3,1,10,70600044,,,,圣遗物,5,4,3000,401,3,10006,5#9#13#17#21,2520,17,1,202,2520,0
56434,3,1,10,70600044,,,,圣遗物,5,4,3000,401,4,10006,5#9#13#17#21,2520,17,1,202,2520,0
56440,3,1,10,70600044,,,,圣遗物,1,4,4000,401,0,10006,5#9#13#17#21,2520,17,1,202,2520,0
56441,3,1,10,70600044,,,,圣遗物,1,4,4000,401,1,10006,5#9#13#17#21,2520,17,1,202,2520,0
56442,3,1,10,70600044,,,,圣遗物,1,4,4000,401,2,10006,5#9#13#17#21,2520,17,1,202,2520,0
56443,3,1,10,70600044,,,,圣遗物,1,4,4000,401,3,10006,5#9#13#17#21,2520,17,1,202,2520,0
56444,3,1,10,70600044,,,,圣遗物,1,4,4000,401,4,10006,5#9#13#17#21,2520,17,1,202,2520,0
56450,3,1,10,70600044,,,,圣遗物,3,4,1000,401,0,10006,5#9#13#17#21,2520,17,1,202,2520,0
56451,3,1,10,70600044,,,,圣遗物,3,4,1000,401,1,10006,5#9#13#17#21,2520,17,1,202,2520,0
56452,3,1,10,70600044,,,,圣遗物,3,4,1000,401,2,10006,5#9#13#17#21,2520,17,1,202,2520,0
56453,3,1,10,70600044,,,,圣遗物,3,4,1000,401,3,10006,5#9#13#17#21,2520,17,1,202,2520,0
56454,3,1,10,70600044,,,,圣遗物,3,4,1000,401,4,10006,5#9#13#17#21,2520,17,1,202,2520,0
56510,3,1,10,70600045,,,,圣遗物,4,5,5000,501,0,10006,5#9#13#17#21,3780,21,0,,,0
56511,3,1,10,70600045,,,,圣遗物,4,5,5000,501,1,10006,5#9#13#17#21,3780,21,0,,,0
56512,3,1,10,70600045,,,,圣遗物,4,5,5000,501,2,10006,5#9#13#17#21,3780,21,0,,,0
56513,3,1,10,70600045,,,,圣遗物,4,5,5000,501,3,10006,5#9#13#17#21,3780,21,0,,,0
56514,3,1,10,70600045,,,,圣遗物,4,5,5000,501,4,10006,5#9#13#17#21,3780,21,0,,,0
56520,3,1,10,70600045,,,,圣遗物,2,5,2000,501,0,10006,5#9#13#17#21,3780,21,0,,,0
56521,3,1,10,70600045,,,,圣遗物,2,5,2000,501,1,10006,5#9#13#17#21,3780,21,0,,,0
56522,3,1,10,70600045,,,,圣遗物,2,5,2000,501,2,10006,5#9#13#17#21,3780,21,0,,,0
56523,3,1,10,70600045,,,,圣遗物,2,5,2000,501,3,10006,5#9#13#17#21,3780,21,0,,,0
56524,3,1,10,70600045,,,,圣遗物,2,5,2000,501,4,10006,5#9#13#17#21,3780,21,0,,,0
56530,3,1,10,70600045,,,,圣遗物,5,5,3000,501,0,10006,5#9#13#17#21,3780,21,0,,,0
56531,3,1,10,70600045,,,,圣遗物,5,5,3000,501,1,10006,5#9#13#17#21,3780,21,0,,,0
56532,3,1,10,70600045,,,,圣遗物,5,5,3000,501,2,10006,5#9#13#17#21,3780,21,0,,,0
56533,3,1,10,70600045,,,,圣遗物,5,5,3000,501,3,10006,5#9#13#17#21,3780,21,0,,,0
56534,3,1,10,70600045,,,,圣遗物,5,5,3000,501,4,10006,5#9#13#17#21,3780,21,0,,,0
56540,3,1,10,70600045,,,,圣遗物,1,5,4000,501,0,10006,5#9#13#17#21,3780,21,0,,,0
56541,3,1,10,70600045,,,,圣遗物,1,5,4000,501,1,10006,5#9#13#17#21,3780,21,0,,,0
56542,3,1,10,70600045,,,,圣遗物,1,5,4000,501,2,10006,5#9#13#17#21,3780,21,0,,,0
56543,3,1,10,70600045,,,,圣遗物,1,5,4000,501,3,10006,5#9#13#17#21,3780,21,0,,,0
56544,3,1,10,70600045,,,,圣遗物,1,5,4000,501,4,10006,5#9#13#17#21,3780,21,0,,,0
56550,3,1,10,70600045,,,,圣遗物,3,5,1000,501,0,10006,5#9#13#17#21,3780,21,0,,,0
56551,3,1,10,70600045,,,,圣遗物,3,5,1000,501,1,10006,5#9#13#17#21,3780,21,0,,,0
56552,3,1,10,70600045,,,,圣遗物,3,5,1000,501,2,10006,5#9#13#17#21,3780,21,0,,,0
56553,3,1,10,70600045,,,,圣遗物,3,5,1000,501,3,10006,5#9#13#17#21,3780,21,0,,,0
56554,3,1,10,70600045,,,,圣遗物,3,5,1000,501,4,10006,5#9#13#17#21,3780,21,0,,,0
57110,3,1,10,70600041,,,,圣遗物,4,1,5000,101,0,10007,5#9#13#17#21,420,5,1,202,420,0
57111,3,1,10,70600041,,,,圣遗物,4,1,5000,101,1,10007,5#9#13#17#21,420,5,1,202,420,0
57112,3,1,10,70600041,,,,圣遗物,4,1,5000,101,2,10007,5#9#13#17#21,420,5,1,202,420,0
57113,3,1,10,70600041,,,,圣遗物,4,1,5000,101,3,10007,5#9#13#17#21,420,5,1,202,420,0
57114,3,1,10,70600041,,,,圣遗物,4,1,5000,101,4,10007,5#9#13#17#21,420,5,1,202,420,0
57120,3,1,10,70600041,,,,圣遗物,2,1,2000,101,0,10007,5#9#13#17#21,420,5,1,202,420,0
57121,3,1,10,70600041,,,,圣遗物,2,1,2000,101,1,10007,5#9#13#17#21,420,5,1,202,420,0
57122,3,1,10,70600041,,,,圣遗物,2,1,2000,101,2,10007,5#9#13#17#21,420,5,1,202,420,0
57123,3,1,10,70600041,,,,圣遗物,2,1,2000,101,3,10007,5#9#13#17#21,420,5,1,202,420,0
57124,3,1,10,70600041,,,,圣遗物,2,1,2000,101,4,10007,5#9#13#17#21,420,5,1,202,420,0
57130,3,1,10,70600041,,,,圣遗物,5,1,3000,101,0,10007,5#9#13#17#21,420,5,1,202,420,0
57131,3,1,10,70600041,,,,圣遗物,5,1,3000,101,1,10007,5#9#13#17#21,420,5,1,202,420,0
57132,3,1,10,70600041,,,,圣遗物,5,1,3000,101,2,10007,5#9#13#17#21,420,5,1,202,420,0
57133,3,1,10,70600041,,,,圣遗物,5,1,3000,101,3,10007,5#9#13#17#21,420,5,1,202,420,0
57134,3,1,10,70600041,,,,圣遗物,5,1,3000,101,4,10007,5#9#13#17#21,420,5,1,202,420,0
57140,3,1,10,70600041,,,,圣遗物,1,1,4000,101,0,10007,5#9#13#17#21,420,5,1,202,420,0
57141,3,1,10,70600041,,,,圣遗物,1,1,4000,101,1,10007,5#9#13#17#21,420,5,1,202,420,0
57142,3,1,10,70600041,,,,圣遗物,1,1,4000,101,2,10007,5#9#13#17#21,420,5,1,202,420,0
57143,3,1,10,70600041,,,,圣遗物,1,1,4000,101,3,10007,5#9#13#17#21,420,5,1,202,420,0
57144,3,1,10,70600041,,,,圣遗物,1,1,4000,101,4,10007,5#9#13#17#21,420,5,1,202,420,0
57150,3,1,10,70600041,,,,圣遗物,3,1,1000,101,0,10007,5#9#13#17#21,420,5,1,202,420,0
57151,3,1,10,70600041,,,,圣遗物,3,1,1000,101,1,10007,5#9#13#17#21,420,5,1,202,420,0
57152,3,1,10,70600041,,,,圣遗物,3,1,1000,101,2,10007,5#9#13#17#21,420,5,1,202,420,0
57153,3,1,10,70600041,,,,圣遗物,3,1,1000,101,3,10007,5#9#13#17#21,420,5,1,202,420,0
57154,3,1,10,70600041,,,,圣遗物,3,1,1000,101,4,10007,5#9#13#17#21,420,5,1,202,420,0
57210,3,1,10,70600042,,,,圣遗物,4,2,5000,201,0,10007,5#9#13#17#21,840,5,1,202,840,0
57211,3,1,10,70600042,,,,圣遗物,4,2,5000,201,1,10007,5#9#13#17#21,840,5,1,202,840,0
57212,3,1,10,70600042,,,,圣遗物,4,2,5000,201,2,10007,5#9#13#17#21,840,5,1,202,840,0
57213,3,1,10,70600042,,,,圣遗物,4,2,5000,201,3,10007,5#9#13#17#21,840,5,1,202,840,0
57214,3,1,10,70600042,,,,圣遗物,4,2,5000,201,4,10007,5#9#13#17#21,840,5,1,202,840,0
57220,3,1,10,70600042,,,,圣遗物,2,2,2000,201,0,10007,5#9#13#17#21,840,5,1,202,840,0
57221,3,1,10,70600042,,,,圣遗物,2,2,2000,201,1,10007,5#9#13#17#21,840,5,1,202,840,0
57222,3,1,10,70600042,,,,圣遗物,2,2,2000,201,2,10007,5#9#13#17#21,840,5,1,202,840,0
57223,3,1,10,70600042,,,,圣遗物,2,2,2000,201,3,10007,5#9#13#17#21,840,5,1,202,840,0
57224,3,1,10,70600042,,,,圣遗物,2,2,2000,201,4,10007,5#9#13#17#21,840,5,1,202,840,0
57230,3,1,10,70600042,,,,圣遗物,5,2,3000,201,0,10007,5#9#13#17#21,840,5,1,202,840,0
57231,3,1,10,70600042,,,,圣遗物,5,2,3000,201,1,10007,5#9#13#17#21,840,5,1,202,840,0
57232,3,1,10,70600042,,,,圣遗物,5,2,3000,201,2,10007,5#9#13#17#21,840,5,1,202,840,0
57233,3,1,10,70600042,,,,圣遗物,5,2,3000,201,3,10007,5#9#13#17#21,840,5,1,202,840,0
57234,3,1,10,70600042,,,,圣遗物,5,2,3000,201,4,10007,5#9#13#17#21,840,5,1,202,840,0
57240,3,1,10,70600042,,,,圣遗物,1,2,4000,201,0,10007,5#9#13#17#21,840,5,1,202,840,0
57241,3,1,10,70600042,,,,圣遗物,1,2,4000,201,1,10007,5#9#13#17#21,840,5,1,202,840,0
57242,3,1,10,70600042,,,,圣遗物,1,2,4000,201,2,10007,5#9#13#17#21,840,5,1,202,840,0
57243,3,1,10,70600042,,,,圣遗物,1,2,4000,201,3,10007,5#9#13#17#21,840,5,1,202,840,0
57244,3,1,10,70600042,,,,圣遗物,1,2,4000,201,4,10007,5#9#13#17#21,840,5,1,202,840,0
57250,3,1,10,70600042,,,,圣遗物,3,2,1000,201,0,10007,5#9#13#17#21,840,5,1,202,840,0
57251,3,1,10,70600042,,,,圣遗物,3,2,1000,201,1,10007,5#9#13#17#21,840,5,1,202,840,0
57252,3,1,10,70600042,,,,圣遗物,3,2,1000,201,2,10007,5#9#13#17#21,840,5,1,202,840,0
57253,3,1,10,70600042,,,,圣遗物,3,2,1000,201,3,10007,5#9#13#17#21,840,5,1,202,840,0
57254,3,1,10,70600042,,,,圣遗物,3,2,1000,201,4,10007,5#9#13#17#21,840,5,1,202,840,0
57310,3,1,10,70600043,,,,圣遗物,4,3,5000,301,0,10007,5#9#13#17#21,1260,13,1,202,1260,0
57311,3,1,10,70600043,,,,圣遗物,4,3,5000,301,1,10007,5#9#13#17#21,1260,13,1,202,1260,0
57312,3,1,10,70600043,,,,圣遗物,4,3,5000,301,2,10007,5#9#13#17#21,1260,13,1,202,1260,0
57313,3,1,10,70600043,,,,圣遗物,4,3,5000,301,3,10007,5#9#13#17#21,1260,13,1,202,1260,0
57314,3,1,10,70600043,,,,圣遗物,4,3,5000,301,4,10007,5#9#13#17#21,1260,13,1,202,1260,0
57320,3,1,10,70600043,,,,圣遗物,2,3,2000,301,0,10007,5#9#13#17#21,1260,13,1,202,1260,0
57321,3,1,10,70600043,,,,圣遗物,2,3,2000,301,1,10007,5#9#13#17#21,1260,13,1,202,1260,0
57322,3,1,10,70600043,,,,圣遗物,2,3,2000,301,2,10007,5#9#13#17#21,1260,13,1,202,1260,0
57323,3,1,10,70600043,,,,圣遗物,2,3,2000,301,3,10007,5#9#13#17#21,1260,13,1,202,1260,0
57324,3,1,10,70600043,,,,圣遗物,2,3,2000,301,4,10007,5#9#13#17#21,1260,13,1,202,1260,0
57330,3,1,10,70600043,,,,圣遗物,5,3,3000,301,0,10007,5#9#13#17#21,1260,13,1,202,1260,0
57331,3,1,10,70600043,,,,圣遗物,5,3,3000,301,1,10007,5#9#13#17#21,1260,13,1,202,1260,0
57332,3,1,10,70600043,,,,圣遗物,5,3,3000,301,2,10007,5#9#13#17#21,1260,13,1,202,1260,0
57333,3,1,10,70600043,,,,圣遗物,5,3,3000,301,3,10007,5#9#13#17#21,1260,13,1,202,1260,0
57334,3,1,10,70600043,,,,圣遗物,5,3,3000,301,4,10007,5#9#13#17#21,1260,13,1,202,1260,0
57340,3,1,10,70600043,,,,圣遗物,1,3,4000,301,0,10007,5#9#13#17#21,1260,13,1,202,1260,0
57341,3,1,10,70600043,,,,圣遗物,1,3,4000,301,1,10007,5#9#13#17#21,1260,13,1,202,1260,0
57342,3,1,10,70600043,,,,圣遗物,1,3,4000,301,2,10007,5#9#13#17#21,1260,13,1,202,1260,0
57343,3,1,10,70600043,,,,圣遗物,1,3,4000,301,3,10007,5#9#13#17#21,1260,13,1,202,1260,0
57344,3,1,10,70600043,,,,圣遗物,1,3,4000,301,4,10007,5#9#13#17#21,1260,13,1,202,1260,0
57350,3,1,10,70600043,,,,圣遗物,3,3,1000,301,0,10007,5#9#13#17#21,1260,13,1,202,1260,0
57351,3,1,10,70600043,,,,圣遗物,3,3,1000,301,1,10007,5#9#13#17#21,1260,13,1,202,1260,0
57352,3,1,10,70600043,,,,圣遗物,3,3,1000,301,2,10007,5#9#13#17#21,1260,13,1,202,1260,0
57353,3,1,10,70600043,,,,圣遗物,3,3,1000,301,3,10007,5#9#13#17#21,1260,13,1,202,1260,0
57354,3,1,10,70600043,,,,圣遗物,3,3,1000,301,4,10007,5#9#13#17#21,1260,13,1,202,1260,0
57410,3,1,10,70600044,,,,圣遗物,4,4,5000,401,0,10007,5#9#13#17#21,2520,17,1,202,2520,0
57411,3,1,10,70600044,,,,圣遗物,4,4,5000,401,1,10007,5#9#13#17#21,2520,17,1,202,2520,0
57412,3,1,10,70600044,,,,圣遗物,4,4,5000,401,2,10007,5#9#13#17#21,2520,17,1,202,2520,0
57413,3,1,10,70600044,,,,圣遗物,4,4,5000,401,3,10007,5#9#13#17#21,2520,17,1,202,2520,0
57414,3,1,10,70600044,,,,圣遗物,4,4,5000,401,4,10007,5#9#13#17#21,2520,17,1,202,2520,0
57420,3,1,10,70600044,,,,圣遗物,2,4,2000,401,0,10007,5#9#13#17#21,2520,17,1,202,2520,0
57421,3,1,10,70600044,,,,圣遗物,2,4,2000,401,1,10007,5#9#13#17#21,2520,17,1,202,2520,0
57422,3,1,10,70600044,,,,圣遗物,2,4,2000,401,2,10007,5#9#13#17#21,2520,17,1,202,2520,0
57423,3,1,10,70600044,,,,圣遗物,2,4,2000,401,3,10007,5#9#13#17#21,2520,17,1,202,2520,0
57424,3,1,10,70600044,,,,圣遗物,2,4,2000,401,4,10007,5#9#13#17#21,2520,17,1,202,2520,0
57430,3,1,10,70600044,,,,圣遗物,5,4,3000,401,0,10007,5#9#13#17#21,2520,17,1,202,2520,0
57431,3,1,10,70600044,,,,圣遗物,5,4,3000,401,1,10007,5#9#13#17#21,2520,17,1,202,2520,0
57432,3,1,10,70600044,,,,圣遗物,5,4,3000,401,2,10007,5#9#13#17#21,2520,17,1,202,2520,0
57433,3,1,10,70600044,,,,圣遗物,5,4,3000,401,3,10007,5#9#13#17#21,2520,17,1,202,2520,0
57434,3,1,10,70600044,,,,圣遗物,5,4,3000,401,4,10007,5#9#13#17#21,2520,17,1,202,2520,0
57440,3,1,10,70600044,,,,圣遗物,1,4,4000,401,0,10007,5#9#13#17#21,2520,17,1,202,2520,0
57441,3,1,10,70600044,,,,圣遗物,1,4,4000,401,1,10007,5#9#13#17#21,2520,17,1,202,2520,0
57442,3,1,10,70600044,,,,圣遗物,1,4,4000,401,2,10007,5#9#13#17#21,2520,17,1,202,2520,0
57443,3,1,10,70600044,,,,圣遗物,1,4,4000,401,3,10007,5#9#13#17#21,2520,17,1,202,2520,0
57444,3,1,10,70600044,,,,圣遗物,1,4,4000,401,4,10007,5#9#13#17#21,2520,17,1,202,2520,0
57450,3,1,10,70600044,,,,圣遗物,3,4,1000,401,0,10007,5#9#13#17#21,2520,17,1,202,2520,0
57451,3,1,10,70600044,,,,圣遗物,3,4,1000,401,1,10007,5#9#13#17#21,2520,17,1,202,2520,0
57452,3,1,10,70600044,,,,圣遗物,3,4,1000,401,2,10007,5#9#13#17#21,2520,17,1,202,2520,0
57453,3,1,10,70600044,,,,圣遗物,3,4,1000,401,3,10007,5#9#13#17#21,2520,17,1,202,2520,0
57454,3,1,10,70600044,,,,圣遗物,3,4,1000,401,4,10007,5#9#13#17#21,2520,17,1,202,2520,0
57510,3,1,10,70600045,,,,圣遗物,4,5,5000,501,0,10007,5#9#13#17#21,3780,21,0,,,0
57511,3,1,10,70600045,,,,圣遗物,4,5,5000,501,1,10007,5#9#13#17#21,3780,21,0,,,0
57512,3,1,10,70600045,,,,圣遗物,4,5,5000,501,2,10007,5#9#13#17#21,3780,21,0,,,0
57513,3,1,10,70600045,,,,圣遗物,4,5,5000,501,3,10007,5#9#13#17#21,3780,21,0,,,0
57514,3,1,10,70600045,,,,圣遗物,4,5,5000,501,4,10007,5#9#13#17#21,3780,21,0,,,0
57520,3,1,10,70600045,,,,圣遗物,2,5,2000,501,0,10007,5#9#13#17#21,3780,21,0,,,0
57521,3,1,10,70600045,,,,圣遗物,2,5,2000,501,1,10007,5#9#13#17#21,3780,21,0,,,0
57522,3,1,10,70600045,,,,圣遗物,2,5,2000,501,2,10007,5#9#13#17#21,3780,21,0,,,0
