掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限	活动产出次数上限
521065			0	1		1	1000		1	1000	84430	1	1000		1	1000		1	1000																																																													0					
521066			0	1		1	1000		1	1000	84431	1	1000		1	1000		1	1000																																																													0					
521067			0	1		1	1000		1	1000	84432	1	1000		1	1000		1	1000																																																													0					
521068			0	1		1	1000		1	1000	84433	1	1000		1	1000		1	1000																																																													0					
521069			0	1		1	1000		1	1000	84434	1	1000		1	1000		1	1000																																																													0					
521070			0	1		1	1000		1	1000	84530	1	1000		1	1000		1	1000																																																													0					
521071			0	1		1	1000		1	1000	84531	1	1000		1	1000		1	1000																																																													0					
521072			0	1		1	1000		1	1000	84532	1	1000		1	1000		1	1000																																																													0					
521073			0	1		1	1000		1	1000	84533	1	1000		1	1000		1	1000																																																													0					
521074			0	1		1	1000		1	1000	84534	1	1000		1	1000		1	1000																																																													0					
521100			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521101			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521102			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521103			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521104			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521105			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521106			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521107			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521108			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521109			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521110			0	1		1	1000		1	1000	85330	1	1000		1	1000		1	1000																																																													0					
521111			0	1		1	1000		1	1000	85331	1	1000		1	1000		1	1000																																																													0					
521112			0	1		1	1000		1	1000	85332	1	1000		1	1000		1	1000																																																													0					
521113			0	1		1	1000		1	1000	85333	1	1000		1	1000		1	1000																																																													0					
521114			0	1		1	1000		1	1000	85334	1	1000		1	1000		1	1000																																																													0					
521115			0	1		1	1000		1	1000	85430	1	1000		1	1000		1	1000																																																													0					
521116			0	1		1	1000		1	1000	85431	1	1000		1	1000		1	1000																																																													0					
521117			0	1		1	1000		1	1000	85432	1	1000		1	1000		1	1000																																																													0					
521118			0	1		1	1000		1	1000	85433	1	1000		1	1000		1	1000																																																													0					
521119			0	1		1	1000		1	1000	85434	1	1000		1	1000		1	1000																																																													0					
521120			0	1		1	1000		1	1000	85530	1	1000		1	1000		1	1000																																																													0					
521121			0	1		1	1000		1	1000	85531	1	1000		1	1000		1	1000																																																													0					
521122			0	1		1	1000		1	1000	85532	1	1000		1	1000		1	1000																																																													0					
521123			0	1		1	1000		1	1000	85533	1	1000		1	1000		1	1000																																																													0					
521124			0	1		1	1000		1	1000	85534	1	1000		1	1000		1	1000																																																													0					
521150			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521151			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521152			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521153			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521154			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521155			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521156			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521157			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521158			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521159			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521160			0	1		1	1000		1	1000	86330	1	1000		1	1000		1	1000																																																													0					
521161			0	1		1	1000		1	1000	86331	1	1000		1	1000		1	1000																																																													0					
521162			0	1		1	1000		1	1000	86332	1	1000		1	1000		1	1000																																																													0					
521163			0	1		1	1000		1	1000	86333	1	1000		1	1000		1	1000																																																													0					
521164			0	1		1	1000		1	1000	86334	1	1000		1	1000		1	1000																																																													0					
521165			0	1		1	1000		1	1000	86430	1	1000		1	1000		1	1000																																																													0					
521166			0	1		1	1000		1	1000	86431	1	1000		1	1000		1	1000																																																													0					
521167			0	1		1	1000		1	1000	86432	1	1000		1	1000		1	1000																																																													0					
521168			0	1		1	1000		1	1000	86433	1	1000		1	1000		1	1000																																																													0					
521169			0	1		1	1000		1	1000	86434	1	1000		1	1000		1	1000																																																													0					
521170			0	1		1	1000		1	1000	86530	1	1000		1	1000		1	1000																																																													0					
521171			0	1		1	1000		1	1000	86531	1	1000		1	1000		1	1000																																																													0					
521172			0	1		1	1000		1	1000	86532	1	1000		1	1000		1	1000																																																													0					
521173			0	1		1	1000		1	1000	86533	1	1000		1	1000		1	1000																																																													0					
521174			0	1		1	1000		1	1000	86534	1	1000		1	1000		1	1000																																																													0					
521200			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521201			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521202			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521203			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521204			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521205			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521206			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521207			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521208			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521209			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
521210			0	1		1	1000		1	1000	87330	1	1000		1	1000		1	1000																																																													0					
521211			0	1		1	1000		1	1000	87331	1	1000		1	1000		1	1000																																																													0					
521212			0	1		1	1000		1	1000	87332	1	1000		1	1000		1	1000																																																													0					
521213			0	1		1	1000		1	1000	87333	1	1000		1	1000		1	1000																																																													0					
521214			0	1		1	1000		1	1000	87334	1	1000		1	1000		1	1000																																																													0					
521215			0	1		1	1000		1	1000	87430	1	1000		1	1000		1	1000																																																													0					
521216			0	1		1	1000		1	1000	87431	1	1000		1	1000		1	1000																																																													0					
521217			0	1		1	1000		1	1000	87432	1	1000		1	1000		1	1000																																																													0					
521218			0	1		1	1000		1	1000	87433	1	1000		1	1000		1	1000																																																													0					
521219			0	1		1	1000		1	1000	87434	1	1000		1	1000		1	1000																																																													0					
521220			0	1		1	1000		1	1000	87530	1	1000		1	1000		1	1000																																																													0					
521221			0	1		1	1000		1	1000	87531	1	1000		1	1000		1	1000																																																													0					
521222			0	1		1	1000		1	1000	87532	1	1000		1	1000		1	1000																																																													0					
521223			0	1		1	1000		1	1000	87533	1	1000		1	1000		1	1000																																																													0					
521224			0	1		1	1000		1	1000	87534	1	1000		1	1000		1	1000																																																													0					
527500			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527501			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527502			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527503			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527504			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527505			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527506			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527507			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527508			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527509			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527510			0	1	71310	1	1000	71320	1	1000	71330	1	1000	71340	1	1000	71350	1	1000																																																													0					
527511			0	1	71311	1	1000	71321	1	1000	71331	1	1000	71341	1	1000	71351	1	1000																																																													0					
527512			0	1	71312	1	1000	71322	1	1000	71332	1	1000	71342	1	1000	71352	1	1000																																																													0					
527513			0	1	71313	1	1000	71323	1	1000	71333	1	1000	71343	1	1000	71353	1	1000																																																													0					
527514			0	1	71314	1	1000	71324	1	1000	71334	1	1000	71344	1	1000	71354	1	1000																																																													0					
527515			0	1	71410	1	1000	71420	1	1000	71430	1	1000	71440	1	1000	71450	1	1000																																																													0					
527516			0	1	71411	1	1000	71421	1	1000	71431	1	1000	71441	1	1000	71451	1	1000																																																													0					
527517			0	1	71412	1	1000	71422	1	1000	71432	1	1000	71442	1	1000	71452	1	1000																																																													0					
527518			0	1	71413	1	1000	71423	1	1000	71433	1	1000	71443	1	1000	71453	1	1000																																																													0					
527519			0	1	71414	1	1000	71424	1	1000	71434	1	1000	71444	1	1000	71454	1	1000																																																													0					
527520			0	1	71510	1	1000	71520	1	1000	71530	1	1000	71540	1	1000	71550	1	1000																																																													0					
527521			0	1	71511	1	1000	71521	1	1000	71531	1	1000	71541	1	1000	71551	1	1000																																																													0					
527522			0	1	71512	1	1000	71522	1	1000	71532	1	1000	71542	1	1000	71552	1	1000																																																													0					
527523			0	1	71513	1	1000	71523	1	1000	71533	1	1000	71543	1	1000	71553	1	1000																																																													0					
527524			0	1	71514	1	1000	71524	1	1000	71534	1	1000	71544	1	1000	71554	1	1000																																																													0					
527550			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527551			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527552			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527553			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527554			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527555			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527556			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527557			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527558			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527559			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527560			0	1	72310	1	1000	72320	1	1000	72330	1	1000	72340	1	1000	72350	1	1000																																																													0					
527561			0	1	72311	1	1000	72321	1	1000	72331	1	1000	72341	1	1000	72351	1	1000																																																													0					
527562			0	1	72312	1	1000	72322	1	1000	72332	1	1000	72342	1	1000	72352	1	1000																																																													0					
527563			0	1	72313	1	1000	72323	1	1000	72333	1	1000	72343	1	1000	72353	1	1000																																																													0					
527564			0	1	72314	1	1000	72324	1	1000	72334	1	1000	72344	1	1000	72354	1	1000																																																													0					
527565			0	1	72410	1	1000	72420	1	1000	72430	1	1000	72440	1	1000	72450	1	1000																																																													0					
527566			0	1	72411	1	1000	72421	1	1000	72431	1	1000	72441	1	1000	72451	1	1000																																																													0					
527567			0	1	72412	1	1000	72422	1	1000	72432	1	1000	72442	1	1000	72452	1	1000																																																													0					
527568			0	1	72413	1	1000	72423	1	1000	72433	1	1000	72443	1	1000	72453	1	1000																																																													0					
527569			0	1	72414	1	1000	72424	1	1000	72434	1	1000	72444	1	1000	72454	1	1000																																																													0					
527570			0	1	72510	1	1000	72520	1	1000	72530	1	1000	72540	1	1000	72550	1	1000																																																													0					
527571			0	1	72511	1	1000	72521	1	1000	72531	1	1000	72541	1	1000	72551	1	1000																																																													0					
527572			0	1	72512	1	1000	72522	1	1000	72532	1	1000	72542	1	1000	72552	1	1000																																																													0					
527573			0	1	72513	1	1000	72523	1	1000	72533	1	1000	72543	1	1000	72553	1	1000																																																													0					
527574			0	1	72514	1	1000	72524	1	1000	72534	1	1000	72544	1	1000	72554	1	1000																																																													0					
527600			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527601			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527602			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527603			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527604			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527605			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527606			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527607			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527608			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527609			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527610			0	1	73310	1	1000	73320	1	1000	73330	1	1000	73340	1	1000	73350	1	1000																																																													0					
527611			0	1	73311	1	1000	73321	1	1000	73331	1	1000	73341	1	1000	73351	1	1000																																																													0					
527612			0	1	73312	1	1000	73322	1	1000	73332	1	1000	73342	1	1000	73352	1	1000																																																													0					
527613			0	1	73313	1	1000	73323	1	1000	73333	1	1000	73343	1	1000	73353	1	1000																																																													0					
527614			0	1	73314	1	1000	73324	1	1000	73334	1	1000	73344	1	1000	73354	1	1000																																																													0					
527615			0	1	73410	1	1000	73420	1	1000	73430	1	1000	73440	1	1000	73450	1	1000																																																													0					
527616			0	1	73411	1	1000	73421	1	1000	73431	1	1000	73441	1	1000	73451	1	1000																																																													0					
527617			0	1	73412	1	1000	73422	1	1000	73432	1	1000	73442	1	1000	73452	1	1000																																																													0					
527618			0	1	73413	1	1000	73423	1	1000	73433	1	1000	73443	1	1000	73453	1	1000																																																													0					
527619			0	1	73414	1	1000	73424	1	1000	73434	1	1000	73444	1	1000	73454	1	1000																																																													0					
527620			0	1	73510	1	1000	73520	1	1000	73530	1	1000	73540	1	1000	73550	1	1000																																																													0					
527621			0	1	73511	1	1000	73521	1	1000	73531	1	1000	73541	1	1000	73551	1	1000																																																													0					
527622			0	1	73512	1	1000	73522	1	1000	73532	1	1000	73542	1	1000	73552	1	1000																																																													0					
527623			0	1	73513	1	1000	73523	1	1000	73533	1	1000	73543	1	1000	73553	1	1000																																																													0					
527624			0	1	73514	1	1000	73524	1	1000	73534	1	1000	73544	1	1000	73554	1	1000																																																													0					
527650			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527651			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527652			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527653			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527654			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527655			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527656			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527657			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527658			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527659			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527660			0	1	74310	1	1000	74320	1	1000	74330	1	1000	74340	1	1000	74350	1	1000																																																													0					
527661			0	1	74311	1	1000	74321	1	1000	74331	1	1000	74341	1	1000	74351	1	1000																																																													0					
527662			0	1	74312	1	1000	74322	1	1000	74332	1	1000	74342	1	1000	74352	1	1000																																																													0					
527663			0	1	74313	1	1000	74323	1	1000	74333	1	1000	74343	1	1000	74353	1	1000																																																													0					
527664			0	1	74314	1	1000	74324	1	1000	74334	1	1000	74344	1	1000	74354	1	1000																																																													0					
527665			0	1	74410	1	1000	74420	1	1000	74430	1	1000	74440	1	1000	74450	1	1000																																																													0					
527666			0	1	74411	1	1000	74421	1	1000	74431	1	1000	74441	1	1000	74451	1	1000																																																													0					
527667			0	1	74412	1	1000	74422	1	1000	74432	1	1000	74442	1	1000	74452	1	1000																																																													0					
527668			0	1	74413	1	1000	74423	1	1000	74433	1	1000	74443	1	1000	74453	1	1000																																																													0					
527669			0	1	74414	1	1000	74424	1	1000	74434	1	1000	74444	1	1000	74454	1	1000																																																													0					
527670			0	1	74510	1	1000	74520	1	1000	74530	1	1000	74540	1	1000	74550	1	1000																																																													0					
527671			0	1	74511	1	1000	74521	1	1000	74531	1	1000	74541	1	1000	74551	1	1000																																																													0					
527672			0	1	74512	1	1000	74522	1	1000	74532	1	1000	74542	1	1000	74552	1	1000																																																													0					
527673			0	1	74513	1	1000	74523	1	1000	74533	1	1000	74543	1	1000	74553	1	1000																																																													0					
527674			0	1	74514	1	1000	74524	1	1000	74534	1	1000	74544	1	1000	74554	1	1000																																																													0					
527700			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527701			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527702			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527703			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527704			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527705			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527706			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527707			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527708			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527709			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527710			0	1	75310	1	1000	75320	1	1000	75330	1	1000	75340	1	1000	75350	1	1000																																																													0					
527711			0	1	75311	1	1000	75321	1	1000	75331	1	1000	75341	1	1000	75351	1	1000																																																													0					
527712			0	1	75312	1	1000	75322	1	1000	75332	1	1000	75342	1	1000	75352	1	1000																																																													0					
527713			0	1	75313	1	1000	75323	1	1000	75333	1	1000	75343	1	1000	75353	1	1000																																																													0					
527714			0	1	75314	1	1000	75324	1	1000	75334	1	1000	75344	1	1000	75354	1	1000																																																													0					
527715			0	1	75410	1	1000	75420	1	1000	75430	1	1000	75440	1	1000	75450	1	1000																																																													0					
527716			0	1	75411	1	1000	75421	1	1000	75431	1	1000	75441	1	1000	75451	1	1000																																																													0					
527717			0	1	75412	1	1000	75422	1	1000	75432	1	1000	75442	1	1000	75452	1	1000																																																													0					
527718			0	1	75413	1	1000	75423	1	1000	75433	1	1000	75443	1	1000	75453	1	1000																																																													0					
527719			0	1	75414	1	1000	75424	1	1000	75434	1	1000	75444	1	1000	75454	1	1000																																																													0					
527720			0	1	75510	1	1000	75520	1	1000	75530	1	1000	75540	1	1000	75550	1	1000																																																													0					
527721			0	1	75511	1	1000	75521	1	1000	75531	1	1000	75541	1	1000	75551	1	1000																																																													0					
527722			0	1	75512	1	1000	75522	1	1000	75532	1	1000	75542	1	1000	75552	1	1000																																																													0					
527723			0	1	75513	1	1000	75523	1	1000	75533	1	1000	75543	1	1000	75553	1	1000																																																													0					
527724			0	1	75514	1	1000	75524	1	1000	75534	1	1000	75544	1	1000	75554	1	1000																																																													0					
527750			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527751			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527752			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527753			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527754			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527755			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527756			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527757			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527758			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527759			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527760			0	1	77310	1	1000	77320	1	1000	77330	1	1000	77340	1	1000	77350	1	1000																																																													0					
527761			0	1	77311	1	1000	77321	1	1000	77331	1	1000	77341	1	1000	77351	1	1000																																																													0					
527762			0	1	77312	1	1000	77322	1	1000	77332	1	1000	77342	1	1000	77352	1	1000																																																													0					
527763			0	1	77313	1	1000	77323	1	1000	77333	1	1000	77343	1	1000	77353	1	1000																																																													0					
527764			0	1	77314	1	1000	77324	1	1000	77334	1	1000	77344	1	1000	77354	1	1000																																																													0					
527765			0	1	77410	1	1000	77420	1	1000	77430	1	1000	77440	1	1000	77450	1	1000																																																													0					
527766			0	1	77411	1	1000	77421	1	1000	77431	1	1000	77441	1	1000	77451	1	1000																																																													0					
527767			0	1	77412	1	1000	77422	1	1000	77432	1	1000	77442	1	1000	77452	1	1000																																																													0					
527768			0	1	77413	1	1000	77423	1	1000	77433	1	1000	77443	1	1000	77453	1	1000																																																													0					
527769			0	1	77414	1	1000	77424	1	1000	77434	1	1000	77444	1	1000	77454	1	1000																																																													0					
527770			0	1	77510	1	1000	77520	1	1000	77530	1	1000	77540	1	1000	77550	1	1000																																																													0					
527771			0	1	77511	1	1000	77521	1	1000	77531	1	1000	77541	1	1000	77551	1	1000																																																													0					
527772			0	1	77512	1	1000	77522	1	1000	77532	1	1000	77542	1	1000	77552	1	1000																																																													0					
527773			0	1	77513	1	1000	77523	1	1000	77533	1	1000	77543	1	1000	77553	1	1000																																																													0					
527774			0	1	77514	1	1000	77524	1	1000	77534	1	1000	77544	1	1000	77554	1	1000																																																													0					
527800			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527801			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527802			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527803			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527804			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527805			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527806			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527807			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527808			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527809			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527810			0	1	76310	1	1000	76320	1	1000	76330	1	1000	76340	1	1000	76350	1	1000																																																													0					
527811			0	1	76311	1	1000	76321	1	1000	76331	1	1000	76341	1	1000	76351	1	1000																																																													0					
527812			0	1	76312	1	1000	76322	1	1000	76332	1	1000	76342	1	1000	76352	1	1000																																																													0					
527813			0	1	76313	1	1000	76323	1	1000	76333	1	1000	76343	1	1000	76353	1	1000																																																													0					
527814			0	1	76314	1	1000	76324	1	1000	76334	1	1000	76344	1	1000	76354	1	1000																																																													0					
527815			0	1	76410	1	1000	76420	1	1000	76430	1	1000	76440	1	1000	76450	1	1000																																																													0					
527816			0	1	76411	1	1000	76421	1	1000	76431	1	1000	76441	1	1000	76451	1	1000																																																													0					
527817			0	1	76412	1	1000	76422	1	1000	76432	1	1000	76442	1	1000	76452	1	1000																																																													0					
527818			0	1	76413	1	1000	76423	1	1000	76433	1	1000	76443	1	1000	76453	1	1000																																																													0					
527819			0	1	76414	1	1000	76424	1	1000	76434	1	1000	76444	1	1000	76454	1	1000																																																													0					
527820			0	1	76510	1	1000	76520	1	1000	76530	1	1000	76540	1	1000	76550	1	1000																																																													0					
527821			0	1	76511	1	1000	76521	1	1000	76531	1	1000	76541	1	1000	76551	1	1000																																																													0					
527822			0	1	76512	1	1000	76522	1	1000	76532	1	1000	76542	1	1000	76552	1	1000																																																													0					
527823			0	1	76513	1	1000	76523	1	1000	76533	1	1000	76543	1	1000	76553	1	1000																																																													0					
527824			0	1	76514	1	1000	76524	1	1000	76534	1	1000	76544	1	1000	76554	1	1000																																																													0					
527850			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527851			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527852			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527853			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527854			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527855			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527856			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527857			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527858			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527859			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527860			0	1	78310	1	1000	78320	1	1000	78330	1	1000	78340	1	1000	78350	1	1000																																																													0					
527861			0	1	78311	1	1000	78321	1	1000	78331	1	1000	78341	1	1000	78351	1	1000																																																													0					
527862			0	1	78312	1	1000	78322	1	1000	78332	1	1000	78342	1	1000	78352	1	1000																																																													0					
527863			0	1	78313	1	1000	78323	1	1000	78333	1	1000	78343	1	1000	78353	1	1000																																																													0					
527864			0	1	78314	1	1000	78324	1	1000	78334	1	1000	78344	1	1000	78354	1	1000																																																													0					
527865			0	1	78410	1	1000	78420	1	1000	78430	1	1000	78440	1	1000	78450	1	1000																																																													0					
527866			0	1	78411	1	1000	78421	1	1000	78431	1	1000	78441	1	1000	78451	1	1000																																																													0					
527867			0	1	78412	1	1000	78422	1	1000	78432	1	1000	78442	1	1000	78452	1	1000																																																													0					
527868			0	1	78413	1	1000	78423	1	1000	78433	1	1000	78443	1	1000	78453	1	1000																																																													0					
527869			0	1	78414	1	1000	78424	1	1000	78434	1	1000	78444	1	1000	78454	1	1000																																																													0					
527870			0	1	78510	1	1000	78520	1	1000	78530	1	1000	78540	1	1000	78550	1	1000																																																													0					
527871			0	1	78511	1	1000	78521	1	1000	78531	1	1000	78541	1	1000	78551	1	1000																																																													0					
527872			0	1	78512	1	1000	78522	1	1000	78532	1	1000	78542	1	1000	78552	1	1000																																																													0					
527873			0	1	78513	1	1000	78523	1	1000	78533	1	1000	78543	1	1000	78553	1	1000																																																													0					
527874			0	1	78514	1	1000	78524	1	1000	78534	1	1000	78544	1	1000	78554	1	1000																																																													0					
527900			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527901			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527902			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527903			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527904			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527905			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527906			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527907			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527908			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527909			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0					
527910			0	1	79310	1	1000	79320	1	1000	79330	1	1000	79340	1	1000	79350	1	1000																																																													0					
