ID,JSON天气区域ID,最大高度,描述,GadgetID,默认是否开启,TemplateName,Priority,区域环境配置,DefaultWeather,是否固定使用DefaultWeather,场景ID
10068,20122,,申鹤云海地城天气-中层,,0,Weather_Sunny,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_FCdungeon_ShenheCloud02,1,1,20121
10069,20123,,申鹤云海地城天气-下层1,,0,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_FCdungeon_ShenheCloud03,1,1,20121
10070,20124,,申鹤云海地城天气-下层2,,0,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_FCdungeon_ShenheCloud04,1,1,20121
10071,20125,,申鹤云海地城天气-下层3,,0,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_FCdungeon_ShenheCloud05,1,1,20121
10072,10072,,辛焱梦境地城-山洞1,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Cave1,1,1,20133
10073,10073,,辛焱梦境地城-山洞2,,0,Weather_Sunny,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Cave2,1,1,20133
10074,10074,,辛焱梦境地城-山洞3,,0,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Cave3,1,1,20133
10075,10075,,辛焱梦境地城-虚无空间1-1,,1,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Island1_1,2,1,20133
10076,10076,,辛焱梦境地城-记忆碎片天气,,1,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Bridge1,1,1,20133
10077,10077,,辛焱梦境地城-虚无空间3-1,,1,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Island3_1,1,1,20133
10078,10078,,辛焱梦境地城-虚无空间1-2,,1,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Island1_2,2,1,20133
10079,10079,,辛焱梦境地城-虚无空间3-2,,1,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Island3_2,1,1,20133
10080,10080,,雷神剧情地城天气,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_WeekDungeon_Baal,1,1,20122
10081,10081,,雷神周本地城天气,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_WeekDungeon_Baal,1,1,20125
10082,10082,,层岩肉鸽地城3房间1,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_01,1,1,20129
10083,10083,,层岩肉鸽地城3房间2,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_02,1,1,20129
10084,10084,,层岩肉鸽地城3房间3,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_03,1,1,20129
10085,10085,,层岩肉鸽地城3房间4,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_04,1,1,20129
10086,10086,,层岩肉鸽地城3房间1,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_01,1,1,46203
10087,10087,,层岩肉鸽地城3房间2,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_02,1,1,46203
10088,10088,,层岩肉鸽地城3房间3,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_03,1,1,46203
10089,10089,,层岩肉鸽地城3房间4,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_04,1,1,46203
10090,10090,,莫娜梦境地城-星空1,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_Mona_StarrySky_01,1,1,20136
10091,10091,,莫娜梦境地城-星空2,,0,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_Mona_StarrySky_02,3,1,20136
10092,10092,,莫娜梦境地城-星空2-雨,,0,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_Mona_StarrySky_02Rain,1,1,20136
10093,10093,,莫娜梦境地城-星空3,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_Mona_StarrySky_01,1,1,20136
10094,10094,,万叶梦境地城-特殊空间,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_Kazuha02_Special,1,1,20135
10095,10095,,层岩肉鸽地城2上层,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy02,1,1,20128
10096,10096,,层岩肉鸽地城2下层-虚无空间,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy02_Void,1,1,20128
10097,10097,,层岩肉鸽地城3过道,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_Corridor,1,1,20129
10098,10098,,层岩肉鸽地城3虚无空间,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_VoidSpace,1,1,20129
10099,10099,,层岩活动地城3虚无空间,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy03_Corridor,1,1,46203
10100,10100,,层岩肉鸽地城2下层-山洞1,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy02_Cave,1,1,20128
10101,10101,,层岩肉鸽地城2下层-山洞2,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_CYDungeon_Activy02_Cave,1,1,20128
10102,10102,,辛焱活动地城首次-天气,,1,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Island3_1,1,1,35846
10103,10103,,辛焱活动地城重复-天气,,1,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Island3_1,1,1,35847
10104,10104,,辛焱梦境-家环境,,1,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_XinyanDungeon_Home,1,,20133
10105,10105,,莫娜梦境-家环境,,1,Weather_Sunny,3000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_Mona_Home,1,1,20134
10106,10106,,莫娜梦境-默认环境,,1,Weather_Sunny,3000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_Mona01,1,1,20134
10107,10107,,莫娜梦境02,,1,Weather_Sunny,1000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_DreamIsland_Mona02,1,1,20136
10108,10108,,百人三揆灯光1阶段-地城1,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,1,1,35813
10109,10109,,百人三揆灯光2阶段-地城1,,0,Weather_Cloudy,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,2,1,35813
10110,10110,,百人三揆灯光3阶段-地城1,,0,Weather_Rainy,2200,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,3,1,35813
10111,10111,,百人三揆灯光4阶段-地城1,,0,Weather_ThunderStorm,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,4,1,35813
10112,10112,,百人三揆灯光1阶段-地城2,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,1,1,35814
10113,10113,,百人三揆灯光2阶段-地城2,,0,Weather_Cloudy,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,2,1,35814
10114,10114,,百人三揆灯光3阶段-地城2,,0,Weather_Rainy,2200,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,3,1,35814
10115,10115,,百人三揆灯光4阶段-地城2,,0,Weather_ThunderStorm,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,4,1,35814
10116,10116,,百人三揆灯光1阶段-地城3,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,1,1,35815
10117,10117,,百人三揆灯光2阶段-地城3,,0,Weather_Cloudy,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,2,1,35815
10118,10118,,百人三揆灯光3阶段-地城3,,0,Weather_Rainy,2200,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,3,1,35815
10119,10119,,百人三揆灯光4阶段-地城3,,0,Weather_ThunderStorm,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,4,1,35815
10120,10120,,百人三揆灯光1阶段-地城4,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,1,1,35816
10121,10121,,百人三揆灯光2阶段-地城4,,0,Weather_Cloudy,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,2,1,35816
10122,10122,,百人三揆灯光3阶段-地城4,,0,Weather_Rainy,2200,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,3,1,35816
10123,10123,,百人三揆灯光4阶段-地城4,,0,Weather_ThunderStorm,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,4,1,35816
10124,10124,,百人三揆灯光1阶段-地城5,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,1,1,35817
10125,10125,,百人三揆灯光2阶段-地城5,,0,Weather_Cloudy,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,2,1,35817
10126,10126,,百人三揆灯光3阶段-地城5,,0,Weather_Rainy,2200,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,3,1,35817
10127,10127,,百人三揆灯光4阶段-地城5,,0,Weather_ThunderStorm,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,4,1,35817
10128,10128,,百人三揆灯光1阶段-地城6,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,1,1,35818
10129,10129,,百人三揆灯光2阶段-地城6,,0,Weather_Cloudy,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,2,1,35818
10130,10130,,百人三揆灯光3阶段-地城6,,0,Weather_Rainy,2200,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,3,1,35818
10131,10131,,百人三揆灯光4阶段-地城6,,0,Weather_ThunderStorm,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_ContestBattle01,4,1,35818
10132,10132,,3.0零级WQ织梦之森一次性地城02,,1,Weather_Sunny,2200,Data/Environment/EnviroSystemProfile/Dungeon/ESP_XMdungeon_WQ01_02,1,1,20146
10133,10133,,3.0零级WQ织梦之森一次性地城03,,1,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_XMdungeon_WQ01_03,1,1,20147
10134,10134,,须弥果子地城U型通道日式结构,,0,Weather_Cloudy,2200,Data/Environment/EnviroSystemProfile/Dungeon/ESP_SmrDungeon_BigTree_Room,2,1,20132
10135,10135,,须弥果子地城BOSS通道日式结构,,0,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_SmrDungeon_BigTree_Room,1,1,20132
10136,10136,,须弥果子地城BOSS花朵,,0,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_SmrDungeon_BigTree_Flower,1,1,20132
10137,10137,,须弥果子地城传送花朵,,0,Weather_Sunny,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_SmrDungeon_BigTree_Flower,1,1,20132
10138,10138,,家园须弥模组树叶天气,,1,Weather_HomeWorld_Sumeru_ClearSky,100,Data/Environment/EnviroSystemProfile/Homeworld/ESP_HomeExterior_Sumeru,1,1,2005
10139,10139,,家园须弥模组花瓣天气,,1,Weather_HomeWorld_Sumeru_Yellow_ClearSky,1000,Data/Environment/EnviroSystemProfile/Homeworld/ESP_HomeExterior_Sumeru_Yellow,1,1,2005
10140,10140,,3.1赤王庙地城前半段,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_FC_DeshretTemple_General,1,1,20151
10141,10141,,3.1赤王庙地城后半段,,1,Weather_Sunny,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_FC_DeshretTemple_Ending,1,1,20151
10142,10142,,散兵周本地城天气,,0,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_Xm_ScaramoucheBoss02,1,1,20154
10143,10143,,散兵剧情地城天气,,0,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_Xm_ScaramoucheBoss02,1,1,20168
10144,10144,,奇趣秘园2岩块消消乐天气,,1,Weather_Sunny,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_UGCDungeon_CustomLevel_A_01,1,1,51008
10145,10145,,奇趣秘园2岩块踢足球天气,,1,Weather_Cloudy,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_UGCDungeon_CustomLevel_A_02,2,1,51008
10146,10146,,奇趣秘园2岩块打桩机天气,,1,Weather_Rainy,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_UGCDungeon_CustomLevel_A_03,3,1,51008
10147,10147,,奇趣秘园2岩块打棒球天气,,1,Weather_ThunderStorm,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_UGCDungeon_CustomLevel_A_04,4,1,51008
10148,10148,,奇趣秘园2岩块躲避球天气,,1,Weather_ThunderStorm,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_UGCDungeon_CustomLevel_A_05,4,1,51008
10149,10149,,奇趣秘园2岩块水上漂天气,,1,Weather_ThunderStorm,2000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_UGCDungeon_CustomLevel_A_06,4,1,51008
10151,10151,,梦境俱乐部玩法1,,1,Weather_Sunny,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_NahidaDungeon_01,1,1,20165
10152,10152,,梦境俱乐部玩法2,,0,Weather_Sunny,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_NahidaDungeon_02,1,1,20165
10153,10153,,梦境俱乐部玩法2下雨,,0,Weather_Rainy,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_NahidaDungeon_02,3,1,20165
10154,10154,,梦境俱乐部任务,,0,Weather_Sunny,2300,Data/Environment/EnviroSystemProfile/Dungeon/ESP_NahidaDungeon_03,1,1,20165
10155,10155,,梦境俱乐部咖啡馆,,0,Weather_Sunny,2200,Data/Environment/EnviroSystemProfile/Dungeon/ESP_NahidaDungeon_04,1,1,20165
10156,10156,,3.2 大慈树王幻境地城二阶段天气,,0,Weather_Cloudy,1000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_FCdungeon_BigTree_02_storm,1,1,20158
10157,10157,,3.2 大慈树王幻境地城三阶段天气,,0,Weather_Cloudy,1000,Data/Environment/EnviroSystemProfile/Dungeon/ESP_FCdungeon_BigTree_03,1,1,20158
10158,10158,,梦境俱乐部玩法1下雨,,0,Weather_Rainy,2100,Data/Environment/EnviroSystemProfile/Dungeon/ESP_NahidaDungeon_01,3,1,20165
2139,2139,,(test)策划岛海岛天气预研-岛A-轻雾,,1,Weather_WindDragon,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Light,2,1,1
2140,2140,,(test)策划岛海岛天气预研-海域-重雾,,1,Weather_Standard,5,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Heavy,1,0,1
2141,2141,,(test)策划岛海岛天气预研-岛B-轻雾,,1,Weather_WindDragon,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Light,2,1,1
2142,2142,,(test)策划岛海岛天气预研-岛C-轻雾,,1,Weather_WindDragon,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Light,2,1,1
2143,2143,,(test)策划岛海岛天气预研-岛D-轻雾,,1,Weather_WindDragon,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Light,2,1,1
2144,2144,,海岛上升后-全海域-晴朗,,1,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_General,1,0,4
2145,2145,,海岛上升前-全海域-重雾,,0,Weather_Standard,50,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Heavy,2,0,4
2146,2146,,海岛上升前-母子岛-轻雾,,0,Weather_WindDragon,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Light,2,1,4
2147,2147,,海岛上升前-桥洞岛-轻雾,,0,Weather_WindDragon,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Light,2,1,4
2148,2148,,海岛上升后-萨满堡垒-轻雾,,0,Weather_WindDragon,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_LowL_Boundry,2,1,4
2149,2149,,海岛上升前-音律岛-轻雾,,0,Weather_WindDragon,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Light,2,1,4
2150,2150,,海岛上升前-颠倒山-轻雾,,0,Weather_WindDragon,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Light,2,1,4
2151,2151,,[废弃]海岛上升后-萨满堡垒-轻雾,,0,Weather_WindDragon,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Light,2,1,4
2153,2153,,海岛上升前-母子岛-轻轻雾,,0,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Clear,2,1,4
2154,2154,,海岛上升前-桥洞岛-轻轻雾,,0,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Clear,2,1,4
2155,2155,,[废弃]海岛上升前-萨满堡垒-轻轻雾,,0,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Clear,2,1,4
2156,2156,,海岛上升前-音律岛-轻轻雾,,0,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Clear,2,1,4
2157,2157,,海岛上升前-颠倒山-轻轻雾,,0,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Clear,2,1,4
2158,2158,,海岛上升前&后-边界-重雾,,0,Weather_Standard,200,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_LowL_Boundry,2,1,4
2159,2159,,海岛上升后-英雄之路-重雾1,,0,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Heavy,2,0,4
2160,2160,,海岛上升后-英雄之路-重雾2,,0,Weather_Standard,100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Heavy,2,0,4
2161,2161,,海岛上升后-英雄之路-轻雾,,0,Weather_Standard,80,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_Fog_Light,2,0,4
2162,2162,,海岛上升前-全海域-晴朗,,0,Weather_Standard,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_HighL_General,1,0,4
2163,2163,,英雄之路晴朗区域,,0,Weather_Standard,250,Data/Environment/EnviroSystemProfile/BigWorld/ESP_LP_General,1,0,4
2164,2164,,海岛上升后-傀儡将军-轻轻雾,,1,Weather_Standard,40,Data/Environment/EnviroSystemProfile/Monster/ESP_Monster_Samurai_Ningyo,1,0,4
2152,2152,240,钟离线龙王解封洞窟内部,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_DakahaEntrance,1,1,3
2252,2152,,钟离线龙王解封洞窟上层,,1,Weather_StoneNeedles,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Ly_StoneNeedles,1,1,3
3002,3002,,测试-稻妻地区默认天气,,1,Weather_Standard,5,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3003,3003,,测试-稻妻-鸣神-初登陆离岛氛围,,1,Weather_Sunny,5,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_LiDao_General,1,0,3
3004,3004,,测试-稻妻-高炉过渡净化前阴天,,1,Weather_DQ_TBS_Cloudy,15,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_GL_OutSkirt,1,0,3
3005,3005,298,测试-稻妻-高炉内天气下层,,1,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_GL_Luxin_Core,1,0,3
3105,3005,,测试-稻妻-高炉内天气上层,,1,Weather_Standard,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_GL_OutSkirt,1,0,3
3006,3006,,测试-稻妻-高炉过渡净化后晴天,,1,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_GL_Clear,1,0,3
3007,3007,,测试-稻妻-无相火晴天,,1,Weather_Sunny,20,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,0,3
3008,3008,,测试-八酝岛-峡谷下雨,,1,Weather_Rainy,25,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralCanyon,3,1,3
3009,3009,,测试-八酝岛-龙首下雨,,1,Weather_Rainy,25,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralDragon,3,1,3
3010,3010,,测试-八酝岛-矿坑下雨,,1,Weather_Rainy,25,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralPit,3,1,3
3011,3011,,稻妻-清籁-清籁岛外围,,1,Weather_Standard,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_TransitionA,1,0,3
3012,3012,,稻妻-清籁-清籁岛基础天气,,0,Weather_Sunny,500,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_QinglaiIsland_General,1,0,3
3013,3013,,稻妻-清籁-浅濑神社（猫岛）Before,,1,Weather_Standard,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_CatCloud_Before,1,0,3
3113,3113,,稻妻-清籁-浅濑神社（猫岛）,,0,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_CatCloud,1,0,3
3014,3014,,测试-八酝岛-最基础下雨,,1,Weather_Rainy,5,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Genreal,3,1,3
3015,3015,223,测试-八酝岛-峡谷氛围下雨下,,1,Weather_Rainy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Canyon,3,1,3
3115,3015,,测试-八酝岛-峡谷氛围下雨上,,1,Weather_Rainy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralCanyon,3,1,3
3016,3016,235,测试-八酝岛-矿坑氛围下雨下,,1,Weather_Rainy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Pit,3,1,3
3116,3016,,测试-八酝岛-矿坑氛围下雨上,,1,Weather_Rainy,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralPit,3,1,3
3017,3017,,测试-八酝岛-遗迹特殊下雨,,1,Weather_Rainy,30,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralVestiges,3,1,3
3018,3018,,测试-八酝岛-峡谷阴天,,1,Weather_DQ_TBS_Cloudy,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralCanyon,2,1,3
3019,3019,,测试-八酝岛-龙首阴天,,1,Weather_DQ_TBS_Cloudy,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralDragon,2,1,3
3020,3020,,测试-八酝岛-矿坑阴天,,1,Weather_DQ_TBS_Cloudy,10,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralPit,2,1,3
3021,3021,,测试-八酝岛-最基础阴天,,1,Weather_DQ_TBS_Cloudy,1,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Genreal,2,1,3
3022,3022,223,测试-八酝岛-峡谷氛围阴天下,,1,Weather_DQ_TBS_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Canyon,2,1,3
3122,3022,,测试-八酝岛-峡谷氛围阴天上,,1,Weather_DQ_TBS_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralCanyon,2,1,3
3023,3023,235,测试-八酝岛-矿坑氛围阴天下,,1,Weather_DQ_TBS_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_Pit,2,1,3
3123,3023,,测试-八酝岛-矿坑氛围阴天上,,1,Weather_DQ_TBS_Cloudy,1000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralPit,2,1,3
3024,3024,,测试-八酝岛-遗迹特殊阴天,,1,Weather_DQ_TBS_Cloudy,15,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Tabeisha_GeneralVestiges,2,1,3
3025,3025,200,稻妻-鸣神岛-井下树根（地下）,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Leiyingshugen_General,1,1,3
3125,3025,,稻妻-鸣神岛-井下树根（地上）,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,1,3
3026,3026,228,稻妻-鸣神岛-荒神社树根（地下）,,1,Weather_Standard,2100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Leiyingshugen_General,1,1,3
3126,3026,,稻妻-鸣神岛-荒神社树根（地上）,,1,Weather_Standard,2100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Huangcun_Dark,1,1,3
3091,3091,228,稻妻-鸣神岛-荒神社树根（地下）（后）,,0,Weather_Standard,2100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Leiyingshugen_General,1,1,3
3191,3091,,稻妻-鸣神岛-荒神社树根（地上）（后）,,0,Weather_Standard,2100,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_Huangcun_General,1,1,3
3027,3027,220,稻妻-鸣神岛-地下遗迹树根（地下）,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_MinShenIsland_RelicBoss,1,1,3
3127,3027,,稻妻-鸣神岛-地下遗迹树根（地上）,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,1,3
3028,3028,161,稻妻-鸣神岛-海底遗迹（BOSS）,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_MinShenIsland_RelicBoss,1,1,3
3128,3028,195,稻妻-鸣神岛-海底遗迹（第二层）,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_MinShenIsland_RelicBoss,1,1,3
3228,3028,,稻妻-鸣神岛-海底遗迹（地上）,,1,Weather_Standard,2000,Data/Environment/EnviroSystemProfile/BigWorld/ESP_Dq_General,1,1,3
