图鉴ID	类型	怪物ID	见到即解锁	序号	已废弃	解锁才显示	统计类型	描述$text_name_Desc
25010701	1	50107		5007			1	足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。\n在盗宝团当中从事着体力工作，地位比较低下的成员，因为自己的身材还经常被同伙取笑。但在团队遇袭时，会展现出人意料的身手与力量！
25020101	1	50201		5008	1		1	（test）待IP补充
25020201	1	50202		5009			1	足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。\n虽然被称作「神射手」，但其实那是带有讥笑性质的诨名。毕竟他们使用的是弩，而不是弓这样需要长期训练的武器。要知道，就连丘丘人也会用弩。只要把比较宽的那头对准敌人，然后扣下扳机就行了。
25030101	1	50301		5010	1		1	（test）待IP补充
25030201	1	50302		5011			1	足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。\n<i>「站在巨人的肩膀上，意思就是把前人积累的财富挖出来，拿走，好让我们…让它们回归经济循环！这是多么高尚的事情！」</i>\n——某名盗宝团的「掘墓者」在挖掘遗迹中的财宝时说的话
25030301	1	50303		5012			1	足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。\n<i>「我们的活动怎么能叫偷？怎么能叫盗？那叫重新发现，让宝藏回到赏识宝藏的鉴赏家怀抱中！大家都开心，多好的事儿！」</i>\n——某名盗宝团的「海上男儿」对怀有疑问的新人说的话
25040101	1	50401		5013	1		1	（test）待IP补充
25050101	1	50501		5014	1		1	（test）待IP补充
25050201	1	50502		5015	1		1	（test）待IP补充
25060101	1	50601		5016			1	足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。\n热衷于肌肉和战斗的人。对食物很挑剔，并且总是向周围的人宣扬肌肉的好处，所以其他盗宝团成员通常对这种人多有微辞。
25070101	1	50701		5017			1	足迹遍布大陆各处，甚至深入未知秘境的松散盗贼组织中的一员。\n原本是在矿下工作的人。层岩巨渊封锁后，尽管领取着津贴，还是出于各种缘由加入了盗宝团。
25080101	1	50801		5018			1	落草为寇的流浪武人，虽然常被称为「野伏」，但并不隶属于某个统一的团体。\n作为常年行走在武道上的人，有着精湛的剑术，如今却不将其用于正道。\n为了生计与财富，有时候甚至会与盗宝团、愚人众沆瀣一气。
25080201	1	50802		5019			1	落草为寇的流浪武人，虽然常被称为「野伏」，但并不隶属于某个统一的团体。\n不仅掌握着精湛的剑术，还会使用具有元素的焰硝药粉攻击。从客观来说，或许这是背离武之道，转而寻求胜之途的体现吧。\n为了生计与财富，有时候甚至会与盗宝团、愚人众沆瀣一气。
25080301	1	50803		5020			1	落草为寇的流浪武人，虽然常被称为「野伏」，但并不隶属于某个统一的团体。\n除了作为武者必修的剑术之外，还会熟练地使用手弩偷袭对手，只要能够取胜便会不择手段。抛弃了武家之名的人，也常常会抛弃武家的自矜。\n为了生计与财富，有时候甚至会与盗宝团、愚人众沆瀣一气。
25100201	1	51002		5022			1	落草为寇的流浪武人。\n自幼时便专注于武道从未懈怠，却因为种种原因失去了奉公的机会，背离了正道，走上恶逆之路。刀刃不似一般的钢铁那般冰冷，而是充满了忿恨的炽热怒火——似乎是利用了本应失传的惟神技术制造的符纸，为刀刃附上火焰。
25100101	1	51001		5023			1	落草为寇的流浪武人。\n有着高强的武道修养，却因为种种原因而没有用武之地，走投无路中踏上了恶逆之道。会利用本应在数百年前失传的惟神技术制造的符纸，为刀剑附上雷霆的力量。
25210101	1	52101		5024			1	来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。\n使用手斧的女战士在厮杀时往往一往无前，以此打乱敌人的阵脚，为战友创造机会。\n在沙漠的故乡里，她们有时会坐在篝火边，弹起那些失落在沙海中的悠远歌谣。
25210201	1	52102		5025			1	来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。\n传统上，镀金旅团其实更习惯使用弓箭对付敌人。不过自从教令院允许他们在巴扎采购机弩之后，就只有最骄傲的射手才会在使用弓箭这种需要常年训练的武器了。
25210301	1	52103		5026			1	来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。\n使用名为「鸦喙戟」的武器进行战斗。传说在古代，侍奉沙漠神祇的隐士会携带这种战戟作为身份的象征。这种武器的真名已经失落在了沙海中。
25210401	1	52104		5027			1	来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。\n装备了独特拳刃的武道家，为了寻找更多更强的对手而加入了镀金旅团。战斗与其说是为了报酬，不如说是为了追求更高的武技。
25210501	1	52105		5028			1	来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。\n擅长使用大弯刀的沙漠武士。其所掌握的传承自失落文明的刀法不仅是一种战技，由其发展而来的刀舞更成为了在各国都广受欢迎的杂技表演。\n这种大弯刀据说在古时是用于骑乘战斗的。
25310101	1	53101		5029			1	来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。\n迷失在砂砾作歌的旧梦之中的少女，将厮杀的趣味视作执行委托时真正有价值的报偿。传说诞在这一族中的女子常受沙漠中的游魂青睐，因而往往早夭。或许只有血管中澎湃着战斗的旋律时，她才能摆脱魂灵的低语吧。\n使用的武器中封印着残破的厄灵，会在危急时苏醒。只有战败者的哀嚎才能平息其忿怒——不论败者是武器的主人，抑或是敌人。
25310201	1	53102		5030			1	来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。\n对职责与任务之外的一切事宜漠不关心的职业佣兵。将完成委托作为唯一的行动纲领，在佣兵市场上的要价也是最高的。\n使用的武器中封印着残破的厄灵，会在危急时苏醒。只有战败者的哀嚎才能平息其忿怒——不论败者是武器的主人，抑或是敌人。
25310301	1	53103		5031			1	来自黄金一般的沙漠，是松散佣兵团体中的一员。为了报酬，愿意为任何人效力。\n以战斗为天职，真正的武士部族的后裔。与轻松挥舞巨斧的蛮人形象不同，这一族的战士实际上对沙中废都的古文与诗歌颇有研究。\n使用的武器中封印着残破的厄灵，会在危急时苏醒。只有战败者的哀嚎才能平息其忿怒——不论败者是武器的主人，抑或是敌人。
25410201	1	54102		5032			1	从沙漠中走出的松散佣兵团体中的一员，为了报酬愿意为任何人效力。\n由于机弩的广泛使用，在如今的镀金部族中唯有最老练的战士才会使用长弓作战。她们无需依靠双目，仅凭风沙流动的声音便能分辨出敌人的所在。\n使用的武器中封印着残破的厄灵，会在危急时苏醒。只有战败者的哀嚎才能平息他们的愤怒。——不论败者是武器的主人，抑或是敌人。
25410101	1	54101		5033			1	从沙漠中走出的松散佣兵团体中的一员，为了报酬愿意为任何人效力。\n在古代，这些重装的武士乃是烈日君王最为亲信的宿卫。或许正是由于这个缘故，他们身上至今仍流溢着太阳般的金色光辉。\n使用的武器中封印着残破的厄灵，会在危急时苏醒。只有战败者的哀嚎才能平息他们的愤怒。——不论败者是武器的主人，抑或是敌人。
25410301	1	54103		5034			1	（test）待IP补充
25410401	1	54104		5035			1	（test）待IP补充
26010201	1	60102		6001			1	古灵精怪的拟态植物魔物，会用火元素攻击猎物。\n提瓦特的世界中，存在着元素凭附的植物。因此获得了智性的它们，对「养分」的需求也大大提升了…
26010301	1	60103		6004			1	元气满满的拟态植物魔物，会用雷元素攻击猎物。\n在元素能量充满的时候，可以从花冠中释放出强大的电流，因此也有学者试图将其用于一些其他方面的用途…
26010101	1	60101		6006			1	神出鬼没的拟态植物魔物，会利用冰元素战斗。\n有时会隐藏在地表下，捕猎浑然不觉的猎物。如果有足够的年月、养分与环境，或许能扎根某处，长成巨大的急冻树…
26020201	1	60202		6011			1	吸收了地脉中奔涌的古老烈焰的巨大藤蔓。\n如同充满怒火一般，永不止息的植物。\n诗人、歌手乃至一些学者认为「元素」中蕴含着情感和愿望。如果属实，又是什么情感与愿望驱使着爆炎树恒常燃烧，如同渴求着挣脱大地的束缚一般挣扎舞动呢…
26020301	1	60203		6014			1	汲取了地脉中传导的高压电流的巨大藤蔓形成的魔物。\n从树冠中源源不断释放出电力，如同发泄着大地的愤怒。\n曾经有妙论派的学者提出，如果围绕掣电树建立起一套复杂的电路矩阵，便能够将其中的电能输送到城市里使用。这一计划遭到了素论派学者的激烈反对，为此他们不惜牺牲了十头蕈猪以证明使用电力的危险性。
26020101	1	60201		6016			1	地脉中的寒霜附着在藤蔓上，由此形成的魔物。\n有研究认为，植物就像世界的器官一样，调和着元素奔涌的地脉；而这种生态在地表上的结晶就是冰雾花、骗骗花等，充满了元素能量的产物。\n而生长在特定环境的特定植物，经年累月或许就会成为急冻树这样的，如同魔兽一般庞大而凶猛的生命体吧…
26030101	1	60301		6021			1	有着坚硬岩质甲壳的小型龙蜥。\n行动非常灵活，是不容小觑的对手。须弥教令院的研究认为，即使是这种幼兽，也有成为「龙」的潜质。假以时日，如果不受天灾与敌害，或许也有一天能成为撼动高山的巨大魔物吧。
26040101	1	60401		6022			1	成熟的岩之龙蜥。\n据称，幼岩龙蜥历经漫长岁月的积累后，会蜕去原本保护自己的装甲，成为「岩龙蜥」。但这两者，以及更古老、更伟大的「古岩龙蜥」，在过去的许多年中都蛰伏在山下，直到近期才开始活动。因此这种说法没有第一手观测记录证明。
26050101	1	60501		6023			1	经历了长久岁月，拥有伟大力量的巨大岩龙蜥，能够适应元素环境的异变。\n根据民话，导致天遒谷毁灭的「龙灾」发生后，岩龙蜥与古岩龙蜥的王者被禁锢在大地深处，而它们则在地壳之下休眠，等待着复起的时机…
26050601	1	60506		6032			1	生活在海渊之下的龙蜥。\n它们曾经是海渊之下的支配种族——其实在更加久远的过去，龙们就是这个世界的支配者。曾经的七王被高天之力打败，相继凋零了。
26050701	1	60507		6034			1	生活在海渊之下的龙蜥。因为社会分工，而出现了冰元素的形态。\n人类的到来引发了对抗，深海龙蜥开始了进化。正如蚂蚁会因性别和分工不同，而产生不同形态。这些龙蜥比起普通深海龙蜥更加强大。
26050801	1	60508		6036			1	生活在海渊之下的龙蜥。因为社会分工，而出现了雷元素的形态。\n古七王凋零之后，新一代的七王正在陆续诞生。只是深海龙蜥如此进化，失去了纯粹。水之龙已经不会在它们族群中诞生了。根据预言，新的水之龙一定会以人形降临…
26060201	1	60602		6102			1	能够稍微导引水元素的小型生物。\n与其他的萤族生物通称「飞萤」。飞萤对「雾虚草」这种罕见而奇妙的植物情有独钟，而愚人众的术士据此开发了利用飞萤进行战斗的方法。
26060101	1	60601		6104			1	能够稍微导引雷元素的小型生物。\n与其他的萤族生物通称「飞萤」。尽管力量十分弱小，但在某些环境下也能造成可观的伤害。
26060301	1	60603		6106			1	能够稍微导引冰元素的小型生物。\n与其他的萤族生物通称「飞萤」。尽管力量非常弱小，但也因为力量弱小，所以进化出了奇特的移动方式，以避开掠食者的攻击。
26090101	1	60901		6202			1	拥有一定智能的孢子生物。具有强大的环境适应能力。\n据说很难吃。但这种蕈兽因为含有丰富的水分，所以也能成为应急水源…
26090301	1	60903		6203			1	拥有一定智能的孢子生物。具有强大的环境适应能力。\n虽然有着不小的菌帽，但这些伞状组织的结构其实是中空的，因此难以作为食材使用。
26090201	1	60902		6204			1	拥有一定智能的孢子生物。具有强大的环境适应能力。\n曾经有学者撰文宣称它们是草飘浮灵的一种。在受到批驳后，他便改口说这是一种诗性的「修辞」。
26090601	1	60906		6205			1	拥有一定智能的孢子生物。具有强大的环境适应能力。\n因为含有富集的火元素，在干燥的季节容易引发林火，对森林来说是非常危险的入侵物种。
26090401	1	60904		6206			1	拥有一定智能的孢子生物。具有强大的环境适应能力。\n有研究表明，这类蕈兽内部电流的方向会随时间发生周期性的变化，如果加以开发说不定会有更广泛的用途…
26090501	1	60905		6207			1	拥有一定智能的孢子生物。具有强大的环境适应能力。\n经过冰镇之后的蕈兽也不会变得更好吃，不过倒也因此有着消暑的功效。
26090701	1	60907		6208			1	拥有一定智能的孢子生物。具有强大的环境适应能力。\n虽然看上去很火爆，但其实性格相当温和，只要不要靠得太近应该不会有什么危险…？
26090801	1	60908		6209			1	拥有一定智能的孢子生物。具有强大的环境适应能力。\n通过伸长的菌柱快速吸收养分的蕈兽，伞状的菌盖会随着风的流向转动。
26091001	1	60910		6210			1	拥有一定智能的孢子生物。具有强大的环境适应能力。\n不同于其他蕈兽，除了菌盖外还长有会发光的触角。遇到危险的话会释放出小电球来保护自己。
26090901	1	60909		6211			1	拥有一定智能的孢子生物。具有强大的环境适应能力。\n富集的岩元素在它们的菌盖上形成了坚硬的外壳。为了挥舞沉重的头部，想必其身体结构相比同类也更加紧密。
26120301	1	61203		6212			1	孢子构成的拟态生物，具有强大的环境适应能力。\n看上去像是鸟类，不过似乎并没有掌握飞行的能力。或许是因为水元素的影响，与同类相比其行动异常敏捷。也有研究推断这种蕈兽实际上是由无数细小的孢子集结构成的菌株，并不是纯粹单一的生命体。 \n在蕈兽群落中占有主导地位，显示出其拥有着更高的智能。
26120101	1	61201		6213			1	孢子构成的拟态生物，具有强大的环境适应能力。\n不仅看上去像，连生活习性也模仿了鸟类。可以依靠菌类组织的翅膀飞上天空，将孢子播撒到更远的地方。\n在蕈兽群落中占有主导地位，显示出其拥有着更高的智能。
26120201	1	61202		6214			1	孢子构成的拟态生物，具有强大的环境适应能力。\n不仅看上去像，连生活习性也模仿了鸟类。飞舞的时候会散落出轻盈的冰花，这些冰晶的晶核其实也是孢子。\n在蕈兽群落中占有主导地位，显示出其拥有着更高的智能。
26120401	1	61204		6215			1	孢子构成的拟态生物，具有强大的环境适应能力。\n受到岩元素的影响，部分组织似乎已经完全角质化了。考虑到蕈类本就是从孢子进化而来，假以时日，或许可以以此为基础发展出另一种全新的生命形态。\n在蕈兽群落中占有主导地位，显示出其拥有着更高的智能。
26110101	1	61101		6216			1	经过漫长的岁月，演化出了独特形态的大型蕈兽。\n智能水平已经接近，甚至超越了真正的动物，会主动捕食猎物以获取养分。尾巴上长有漂亮的翠翎，与素论派尊崇的古代圣兽非常相似。以拟态演化的逻辑来看，想必它们曾经共同行走在大地之上吧。
26100101	1	61001		6221			1	（test）待IP补充
26100201	1	61002		6222			1	（test）待IP补充
26100301	1	61003		6223			1	（test）待IP补充
26100401	1	61004		6224			1	（test）待IP补充
26100501	1	61005		6225			1	（test）待IP补充
26130101	1	61301		6226			1	（test）待IP补充
29010101	1	90101		7001			1	蒙德的「四风守护」之一，东风之龙特瓦林。\n在漫长的岁月与无边的黑暗中，清澈的宝石也会蒙尘而变得黯淡，高傲的龙也会被侵蚀而充满了忿恨。\n不过，要记住，尘埃能被轻易拭去，疑惧与毒也能被粉碎。\n\n<i>「自由地在深空中翱翔吧。</i>\n<i>「就如当年你我相遇时，我行走在大地上，唱着风的歌曲；</i>\n<i>「你则在大气稀薄的高天上，俯瞰世界。</i>\n<i>「如今的天空中没有风雪，大地上充满了绿草，会很美丽吧。</i>\n<i>「如果你也在地面上行走过，听过牧歌和风铃在远方错落的歌，尝过蜜一样甜的酒，就会明白吧。</i>\n<i>「如果你曾是我，看见过你在蓝蓝的天上滑翔的孤高模样，见识过你的美丽身姿就好了。</i>\n<i>「如此，你就会明白，这样的天空与大地，是值得为之奋战的。」</i>
29020101	1	90201		7002			1	守望着奔狼领的「卢皮卡」，无比崇高的伟大灵魂。\n当群狼受到威胁时，会以狼的姿态现世，展现自己的苍牙与利爪。\n\n奔狼领的狼对蒙德人而言，通常是诡谲的魅影：\n树木之间一闪而过的模糊形象、方位难辨的凄嚎，以及独行郊野林中时，时常能隐约感受到的视线。\n人与狼冰冷的双眸直视的机会很少，因为「王狼」为自己的族类订立了规矩。
29030101	1	90301		7003			1	愚人众执行官第十一席，「公子」达达利亚。\n自不祥的「邪眼」之中汲取力量，以至暗之地习得的武艺战斗。\n\n拥有无穷争斗欲望的纯粹战士。\n每次浴血的纷争、每场生死攸关的挑战，于他而言皆是快意试炼。\n人皆言年轻的「公子」战绩远近闻名。\n但他本人却对这种大话从来不以为然。\n\n毕竟…\n<i>「你的命运将成为纷争的风暴之眼，</i>\n<i>「铁剑交错的声响是常伴你的奏乐。</i>\n<i>「踏入至暗之处的漆黑记忆，</i>\n<i>「终将成为你颠覆世界的力量吧。」</i>
29040101	1	90401		7004			1	如同山岳一般长寿的古老巨龙。\n在难以追忆的年月里曾与岩港的帝君并肩，但最终反目，遭镇压于黑暗的地底。在无比漫长的岁月中，它的力量渐渐流失，形态也因各种折磨而扭曲。\n枷锁的隐隐震响与龙祖低沉的怒吼，同记忆一般在山峦间回荡。
29050101	1	90501		7005			1	愚人众执行官第八席的「女士」。\n与行使邪眼之权能的其他愚人众不同，邪眼是抑制啃噬一切的烈火的器物。比起厮杀用的兵器，说是刑拘道具才更为贴切。\n而这就是漫长的岁月中积郁的余烬，冲破邪眼霜封后为她涂抹的扭曲妆容。\n\n瞳仁中倒映着破晓的赤红，她最后展开烈焰之翼向黎明飞去。\n<i>「但那并不是曙光，亲爱的罗莎琳。那是焚尽一切的火海。」</i>\n在光芒中，一个声音这么对她说。\n\n但这也没什么所谓。因为她心中明白，自己早已被烈火吞没。
29060201	1	90602		7006			1	代行雷电将军权能的人偶，在对抗威胁「永恒」之敌时展现出的形态。\n作为雷电影践行「永恒」的协助者，她从未质疑，亦无畏惧，一直以来全力以赴，心无杂念。\n她曾听闻在真与影的时代，影承担着与她类似的责任，经历了诸多惨痛失去。\n当两个影子交叠为一时，她却只能看见在「她」本应永恒的意志上留下的无数细密的凿痕吧。既然命运注定是一场轮回，就如约定那样，向其宣战吧。\n\n<i>「此身，象征无上威严，被授予统领一国之权，凝聚了『雷电将军』的一切。</i>\n<i>「自然也继承了影前行时不断失去的痛苦，以及，想要抵达永恒的决心。</i>\n<i>「决心、勇气、爱慕、仇恨…都会在时间长河中变质扭曲。</i>\n<i>「唯有『法则』永恒不变。」</i>
29070101	1	90701		7007			1	汇聚须弥教令院六大学院力量制造出的人造正机神，拥有比肩真神的威能。\n世人若称之为伪神，则是不懂得「神」的真意。\n假如超人者为神，\n正机神已通晓万事背负无上力量，谓之超人。\n假如爱人者为神，\n正机神亦懂得赐予人平等的失败，谓之爱人。\n假如观人者为神，\n……\n…………\n正机神窥得无数爱憎别离怨嗔痴，谓之观人。\n\n<i>「汝等已拥有太多的幸福，</i>\n<i>「因此变得愚昧自大，贪婪可怖。</i>\n<i>「终结这个时代！</i>\n<i>「新的神明，宣告旧神将败北。</i>\n<i>「可悲的人类…现在还来得及跪下。」</i>
29080101	1	90801		7008			1	（test）待IP补充
28030201	0	28030201		10001			0	目光锐利的高傲鹰隼。\n总是在清冷的高空盘旋，伺机寻找着隐身于草木间的小小松鼠与鸟雀。据老练的猎人说，这种猛禽稍加训练，便会是优秀的猎鹰。
28030202	0	28030202		10002			0	目光锐利的高傲鹰隼。\n翱翔在山林上空，巡查着广袤领地。 假如射手像凯茨莱茵家族的猎人那样拥有锐目和耐心，将之射落也并非难事。
28030203	0	28030203		10003			0	目光锐利的高傲鹰隼。\n在山岩林立的绝峰之间筑巢的猛禽，人们传说这种禽鸟永远在云间放浪，无足无巢。但那只是鄙陋的无知与浪漫的想象结合之产物，石鸢也是要为腹中餐食、巢中幼鸟而奔忙的生灵。
28030204	0	28030204		10004			0	目光锐利的高傲鹰隼。\n以脆弱之躯挑战无边风雪的勇敢猛禽，覆霜凝雪的羽毛泛着冰川的光泽。在悠远的传说中，冰雪故国的子民死后便会化作羽毛如白练般的鹰，守护曾经苍翠的家园。由于冰封雪藏之地罕有天敌和猎人，这些古老的魂灵过得还挺滋润的。
28030301	0	28030301		10005			3	提瓦特常见的鸟类，肉质肥美，也可用来远程传信。\n洁白可爱的白鸽，对人类非常友好，但同时也对人类的恶意有着敏锐的预感。顺带一提，坊间有传言说，蒙德名菜「甜甜花酿鸡」最正宗的做法应当用鸽肉制成，但这也只是传说而已。
28030302	0	28030302		10006			3	提瓦特常见的鸟类，肉质肥美，训练后也能远程传信。\n普通的鸽子，因琉璃光泽的头颈而得名。由于过于常见，许多人已经不再对这种鸽子美丽的毛色多加注意。
28030303	0	28030303		10007			3	提瓦特常见的鸟类，肉质肥美，训练后也能远程传信。\n普通的鸽子，因灰白的羽毛而得名。这种鸽子颈部的羽毛呈现渐变的翠绿色，但可惜因为过于常见，许多人已经不再对这种美丽的毛色多加注意。
28030304	0	28030304		10008			3	提瓦特常见的鸟类，肉质肥美，训练后也能远程传信。\n多在山区活跃的鸽子，羽毛上沾染了山岩与红土的颜色，因此更显得优雅贵气。
28030305	0	28030305		10009			3	提瓦特常见的鸟类，肉质肥美，训练后也能远程传信。\n较为常见的鸽子，以黑色的头部闻名。比其他种类的鸽子更加勇敢好斗，因而更容易捕获。肉质紧实美味，适宜烤制。
28030401	0	28030401		10010			3	聒噪的小小鸟类，遍布提瓦特大陆的各个角落。\n这种鸟雀生着鲜艳的赤色羽毛，以便求偶时用来大肆炫耀。不幸的是，这样鲜艳的羽毛也很容易吸引捕猎者的目光，娇小可爱的赤团雀可以说是提瓦特大陆食肉动物主要的食物来源之一。
28030402	0	28030402		10011			3	聒噪的小小鸟类，遍布提瓦特大陆的各个角落。\n拥有闪亮金色绒毛的小小鸟雀，在阳光下十分好看。有时小孩子会捕捉这种金团雀回去饲养，但它们很难适应人类吵闹的生活环境，往往很快便会趁机飞走。
28030403	0	28030403		10012			3	聒噪的小小鸟类，遍布提瓦特大陆的各个角落。\n通体雪白的小小生灵，在冰天雪地中自得其乐。雪团雀天生适应寒冷气候，对温度的变化十分敏感，在温暖的地域会变得有些缺乏精神，因而比较容易捕获。
28030404	0	28030404		10013			3	聒噪的小小鸟类，遍布提瓦特大陆的各个角落。\n羽毛如同翠玉宝石般碧蓝的团雀，古代矿工记事中常提到的「笼中雀」最初指的便是它们，因为碧团雀的健康状态很容易从羽毛色泽分辨出来。顺带一提，虽说今日的矿工依然在带团雀下矿，但已经不再讲究其羽毛的颜色了。
28030501	0	28030501		10014			0	呱呱叫的水禽，生活在提瓦特大陆的河湖与湿地之中。\n拥有白色羽毛和赤色喙的鸭子尤其常见，也尤其美味。
28030502	0	28030502		10015			0	呱呱叫的水禽，生活在提瓦特大陆的河湖与湿地之中。\n头颈生着美丽绿色羽毛的野鸭，对于风势的转变格外敏感，喜爱在温暖的水域嬉戏。
28030101	0	28030101		10017			0	高贵优雅的鸟类，生着宽阔的双翼与修长的腿。\n长腿的鹭在提瓦特大陆的各国文化中有着不同的美好寓意。吉祥、雅致，或君子的翩翩风度，皆在这种优雅的鸟类身上有所体现。\n在璃月人的诗歌中，也会将「君子」形容为这种修长高挑、举止清新的鸟类。
28030102	0	28030102		10018			3	高贵优雅的鸟类，生着宽阔的双翼与修长的腿。\n长着堇色的美丽羽毛，喜欢沉静地漫步在溪流或稻田之中。在稻妻的古歌中称之为「里梅鸟」，曾经有着非常广泛的分布，但近来似乎越来越少见了。
28030104	0	28030104		10019			3	高贵优雅的鸟类，生着宽阔的双翼与修长的腿。\n栖息在沙漠绿洲附近，在过去曾被视为神明的象征而受到广泛的崇拜。在沙海遗民的古老传说中，这些生灵乃是失落灵庙的守护者，拥有着可以消弭灾厄的神圣力量。
28030306	0	28030306		10020			3	漆黑的鸟类。\n黑色的羽毛深过提瓦特的长夜，数量多时盘旋在空中甚至会产生遮天蔽日的效果。\n在部分民话中被视为厄运的征兆，而在另一些传说中却被当做带来吉祥的预言之鸟，「所谓民俗便是这样的东西。」\n各地冒险家当中有一则传闻，说蒙德有一位调查员小姐养了一只巨大的会说话的乌鸦…？
28030313	0	28030313		10021			3	生活在须弥的森林中的鸟类，因为绚丽的色彩颇受喜爱。在驯化之后，能够传递信件。\n据说暝彩鸟在过去有着相当的智慧，能够学会人的话语，甚至连文字也能理解。
28060301	0	28060301		10022			0	以残骸为食的大型鸟类，赤红色的羽毛在阳光下显得有些稀疏。\n这些鹫鸟并非原生于荒漠中的物种，而是在猩红之王统治的古老文明消亡后才出现在沙漠之中的。同时由于其特殊的生活习性，在某些沙漠遗民看来，它们乃是带来死亡与灾厄的生物。
28020101	0	28020101		11001			3	精灵般隐匿的狡黠生灵，在民话传说中拥有奇特的智慧与悠远的记忆。\n为了隐身在风雪之中，而长出了厚厚的白色皮毛。尽管生活在更加艰难的环境中，却因此变得更加机敏、嗅觉也更为敏锐。
28020102	0	28020102		11002			3	精灵般隐匿的狡黠生灵，在民话传说中拥有奇特的智慧与悠远的记忆。\n藏身于林木间、草丛中的小小狐狸，谨慎地躲避着猎人的弓箭与目光。\n在各地的民话中，都有生存了足够久、积累了足够智慧的狐，掌握超脱凡骨的力量的故事，其中甚至有狐狸能化成人类的说法。在流行的童话故事《蒲公英海的狐狸》中，就有这样的描述。
28020108	0	28020108		11003			3	精灵般隐匿的狡黠生灵，在民话传说中拥有奇特的智慧与悠远的记忆。\n生活在广阔的沙漠之中，或许是因为与同类相比体型更小的缘故而躲过了古时的灾厄。长长的耳朵是为了适应适应酷热干燥的沙漠环境而演化出来的。
28020701	0	28020701	1	11004			3	狡黠而高傲的生灵，在民话传说中拥有奇特的智慧与悠远的记忆。\n即便有生人靠近也不屑一顾的样子，似乎是已经习惯了与人类相处。\n在稻妻文化中有着悠久的历史渊源。有传说说它们是过去的「狐斋宫大人」的亲眷中的一支。在她消失后，力量更强的「天狐」与「地狐」都化作石像等待她的回归，而这些狐狸则随着一族的灵脉变得稀薄，而不再开口，也失去了法力。
28020201	0	28020201		11005			3	大尾巴的松鼠，荒野中常见的小动物。\n最善于囤积食粮的小小鼠类，尤其偏好松树的种实。
28020301	0	28020301		11006			0	提瓦特大陆上最活跃的住民之一，广泛活跃于各地的郊野。\n繁殖能力强、性情倔强的野生动物。由于生存能力极为顽强，在各种林地与荒野都能见到它们的身影。林猪的肉质鲜美而有韧性，是许多佳肴的食材。此外，以林猪为主角的传说故事也在提瓦特大陆流传广远。\n根据马斯克家族的观察，似乎有一些丘丘人部族试图圈养野林猪，推测是希望训练后作为坐骑使用。
28020302	0	28020302		11007	1		0	（test）待IP补充
28020303	0	28020303		11008			3	寒冷地带生活的野林猪，比温暖地带的同类拥有更厚实的皮毛。\n根据记载，这种猪倔强地生存在风霜中，在缺少天敌的环境中茁壮发展着自身的族群。传说这种雪猪可以非常长寿，而活得足够长的雪猪会在漫长的生存斗争中生长得格外巨大。\n但这一物种已经在数百年前灭绝了——人们原本是这么认为的，但随着对龙脊雪山探索的深入，冒险家似乎发现了新的生态样本…
28020304	0	28020304		11009			0	生活在冰雪之中，等待着被冰封的同族们复苏的「王者」。\n在无比遥远的过去，荒野的猎人中间流传着这样的传说：当人迹尽没的冰封之境恢复生机，当不速之客搅扰冰穴的安宁，带领雪猪的族群走向壮大的传奇「君王」便会从沉睡中苏醒，抖掉身上积压的冰雪，将那不懂礼数的客人好生教训一顿。
28020314	0	28020314		11010	1		0	（test）待IP补充
28020313	0	28020313		11011			3	生活在雨林之中的野林猪，在演化过程中与蕈类形成了奇妙的共生关系。\n根据学者的研究，蕈猪依靠寄生其上的蕈类作为天然的迷彩，可以有效地躲避捕食者，更容易在丛林中存活下来。不过同时也因此被当作了天然的预制食材而在餐桌上广受欢迎。
28020401	0	28020401	1	11012			0	人类最好的朋友！\n原产于遥远北地的犬类，生着灰白色的厚实皮毛。十分耐寒、性情活泼憨厚。强烈不建议把它们与松鼠单独关在同一个房间。
28020402	0	28020402	1	11013			0	人类最好的朋友！\n起初是作为山林猎人的搭档而被人类驯养的，但在平淡而忙碌的城市生活中，也能够称职地完成看家护院的工作。是温顺而敏锐的犬类，对小孩子十分友好。
28020403	0	28020403	1	11014			0	人类最好的朋友！\n传说是稻妻的将军曾经宠爱的犬类，随着一度兴盛的商业航道而走遍提瓦特七国，成为了提瓦特大陆上最受欢迎的宠物犬之一。脾气温柔忠厚，头脑聪明，尤其擅长看家护院与陪伴家人。传说在稻妻依然生活着将这种犬类训练成「忍犬」的神秘忍者。
