挑战组合ID	LevelEntityConfig
1527	LevelEntity_EffigyChallenge_Samurai_NingyoA_WindSubHurtDelta
1528	LevelEntity_EffigyChallenge_Samurai_NingyoA_AtkUp
1529	LevelEntity_EffigyChallenge_BeHurtDamageUpAfterChangeAvatar
1530	LevelEntity_EffigyChallenge_Drake_PrimoB_OnAvatarIn_AtkDown
1531	LevelEntity_EffigyChallenge_Drake_PrimoB_SprintAreaAttack_LV1
1532	LevelEntity_EffigyChallenge_Drake_PrimoB_SprintAreaAttack_LV2
1533	LevelEntity_EffigyChallenge_Drake_PrimoB_SprintAreaAttack_LV3
1534	LevelEntity_EffigyChallenge_OceanidB_FireSubHurtDelta
1535	LevelEntity_EffigyChallenge_OceanidB_PhysicalSubHurt
1536	LevelEntity_EffigyChallenge_OceanidB_AtkUp
1537	LevelEntity_EffigyChallenge_OceanidB_ShieldCostMinusDown
1538	LevelEntity_EffigyChallenge_OceanidB_CritLoseHp
1539	LevelEntity_EffigyChallenge_OceanidB_BeHurtDamageUpAfterULT
1540	LevelEntity_EffigyChallenge_OceanidB_FrozenRevive
1541	LevelEntity_EffigyChallenge_OceanidB_LowHpAtkUpAndTriggerAoe_LV1
1542	LevelEntity_EffigyChallenge_OceanidB_LowHpAtkUpAndTriggerAoe_LV2
1543	LevelEntity_EffigyChallenge_OceanidB_LowHpAtkUpAndTriggerAoe_LV3
1544	LevelEntity_EffigyChallenge2_ShieldLv1
1545	LevelEntity_EffigyChallenge2_ShieldLv2
1546	LevelEntity_EffigyChallenge2_ShieldLv3
1547	LevelEntity_EffigyChallenge2_SkillCDIncrement
1548	LevelEntity_EffigyChallenge_Drake_PrimoB_HasShieldSpeedDown
1549	LevelEntity_EffigyChallenge2_ChargeDown
1550	LevelEntity_EffigyChallenge2_HealDown
1551	LevelEntity_EffigyChallenge2_SpecialAvatarDamageUp_01
1552	LevelEntity_EffigyChallenge2_SpecialAvatarDamageUp_02
1553	LevelEntity_EffigyChallenge2_SpecialAvatarDamageUp_03
1554	LevelEntity_EffigyChallenge2_SpecialAvatarDamageUp_04
1555	LevelEntity_EffigyChallenge_Samurai_NingyoA_CritDownAfterBurst
1390	LevelEntityTowerBuff_OnGainEnergyMax_DefenseDown
1391	LevelEntityTowerBuff_OnGainEnergyByBall_TriggerAoe
1392	LevelEntityTowerBuff_AtkUpAfterUseUltimateSkill
1600	Level_Spiral_Abyss_Charge_Empty
1600	LevelEntity_Monster_HpUp_Lv3
1601	Level_Spiral_Abyss_Charge_Empty
1601	LevelEntity_Monster_HpUp_Lv3
1602	LevelEntityTowerBuff_ElementAddHurt_Fire_V2
1602	LevelEntityTowerBuff_ElementAddHurt_Ice_V2
1602	LevelEntity_Monster_HpUp_Lv3
1603	Level_Spiral_Abyss_Charge_Empty
1603	Level_Spiral_Abyss_Charge_Empty
1603	Level_Spiral_Abyss_Charge_Empty
1603	LevelEntity_Monster_HpUp_Lv4
1604	LevelEntity_LoopBuff_ElementAddHurt_Electric
1604	Level_Spiral_Abyss_Charge_Empty
1605	Level_Spiral_Abyss_Charge_Empty
1605	LevelEntity_LoopBuff_GainCrystalTriggerAoe
1606	Level_Spiral_Abyss_Charge_Empty
1606	Level_Spiral_Abyss_Charge_Empty
1606	Level_Spiral_Abyss_Charge_Empty
1607	LevelEntity_Activity_BlitzRush_FlipCard
1608	LevelEntityTowerBuff_Deathrattle_Corruption
1608	Level_Spiral_Abyss_Charge_Empty
1608	Level_Spiral_Abyss_Charge_Empty
1608	LevelEntity_Monster_HpUp_Lv3
1609	Level_Spiral_Abyss_Charge_Empty
1609	Level_Spiral_Abyss_Charge_Empty
1609	Level_Spiral_Abyss_Charge_Empty
1609	LevelEntity_Monster_HpUp_Lv4
1610	LevelEntityTowerBuff_AtkUpAfterUseUltimateSkill_Multiple
1611	LevelEntityTowerBuff_AoeAfterUseUltimateSkill_LoseHp
1612	LevelEntity_Sumo_PhysicalAddHurt
1612	LevelEntity_Sumo_NoSwitch_Punishment_ForMonster
1612	LevelEntity_Monster_HpUp_Lv3
1613	LevelEntity_Sumo_ElementAddHurt_Fire
1613	LevelEntity_Sumo_NoSwitch_Punishment_ForMonster
1613	LevelEntity_Monster_HpUp_Lv4
1614	LevelEntity_Sumo_ElementAddHurt_Wind
1614	LevelEntity_Sumo_NoSwitch_Punishment_ForMonster
1614	LevelEntity_Monster_HpUp_Lv5
1615	LevelEntity_Sumo_ElementAddHurt_Rock
1615	LevelEntity_Sumo_NoSwitch_Punishment_ForMonster
1615	LevelEntity_Monster_HpUp_Lv4
1616	LevelEntity_Sumo_ElementAddHurt_ElecAndWater
1616	LevelEntity_Sumo_NoSwitch_Punishment_ForMonster
1616	LevelEntity_Monster_HpUp_Lv4
1617	LevelEntity_Sumo_ElementAddHurt_React
1617	LevelEntity_Sumo_NoSwitch_Punishment_ForMonster
1617	LevelEntity_Monster_HpUp_Lv3
1618	Level_Spiral_Abyss_Charge_Empty
1618	LevelEntity_Monster_HpUp_Lv4
1619	Level_LaSignora
1619	Level_LaSignora
1620	LevelEntity_Activity_Rogue_Monster_DiePatternSwitch
1620	LevelEntity_Activity_Rogue_Monster_HPUp_Stage1
1621	LevelEntity_Activity_Rogue_Monster_DiePatternSwitch
1621	LevelEntity_Activity_Rogue_Monster_HPUp_Stage2
1622	LevelEntity_Activity_Rogue_Monster_DiePatternSwitch
1622	LevelEntity_Activity_Rogue_Monster_HPUp_Stage3
1623	LevelEntity_Activity_Rogue_Monster_DiePatternSwitch
1623	LevelEntity_Activity_Rogue_Monster_HPUp_Stage4
1624	LevelEntity_Activity_Rogue_Monster_DiePatternSwitch
1624	LevelEntity_Activity_Rogue_Monster_HPUp_Stage5
1625	LevelEntity_Activity_Rogue_Monster_DiePatternSwitch
1625	LevelEntity_Activity_Rogue_Monster_HPUp_Stage6
1626	LevelEntity_Activity_Rogue_Monster_DiePatternSwitch
1626	LevelEntity_Activity_Rogue_Monster_HPUp_Stage7
1627	LevelEntityTowerBuff_ElementAddHurt_Fire_V2
1627	LevelEntity_ElementAddHurt_Water_V22
1627	LevelEntity_Monster_HpUp_Lv3
1628	Level_Spiral_Abyss_Charge_Empty
1628	LevelEntity_Monster_HpUp_Lv4
1629	LevelEntityTowerBuff_HighEnergyAtkUp_Multiple
1630	LevelEntityTowerBuff_MaxEnergyDamageUp_Multiple
1631	LevelEntityTowerBuff_HighEnergyTriggerAoe
1632	LevelEntity_Activity_Rogue_Monster_DiePatternSwitch
1633	LevelEntity_Activity_Hachi_LevelHandle
1634	LevelEntityTowerBuff_V2_3_Level04
1634	LevelEntityTowerBuff_V2_3_Level05
1634	LevelEntity_Monster_HpUp_Lv3
1635	Level_Spiral_Abyss_Charge_Empty
1635	LevelEntity_Monster_HpUp_Lv4
1636	LevelEntityTowerBuff_V2_3_Level01
1637	LevelEntityTowerBuff_V2_3_Level02
1638	LevelEntityTowerBuff_V2_3_Level03
1619	Level_LaSignora
1639	LevelEntity_Activity_Rogue_Monster_DiePatternSwitch
1639	LevelEntity_Activity_Rogue_Monster_HPUp_Stage8
1640	LevelEntity_Activity_Rogue_Monster_DiePatternSwitch
1640	LevelEntity_Activity_Rogue_Monster_HPUp_Stage9
1641	LevelEntity_Activity_ChannellerSlab_Monster_Sylph_ChargeUp
1642	LevelEntity_Activity_ChannellerSlab_Monster_Sylph_DeathrattleCharge
1643	LevelEntity_Activity_ChannellerSlab_Monster_Hound_AttackEnhance
1644	LevelEntity_Activity_ChannellerSlab_Monster_Hound_ResetStrike
1645	LevelEntity_ChannellerSlabV2_Monster_HpUp_Lv1
1646	LevelEntity_ChannellerSlabV2_Monster_HpUp_Lv2
1647	LevelEntity_ChannellerSlabV2_Monster_HpUp_Lv3
1648	LevelEntity_ChannellerSlabV2_Monster_AtkUp_Lv1
1649	LevelEntity_ChannellerSlabV2_Avatar_ShieldCostMinusDown
1650	LevelEntity_ChannellerSlabV2_Avatar_MoveSpeedDown
1651	LevelEntity_ChannellerSlabV2_Avatar_DashStaminaUp
1652	LevelEntity_ChannellerSlabV2_Avatar_SkillCDIncrement
1653	LevelEntity_ChannellerSlabV2_Avatar_RecoverStaminaRatioDown
1654	LevelEntity_ChannellerSlabV2_Avatar_NoShieldAtkDown
1655	LevelEntity_ChannellerSlabV2_Team_AtkDownLowHP
1656	LevelEntity_ChannellerSlabV2_Team_SpeedDownLowHP
1657	LevelEntity_ChannellerSlabV2_Avatar_SprintBeHurtDamageUp
1658	LevelEntity_ChannellerSlabV2_Team_BeHurtDamageUpAfterChangeAvatar
1659	LevelEntity_ChannellerSlabV2_Team_BeHurtDamageUpAfterULT
1660	LevelEntity_ChannellerSlabV2_Team_AtkDownLowHP_TwoStages
1661	LevelEntity_Activity_ChannellerSlab_Monster_Sylph_AttackEnhance
1662	LevelEntity_ChannellerSlabV2_Avatar_ChargeEfficiencyDelta
1671	LevelEntity_Monster_HpUp_Lv3
1672	Level_Spiral_Abyss_Charge_Empty
1673	Level_Spiral_Abyss_Charge_Empty
1674	LevelEntity_Activity_Potion_LevelBuff_Stage1
1675	LevelEntity_Activity_Potion_LevelBuff_QuicklyAttack_Stage2
1676	LevelEntity_Activity_Potion_LevelBuff_Stage3
1677	LevelEntity_ElementAddHurt_Electric_LoopDungeon
1677	LevelEntity_TowerBuff_LoopDungeon_ElementReactionAttack_Shock
1678	LevelEntity_TowerBuff_NormalAttackUp
1678	LevelEntity_Monster_HpUp_Lv3
1679	Level_Spiral_Abyss_Charge_Empty
1679	LevelEntity_Monster_HpUp_Lv4
1680	LevelEntity_TowerBuff_NormalExFallSustainAttackUp
1681	LevelEntity_TowerBuff_NormalAttackRandomShock
1682	LevelEntity_TowerBuff_NormalExFallSustainAttackShockUp
1674	LevelEntity_Activity_Potion_AdditionalHPAndAttack_ForMonster
1675	LevelEntity_Activity_Potion_AdditionalHPAndAttack_ForMonster
1676	LevelEntity_Activity_Potion_AdditionalHPAndAttack_ForMonster
1683	LevelEntity_Sumo_NoSwitch_Punishment_ForMonster
1684	LevelEntity_TowerBuff_ReduceMonster_ElecAddHurtDelta
1685	LevelEntity_TowerBuff_AvatarHitMonsterHasElec_ImpactDamage
1686	LevelEntity_TowerBuff_ImproveElecDamage
1686	LevelEntity_TowerBuff_ImproveHeal
1686	LevelEntity_Monster_HpUp_Lv3
1687	Level_Spiral_Abyss_Charge_Empty
1687	LevelEntity_Monster_HpUp_Lv4
1688	Level_Spiral_Abyss_Charge_Empty
1689	LevelEntity_CrystalLink_MonsterEnhanced01
1690	LevelEntity_CrystalLink_MonsterEnhanced02
1691	LevelEntity_CrystalLink_MonsterEnhanced03
1692	LevelEntity_CrystalLink_MonsterEnhanced04
1693	LevelEntity_CrystalLink_MonsterEnhanced05
1694	LevelEntity_CrystalLink_MonsterEnhanced06
1695	LevelEntity_TowerBuff_NormalAttackTriggerBomb_V26
1696	LevelEntity_TowerBuff_NormalAttackDamageUp_V26
1697	LevelEntity_TowerBuff_MonsterElementBeHurt_V26
1698	LevelEntity_ElementAddHurt_Wind
1698	LevelEntity_Monster_HpUp_Lv3
1699	Level_Spiral_Abyss_Charge_Empty
1699	LevelEntity_Monster_HpUp_Lv4
1688	Level_Spiral_Abyss_Charge_Empty
1689	LevelEntity_ActivityAbility_CrystalLink_UltimateSkill_AttackUp
1690	LevelEntity_ActivityAbility_CrystalLink_QuicklyAttack
1691	LevelEntity_ActivityAbility_CrystalLink_ElectricDamageUp
1692	LevelEntity_ActivityAbility_CrystalLink_GetRockSeed_DamageUp
1693	LevelEntity_ActivityAbility_CrystalLink_UltimateSkill_Skill_LoseHP
1693	LevelEntity_ActivityAbility_CrystalLink_Skill_UltimateSkill_DamageUp_ByCurHP
1693	LevelEntity_ActivityAbility_CrystalLink_DeathRattle_Corruption_LoseHPEff_ChallangeFinishHandler
1694	LevelEntity_ActivityAbility_CrystalLink_FrozenTarget_DefenceDown
1700	LevelEntity_LoopDungeon_UseSkill_GenerateBlastWave
1701	LevelEntity_Monster_HpUp_Lv4
1702	LevelEntity_TowerBuff_UseSkill_AddNormalAtkDamage
1703	LevelEntity_TowerBuff_UseSkillHit_DecreaseTargetSubHurt
1704	LevelEntity_TowerBuff_AvatarElementArt_HitMonster_ImpactDamage
1705	LevelEntity_TowerAvatarBuff_ClaymoreAddHurt
1705	LevelEntity_Monster_HpUp_Lv3
1706	Level_Spiral_Abyss_Charge_Empty
1706	LevelEntity_Monster_HpUp_Lv4
1707	LevelEntity_RogueV2_AdditionalHP_HardMode
1707	LevelEntity_RogueV2_AdditionalHP_Dynamic
1708	LevelEntity_TowerBuff_TickAtkUp_ExtraTriggerCJB
1709	LevelEntity_TowerBuff_SwirlDefenseDown
1710	LevelEntity_TowerBuff_CurAvatarAttackUp_NormalExtraFall
1711	LevelEntity_ElementAddHurt_Fire
1711	LevelEntity_Monster_HpUp_Lv3
1712	Level_Spiral_Abyss_Charge_Empty
1712	LevelEntity_Monster_HpUp_Lv4
1713	LevelEntity_Activity_SummerTimeV2_Dungeon_Mona_StruggleBubble
1714	LevelEntity_TowerBuff_ElemReactOvergrowDelta
1714	LevelEntity_Monster_HpUp_Lv3
1715	LevelEntity_TowerBuff_ElemReactOverdoseDelta
1715	LevelEntity_Monster_HpUp_Lv3
1716	LevelEntity_TowerBuff_GrassAddHurt
1716	LevelEntity_Monster_HpUp_Lv3
1717	Level_Spiral_Abyss_Charge_Empty
1717	LevelEntity_Monster_HpUp_Lv4
1718	LevelEntity_TowerBuff_OverdoseTriggerDefenseDown
1719	LevelEntity_TowerBuff_OverGrowTriggerAtkUp
1720	LevelEntity_MonsterAffix_PropertiesUp_ForInstableSpray_Stage1
1721	LevelEntity_MonsterAffix_PropertiesUp_ForInstableSpray_Stage2
1722	LevelEntity_MonsterAffix_PropertiesUp_ForInstableSpray_Stage3
1723	LevelEntity_MonsterAffix_PropertiesUp_ForInstableSpray_Stage4
1724	LevelEntity_Ability_SummerTimeV2_BeHit_HasShield
1724	LevelEntity_Ability_SummerTimeV2_Dungeon_FallingAttack_Impact
1725	LevelBuff_LoopDungeon_DamageUp_ElemDamage
1726	LevelBuff_LoopDungeon_OverdoseTarget_ElemSubHurtDown
1727	LevelBuff_LoopDungeon_MasteryUp_ByAllCharacterMastery
1727	LevelBuff_LoopDungeon_MasteryUp_ByAllCharacterMastery_Sum
1728	Level_DreamDungeon_Kazuha
1729	Level_Spiral_Abyss_Charge_Empty
1730	Level_Spiral_Abyss_Charge_Empty
1731	Level_Spiral_Abyss_Charge_Empty
1732	Level_Spiral_Abyss_Charge_Empty
1733	Level_Spiral_Abyss_Charge_Empty
1734	Level_Spiral_Abyss_Charge_Empty
1735	Level_Spiral_Abyss_Charge_Empty
1736	LevelEntity_TowerBuff_OverGrowTriggerCriticalHurtUp
1737	LevelEntity_TowerBuff_OverdoseTriggerSubHurtDown
1738	LevelEntity_ElementAddHurt_Electric
1738	LevelEntity_Monster_HpUp_Lv3
1739	Level_Spiral_Abyss_Charge_Empty
1739	LevelEntity_Monster_HpUp_Lv4
1740	LevelEntity_TowerBuff_OverGrowTriggerElemMasteryDelta
1741	LevelEntity_TowerBuff_OverGrowTriggerMonsterSubHurtDown
1742	LevelEntity_TowerBuff_OverGrowTriggerCJB_V3.1
1743	ActivityAbility_LevelEntity_Challenge_FallingWindZone
1744	ActivityAbility_LevelEntity_Challenge_GrassReaction_Impact
1745	LevelEntity_Activity_CharAmusement_ShieldBreak_KillSelf
1746	LevelEntity_TowerBuff_ElemMasteryDelta
1746	LevelEntity_Monster_HpUp_Lv3
1747	Level_Spiral_Abyss_Charge_Empty
1747	LevelEntity_Monster_HpUp_Lv4
1748	LevelBuff_TowerBuff_ElemDamage_Impact
1749	LevelBuff_TowerBuff_GrassReaction_Impact
1750	Level_Spiral_Abyss_Charge_Empty
1750	Level_Spiral_Abyss_Charge_Empty
1750	Level_Spiral_Abyss_Charge_Empty
1750	Level_Spiral_Abyss_Charge_Empty
1750	Level_Spiral_Abyss_Charge_Empty
1750	Level_Spiral_Abyss_Charge_Empty
1750	Level_Spiral_Abyss_Charge_Empty
1750	Level_Spiral_Abyss_Charge_Empty
1746	Level_Effigy_Grass
