ID	角色列表	卡牌列表	角色初始附属卡牌	角色初始生命	角色初始充能	卡组行为树	冒险模式规则	[候补角色]1角色ID	[候补角色]1登场条件人数	[候补角色]2角色ID	[候补角色]2登场条件人数	[候补角色]3角色ID	[候补角色]3登场条件人数	[候补角色]4角色ID	[候补角色]4登场条件人数	[候补角色]5角色ID	[候补角色]5登场条件人数	[候补角色]6角色ID	[候补角色]6登场条件人数	保护优先级	角色牌是黄金卡	行动牌是黄金卡	是否允许非法牌组	牌背编号
13105	2501; 1305; 1401	312501; 312301; 312401; 312002; 322003; 311202; 311201; 322006; 321001; 321004; 321005; 321006; 333003; 332002; 332003; 312501; 312301; 312401; 312002; 322003; 311202; 311201; 322006; 321001; 321004; 321005; 321006; 333003; 332002; 332003				ai_easy_3																	0	
20003	3303; 3401; 3303					ai_hard	311200																1	
14001	3406; 3701; 3406; 3701					ai_easy_3	413200	3406	3	3406	3												1	
14002	3302; 4604; 3403					ai_hard	412222																1	
14003	4704		100			ai_easy_3	413200																1	
14004	3406; 3304; 3102; 3501					ai_easy_3	424200	3204	3	3402	3												1	
14005	1701; 1403; 1203	312701; 312401; 312201; 322003; 311502; 312004; 312005; 322007; 322009; 322008; 321002; 321003; 332003; 332004; 322002; 312701; 312401; 312201; 322003; 311502; 312004; 312005; 322007; 322009; 322008; 321002; 321003; 332003; 332004; 322002				ai_easy_3																	0	
14101	3102; 3501; 3406; 3304					ai_easy_3	436200	3402	3	3202	3	3204	3										1	
14102	3204; 3701; 3406; 3302					ai_easy_3	414212																1	
14103	3301; 3101; 3201; 3103					ai_easy_3	413200																1	
14104	3502; 4302					ai_easy_3	413200	4204	0	3203	1												1	
14105	2701; 1305; 1202	312701; 312301; 312201; 322003; 311502; 311201; 333003; 333002; 332004; 332002; 332005; 322005; 323002; 333005; 333007; 312701; 312301; 312201; 322003; 311502; 311201; 333003; 333002; 332004; 332002; 332005; 322005; 323002; 333005; 333007				ai_easy_3																	0	
14201	3403; 3701; 3302					ai_hard	413200																1	
14202	5301; 5201					ai_hard	413200																1	
14203	3406; 3102; 3302; 3202					ai_hard	413200																1	
14204	3204; 3406; 3204; 3406					ai_hard	400200	3204	3	3406	3												1	
14205	1404; 1402; 1701	331401; 331402; 312401; 312402; 214041; 214021; 217011; 311302; 311403; 311401; 322004; 322011; 332008; 332009; 312003; 331401; 331402; 312401; 312402; 214041; 214021; 217011; 311302; 311403; 311401; 322004; 322011; 332008; 332009; 312003				ai_hard																	0	
14206	1401; 1402; 1701	331401; 331402; 312401; 312402; 214011; 214021; 217011; 311302; 311202; 311201; 322004; 322011; 332008; 332009; 312003; 331401; 331402; 312401; 312402; 214011; 214021; 217011; 311302; 311202; 311201; 322004; 322011; 332008; 332009; 312003				ai_hard																	0	
20004	3002; 3001					ai_hard	311200	3301	0	3405	0	3305	1	3701	0	3701	1						1	
11203	1303; 2601; 1201	213031; 226011; 212011; 322002; 321002; 321004; 321006; 322007; 322010; 312301; 312601; 311502; 332005; 332006; 332003; 213031; 226011; 212011; 322002; 321002; 321004; 321006; 322007; 322010; 312301; 312601; 311502; 332005; 332006; 332003				ai_hard																	0	
12202	2201; 1302; 1401	222011; 213021; 214011; 322002; 321001; 321003; 321005; 322011; 322009; 312301; 312201; 312005; 333006; 333007; 332012; 222011; 213021; 214011; 322002; 321001; 321003; 321005; 322011; 322009; 312301; 312201; 312005; 333006; 333007; 332012				ai_hard																	0	
13201	2202; 1203; 1303	222021; 212031; 213031; 331201; 331202; 312002; 322003; 322008; 312301; 312201; 312202; 332005; 332008; 332013; 332003; 222021; 212031; 213031; 331201; 331202; 312002; 322003; 322008; 312301; 312201; 312202; 332005; 332008; 332013; 332003				ai_hard																	0	
14301	2301; 1301; 1402	223011; 213011; 214021; 331301; 331302; 311301; 311302; 311303; 322004; 312301; 312302; 332005; 333001; 333004; 333003; 223011; 213011; 214021; 331301; 331302; 311301; 311302; 311303; 322004; 312301; 312302; 332005; 333001; 333004; 333003				ai_hard																	0	
14302	1302; 2501; 1502	213021; 225011; 215021; 331501; 331502; 311503; 312501; 312502; 321004; 322002; 332002; 332006; 333006; 333007; 332003; 213021; 225011; 215021; 331501; 331502; 311503; 312501; 312502; 321004; 322002; 332002; 332006; 333006; 333007; 332003				ai_hard																	0	
14303	1701; 2701; 1401	217011; 227011; 214011; 331701; 331702; 311202; 312701; 312702; 332003; 312002; 333003; 332002; 332004; 332008; 322008; 217011; 227011; 214011; 331701; 331702; 311202; 312701; 312702; 332003; 312002; 333003; 332002; 332004; 332008; 322008				ai_hard																	0	
30001	1301; 1103					ai_easy_1																	1	
30002	1301; 1103					ai_easy_1																	1	
30004	1301; 1103	332001;311401;311301;311201;311101;321006;333005				ai_easy_1																	1	
30005	1301; 1103	312301;311301;321006;333005;332001;332001;312101;311501;312101;311501;312301;311301;321006;333005				ai_easy_1																	1	
30101	3001; 3302					ai_easy_1	411200																1	
30102	3302					ai_easy_1	411200																1	
30104	3304					ai_easy_1	313200																1	
30105	4601					ai_easy_1	211100																1	
30111	1501; 1301; 1103	311101; 311201; 311301; 311401; 311501; 312401; 312301; 312101; 312601; 312201; 312501; 312701; 321004; 321004; 321006; 332001; 332002; 333006; 332004; 332006; 332012; 332013; 321006; 332008; 332009; 333005; 332007; 332010; 332011; 332005				ai_easy_1																	0	
30112	1401; 1303; 1103	311101; 311201; 311301; 311401; 311501; 312401; 312301; 312101; 312601; 312201; 312501; 312701; 321004; 321004; 321006; 332001; 332002; 333006; 332004; 332006; 332012; 332013; 321006; 332008; 332009; 333005; 332007; 332010; 332011; 332005				ai_easy_1																	0	
40001	2601; 1301; 1402	226011; 213011; 214021; 312601; 312301; 312401; 311301; 311302; 311303; 322004; 332005; 323001; 322010; 333001; 333004; 226011; 213011; 214021; 312601; 312301; 312401; 311301; 311302; 311303; 322004; 332005; 323001; 322010; 333001; 333004				ai_hard														2;0;1	1	1	0	
40002	2301; 2501; 1203	223011; 225011; 312301; 312501; 312201; 312002; 312006; 322003; 322011; 322012; 332008; 332009; 312003; 322008; 322007; 223011; 225011; 312301; 312501; 312201; 312002; 312006; 322003; 322011; 322012; 332008; 332009; 312003; 322008; 322007				ai_hard														2;0;1	1	1	0	
40003	2201; 2202; 1302	222011; 222021; 213021; 312301; 312201; 312202; 322006; 321001; 321004; 321005; 321006; 321002; 332004; 331201; 331202; 222011; 222021; 213021; 312301; 312201; 312202; 322006; 321001; 321004; 321005; 321006; 321002; 332004; 331201; 331202				ai_hard														2;0;1	1	1	0	
40004	2701; 1701; 1403	227011; 217011; 312401; 312701; 312702; 322005; 323002; 333005; 333007; 333006; 333003; 312006; 322011; 331701; 322012; 227011; 217011; 312401; 312701; 312702; 322005; 323002; 333005; 333007; 333006; 333003; 312006; 322011; 331701; 322012				ai_hard														2;0;1	1	1	0	
40005	1105; 1305; 1401	211051; 213051; 312301; 312401; 312101; 311502; 311202; 311201; 322004; 322003; 312001; 321002; 332004; 332005; 333001; 211051; 213051; 312301; 312401; 312101; 311502; 311202; 311201; 322004; 322003; 312001; 321002; 332004; 332005; 333001				ai_hard														2;0;1	1	1	0	
110101	1101; 1102; 1403	211011; 312101; 311203; 311202; 312004; 331101; 331102; 332004; 332002; 332005; 321002; 321003; 332001; 332003; 322008; 211011; 312101; 311203; 311202; 312004; 331101; 331102; 332004; 332002; 332005; 321002; 321003; 332001; 332003; 322008				ai_easy_2														2;0;1	1;0;0		0	
110201	1102; 1601; 1303	211021; 312101; 311202; 312002; 312005; 322006; 321001; 321004; 322010; 323001; 321002; 332003; 333007; 333006; 332004; 211021; 312101; 311202; 312002; 312005; 322006; 321001; 321004; 322010; 323001; 321002; 332003; 333007; 333006; 332004				ai_easy_2														2;1;1	1;0;0		0	
110301	1103; 1303; 1203	211031; 312101; 311502; 311501; 312005; 321002; 322008; 321004; 321006; 322007; 322009; 332008; 332004; 333006; 333005; 211031; 312101; 311502; 311501; 312005; 321002; 322008; 321004; 321006; 322007; 322009; 332008; 332004; 333006; 333005				ai_easy_2														2;1;1	1;0;0		0	
110401	1104; 1402; 1602	211041; 312101; 311302; 311301; 311303; 322004; 312005; 323001; 322010; 333001; 333004; 333008; 312001; 332004; 332008; 211041; 312101; 311302; 311301; 311303; 322004; 312005; 323001; 322010; 333001; 333004; 333008; 312001; 332004; 332008				ai_easy_2														2;1;1	1;0;0		0	
110501	1105; 1104; 1202	211051; 312101; 312102; 331101; 331102; 311502; 311501; 311503; 322004; 322011; 322012; 332008; 332009; 332004; 333002; 211051; 312101; 312102; 331101; 331102; 311502; 311501; 311503; 322004; 322011; 322012; 332008; 332009; 332004; 333002				ai_easy_2														2;0;1	1;0;0		0	
120101	1201; 1203; 1103	212011; 312201; 312202; 331201; 331202; 322006; 321001; 321004; 322010; 323001; 322007; 322009; 321002; 332004; 332008; 212011; 312201; 312202; 331201; 331202; 322006; 321001; 321004; 322010; 323001; 322007; 322009; 321002; 332004; 332008				ai_easy_2														2;0;1	1;0;0		0	
120201	1202; 1104; 1302	212021; 312201; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 332008; 212021; 312201; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 332008				ai_easy_2														2;1;1	1;0;0		0	
120301	1203; 1401; 1303	212031; 312201; 312301; 312401; 322003; 311102; 322007; 322009; 321001; 332004; 332008; 333003; 333002; 332002; 332005; 212031; 312201; 312301; 312401; 322003; 311102; 322007; 322009; 321001; 332004; 332008; 333003; 333002; 332002; 332005				ai_easy_2														2;1;1	1;0;0		0	
130101	1301; 1302; 1402	213011; 312301; 312302; 331301; 331302; 311302; 311303; 323001; 322010; 333001; 322007; 332001; 321002; 332004; 332008; 213011; 312301; 312302; 331301; 331302; 311302; 311303; 323001; 322010; 333001; 322007; 332001; 321002; 332004; 332008				ai_easy_2														2;0;1	1;0;0		0	
130201	1302; 1202; 1403	213021; 312301; 311402; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 322007; 322009; 321001; 332004; 332008; 213021; 312301; 311402; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 322007; 322009; 321001; 332004; 332008				ai_easy_2														2;1;1	1;0;0		0	
130301	1303; 1402; 1201	213031; 312301; 312401; 312201; 322003; 311502; 333003; 333002; 332004; 332002; 332005; 332001; 321002; 332008; 332009; 213031; 312301; 312401; 312201; 322003; 311502; 333003; 333002; 332004; 332002; 332005; 332001; 321002; 332008; 332009				ai_easy_2														2;1;1	1;0;0		0	
130501	1305; 1303; 1104	213051; 312301; 312302; 331301; 331302; 311202; 323001; 322010; 333001; 333004; 333008; 312001; 333003; 332004; 332005; 213051; 312301; 312302; 331301; 331302; 311202; 323001; 322010; 333001; 333004; 333008; 312001; 333003; 332004; 332005				ai_easy_2														2;0;1	1;0;0		0	
140101	1401; 1302; 1102	214011; 312401; 311202; 311201; 312005; 322011; 322012; 332008; 332009; 312003; 312006; 322008; 321002; 322007; 322010; 214011; 312401; 311202; 311201; 312005; 322011; 322012; 332008; 332009; 312003; 312006; 322008; 321002; 322007; 322010				ai_easy_2														2;1;1	1;0;0		0	
140201	1402; 1401; 1104	214021; 312401; 312402; 331402; 331401; 311301; 311302; 311303; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 214021; 312401; 312402; 331402; 331401; 311301; 311302; 311303; 322004; 323001; 322010; 333001; 333004; 333008; 312001				ai_easy_2														2;0;1	1;0;0		0	
140301	1403; 1101; 1302	214031; 312401; 312101; 312301; 322003; 311502; 322005; 323002; 333005; 333007; 333006; 321001; 321003; 332003; 333003; 214031; 312401; 312101; 312301; 322003; 311502; 322005; 323002; 333005; 333007; 333006; 321001; 321003; 332003; 333003				ai_easy_2														2;1;1	1;0;0		0	
140401	1404; 1402; 1202	214041; 312401; 311403; 311401; 311302; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 322011; 322012; 332008; 214041; 312401; 311403; 311401; 311302; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 322011; 322012; 332008				ai_easy_2														2;0;1	1;0;0		0	
150101	1501; 1302; 1203	215011; 312501; 311102; 311101; 312005; 312301; 312201; 322003; 321002; 321003; 332001; 332003; 322008; 322007; 322009; 215011; 312501; 311102; 311101; 312005; 312301; 312201; 322003; 321002; 321003; 332001; 332003; 322008; 322007; 322009				ai_easy_2														2;1;1	1;0;0		0	
150201	1502; 1201; 1103	215021; 312501; 312502; 321004; 311502; 311503; 322011; 322012; 332008; 332009; 312003; 312006; 321002; 323001; 332004; 215021; 312501; 312502; 321004; 311502; 311503; 322011; 322012; 332008; 332009; 312003; 312006; 321002; 323001; 332004				ai_easy_2														2;1;1	1;0;0		0	
160101	1601; 1403; 1101	216011; 312601; 311103; 311102; 312005; 322006; 321001; 321004; 322010; 323001; 321003; 322011; 322012; 332008; 312003; 216011; 312601; 311103; 311102; 312005; 322006; 321001; 321004; 322010; 323001; 321003; 322011; 322012; 332008; 312003				ai_easy_2														2;1;1	1;0;0		0	
160201	1602; 1601; 1202	216021; 312601; 312602; 331601; 331602; 311303; 311301; 322006; 321001; 321004; 322010; 323001; 333001; 333004; 312001; 216021; 312601; 312602; 331601; 331602; 311303; 311301; 322006; 321001; 321004; 322010; 323001; 333001; 333004; 312001				ai_easy_2														2;0;1	1;0;0		0	
170101	1701; 1302; 1203	217011; 312701; 311202; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 322011; 322012; 217011; 312701; 311202; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 322011; 322012				ai_easy_2														2;1;1	1;0;0		0	
110102	1101; 1102; 1403	211011; 312101; 311203; 311202; 312004; 331101; 331102; 332004; 332002; 332005; 321002; 321003; 332001; 332003; 322008; 211011; 312101; 311203; 311202; 312004; 331101; 331102; 332004; 332002; 332005; 321002; 321003; 332001; 332003; 322008				ai_easy_2														2;0;1	1;0;0		0	
110202	1102; 1601; 1303	211021; 312101; 311202; 312002; 312005; 322006; 321001; 321004; 322010; 323001; 321002; 332003; 333007; 333006; 332004; 211021; 312101; 311202; 312002; 312005; 322006; 321001; 321004; 322010; 323001; 321002; 332003; 333007; 333006; 332004				ai_easy_2														2;1;1	1;0;0		0	
110302	1103; 1303; 1203	211031; 312101; 311502; 311501; 312005; 321002; 322008; 321004; 321006; 322007; 322009; 332008; 332004; 333006; 333005; 211031; 312101; 311502; 311501; 312005; 321002; 322008; 321004; 321006; 322007; 322009; 332008; 332004; 333006; 333005				ai_easy_2														2;1;1	1;0;0		0	
110402	1104; 1402; 1602	211041; 312101; 311302; 311301; 311303; 322004; 312005; 323001; 322010; 333001; 333004; 333008; 312001; 332004; 332008; 211041; 312101; 311302; 311301; 311303; 322004; 312005; 323001; 322010; 333001; 333004; 333008; 312001; 332004; 332008				ai_easy_2														2;1;1	1;0;0		0	
110502	1105; 1104; 1202	211051; 312101; 312102; 331101; 331102; 311502; 311501; 311503; 322004; 322011; 322012; 332008; 332009; 332004; 333002; 211051; 312101; 312102; 331101; 331102; 311502; 311501; 311503; 322004; 322011; 322012; 332008; 332009; 332004; 333002				ai_easy_2														2;0;1	1;0;0		0	
120102	1201; 1203; 1103	212011; 312201; 312202; 331201; 331202; 322006; 321001; 321004; 322010; 323001; 322007; 322009; 321002; 332004; 332008; 212011; 312201; 312202; 331201; 331202; 322006; 321001; 321004; 322010; 323001; 322007; 322009; 321002; 332004; 332008				ai_easy_2														2;0;1	1;0;0		0	
120202	1202; 1104; 1302	212021; 312201; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 332008; 212021; 312201; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 332008				ai_easy_2														2;1;1	1;0;0		0	
120302	1203; 1401; 1303	212031; 312201; 312301; 312401; 322003; 311102; 322007; 322009; 321001; 332004; 332008; 333003; 333002; 332002; 332005; 212031; 312201; 312301; 312401; 322003; 311102; 322007; 322009; 321001; 332004; 332008; 333003; 333002; 332002; 332005				ai_easy_2														2;1;1	1;0;0		0	
130102	1301; 1302; 1402	213011; 312301; 312302; 331301; 331302; 311302; 311303; 323001; 322010; 333001; 322007; 332001; 321002; 332004; 332008; 213011; 312301; 312302; 331301; 331302; 311302; 311303; 323001; 322010; 333001; 322007; 332001; 321002; 332004; 332008				ai_easy_2														2;0;1	1;0;0		0	
130202	1302; 1202; 1403	213021; 312301; 311402; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 322007; 322009; 321001; 332004; 332008; 213021; 312301; 311402; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 322007; 322009; 321001; 332004; 332008				ai_easy_2														2;1;1	1;0;0		0	
130302	1303; 1402; 1201	213031; 312301; 312401; 312201; 322003; 311502; 333003; 333002; 332004; 332002; 332005; 332001; 321002; 332008; 332009; 213031; 312301; 312401; 312201; 322003; 311502; 333003; 333002; 332004; 332002; 332005; 332001; 321002; 332008; 332009				ai_easy_2														2;1;1	1;0;0		0	
130502	1305; 1303; 1104	213051; 312301; 312302; 331301; 331302; 311202; 323001; 322010; 333001; 333004; 333008; 312001; 333003; 332004; 332005; 213051; 312301; 312302; 331301; 331302; 311202; 323001; 322010; 333001; 333004; 333008; 312001; 333003; 332004; 332005				ai_easy_2														2;0;1	1;0;0		0	
140102	1401; 1302; 1102	214011; 312401; 311202; 311201; 312005; 322011; 322012; 332008; 332009; 312003; 312006; 322008; 321002; 322007; 322010; 214011; 312401; 311202; 311201; 312005; 322011; 322012; 332008; 332009; 312003; 312006; 322008; 321002; 322007; 322010				ai_easy_2														2;1;1	1;0;0		0	
140202	1402; 1401; 1104	214021; 312401; 312402; 331402; 331401; 311301; 311302; 311303; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 214021; 312401; 312402; 331402; 331401; 311301; 311302; 311303; 322004; 323001; 322010; 333001; 333004; 333008; 312001				ai_easy_2														2;0;1	1;0;0		0	
140302	1403; 1101; 1302	214031; 312401; 312101; 312301; 322003; 311502; 322005; 323002; 333005; 333007; 333006; 321001; 321003; 332003; 333003; 214031; 312401; 312101; 312301; 322003; 311502; 322005; 323002; 333005; 333007; 333006; 321001; 321003; 332003; 333003				ai_easy_2														2;1;1	1;0;0		0	
140402	1404; 1402; 1202	214041; 312401; 311403; 311401; 311302; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 322011; 322012; 332008; 214041; 312401; 311403; 311401; 311302; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 322011; 322012; 332008				ai_easy_2														2;0;1	1;0;0		0	
150102	1501; 1302; 1203	215011; 312501; 311102; 311101; 312005; 312301; 312201; 322003; 321002; 321003; 332001; 332003; 322008; 322007; 322009; 215011; 312501; 311102; 311101; 312005; 312301; 312201; 322003; 321002; 321003; 332001; 332003; 322008; 322007; 322009				ai_easy_2														2;1;1	1;0;0		0	
150202	1502; 1201; 1103	215021; 312501; 312502; 321004; 311502; 311503; 322011; 322012; 332008; 332009; 312003; 312006; 321002; 323001; 332004; 215021; 312501; 312502; 321004; 311502; 311503; 322011; 322012; 332008; 332009; 312003; 312006; 321002; 323001; 332004				ai_easy_2														2;1;1	1;0;0		0	
160102	1601; 1403; 1101	216011; 312601; 311103; 311102; 312005; 322006; 321001; 321004; 322010; 323001; 321003; 322011; 322012; 332008; 312003; 216011; 312601; 311103; 311102; 312005; 322006; 321001; 321004; 322010; 323001; 321003; 322011; 322012; 332008; 312003				ai_easy_2														2;1;1	1;0;0		0	
160202	1602; 1601; 1202	216021; 312601; 312602; 331601; 331602; 311303; 311301; 322006; 321001; 321004; 322010; 323001; 333001; 333004; 312001; 216021; 312601; 312602; 331601; 331602; 311303; 311301; 322006; 321001; 321004; 322010; 323001; 333001; 333004; 312001				ai_easy_2														2;0;1	1;0;0		0	
170102	1701; 1302; 1203	217011; 312701; 311202; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 322011; 322012; 217011; 312701; 311202; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 322011; 322012				ai_easy_2														2;1;1	1;0;0		0	
110103	1101; 1102; 1403	211011; 312101; 311203; 311202; 312004; 331101; 331102; 332004; 332002; 332005; 321002; 321003; 332001; 332003; 322008; 211011; 312101; 311203; 311202; 312004; 331101; 331102; 332004; 332002; 332005; 321002; 321003; 332001; 332003; 322008				ai_easy_3														2;0;1	1;0;0		0	
110203	1102; 1601; 1303	211021; 312101; 311202; 312002; 312005; 322006; 321001; 321004; 322010; 323001; 321002; 332003; 333007; 333006; 332004; 211021; 312101; 311202; 312002; 312005; 322006; 321001; 321004; 322010; 323001; 321002; 332003; 333007; 333006; 332004				ai_easy_3														2;1;1	1;0;0		0	
110303	1103; 1303; 1203	211031; 312101; 311502; 311501; 312005; 321002; 322008; 321004; 321006; 322007; 322009; 332008; 332004; 333006; 333005; 211031; 312101; 311502; 311501; 312005; 321002; 322008; 321004; 321006; 322007; 322009; 332008; 332004; 333006; 333005				ai_easy_3														2;1;1	1;0;0		0	
110403	1104; 1402; 1602	211041; 312101; 311302; 311301; 311303; 322004; 312005; 323001; 322010; 333001; 333004; 333008; 312001; 332004; 332008; 211041; 312101; 311302; 311301; 311303; 322004; 312005; 323001; 322010; 333001; 333004; 333008; 312001; 332004; 332008				ai_easy_3														2;1;1	1;0;0		0	
110503	1105; 1104; 1202	211051; 312101; 312102; 331101; 331102; 311502; 311501; 311503; 322004; 322011; 322012; 332008; 332009; 332004; 333002; 211051; 312101; 312102; 331101; 331102; 311502; 311501; 311503; 322004; 322011; 322012; 332008; 332009; 332004; 333002				ai_easy_3														2;0;1	1;0;0		0	
120103	1201; 1203; 1103	212011; 312201; 312202; 331201; 331202; 322006; 321001; 321004; 322010; 323001; 322007; 322009; 321002; 332004; 332008; 212011; 312201; 312202; 331201; 331202; 322006; 321001; 321004; 322010; 323001; 322007; 322009; 321002; 332004; 332008				ai_easy_3														2;0;1	1;0;0		0	
120203	1202; 1104; 1302	212021; 312201; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 332008; 212021; 312201; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 332008				ai_easy_3														2;1;1	1;0;0		0	
120303	1203; 1401; 1303	212031; 312201; 312301; 312401; 322003; 311102; 322007; 322009; 321001; 332004; 332008; 333003; 333002; 332002; 332005; 212031; 312201; 312301; 312401; 322003; 311102; 322007; 322009; 321001; 332004; 332008; 333003; 333002; 332002; 332005				ai_easy_3														2;1;1	1;0;0		0	
130103	1301; 1302; 1402	213011; 312301; 312302; 331301; 331302; 311302; 311303; 323001; 322010; 333001; 322007; 332001; 321002; 332004; 332008; 213011; 312301; 312302; 331301; 331302; 311302; 311303; 323001; 322010; 333001; 322007; 332001; 321002; 332004; 332008				ai_easy_3														2;0;1	1;0;0		0	
130203	1302; 1202; 1403	213021; 312301; 311402; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 322007; 322009; 321001; 332004; 332008; 213021; 312301; 311402; 312002; 312005; 322005; 323002; 333005; 333007; 333006; 322007; 322009; 321001; 332004; 332008				ai_easy_3														2;1;1	1;0;0		0	
130303	1303; 1402; 1201	213031; 312301; 312401; 312201; 322003; 311502; 333003; 333002; 332004; 332002; 332005; 332001; 321002; 332008; 332009; 213031; 312301; 312401; 312201; 322003; 311502; 333003; 333002; 332004; 332002; 332005; 332001; 321002; 332008; 332009				ai_easy_3														2;1;1	1;0;0		0	
130503	1305; 1303; 1104	213051; 312301; 312302; 331301; 331302; 311202; 323001; 322010; 333001; 333004; 333008; 312001; 333003; 332004; 332005; 213051; 312301; 312302; 331301; 331302; 311202; 323001; 322010; 333001; 333004; 333008; 312001; 333003; 332004; 332005				ai_easy_3														2;0;1	1;0;0		0	
140103	1401; 1302; 1102	214011; 312401; 311202; 311201; 312005; 322011; 322012; 332008; 332009; 312003; 312006; 322008; 321002; 322007; 322010; 214011; 312401; 311202; 311201; 312005; 322011; 322012; 332008; 332009; 312003; 312006; 322008; 321002; 322007; 322010				ai_easy_3														2;1;1	1;0;0		0	
140203	1402; 1401; 1104	214021; 312401; 312402; 331402; 331401; 311301; 311302; 311303; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 214021; 312401; 312402; 331402; 331401; 311301; 311302; 311303; 322004; 323001; 322010; 333001; 333004; 333008; 312001				ai_easy_3														2;0;1	1;0;0		0	
140303	1403; 1101; 1302	214031; 312401; 312101; 312301; 322003; 311502; 322005; 323002; 333005; 333007; 333006; 321001; 321003; 332003; 333003; 214031; 312401; 312101; 312301; 322003; 311502; 322005; 323002; 333005; 333007; 333006; 321001; 321003; 332003; 333003				ai_easy_3														2;1;1	1;0;0		0	
140403	1404; 1402; 1202	214041; 312401; 311403; 311401; 311302; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 322011; 322012; 332008; 214041; 312401; 311403; 311401; 311302; 322004; 323001; 322010; 333001; 333004; 333008; 312001; 322011; 322012; 332008				ai_easy_3														2;0;1	1;0;0		0	
150103	1501; 1302; 1203	215011; 312501; 311102; 311101; 312005; 312301; 312201; 322003; 321002; 321003; 332001; 332003; 322008; 322007; 322009; 215011; 312501; 311102; 311101; 312005; 312301; 312201; 322003; 321002; 321003; 332001; 332003; 322008; 322007; 322009				ai_easy_3														2;1;1	1;0;0		0	
150203	1502; 1201; 1103	215021; 312501; 312502; 321004; 311502; 311503; 322011; 322012; 332008; 332009; 312003; 312006; 321002; 323001; 332004; 215021; 312501; 312502; 321004; 311502; 311503; 322011; 322012; 332008; 332009; 312003; 312006; 321002; 323001; 332004				ai_easy_3														2;1;1	1;0;0		0	
160103	1601; 1403; 1101	216011; 312601; 311103; 311102; 312005; 322006; 321001; 321004; 322010; 323001; 321003; 322011; 322012; 332008; 312003; 216011; 312601; 311103; 311102; 312005; 322006; 321001; 321004; 322010; 323001; 321003; 322011; 322012; 332008; 312003				ai_easy_3														2;1;1	1;0;0		0	
160203	1602; 1601; 1202	216021; 312601; 312602; 331601; 331602; 311303; 311301; 322006; 321001; 321004; 322010; 323001; 333001; 333004; 312001; 216021; 312601; 312602; 331601; 331602; 311303; 311301; 322006; 321001; 321004; 322010; 323001; 333001; 333004; 312001				ai_easy_3														2;0;1	1;0;0		0	
170103	1701; 1302; 1203	217011; 312701; 311202; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 322011; 322012; 217011; 312701; 311202; 322005; 323002; 333005; 333007; 333006; 333003; 333002; 332004; 332002; 332005; 322011; 322012				ai_easy_3														2;1;1	1;0;0		0	
110104	1101; 1102; 1403	211011; 312101; 311203; 311202; 312004; 331101; 331102; 332004; 332002; 332005; 321002; 321003; 332001; 332003; 322008; 211011; 312101; 311203; 311202; 312004; 331101; 331102; 332004; 332002; 332005; 321002; 321003; 332001; 332003; 322008	211011;0;0			ai_hard														2;0;1	1	1	0	
110204	1102; 1601; 1303	211021; 312101; 311202; 312002; 312005; 322006; 321001; 321004; 321005; 321006; 321002; 332003; 333007; 333006; 332004; 211021; 312101; 311202; 312002; 312005; 322006; 321001; 321004; 321005; 321006; 321002; 332003; 333007; 333006; 332004	211021;0;0			ai_hard														2;1;1	1	1	0	
110304	1103; 1303; 1203	211031; 312101; 311502; 311501; 312005; 321002; 322008; 321004; 321006; 322007; 322009; 332008; 332004; 333006; 333005; 211031; 312101; 311502; 311501; 312005; 321002; 322008; 321004; 321006; 322007; 322009; 332008; 332004; 333006; 333005	211031;0;0			ai_hard														2;1;1	1	1	0	
