ID	Ability名称	是远程	技能CD	无视冷却缩减属性	消耗体力	消耗能量类型	消耗能量值	可累积次数	TriggerID	索敌范围	索敌公式权重1	索敌公式权重2	索敌公式权重3	索敌公式权重4	是默认镜头	支持按钮拖动	是否显示箭头	是否监控状态	默认锁定	图标名称	升级技能组ID	技能能量键值	消耗能量最小值	CanDoSkill为false强制可用	处理冷却所属技能槽	是否存档	shareCDID
10643			15		0	8	60	1	5	CircleLockEnemyR8H6HC	1	1	0.3	0	1						6439						
10651	Avatar_Shinobu_ExtraAttack		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						6531						
10652			15		0			1	2	CircleLockEnemyR8H6HC	1	1	0.3	0	1						6532						
10655			15		0	4	60	1	5	CircleLockEnemyR8H6HC	1	1	0.3	0	1						6539						
10656	Avatar_Shinobu_Constellation6_Limbo_Trigger		60	1	0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0					1	
10657	Avatar_Shinobu_Constellation6_Limbo_Trigger		60	1	0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0					1	
10661	Avatar_Ayato_ExtraAttack		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						6631						
10662			12		0			1	2	CircleLockEnemyR8H6HC	1	1	0.3	0	1						6632						
10663	Avatar_Ayato_KendoPose_Click		0		0			1	0	CircleLockEnemyR10H6HC	1	1	0.3	0	1						0						
10665			20		0	2	80	1	5	CircleLockEnemyR5H6HC	1	1	0.3	0	1						6639						
10671	Avatar_Collei_PressShoot	1	0		0			1	0	CircleLockEnemyR15H10HC	1	1	0.3	0	1						6731						
10672			12		0			1	2	CircleLockEnemyR15H10HC	1	1	0.3	0	1						6732						
10675			15		0	3	60	1	5	CircleLockEnemyR15H10HC	1	1	0.3	0	1						6739						
10674	Avatar_Ganyu_AimPressShoot	1	0		0			1	0	CircleLockEnemyR15H10HC	1	1	0.3	0	1						0						
10681	Avatar_Dori_ExtraAttack		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						6831						
10682			9		0			1	2	CircleLockEnemyR15H10HC	1	1	0.3	0	1						6832						
10685			20		0	4	80	1	5	CircleLockEnemyR8H6HC	1	1	0.3	0	1						6839						
10691	Avatar_Tighnari_PressShoot	1	0		0			1	0	CircleLockEnemyR15H10HC	1	1	0.3	0	1						6931						
10692			12		0			1	2	CircleLockEnemyR15H10HC	1	1	0.3	0	1						6932						
10693	Avatar_Tighnari_AimPressShoot	1	0		0			1	0	CircleLockEnemyR15H10HC	1	1	0.3	0	1												
10695			12		0	3	40	1	5	CircleLockEnemyR15H10HC	1	1	0.3	0	1						6939						
10701	Avatar_Nilou_ExtraAttack		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						7031						
10702			18		0			1	2	CircleLockEnemyR8H6HC	1	1	0.3	0	1						7032						
10703			0		0			1	3	CircleLockEnemyR8H6HC	1	1	0.3	0	1												
10704			0		0			1	4	CircleLockEnemyR8H6HC	1	1	0.3	0	1												
10706			0		0			1	21	CircleLockEnemyR15H10HC	1	1	0.3	0	1												
10707			0		0			1	22	CircleLockEnemyR8H6HC	1	1	0.3	0	1												
10705			18		0	2	70	1	5	CircleLockEnemyR15H10HC	1	1	0.3	0	1						7039						
10708			0		0			1	23	CircleLockEnemyR8H6HC	1	1	0.3	0	1												
10711	Avatar_Cyno_ExtraAttack		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						7131						
10712			7.5		0			1	2	CircleLockEnemyR8H6HC	1	1	0.3	0	1						7132						
10713			3		0			1	2	CircleLockEnemyR8H6HC	1	1	0.3	0	1						0				2		
10715			20		0	4	80	1	5	CircleLockEnemyR8H6HC	1	1	0.3	0	1						7139						
10721	Avatar_Candace_ExtraAttack		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						7231						
10722	·		6		0			1	2	CircleLockEnemyR8H6HC	1	1	0.3	0	1	2	1				7232						
10725			15		0	2	60	1	5	CircleLockEnemyR8H6HC	1	1	0.3	0	1						7239						
10731	Avatar_Nahida_ExtraAttack		0		0			1	0	CircleLockEnemyR10H6HC	1	1	0.3	0	1						7331						
10732	·		5		0			1	2	CircleLockEnemyR8H6HC	1	1	0.3	0	1						7332						
10735			13.5		0	3	50	1	5	CircleLockEnemyR15H10HC	1	1	0.3	0	1						7339						
10741	Avatar_Layla_ExtraAttack		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						7431						
10742	·		12		0			1	2	CircleLockEnemyR8H6HC	1	1	0.3	0	1						7432						
10745			12		0	5	40	1	5	CircleLockEnemyR15H10HC	1	1	0.3	0	1						7439						
20001	Dvalin_S01_AirGun		0		999999			1	0	CircleLockEnemyR10	1	1	0.3	0	1	2	1				0						
20002	Dvalin_S01_AirGun		0		0			1	0	CircleLockEnemyR10	1	1	0.3	0	1	2	1				0						
20011	Avatar_Player_GlidingChallenge_AirDash_Forward		10	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0	AVATAR_GLIDING_ENERGY	50				
20012	Avatar_Player_GlidingChallenge_AirDash_Upward		10	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20020	ActivityAbility_Endora_Bubble_AimPress		1	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20021	ActivityAbility_LudiHarpastum_Serve		1.5	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20022	ActivityAbility_LudiHarpastum_Hit		0.3	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20023	ActivityAbility_LudiHarpastum_Bomb_AimPress		18	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20024	ActivityAbility_LudiHarpastum_Bomb_AimPress		15	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20025	ActivityAbility_LudiHarpastum_Bomb_AimPress		10	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20026	ActivityAbility_LudiHarpastum_Bomb_Forbid		18	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20027	ActivityAbility_LudiHarpastum_Bomb_Forbid		15	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20028	ActivityAbility_LudiHarpastum_Bomb_Forbid		10	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20029	ActivityAbility_LudiHarpastum_Hit_02		0.3	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20030			0		999999			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20031			0		999999			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20032	SceneObj_Temari_Hide_Ball		0.3	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20033			0	1	0			1	200	CircleLockEnemyR10	1	1	0.3	0	1						0						
20034			0	1	0			1	200	CircleLockEnemyR10	1	1	0.3	0	1						0						
20035			0		999999			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20036			0		999999			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20037			0		999999			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20040	ActivityAbility_CatchAnimal_Shoot		10	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20041	ActivityAbility_CatchAnimal_Shoot_DogGame		5	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20042	ActivityAbility_CatchAnimal_Shoot_Test		10	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						3
20043			0	1	0			1	201	CircleLockEnemyR10	1	1	0.3	0	1						0						
20044			0	1	0			1	201	CircleLockEnemyR10	1	1	0.3	0	1						0						
20045	ActivityAbility_CatchAnimal_Throw		1.5	1	0			1	17	CircleLockEnemyR10	1	1	0.3	0	1												
20049	ActivityAbility_CatchMushroomMonster_Shoot		2	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20051	ActivityAbility_CatchMushroomMonster_ForceFire		2	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20054	Gagana_AvatarAimShoot		2.5	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20055			0	1	999999			1	0	CircleLockEnemyR10	1	1	0.3	0	1												
20056			0	1	999999			1	0	CircleLockEnemyR10	1	1	0.3	0	1												
20100	ActivityAbility_HideSeek_Seeker_Execution		5	1	0			3	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20101	ActivityAbility_HideSeek_Seeker_Execution		5	1	0			3	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20110	ActivityAbility_HideSeek_Seeker_Guide		25	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20111	ActivityAbility_HideSeek_Seeker_BreakDisguise		6	1	0			3	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20120	ActivityAbility_HideSeek_Seeker_Positioning		60	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0	AVATAR_SEEKANDHIDE_ENERGY	50				
20121	ActivityAbility_HideSeek_Seeker_FindAll		20	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0	AVATAR_SEEKANDHIDE_ENERGY	50				
20122	ActivityAbility_HideSeek_Seeker_SuperLockon		40	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0	AVATAR_SEEKANDHIDE_ENERGY	50				
20200	ActivityAbility_HideSeek_Hider_DisguiseHandler		0.5	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20201			15	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20210	ActivityAbility_HideSeek_Hider_Invisibility		60	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20212			60	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20211	ActivityAbility_HideSeek_Hider_Bait		20	1	0			2	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20213			20	1	0			2	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20220	ActivityAbility_HideSeek_Hider_SpeedUp		10	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0	AVATAR_SEEKANDHIDE_ENERGY	50				
20202	ActivityAbility_HideSeek_Hider_DisguiseHandler_V2		0.5	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20203			15	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20214	ActivityAbility_HideSeek_Hider_Bait_V2		20	1	0			2	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20215			20	1	0			2	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20400	ActivityAbility_HideSeek_Seeker_Execution_V2		5	1	0			3	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20401	ActivityAbility_HideSeek_Seeker_Execution_V2		5	1	0			3	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20410	ActivityAbility_HideSeek_Seeker_Guide_V2		40	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20411	ActivityAbility_HideSeek_Seeker_BreakDisguise_V2		4	1	0			3	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20420	ActivityAbility_HideSeek_Seeker_Positioning_V2		60	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0	AVATAR_SEEKANDHIDE_ENERGY	50				
20421	ActivityAbility_HideSeek_Seeker_FindAll_V2		20	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0	AVATAR_SEEKANDHIDE_ENERGY	50				
20422	ActivityAbility_HideSeek_Seeker_SuperLockon_V2		40	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0	AVATAR_SEEKANDHIDE_ENERGY	50				
20500	ActivityAbility_HideSeek_Hider_DisguiseHandler_V2		0.5	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20501			15	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20510	ActivityAbility_HideSeek_Hider_Invisibility_V2		60	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20512			60	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20511	ActivityAbility_HideSeek_Hider_Bait_V2		20	1	0			2	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20513			20	1	0			2	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20520	ActivityAbility_HideSeek_Hider_SpeedUp_V2		10	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0	AVATAR_SEEKANDHIDE_ENERGY	50				
20310			0	1	0			1	100	CircleLockEnemyR10	1	1	0.3	0	1						0						
20311	Avatar_Common_Fishing_Cast		0	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20312			0	1	0			1	102	CircleLockEnemyR10	1	1	0.3	0	1						0						
20313	Avatar_Common_Fishing_Battle		0	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20314			0	1	0			1	104	CircleLockEnemyR10	1	1	0.3	0	1						0						
20315	Avatar_Common_Fishing_RequestQuit		0	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20316	Avatar_Common_Fishing_SelectBait		0	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20320	ActivityAbility_Avatar_Blocking		1	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20330	ActivityAbility_Lannaluo_Shoot		1	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
20331	ActivityAbility_Lannaluo_Skill		1	1	0			1	0	CircleLockEnemyR10	1	1	0.3	0	1						0						
10384			10	1	0			1	16	CircleLockEnemyR10	1	1	0.3	0	1	2	1				0						
100540	Avatar_PlayerBoy_ExtraAttack_Common		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						730						
100541			0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
100542			0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
100543	Avatar_PlayerBoy_ExtraAttack_Wind		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						730						
100544			0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
100545	Avatar_PlayerBoy_ExtraAttack_Rock		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						730						
100546	Avatar_PlayerBoy_ExtraAttack_Electric		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						1030						
100547	Avatar_PlayerBoy_ExtraAttack_Grass		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						1130						
100550	Avatar_PlayerGirl_ExtraAttack_Common		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						731						
100551			0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
100552			0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
100553	Avatar_PlayerGirl_ExtraAttack_Wind		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						731						
100554			0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
100555	Avatar_PlayerGirl_ExtraAttack_Rock		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						731						
100556	Avatar_PlayerGirl_ExtraAttack_Electric		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						1031						
100557	Avatar_PlayerGirl_ExtraAttack_Grass		0		0			1	0	CircleLockEnemyR5H6HC	1	1	0.3	0	1						1131						
5002010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5003010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5005010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5005020			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5005030			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5005040			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5005050			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5005060			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5005070			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5005080			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5006010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5007010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5007020			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5007030			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5007040			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5007050			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5007060			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5007070			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5007080			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5014010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5015010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5016010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5020010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5021010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5022010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5023010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5024010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5025010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5026010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5027010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5029010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5030010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5031010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5032010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5033010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5034010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5035010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5036010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5037010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5038010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5039010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5041010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5042010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5043010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5044010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5045010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5046010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5047010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5048010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5049010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5050010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5051010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5052010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5053010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5054010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5055010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5056010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5058010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5057010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5059010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1												
5060010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5062010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5063010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5064010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5065010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5066010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5067010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5068010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5069010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5070010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5071010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5072010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5073010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5074010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
5076010			0		0			1	30	CircleLockEnemyR5H6HC	1	1	0.3	0	1						0						
