ID,[触发条件]类型,[触发条件]参数1,[触发条件]参数2,[触发条件]参数3,[触发条件]参数4,进度,已废弃,RewardID,是否直接发奖
12009203,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12009203,,,,1,1,3029403,
12009204,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12009204,,,,1,1,3029404,
12009205,223,10901007,,,,4,,3029405,
12009206,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12009206,,,,1,,3029406,
12009207,224,10901009,1,,,1,,3029411,
12009208,224,10901011,1,,,1,,3029412,
12009301,952,6,,,,1,,3029407,
12009302,952,6,,,,2,,3029408,
12009303,952,6,,,,3,,3029409,
12009304,952,6,,,,4,,3029410,
15053001,700,7267001,,,,1,,,
15055001,700,7226409,,,,1,,3034001,
15055002,700,7267508,,,,1,,3034002,
15055003,700,7267612,,,,1,,3034003,
15055004,700,7226107,,,,1,,3034004,
15055005,700,7226210,,,,1,,3034005,
15055006,700,7267707,,,,1,,3034006,
15055007,700,7267811,,,,1,,3034007,
12010001,212,137,,,,2400,,,
12010002,212,138,,,,2200,,,
12010003,212,139,,,,1800,,,
12010201,1113,1001,1500,,,1,,3035101,
12010202,1113,1001,2100,,,1,,3035102,
12010203,1113,1001,2700,,,1,,3035103,
12010204,1113,1002,1500,,,1,,3035104,
12010205,1113,1002,2100,,,1,,3035105,
12010206,1113,1002,2700,,,1,,3035106,
12010207,1113,1003,2000,,,1,,3035107,
12010208,1113,1003,2800,,,1,,3035108,
12010209,1113,1003,3600,,,1,,3035109,
12010210,1113,1004,2000,,,1,,3035110,
12010211,1113,1004,2800,,,1,,3035111,
12010212,1113,1004,3600,,,1,,3035112,
12010213,1113,1005,2500,,,1,,3035113,
12010214,1113,1005,3500,,,1,,3035114,
12010215,1113,1005,4500,,,1,,3035115,
12010216,1113,1006,2500,,,1,,3035116,
12010217,1113,1006,3500,,,1,,3035117,
12010218,1113,1006,4500,,,1,,3035118,
12010401,1112,14003,1000,,,1,,3035201,
12010402,1112,14003,2000,,,1,,3035202,
12010403,1112,14003,3000,,,1,,3035203,
12010404,1112,14004,1000,,,1,,3035204,
12010405,1112,14004,2000,,,1,,3035205,
12010406,1112,14004,3000,,,1,,3035206,
12010407,1112,14005,0,,,1,,3035207,
12010408,1112,14005,40,,,1,,3035208,
12010409,1112,14005,80,,,1,,3035209,
12010410,1112,14006,0,,,1,,3035210,
12010411,1112,14006,45,,,1,,3035211,
12010412,1112,14006,90,,,1,,3035212,
12010413,223,11001001,,,,1,,3035213,
12010414,223,11001002,60,,,1,,3035214,
12010415,223,11001003,90,,,1,,3035215,
12010416,223,11001004,,,,5,1,,
12010417,223,11001005,,,,5,1,,
12010418,223,11001006,,,,5,1,,
12010601,1111,1,,,,1,,3035301,
12010602,1111,2,,,,1,,3035302,
12010603,1111,3,,,,1,,3035303,
12010604,1111,4,,,,1,,3035304,
12010605,1111,5,,,,1,,3035305,
12010606,1111,6,,,,1,,3035306,
12010607,1111,7,,,,1,,3035307,
12010608,1111,8,,,,1,,3035308,
12010609,1111,9,,,,1,,3035309,
12010801,223,11001104,,,,1,,3035401,
12010802,223,11001104,,,,3,,3035402,
12010803,223,11001104,,,,6,,3035403,
12010811,223,11001105,4,,,1,,3035404,
12010812,223,11001105,4,,,2,1,3035405,
12010813,223,11001105,4,,,3,1,3035406,
12010821,223,11001106,,,,1,,3035407,
12010822,223,11001106,,,,2,1,3035408,
12010823,223,11001106,,,,3,1,3035409,
12010831,223,11001107,10,,,1,1,3035410,
12010832,223,11001110,20,,,1,1,3035411,
12010833,223,11001111,30,,,1,1,3035412,
15058001,1115,1,,,,4,,3033001,
15058002,1116,1,2,,,2,,3033002,
15058003,1116,1,2,,,4,,3033003,
15058004,1116,1,1,,,2,,3033004,
15058005,1116,1,1,,,4,,3033005,
15058006,1117,1,,,,14000,,3033006,
15058007,1117,1,,,,18000,,3033007,
15058008,1115,2,,,,4,,3033008,
15058009,1116,2,2,,,2,,3033009,
15058010,1116,2,2,,,4,,3033010,
15058011,1116,2,1,,,2,,3033011,
15058012,1116,2,1,,,4,,3033012,
15058013,1117,2,,,,14000,,3033013,
15058014,1117,2,,,,18000,,3033014,
15058015,1115,3,,,,4,,3033015,
15058016,1116,3,2,,,2,,3033016,
15058017,1116,3,2,,,4,,3033017,
15058018,1116,3,1,,,2,,3033018,
15058019,1116,3,1,,,4,,3033019,
15058020,1117,3,,,,14000,,3033020,
15058021,1117,3,,,,18000,,3033021,
15062001,1120,1#2#3#4#5#6#7,,,,7,,3036002,
15062002,1122,,,,,21,,3036001,
15062011,1121,1,300,,,1,,3036011,
15062012,1121,1,400,,,1,,3036012,
15062013,1121,1,500,,,1,,3036013,
15062021,1121,2,300,,,1,,3036021,
15062022,1121,2,400,,,1,,3036022,
15062023,1121,2,500,,,1,,3036023,
15062031,1121,3,300,,,1,,3036031,
15062032,1121,3,400,,,1,,3036032,
15062033,1121,3,500,,,1,,3036033,
15062041,1121,4,300,,,1,,3036041,
15062042,1121,4,400,,,1,,3036042,
15062043,1121,4,500,,,1,,3036043,
1504030,645,,,,,12000,,3023001,
1504031,644,1,500,,,1,,3023011,
1504032,644,1,1000,,,1,,3023012,
1504033,644,1,2000,,,1,,3023013,
1504034,644,2,500,,,1,,3023021,
1504035,644,2,1000,,,1,,3023022,
1504036,644,2,2000,,,1,,3023023,
1504037,644,3,500,,,1,,3023031,
1504038,644,3,1000,,,1,,3023032,
1504039,644,3,2000,,,1,,3023033,
1504040,644,4,500,,,1,,3023041,
1504041,644,4,1000,,,1,,3023042,
1504042,644,4,2000,,,1,,3023043,
1504043,644,5,500,,,1,,3023051,
1504044,644,5,1000,,,1,,3023052,
1504045,644,5,2000,,,1,,3023053,
1504046,644,6,500,,,1,,3023061,
1504047,644,6,1000,,,1,,3023062,
1504048,644,6,2000,,,1,,3023063,
12011001,223,11101105,,,,1,,3037219,
12011002,223,11101106,,,,1,,3037220,
12011003,223,11101107,,,,1,,3037221,
12011101,223,11101101,,,,1,,3037201,
12011102,120,70211152#70211153#70211154#70211155#70211156#70211157#70211158#70211159#70211160#70211161#70211162#70211163#70211022,101,210,,30,,3037202,
12011103,934,4,4,,,1,,3037203,
12011104,212,101700,,,,10,,3037204,
12011105,212,101701,,,,10,,3037205,
12011106,212,101702,,,,3,,3037206,
12011201,223,11101101,,,,2,,3037207,
12011202,120,70211152#70211153#70211154#70211155#70211156#70211157#70211158#70211159#70211160#70211161#70211162#70211163#70211022,101,210,,60,,3037208,
12011203,934,4,8,,,1,,3037209,
12011204,1123,,,,,3,,3037210,
12011205,223,11101102,,,,5,,3037211,
12011206,1124,,,,,4,,3037212,
12011301,223,11101101,,,,3,,3037213,
12011302,120,70211152#70211153#70211154#70211155#70211156#70211157#70211158#70211159#70211160#70211161#70211162#70211163#70211022,101,210,,90,,3037214,
12011303,934,4,12,,,1,,3037215,
12011304,106,101,1,210,,9,,3037216,
12011305,1125,28050105,,,,8,,3037217,
12011306,223,11101103,,,,6,,3037218,
15068001,1135,1,,,,1,,3040011,
15068002,1135,2,,,,1,,3040012,
15068003,1135,3,,,,1,,3040021,
15068004,1135,4,,,,1,,3040022,
15068005,1135,5,,,,1,,3040031,
15068006,1135,6,,,,1,,3040032,
15068007,1135,7,,,,1,,3040041,
15068008,1135,8,,,,1,,3040042,
15068009,1135,9,,,,1,,3040051,
15068010,1135,10,,,,1,,3040052,
15068011,1135,11,,,,1,,3040061,
15068012,1135,12,,,,1,,3040062,
15068013,1135,13,,,,1,,3040071,
15068014,1135,14,,,,1,,3040072,
15065001,956,2122,,,,1,,3038101,
15065002,957,2122,15,,,1,,3038102,
15065003,957,2122,30,,,1,,3038103,
15065004,956,2120,,,,1,,3038201,
15065005,957,2120,40,,,1,,3038202,
15065006,957,2120,80,,,1,,3038203,
15065007,956,2121,,,,1,,3038301,
15065008,957,2121,40,,,1,,3038302,
15065009,957,2121,80,,,1,,3038303,
15065010,956,2119,,,,1,,3038401,
15065011,957,2119,40,,,1,,3038402,
15065012,957,2119,80,,,1,,3038403,
15065013,956,2123,,,,1,,3038501,
15065014,957,2123,25,,,1,,3038502,
15065015,957,2123,50,,,1,,3038503,
15065016,955,,,,,1,,3038001,
15065017,953,,,,,1,,3038002,
15065018,954,,,,,1,,3038003,
15067001,1138,1,500,,,1,,3039101,
15067002,1138,1,1000,,,1,,3039102,
15067003,1138,1,2000,,,1,,3039103,
15067004,1138,2,500,,,1,,3039201,
15067005,1138,2,1000,,,1,,3039202,
15067006,1138,2,2000,,,1,,3039203,
15067007,1138,3,500,,,1,,3039301,
15067008,1138,3,1000,,,1,,3039302,
15067009,1138,3,2000,,,1,,3039303,
15067010,1138,4,500,,,1,,3039401,
15067011,1138,4,1000,,,1,,3039402,
15067012,1138,4,2000,,,1,,3039403,
15067013,1138,5,500,,,1,,3039501,
15067014,1138,5,1000,,,1,,3039502,
15067015,1138,5,2000,,,1,,3039503,
15067016,1138,6,500,,,1,,3039601,
15067017,1138,6,1000,,,1,,3039602,
15067018,1138,6,2000,,,1,,3039603,
15066001,1126,1,,,,3,,3041001,
15066002,1126,2,,,,3,,3041002,
15066003,1126,3,,,,3,,3041003,
15066004,1126,4,,,,3,,3041004,
15066005,1126,5,,,,3,,3041005,
15066006,1126,6,,,,3,,3041006,
15066007,1126,7,,,,3,,3041007,
15066008,1127,,,,,7,,3041015,
15066009,1127,,,,,14,,3041016,
15066010,1127,,,,,21,,3041017,
15066011,1128,1,,,,3,,3041008,
15066012,1128,2,,,,3,,3041009,
15066013,1128,3,,,,3,,3041010,
15066014,1128,4,,,,3,,3041011,
15066015,1128,5,,,,3,,3041012,
15066016,1128,6,,,,3,,3041013,
15066017,1128,7,,,,3,,3041014,
15072001,941,1,1635,,,1,,3043001,
15072002,941,2,2022,,,1,,3043002,
15072003,941,3,2976,,,1,,3043003,
15072004,941,4,1650,,,1,,3043004,
15072005,941,5,2181,,,1,,3043005,
15072006,941,6,2811,,,1,,3043006,
15072007,941,7,1602,,,1,,3043007,
15072008,941,8,2244,,,1,,3043008,
15072009,941,9,2892,,,1,,3043009,
15072010,941,10,1266,,,1,,3043010,
15072011,941,11,1665,,,1,,3043011,
15072012,941,12,2133,,,1,,3043012,
15072013,941,13,1290,,,1,,3043013,
15072014,941,14,1890,,,1,,3043014,
15072015,941,15,2784,,,1,,3043015,
15072016,941,16,1335,,,1,,3043016,
15072017,941,17,1962,,,1,,3043017,
15072018,941,18,2703,,,1,,3043018,
15072019,941,19,1431,,,1,,3043019,
15072020,941,20,2100,,,1,,3043020,
15072021,941,21,2949,,,1,,3043021,
12012101,1134,1,,,,1,,3042101,
12012102,1134,2,,,,1,,3042102,
12012103,1134,3,,,,1,,3042103,
12012301,1131,1,,,,1,,3042201,
12012302,1131,2,,,,1,,3042202,
12012303,1131,3,,,,1,,3042203,
12012304,1131,4,,,,1,,3042204,
12012201,1132,1,1,1,,1,,3042301,
12012202,1132,1,2,1,,1,,3042302,
12012203,1132,1,2,1,75,1,,3042303,
12012204,1132,1,3,0,,1,,3042304,
12012205,1132,2,1,1,,1,,3042305,
12012206,1132,2,2,1,,1,,3042306,
12012207,1132,2,2,1,75,1,,3042307,
12012208,1132,2,3,0,,1,,3042308,
12012209,1132,3,1,1,,1,,3042309,
12012210,1132,3,2,1,,1,,3042310,
12012211,1132,3,2,1,75,1,,3042311,
12012212,1132,3,3,0,,1,,3042312,
12012213,1132,4,1,1,,1,,3042313,
12012214,1132,4,2,1,,1,,3042314,
12012215,1132,4,2,1,75,1,,3042315,
12012216,1132,4,3,0,,1,,3042316,
12012218,1133,1,0,1500,,1,,3042401,
12012219,1133,1,0,2500,,1,,3042402,
12012220,1133,1,1,1500,,1,,3042403,
12012221,1133,1,1,2500,,1,,3042404,
12012222,1133,2,0,1500,,1,,3042405,
12012223,1133,2,0,2500,,1,,3042406,
12012224,1133,2,1,1500,,1,,3042407,
12012225,1133,2,1,2500,,1,,3042408,
12012226,1133,3,0,1500,,1,,3042409,
12012227,1133,3,0,2500,,1,,3042410,
12012228,1133,3,1,1500,,1,,3042411,
12012229,1133,3,1,2500,,1,,3042412,
12012230,1133,4,0,1500,,1,,3042413,
12012231,1133,4,0,2500,,1,,3042414,
12012232,1133,4,1,1500,,1,,3042415,
12012233,1133,4,1,2500,,1,,3042416,
12012234,1132,4,1,1,,1,,10000,
12012235,1133,4,0,1500,,1,,10000,
1507631,644,1,500,,,1,,3023011,
1507632,644,1,1000,,,1,,3023012,
1507633,644,1,2000,,,1,,3023013,
1507634,644,2,500,,,1,,3023021,
1507635,644,2,1000,,,1,,3023022,
1507636,644,2,2000,,,1,,3023023,
1507637,644,3,500,,,1,,3023031,
1507638,644,3,1000,,,1,,3023032,
1507639,644,3,2000,,,1,,3023033,
1507640,644,4,500,,,1,,3023041,
1507641,644,4,1000,,,1,,3023042,
1507642,644,4,2000,,,1,,3023043,
1507643,644,5,500,,,1,,3023051,
1507644,644,5,1000,,,1,,3023052,
1507645,644,5,2000,,,1,,3023053,
1507646,644,6,500,,,1,,3023061,
1507647,644,6,1000,,,1,,3023062,
1507648,644,6,2000,,,1,,3023063,
1508001,700,7269406,,,,1,,3044005,
1508002,700,7269505,,,,1,,3044006,
1508003,700,7269607,,,,1,,3044007,
1508011,1142,,,,,2,,3044008,
1508012,1142,,,,,3,,3044009,
1508024,1143,,,,,3,,3044010,
1508032,1145,,,,,2,,10000,
1508034,1145,,,,,3,,3044011,
1508041,1144,,,,,1,,3044012,
1507901,700,7150601,,,,1,,3046001,
1507902,700,7150701,,,,1,,3046002,
1507903,700,7150801,,,,1,,3046003,
1507904,700,7150901,,,,1,,3046004,
1507905,1140,2000,,,,1,,3046005,
1507906,1140,3000,,,,1,,3046006,
1507907,1140,4000,,,,1,,3046007,
1201301,307,1131,,,,1,,3045101,
1201302,700,102910,,,,1,,3045102,
1201303,307,1133,,,,1,,3045103,
1201304,1152,1,1,2,,1,,3045201,
1201305,1151,1,1,,,1,,3045202,
1201306,1152,1,2,2,,1,,3045203,
1201307,1151,1,2,,,1,,3045204,
1201308,1151,1,3,540,,1,,3045206,
1201309,1152,2,1,2,,1,,3045301,
1201310,1151,2,1,,,1,,3045302,
1201311,1152,2,2,2,,1,,3045303,
1201312,1151,2,2,,,1,,3045304,
1201313,1151,2,3,540,,1,,3045306,
1201314,1152,3,1,2,,1,,3045401,
1201315,1151,3,1,,,1,,3045402,
1201316,1152,3,2,2,,1,,3045403,
1201317,1151,3,2,,,1,,3045404,
1201318,1151,3,3,540,,1,,3045406,
1201319,1152,4,1,1,,1,,3045501,
1201320,1152,4,1,2,,1,,3045502,
1201321,1151,4,1,,,1,,3045503,
1201322,1152,4,2,1,,1,,3045504,
1201323,1152,4,2,2,,1,,3045505,
1201324,1151,4,2,,,1,,3045506,
1201325,1152,4,3,1,,1,,3045507,
1201326,1152,4,3,2,,1,,3045508,
1201327,1151,4,3,,,1,,3045509,
1201328,1151,4,3,1800,,1,,3045510,
1201329,1151,1,3,,,1,,3045205,
1201330,1151,2,3,,,1,,3045305,
1201331,1151,3,3,,,1,,3045405,
1201332,1151,1,3,720,,1,,3045206,
1201333,1151,2,3,720,,1,,3045306,
1201334,1151,3,3,720,,1,,3045406,
12014001,223,11401101,,,,1,,3047205,
12014002,223,11401101,,,,3,,3047206,
12014003,224,11401102,10,,,1,,3047207,
12014004,223,11401103,,,,8,,3047208,
12014101,223,11404101,,,,1,,3047209,
12014102,223,11404101,,,,3,,3047210,
12014103,223,11404102,,,,6,,3047211,
12014104,223,11404103,,,,12,,3047212,
12014201,223,11403101,,,,1,,3047213,
12014202,223,11403101,,,,3,,3047214,
12014203,223,11403102,,,,6,,3047215,
12014204,223,11403103,,,,8,,3047216,
12014301,223,11402101,,,,1,,3047217,
12014302,223,11402101,,,,3,,3047218,
12014303,223,11402102,,,,5,,3047219,
12014304,223,11402103,,,,3,,3047220,
12014401,439,199003065,2018,2018,9860,1,,3047101,
12014402,224,11405101,1,,,1,,3047102,
12014403,224,11405102,3,,,1,,3047103,
12014404,439,199004061,2018,2018,9740,1,,3047104,
12014405,439,199004061,2018,2018,9860,1,,3047105,
12014406,224,11405103,2,,,1,,3047106,
12014407,439,199003025,2018,2018,9740,1,,3047107,
12014408,439,199003025,2018,2018,9860,1,,3047108,
12014409,224,11405104,4,,,1,,3047109,
12014410,439,199001094,2018,2018,9740,1,,3047110,
12014411,439,199001094,2018,2018,9860,1,,3047111,
12014412,224,11405105,4,,,1,,3047112,
12014413,439,199001098,2018,2018,9740,1,,3047113,
12014414,439,199001098,2018,2018,9860,1,,3047114,
12014415,224,11405106,4,,,1,,3047115,
12014416,439,199002079,2018,2018,9860,1,,3047116,
12014417,439,199002079,2018,2018,9900,1,,3047117,
12014418,224,11405107,6,,,1,,3047118,
12014501,212,141,,,,2400,,,
15082001,1161,1,,,,1,,3051003,
15082002,1161,2,,,,1,,3051004,
15082003,1161,3,,,,1,,3051005,
15082004,1161,4,,,,1,,3051006,
15082005,1161,5,,,,1,,3051007,
15082006,1161,6,,,,1,,3051008,
15082007,1162,,,,,1,1,990001,
1508501,601,0#133001087#0,3,101,,1,,3048001,
1508502,601,0#133001111#0,3,101,,1,,3048002,
1508503,601,0#133001115#0,3,101,,1,,3048003,
1508504,601,0#133001116#0,3,101,,1,,3048004,
1508505,601,0#133001127#0,3,101,,1,,3048005,
1508506,601,0#133001130#0,3,101,,1,,3048006,
1508507,601,0#133001131#0,3,101,,1,,3048007,
1508508,601,0#133001132#0,3,101,,1,,3048008,
1508509,601,0#133001121#0,3,101,,1,,3048009,
1508510,601,0#133001122#0,3,101,,1,,3048010,
1508511,601,0#133001123#0,3,101,,1,,3048011,
1508512,601,0#133001124#0,3,101,,1,,3048012,
1508513,601,0#133001133#0,3,101,,1,,3048013,
1508514,601,0#133001134#0,3,101,,1,,3048014,
1508515,601,0#133001135#0,3,101,,1,,3048015,
1508516,601,0#133001136#0,3,101,,1,,3048016,
1508517,601,0#133001137#0,3,101,,1,,3048017,
1508518,601,0#133001138#0,3,101,,1,,3048018,
1508519,601,0#133001139#0,3,101,,1,,3048019,
1508520,601,0#133001140#0,3,101,,1,,3048020,
1508521,601,0#133001141#0,3,101,,1,,3048021,
1508522,601,0#133001148#0,3,101,,1,,3048022,
1508523,601,0#133001149#0,3,101,,1,,3048023,
1508524,601,0#133001150#0,3,101,,1,,3048024,
1508525,601,0#133001151#0,3,101,,1,,3048025,
1508526,601,0#133001163#0,3,101,,1,,3048026,
1508527,601,0#133001164#0,3,101,,1,,3048027,
1508528,601,0#133001167#0,3,101,,1,,3048028,
15083001,1165,1,200,,,1,,3050001,
15083002,1165,1,350,,,1,,3050002,
15083003,1165,1,500,,,1,,3050003,
15083004,1165,2,200,,,1,,3050004,
15083005,1165,2,350,,,1,,3050005,
15083006,1165,2,500,,,1,,3050006,
15083007,1165,3,200,,,1,,3050007,
15083008,1165,3,350,,,1,,3050008,
15083009,1165,3,500,,,1,,3050009,
15083010,1165,4,200,,,1,,3050010,
15083011,1165,4,350,,,1,,3050011,
15083012,1165,4,500,,,1,,3050012,
15083013,1165,5,200,,,1,,3050013,
15083014,1165,5,350,,,1,,3050014,
15083015,1165,5,500,,,1,,3050015,
15083016,1165,6,200,,,1,,3050016,
15083017,1165,6,350,,,1,,3050017,
15083018,1165,6,500,,,1,,3050018,
12015001,1172,5,,,,1,,3053501,
12015002,1172,5,,,,2,,3053502,
12015003,1172,5,,,,3,,3053503,
12015004,1172,5,,,,4,,3053504,
12015101,1174,1,,,,1,,3053401,
12015102,1174,2,,,,1,,3053402,
12015103,1174,3,,,,1,,3053403,
12015104,1174,4,,,,1,,3053404,
12015105,1174,5,,,,1,,3053405,
12015106,1174,6,,,,1,,3053406,
12015107,1174,7,,,,1,,3053407,
12015108,1174,8,,,,1,,3053408,
12015109,1174,9,,,,1,,3053409,
12015110,1174,10,,,,1,,3053410,
12015111,1174,11,,,,1,,3053411,
12015112,1174,12,,,,1,,3053412,
12015113,1174,13,,,,1,,3053413,
12015114,1174,14,,,,1,,3053414,
12015115,1174,15,,,,1,,3053415,
12015116,1174,16,,,,1,,3053416,
12015117,1174,17,,,,1,,3053417,
12015118,1174,18,,,,1,,3053418,
12015119,1174,19,,,,1,,3053419,
12015120,1174,20,,,,1,,3053420,
12015201,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12015201,,,,1,,3053301,
12015202,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12015202,,,,1,,3053302,
12015203,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12015203,,,,1,,3053303,
12015204,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12015204,,,,1,,3053304,
12015205,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12015205,,,,3,1,990001,
12015206,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12015206,,,,3,1,990001,
12015207,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12015207,,,,1,1,3053305,
12015208,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12015208,,,,1,1,3053306,
12015209,223,11501101,,,,1,,3053305,
12015210,223,11501102,,,,1,,3053306,
12015211,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12015207,,,,1,,3053307,
12015212,1,LevelAbility_Combat_Activity_Watcher_1:Watcher_Achievement_12015208,,,,1,,3053308,
12015301,1171,24001,1000,,,1,,3053201,
12015302,1171,24001,2000,,,1,,3053202,
12015303,1171,24001,3000,,,1,,3053203,
12015304,1171,24002,1000,,,1,,3053204,
12015305,1171,24002,2000,,,1,,3053205,
12015306,1171,24002,3000,,,1,,3053206,
12015307,1171,24003,1000,,,1,,3053207,
12015308,1171,24003,2000,,,1,,3053208,
12015309,1171,24003,3000,,,1,,3053209,
12015310,1171,24004,1000,,,1,,3053210,
12015311,1171,24004,2000,,,1,,3053211,
12015312,1171,24004,3000,,,1,,3053212,
12015313,1171,24005,1000,,,1,,3053213,
12015314,1171,24005,2000,,,1,,3053214,
12015315,1171,24005,3000,,,1,,3053215,
12015316,1171,24006,1000,,,1,,3053216,
12015317,1171,24006,2000,,,1,,3053217,
12015318,1171,24006,3000,,,1,,3053218,
12015319,1171,24007,1000,,,1,,3053219,
12015320,1171,24007,2000,,,1,,3053220,
12015321,1171,24007,3000,,,1,,3053221,
12015401,1173,22#23#25#26#27#28#29#30#31#32#33#34#35#36,,,,2,,3053101,
12015402,1173,22#23#25#26#27#28#29#30#31#32#33#34#35#36,,,,3,,3053102,
12015403,1173,22#23#25#26#27#28#29#30#31#32#33#34#35#36,,,,4,,3053103,
12015404,1173,1#2#3#4#5#6#7,,,,3,,3053104,
12015405,1173,8#9#10#11#12#13#14,,,,3,,3053105,
12015406,1173,15#16#17#18#19#20#21,,,,3,,3053106,
12015407,1173,37#38#39,,,,3,,3053107,
12015408,1173,40#41#42,,,,3,,3053108,
12015409,1173,43#44#45,,,,3,,3053109,
12015410,1173,46#47#48#49#50#51,,,,1,,3053110,
12015411,1173,46#47#48#49#50#51,,,,2,,3053111,
12015412,1173,46#47#48#49#50#51,,,,3,,3053112,
1508701,1176,1,1000,,,1,,3052011,
1508702,1176,1,2000,,,1,,3052012,
1508703,1176,1,4000,,,1,,3052013,
1508704,1176,2,1000,,,1,,3052021,
1508705,1176,2,2000,,,1,,3052022,
1508706,1176,2,4000,,,1,,3052023,
1508707,1176,3,1000,,,1,,3052031,
1508708,1176,3,2000,,,1,,3052032,
1508709,1176,3,4000,,,1,,3052033,
1508710,1176,4,1000,,,1,,3052041,
1508711,1176,4,2000,,,1,,3052042,
1508712,1176,4,4000,,,1,,3052043,
1509001,1182,1,7,,,1,,3054011,
1509002,1180,1,1500,,,1,,3054012,
1509003,1181,1,30,,,1,,3054013,
1509004,1182,2,7,,,1,,3054021,
1509005,1180,2,1500,,,1,,3054022,
1509006,1181,2,30,,,1,,3054023,
1509007,1182,3,7,,,1,,3054031,
1509008,1180,3,1500,,,1,,3054032,
1509009,1181,3,30,,,1,,3054033,
1509010,1182,4,7,,,1,,3054041,
1509011,1180,4,1500,,,1,,3054042,
1509012,1181,4,30,,,1,,3054043,
1509013,1182,5,7,,,1,,3054051,
1509014,1180,5,1500,,,1,,3054052,
1509015,1181,5,30,,,1,,3054053,
1509016,1182,6,7,,,1,,3054061,
1509017,1180,6,1500,,,1,,3054062,
1509018,1181,6,30,,,1,,3054063,
1509019,1182,7,7,,,1,,3054071,
1509020,1180,7,1500,,,1,,3054072,
1509021,1181,7,30,,,1,,3054073,
1509401,644,1,500,,,1,,3023011,
1509402,644,1,1000,,,1,,3023012,
1509403,644,1,2000,,,1,,3023013,
1509404,644,2,500,,,1,,3023021,
1509405,644,2,1000,,,1,,3023022,
1509406,644,2,2000,,,1,,3023023,
1509407,644,3,500,,,1,,3023031,
1509408,644,3,1000,,,1,,3023032,
1509409,644,3,2000,,,1,,3023033,
1509410,644,4,500,,,1,,3023041,
1509411,644,4,1000,,,1,,3023042,
1509412,644,4,2000,,,1,,3023043,
1509413,644,5,500,,,1,,3023051,
1509414,644,5,1000,,,1,,3023052,
1509415,644,5,2000,,,1,,3023053,
1509416,644,6,500,,,1,,3023061,
1509417,644,6,1000,,,1,,3023062,
1509418,644,6,2000,,,1,,3023063,
12016001,212,147,,,,200,,3057001,
12016002,212,147,,,,400,,3057002,
12016003,212,147,,,,600,,3057003,
12016004,212,147,,,,800,,3057004,
12016005,212,147,,,,1000,,3057005,
12016006,1191,500,,,,1,,3057101,
12016007,1191,1000,,,,1,,3057102,
12016008,1191,2000,,,,1,,3057103,
12016009,1192,15,,,,1,,3057104,
12016010,1194,4,,,,1,,3057105,
12016011,1193,10,,,,1,,3057106,
12016012,1195,,,,,1,,3057107,
12016013,1196,30,,,,1,,3057109,
12016014,1196,60,,,,1,1,990001,
12016015,1197,5,,,,1,,3057301,
12016016,1198,9,,,,1,,3057302,
12016017,1198,14,,,,1,,3057303,
12016018,1199,1,,,,1,,3057201,
12016019,1199,2,,,,1,,3057202,
12016020,1199,3,,,,1,,3057203,
12016021,1199,4,,,,1,,3057204,
12016022,1199,5,,,,1,,3057205,
12016023,1199,6,,,,1,,3057206,
12016024,1199,7,,,,1,,3057207,
12016025,1199,8,,,,1,,3057208,
12016026,1199,9,,,,1,,3057209,
12016027,1199,10,,,,1,,3057210,
12016028,1199,11,,,,1,,3057211,
12016029,1199,12,,,,1,,3057212,
12016030,1199,13,,,,1,,3057213,
12016031,1199,14,,,,1,,3057214,
12016032,1199,15,,,,1,,3057215,
12016045,1207,3,,,,1,,3057108,
12016033,1206,32000,,,,1,,3057401,
12016034,1206,40000,,,,1,,3057402,
12016035,1206,60000,,,,1,,3057403,
12016036,1206,80000,,,,1,,3057404,
12016037,1206,200000,,,,1,1,990001,
12016038,1206,300000,,,,1,,3057405,
12016039,1206,600000,,,,1,,3057406,
12016040,1206,1000000,,,,1,,3057407,
12016041,1206,400000,,,,1,1,990001,
12016042,1206,40000,,,,1,,3057419,1
12016043,1206,60000,,,,1,,3057420,1
12016044,1206,140000,,,,1,,3057421,1
12016046,1206,240000,,,,1,,3057422,1
12016047,1206,300000,,,,1,,3057423,1
12016048,1206,480000,,,,1,,3057424,1
12016049,1208,,,,,1,,3057408,
1509501,223,11701101,,,,1,1,3056011,
1509502,224,11701102,30,,,1,1,3056012,
1509503,224,11701103,3,,,1,1,3056013,
1509504,223,11701104,,,,1,1,3056021,
1509505,224,11701105,30,,,1,1,3056022,
1509506,224,11701106,3,,,1,1,3056023,
1509507,223,11701107,,,,1,1,3056031,
1509508,224,11701108,30,,,1,1,3056032,
1509509,224,11701109,3,,,1,1,3056033,
