技能ID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	参数1	参数2	参数3	参数4	参数5	参数6	参数7	参数8	参数9	参数10	参数11	参数12	参数13	参数14	参数15	参数16	参数17	参数18	参数19	参数20	技能组ID	等级	类型	消耗金币	消耗道具1ID	消耗道具1数量	消耗道具2ID	消耗道具2数量	消耗道具3ID	消耗道具3数量	消耗道具4ID	消耗道具4数量	筛选条件1	筛选条件2	突破等级	生活效果类型	生活效果参数1	生活效果参数2	生活效果参数3	生活效果参数4	生活效果参数5	效果全队生效	生活天赋不可见
143209	Barbara_SkillUpgrade_2					0.068	783.270413	0.01275	146.863202	0.9928	15	32														1432	9	3	450000	104303	12	112010	9	113007	2	0	0			6								
143210	Barbara_SkillUpgrade_2					0.072	847.477294	0.0135	158.901993	1.0512	15	32														1432	10	3	700000	104303	16	112010	12	113007	2	104319	1			6								
143211	Barbara_SkillUpgrade_2					0.076	914.89452	0.01425	171.542723	1.1096	15	32														1432	11	3	0	0	0	0	0	0	0	0	0			6								
143212	Barbara_SkillUpgrade_2					0.08	985.52209	0.015	184.785392	1.168	15	32														1432	12	3	0	0	0	0	0	0	0	0	0			6								
143213	Barbara_SkillUpgrade_2					0.085	1059.360003	0.015938	198.630001	1.241	15	32														1432	13	3	0	0	0	0	0	0	0	0	0			6								
143214	Barbara_SkillUpgrade_2					0.09	1136.408261	0.016875	213.076549	1.314	15	32														1432	14	3	0	0	0	0	0	0	0	0	0			6								
143215	Barbara_SkillUpgrade_2					0.095	1216.666863	0.017812	228.125037	1.387	15	32														1432	15	3	0	0	0	0	0	0	0	0	0			6								
143901	Barbara_SkillUpgrade_3					0.176	1694.281857	20	80																	1439	1	3	0	0	0	0	0	0	0	0	0			0								
143902	Barbara_SkillUpgrade_3					0.1892	1863.733593	20	80																	1439	2	3	12500	104301	3	112008	6	0	0	0	0			2								
143903	Barbara_SkillUpgrade_3					0.2024	2047.306308	20	80																	1439	3	3	17500	104302	2	112009	3	0	0	0	0			3								
143904	Barbara_SkillUpgrade_3					0.22	2245	20	80																	1439	4	3	25000	104302	4	112009	4	0	0	0	0			3								
143905	Barbara_SkillUpgrade_3					0.2332	2456.81467	20	80																	1439	5	3	30000	104302	6	112009	6	0	0	0	0			4								
143906	Barbara_SkillUpgrade_3					0.2464	2682.750319	20	80																	1439	6	3	37500	104302	9	112009	9	0	0	0	0			4								
143907	Barbara_SkillUpgrade_3					0.264	2922.806945	20	80																	1439	7	3	120000	104303	4	112010	4	113007	1	0	0			5								
143908	Barbara_SkillUpgrade_3					0.2816	3176.984549	20	80																	1439	8	3	260000	104303	6	112010	6	113007	1	0	0			5								
143909	Barbara_SkillUpgrade_3					0.2992	3445.283132	20	80																	1439	9	3	450000	104303	12	112010	9	113007	2	0	0			6								
143910	Barbara_SkillUpgrade_3					0.3168	3727.702692	20	80																	1439	10	3	700000	104303	16	112010	12	113007	2	104319	1			6								
143911	Barbara_SkillUpgrade_3					0.3344	4024.24323	20	80																	1439	11	3	0	0	0	0	0	0	0	0	0			6								
143912	Barbara_SkillUpgrade_3					0.352	4334.904747	20	80																	1439	12	3	0	0	0	0	0	0	0	0	0			6								
143913	Barbara_SkillUpgrade_3					0.374	4659.687241	20	80																	1439	13	3	0	0	0	0	0	0	0	0	0			6								
143914	Barbara_SkillUpgrade_3					0.396	4998.590714	20	80																	1439	14	3	0	0	0	0	0	0	0	0	0			6								
143915	Barbara_SkillUpgrade_3					0.418	5351.615164	20	80																	1439	15	3	0	0	0	0	0	0	0	0	0			6								
152101	Kaeya_PermanentSkill_1																									1521	1	2	0	0	0	0	0	0	0	0	0			1								
152201	Kaeya_PermanentSkill_2																									1522	1	2	0	0	0	0	0	0	0	0	0			4								
152301	Kaeya_ProudSkill_NonCombat_1																									1523	1	2	0	0	0	0	0	0	0	0	0			0								
153101	Kaeya_SkillUpgrade_1					0.5375	0.51686	0.65274	0.70864	0.88236	0.5504	0.731	20	0.639324	1.278377	1.596762										1531	1	3	0	0	0	0	0	0	0	0	0			0								
153102	Kaeya_SkillUpgrade_1					0.58125	0.55893	0.70587	0.76632	0.95418	0.5952	0.7905	20	0.691362	1.382431	1.726731										1531	2	3	12500	104307	3	112035	6	0	0	0	0			2								
153103	Kaeya_SkillUpgrade_1					0.625	0.601	0.759	0.824	1.026	0.64	0.85	20	0.7434	1.486485	1.8567										1531	3	3	17500	104308	2	112036	3	0	0	0	0			3								
153104	Kaeya_SkillUpgrade_1					0.6875	0.6611	0.8349	0.9064	1.1286	0.704	0.935	20	0.81774	1.635134	2.04237										1531	4	3	25000	104308	4	112036	4	0	0	0	0			3								
153105	Kaeya_SkillUpgrade_1					0.73125	0.70317	0.88803	0.96408	1.20042	0.7488	0.9945	20	0.869778	1.739187	2.172339										1531	5	3	30000	104308	6	112036	6	0	0	0	0			4								
153106	Kaeya_SkillUpgrade_1					0.78125	0.75125	0.94875	1.03	1.2825	0.8	1.0625	20	0.92925	1.858106	2.320875										1531	6	3	37500	104308	9	112036	9	0	0	0	0			4								
153107	Kaeya_SkillUpgrade_1					0.85	0.81736	1.03224	1.12064	1.39536	0.8704	1.156	20	1.011024	2.02162	2.525112										1531	7	3	120000	104309	4	112037	4	113008	1	0	0			5								
153108	Kaeya_SkillUpgrade_1					0.91875	0.88347	1.11573	1.21128	1.50822	0.9408	1.2495	20	1.092798	2.185133	2.729349										1531	8	3	260000	104309	6	112037	6	113008	1	0	0			5								
153109	Kaeya_SkillUpgrade_1					0.9875	0.94958	1.19922	1.30192	1.62108	1.0112	1.343	20	1.174572	2.348646	2.933586										1531	9	3	450000	104309	12	112037	9	113008	2	0	0			6								
153110	Kaeya_SkillUpgrade_1					1.0625	1.0217	1.2903	1.4008	1.7442	1.088	1.445	20	1.26378	2.527025	3.15639										1531	10	3	700000	104309	16	112037	12	113008	2	104319	1			6								
153111	Kaeya_SkillUpgrade_1					1.148438	1.104337	1.394662	1.5141	1.885275	1.176	1.561875	20	1.352988	2.705403	3.379194										1531	11	3	0	0	0	0	0	0	0	0	0			6								
153112	Kaeya_SkillUpgrade_1					1.2495	1.201519	1.517393	1.647341	2.051179	1.279488	1.69932	20	1.442196	2.883781	3.601998										1531	12	3	0	0	0	0	0	0	0	0	0			6								
153113	Kaeya_SkillUpgrade_1					1.350562	1.298701	1.640123	1.780582	2.217083	1.382976	1.836765	20	1.531404	3.062159	3.824802										1531	13	3	0	0	0	0	0	0	0	0	0			6								
153114	Kaeya_SkillUpgrade_1					1.451625	1.395883	1.762853	1.913822	2.382988	1.486464	1.97421	20	1.620612	3.240537	4.047606										1531	14	3	0	0	0	0	0	0	0	0	0			6								
153115	Kaeya_SkillUpgrade_1					1.561875	1.501899	1.896741	2.059176	2.563974	1.59936	2.12415	20	1.70982	3.418915	4.27041										1531	15	3	0	0	0	0	0	0	0	0	0			6								
153201	Kaeya_SkillUpgrade_2					1.912	6																			1532	1	3	0	0	0	0	0	0	0	0	0			0								
153202	Kaeya_SkillUpgrade_2					2.0554	6																			1532	2	3	12500	104307	3	112035	6	0	0	0	0			2								
153203	Kaeya_SkillUpgrade_2					2.1988	6																			1532	3	3	17500	104308	2	112036	3	0	0	0	0			3								
153204	Kaeya_SkillUpgrade_2					2.39	6																			1532	4	3	25000	104308	4	112036	4	0	0	0	0			3								
153205	Kaeya_SkillUpgrade_2					2.5334	6																			1532	5	3	30000	104308	6	112036	6	0	0	0	0			4								
153206	Kaeya_SkillUpgrade_2					2.6768	6																			1532	6	3	37500	104308	9	112036	9	0	0	0	0			4								
153207	Kaeya_SkillUpgrade_2					2.868	6																			1532	7	3	120000	104309	4	112037	4	113008	1	0	0			5								
153208	Kaeya_SkillUpgrade_2					3.0592	6																			1532	8	3	260000	104309	6	112037	6	113008	1	0	0			5								
153209	Kaeya_SkillUpgrade_2					3.2504	6																			1532	9	3	450000	104309	12	112037	9	113008	2	0	0			6								
153210	Kaeya_SkillUpgrade_2					3.4416	6																			1532	10	3	700000	104309	16	112037	12	113008	2	104319	1			6								
153211	Kaeya_SkillUpgrade_2					3.6328	6																			1532	11	3	0	0	0	0	0	0	0	0	0			6								
153212	Kaeya_SkillUpgrade_2					3.824	6																			1532	12	3	0	0	0	0	0	0	0	0	0			6								
153213	Kaeya_SkillUpgrade_2					4.063	6																			1532	13	3	0	0	0	0	0	0	0	0	0			6								
153214	Kaeya_SkillUpgrade_2					4.302	6																			1532	14	3	0	0	0	0	0	0	0	0	0			6								
153215	Kaeya_SkillUpgrade_2					4.541	6																			1532	15	3	0	0	0	0	0	0	0	0	0			6								
153901	Kaeya_SkillUpgrade_3					0.776	15	8	60																	1539	1	3	0	0	0	0	0	0	0	0	0			0								
153902	Kaeya_SkillUpgrade_3					0.8342	15	8	60																	1539	2	3	12500	104307	3	112035	6	0	0	0	0			2								
153903	Kaeya_SkillUpgrade_3					0.8924	15	8	60																	1539	3	3	17500	104308	2	112036	3	0	0	0	0			3								
153904	Kaeya_SkillUpgrade_3					0.97	15	8	60																	1539	4	3	25000	104308	4	112036	4	0	0	0	0			3								
153905	Kaeya_SkillUpgrade_3					1.0282	15	8	60																	1539	5	3	30000	104308	6	112036	6	0	0	0	0			4								
153906	Kaeya_SkillUpgrade_3					1.0864	15	8	60																	1539	6	3	37500	104308	9	112036	9	0	0	0	0			4								
153907	Kaeya_SkillUpgrade_3					1.164	15	8	60																	1539	7	3	120000	104309	4	112037	4	113008	1	0	0			5								
153908	Kaeya_SkillUpgrade_3					1.2416	15	8	60																	1539	8	3	260000	104309	6	112037	6	113008	1	0	0			5								
153909	Kaeya_SkillUpgrade_3					1.3192	15	8	60																	1539	9	3	450000	104309	12	112037	9	113008	2	0	0			6								
153910	Kaeya_SkillUpgrade_3					1.3968	15	8	60																	1539	10	3	700000	104309	16	112037	12	113008	2	104319	1			6								
153911	Kaeya_SkillUpgrade_3					1.4744	15	8	60																	1539	11	3	0	0	0	0	0	0	0	0	0			6								
153912	Kaeya_SkillUpgrade_3					1.552	15	8	60																	1539	12	3	0	0	0	0	0	0	0	0	0			6								
153913	Kaeya_SkillUpgrade_3					1.649	15	8	60																	1539	13	3	0	0	0	0	0	0	0	0	0			6								
153914	Kaeya_SkillUpgrade_3					1.746	15	8	60																	1539	14	3	0	0	0	0	0	0	0	0	0			6								
153915	Kaeya_SkillUpgrade_3					1.843	15	8	60																	1539	15	3	0	0	0	0	0	0	0	0	0			6								
162101	Diluc_PermanentSkill_1					0.5	3																			1621	1	2	0	0	0	0	0	0	0	0	0			1								
162201	Diluc_PermanentSkill_2					4	0.2																			1622	1	2	0	0	0	0	0	0	0	0	0			4								
162301																										1623	1	2	0	0	0	0	0	0	0	0	0			0	205	10000	5	0.15				
163101	Diluc_SkillUpgrade_1					0.89698	0.87634	0.98814	1.33988	0.688	1.247	40	5	0.895054	1.789728	2.235467										1631	1	3	0	0	0	0	0	0	0	0	0			0								
163102	Diluc_SkillUpgrade_1					0.96999	0.94767	1.06857	1.44894	0.744	1.3485	40	5	0.967907	1.935403	2.417423										1631	2	3	12500	104304	3	112032	6	0	0	0	0			2								
163103	Diluc_SkillUpgrade_1					1.043	1.019	1.149	1.558	0.8	1.45	40	5	1.04076	2.081079	2.59938										1631	3	3	17500	104305	2	112033	3	0	0	0	0			3								
163104	Diluc_SkillUpgrade_1					1.1473	1.1209	1.2639	1.7138	0.88	1.595	40	5	1.144836	2.289187	2.859318										1631	4	3	25000	104305	4	112033	4	0	0	0	0			3								
163105	Diluc_SkillUpgrade_1					1.22031	1.19223	1.34433	1.82286	0.936	1.6965	40	5	1.217689	2.434862	3.041275										1631	5	3	30000	104305	6	112033	6	0	0	0	0			4								
163106	Diluc_SkillUpgrade_1					1.30375	1.27375	1.43625	1.9475	1	1.8125	40	5	1.30095	2.601349	3.249225										1631	6	3	37500	104305	9	112033	9	0	0	0	0			4								
163107	Diluc_SkillUpgrade_1					1.41848	1.38584	1.56264	2.11888	1.088	1.972	40	5	1.415434	2.830267	3.535157										1631	7	3	120000	104306	4	112034	4	113003	1	0	0			5								
163108	Diluc_SkillUpgrade_1					1.53321	1.49793	1.68903	2.29026	1.176	2.1315	40	5	1.529917	3.059186	3.821089										1631	8	3	260000	104306	6	112034	6	113003	1	0	0			5								
163109	Diluc_SkillUpgrade_1					1.64794	1.61002	1.81542	2.46164	1.264	2.291	40	5	1.644401	3.288105	4.10702										1631	9	3	450000	104306	12	112034	9	113003	2	0	0			6								
163110	Diluc_SkillUpgrade_1					1.7731	1.7323	1.9533	2.6486	1.36	2.465	40	5	1.769292	3.537834	4.418946										1631	10	3	700000	104306	16	112034	12	113003	2	104319	1			6								
163111	Diluc_SkillUpgrade_1					1.916513	1.872412	2.111287	2.862825	1.47	2.664375	40	5	1.894183	3.787564	4.730872										1631	11	3	0	0	0	0	0	0	0	0	0			6								
163112	Diluc_SkillUpgrade_1					2.085166	2.037185	2.297081	3.114754	1.59936	2.89884	40	5	2.019074	4.037293	5.042797										1631	12	3	0	0	0	0	0	0	0	0	0			6								
163113	Diluc_SkillUpgrade_1					2.253819	2.201957	2.482874	3.366682	1.72872	3.133305	40	5	2.143966	4.287023	5.354723										1631	13	3	0	0	0	0	0	0	0	0	0			6								
163114	Diluc_SkillUpgrade_1					2.422472	2.366729	2.668667	3.618611	1.85808	3.36777	40	5	2.268857	4.536752	5.666648										1631	14	3	0	0	0	0	0	0	0	0	0			6								
163115	Diluc_SkillUpgrade_1					2.606457	2.546481	2.871351	3.893442	1.9992	3.62355	40	5	2.393748	4.786482	5.978574										1631	15	3	0	0	0	0	0	0	0	0	0			6								
163201	Diluc_SkillUpgrade_2					0.944	0.976	1.288	10																	1632	1	3	0	0	0	0	0	0	0	0	0			0								
163202	Diluc_SkillUpgrade_2					1.0148	1.0492	1.3846	10																	1632	2	3	12500	104304	3	112032	6	0	0	0	0			2								
163203	Diluc_SkillUpgrade_2					1.0856	1.1224	1.4812	10																	1632	3	3	17500	104305	2	112033	3	0	0	0	0			3								
163204	Diluc_SkillUpgrade_2					1.18	1.22	1.61	10																	1632	4	3	25000	104305	4	112033	4	0	0	0	0			3								
163205	Diluc_SkillUpgrade_2					1.2508	1.2932	1.7066	10																	1632	5	3	30000	104305	6	112033	6	0	0	0	0			4								
163206	Diluc_SkillUpgrade_2					1.3216	1.3664	1.8032	10																	1632	6	3	37500	104305	9	112033	9	0	0	0	0			4								
163207	Diluc_SkillUpgrade_2					1.416	1.464	1.932	10																	1632	7	3	120000	104306	4	112034	4	113003	1	0	0			5								
163208	Diluc_SkillUpgrade_2					1.5104	1.5616	2.0608	10																	1632	8	3	260000	104306	6	112034	6	113003	1	0	0			5								
163209	Diluc_SkillUpgrade_2					1.6048	1.6592	2.1896	10																	1632	9	3	450000	104306	12	112034	9	113003	2	0	0			6								
163210	Diluc_SkillUpgrade_2					1.6992	1.7568	2.3184	10																	1632	10	3	700000	104306	16	112034	12	113003	2	104319	1			6								
163211	Diluc_SkillUpgrade_2					1.7936	1.8544	2.4472	10																	1632	11	3	0	0	0	0	0	0	0	0	0			6								
163212	Diluc_SkillUpgrade_2					1.888	1.952	2.576	10																	1632	12	3	0	0	0	0	0	0	0	0	0			6								
163213	Diluc_SkillUpgrade_2					2.006	2.074	2.737	10																	1632	13	3	0	0	0	0	0	0	0	0	0			6								
163214	Diluc_SkillUpgrade_2					2.124	2.196	2.898	10																	1632	14	3	0	0	0	0	0	0	0	0	0			6								
163215	Diluc_SkillUpgrade_2					2.242	2.318	3.059	10																	1632	15	3	0	0	0	0	0	0	0	0	0			6								
163901	Diluc_SkillUpgrade_3					2.04	0.6	2.04	12	8	40															1639	1	3	0	0	0	0	0	0	0	0	0			0								
163902	Diluc_SkillUpgrade_3					2.193	0.645	2.193	12	8	40															1639	2	3	12500	104304	3	112032	6	0	0	0	0			2								
163903	Diluc_SkillUpgrade_3					2.346	0.69	2.346	12	8	40															1639	3	3	17500	104305	2	112033	3	0	0	0	0			3								
163904	Diluc_SkillUpgrade_3					2.55	0.75	2.55	12	8	40															1639	4	3	25000	104305	4	112033	4	0	0	0	0			3								
163905	Diluc_SkillUpgrade_3					2.703	0.795	2.703	12	8	40															1639	5	3	30000	104305	6	112033	6	0	0	0	0			4								
163906	Diluc_SkillUpgrade_3					2.856	0.84	2.856	12	8	40															1639	6	3	37500	104305	9	112033	9	0	0	0	0			4								
163907	Diluc_SkillUpgrade_3					3.06	0.9	3.06	12	8	40															1639	7	3	120000	104306	4	112034	4	113003	1	0	0			5								
163908	Diluc_SkillUpgrade_3					3.264	0.96	3.264	12	8	40															1639	8	3	260000	104306	6	112034	6	113003	1	0	0			5								
163909	Diluc_SkillUpgrade_3					3.468	1.02	3.468	12	8	40															1639	9	3	450000	104306	12	112034	9	113003	2	0	0			6								
163910	Diluc_SkillUpgrade_3					3.672	1.08	3.672	12	8	40															1639	10	3	700000	104306	16	112034	12	113003	2	104319	1			6								
163911	Diluc_SkillUpgrade_3					3.876	1.14	3.876	12	8	40															1639	11	3	0	0	0	0	0	0	0	0	0			6								
163912	Diluc_SkillUpgrade_3					4.08	1.2	4.08	12	8	40															1639	12	3	0	0	0	0	0	0	0	0	0			6								
163913	Diluc_SkillUpgrade_3					4.335	1.275	4.335	12	8	40															1639	13	3	0	0	0	0	0	0	0	0	0			6								
163914	Diluc_SkillUpgrade_3					4.59	1.35	4.59	12	8	40															1639	14	3	0	0	0	0	0	0	0	0	0			6								
163915	Diluc_SkillUpgrade_3					4.845	1.425	4.845	12	8	40															1639	15	3	0	0	0	0	0	0	0	0	0			6								
202101	Razor_PermanentSkill_1																									2021	1	2	0	0	0	0	0	0	0	0	0			1								
202201	Razor_PermanentSkill_2																									2022	1	2	0	0	0	0	0	0	0	0	0			4								
202301	Razor_ProudSkill_NonCombat_1																									2023	1	2	0	0	0	0	0	0	0	0	0			0								
203101	Razor_SkillUpgrade_1					0.9592	0.82632	1.03312	1.36048	0.625392	1.1309	40	5	0.820466	1.640584	2.049178										2031	1	3	0	0	0	0	0	0	0	0	0			0								
203102	Razor_SkillUpgrade_1					1.0246	0.88266	1.10356	1.45324	0.676296	1.22295	40	5	0.887248	1.77412	2.215971										2031	2	3	12500	104304	3	112005	6	0	0	0	0			2								
203103	Razor_SkillUpgrade_1					1.09	0.939	1.174	1.546	0.7272	1.315	40	5	0.95403	1.907656	2.382765										2031	3	3	17500	104305	2	112006	3	0	0	0	0			3								
203104	Razor_SkillUpgrade_1					1.1772	1.01412	1.26792	1.66968	0.79992	1.4465	40	5	1.049433	2.098421	2.621042										2031	4	3	25000	104305	4	112006	4	0	0	0	0			3								
203105	Razor_SkillUpgrade_1					1.2426	1.07046	1.33836	1.76244	0.850824	1.53855	40	5	1.116215	2.231957	2.787835										2031	5	3	30000	104305	6	112006	6	0	0	0	0			4								
203106	Razor_SkillUpgrade_1					1.3189	1.13619	1.42054	1.87066	0.909	1.64375	40	5	1.192538	2.38457	2.978456										2031	6	3	37500	104305	9	112006	9	0	0	0	0			4								
203107	Razor_SkillUpgrade_1					1.417	1.2207	1.5262	2.0098	0.988992	1.7884	40	5	1.297481	2.594412	3.24056										2031	7	3	120000	104306	4	112007	4	113004	1	0	0			5								
203108	Razor_SkillUpgrade_1					1.5151	1.30521	1.63186	2.14894	1.068984	1.93305	40	5	1.402424	2.804254	3.502665										2031	8	3	260000	104306	6	112007	6	113004	1	0	0			5								
203109	Razor_SkillUpgrade_1					1.6132	1.38972	1.73752	2.28808	1.148976	2.0777	40	5	1.507367	3.014096	3.764769										2031	9	3	450000	104306	12	112007	9	113004	2	0	0			6								
203110	Razor_SkillUpgrade_1					1.7113	1.47423	1.84318	2.42722	1.23624	2.2355	40	5	1.621851	3.243015	4.050701										2031	10	3	700000	104306	16	112007	12	113004	2	104319	1			6								
203111	Razor_SkillUpgrade_1					1.8094	1.55874	1.94884	2.56636	1.323504	2.3933	40	5	1.736335	3.471933	4.336632										2031	11	3	0	0	0	0	0	0	0	0	0			6								
203112	Razor_SkillUpgrade_1					1.9075	1.64325	2.0545	2.7055	1.410768	2.5511	40	5	1.850818	3.700852	4.622564										2031	12	3	0	0	0	0	0	0	0	0	0			6								
203113	Razor_SkillUpgrade_1					2.0056	1.72776	2.16016	2.84464	1.498032	2.7089	40	5	1.965302	3.929771	4.908496										2031	13	3	0	0	0	0	0	0	0	0	0			6								
203114	Razor_SkillUpgrade_1					2.1037	1.81227	2.26582	2.98378	1.585296	2.8667	40	5	2.079785	4.15869	5.194428										2031	14	3	0	0	0	0	0	0	0	0	0			6								
203115	Razor_SkillUpgrade_1					2.2018	1.89678	2.37148	3.12292	1.67256	3.0245	40	5	2.194269	4.387608	5.48036										2031	15	3	0	0	0	0	0	0	0	0	0			6								
203201	Razor_SkillUpgrade_2					1.992	2.952	0.2	5	18	6	10														2032	1	3	0	0	0	0	0	0	0	0	0			0								
203202	Razor_SkillUpgrade_2					2.1414	3.1734	0.2	5	18	6	10														2032	2	3	12500	104304	3	112005	6	0	0	0	0			2								
203203	Razor_SkillUpgrade_2					2.2908	3.3948	0.2	5	18	6	10														2032	3	3	17500	104305	2	112006	3	0	0	0	0			3								
203204	Razor_SkillUpgrade_2					2.49	3.69	0.2	5	18	6	10														2032	4	3	25000	104305	4	112006	4	0	0	0	0			3								
203205	Razor_SkillUpgrade_2					2.6394	3.9114	0.2	5	18	6	10														2032	5	3	30000	104305	6	112006	6	0	0	0	0			4								
203206	Razor_SkillUpgrade_2					2.7888	4.1328	0.2	5	18	6	10														2032	6	3	37500	104305	9	112006	9	0	0	0	0			4								
203207	Razor_SkillUpgrade_2					2.988	4.428	0.2	5	18	6	10														2032	7	3	120000	104306	4	112007	4	113004	1	0	0			5								
203208	Razor_SkillUpgrade_2					3.1872	4.7232	0.2	5	18	6	10														2032	8	3	260000	104306	6	112007	6	113004	1	0	0			5								
203209	Razor_SkillUpgrade_2					3.3864	5.0184	0.2	5	18	6	10														2032	9	3	450000	104306	12	112007	9	113004	2	0	0			6								
203210	Razor_SkillUpgrade_2					3.5856	5.3136	0.2	5	18	6	10														2032	10	3	700000	104306	16	112007	12	113004	2	104319	1			6								
203211	Razor_SkillUpgrade_2					3.7848	5.6088	0.2	5	18	6	10														2032	11	3	0	0	0	0	0	0	0	0	0			6								
203212	Razor_SkillUpgrade_2					3.984	5.904	0.2	5	18	6	10														2032	12	3	0	0	0	0	0	0	0	0	0			6								
203213	Razor_SkillUpgrade_2					4.233	6.273	0.2	5	18	6	10														2032	13	3	0	0	0	0	0	0	0	0	0			6								
203214	Razor_SkillUpgrade_2					4.482	6.642	0.2	5	18	6	10														2032	14	3	0	0	0	0	0	0	0	0	0			6								
203215	Razor_SkillUpgrade_2					4.731	7.011	0.2	5	18	6	10														2032	15	3	0	0	0	0	0	0	0	0	0			6								
203901	Razor_SkillUpgrade_3					1.6	0.24	0.26	0.8	15	20	80														2039	1	3	0	0	0	0	0	0	0	0	0			0								
203902	Razor_SkillUpgrade_3					1.72	0.258	0.28	0.8	15	20	80														2039	2	3	12500	104304	3	112005	6	0	0	0	0			2								
203903	Razor_SkillUpgrade_3					1.84	0.276	0.3	0.8	15	20	80														2039	3	3	17500	104305	2	112006	3	0	0	0	0			3								
203904	Razor_SkillUpgrade_3					2	0.3	0.32	0.8	15	20	80														2039	4	3	25000	104305	4	112006	4	0	0	0	0			3								
203905	Razor_SkillUpgrade_3					2.12	0.318	0.34	0.8	15	20	80														2039	5	3	30000	104305	6	112006	6	0	0	0	0			4								
203906	Razor_SkillUpgrade_3					2.24	0.336	0.36	0.8	15	20	80														2039	6	3	37500	104305	9	112006	9	0	0	0	0			4								
203907	Razor_SkillUpgrade_3					2.4	0.36	0.37	0.8	15	20	80														2039	7	3	120000	104306	4	112007	4	113004	1	0	0			5								
203908	Razor_SkillUpgrade_3					2.56	0.384	0.38	0.8	15	20	80														2039	8	3	260000	104306	6	112007	6	113004	1	0	0			5								
203909	Razor_SkillUpgrade_3					2.72	0.408	0.39	0.8	15	20	80														2039	9	3	450000	104306	12	112007	9	113004	2	0	0			6								
203910	Razor_SkillUpgrade_3					2.88	0.432	0.4	0.8	15	20	80														2039	10	3	700000	104306	16	112007	12	113004	2	104319	1			6								
203911	Razor_SkillUpgrade_3					3.04	0.456	0.4	0.8	15	20	80														2039	11	3	0	0	0	0	0	0	0	0	0			6								
203912	Razor_SkillUpgrade_3					3.2	0.48	0.4	0.8	15	20	80														2039	12	3	0	0	0	0	0	0	0	0	0			6								
203913	Razor_SkillUpgrade_3					3.4	0.51	0.4	0.8	15	20	80														2039	13	3	0	0	0	0	0	0	0	0	0			6								
203914	Razor_SkillUpgrade_3					3.6	0.54	0.4	0.8	15	20	80														2039	14	3	0	0	0	0	0	0	0	0	0			6								
203915	Razor_SkillUpgrade_3					3.8	0.57	0.4	0.8	15	20	80														2039	15	3	0	0	0	0	0	0	0	0	0			6								
212101	Ambor_Talent_215					0.1	0.3																			2121	1	2	0	0	0	0	0	0	0	0	0			1								
212201	Ambor_Talent_214					0.15	10																			2122	1	2	0	0	0	0	0	0	0	0	0			4								
212301	Ambor_ProudSkill_NonCombat_1																									2123	1	2	0	0	0	0	0	0	0	0	0			0								
213101	Ambor_ProudSkill_31					0.3612	0.3612	0.4644	0.473	0.5934	0.4386	1.24	0.568288	1.136335	1.419344											2131	1	3	0	0	0	0	0	0	0	0	0			0								
213102	Ambor_ProudSkill_31					0.3906	0.3906	0.5022	0.5115	0.6417	0.4743	1.333	0.614544	1.228828	1.534872											2131	2	3	12500	104301	3	112011	6	0	0	0	0			2								
213103	Ambor_ProudSkill_31					0.42	0.42	0.54	0.55	0.69	0.51	1.426	0.6608	1.32132	1.6504											2131	3	3	17500	104302	2	112012	3	0	0	0	0			3								
213104	Ambor_ProudSkill_31					0.462	0.462	0.594	0.605	0.759	0.561	1.55	0.72688	1.453452	1.81544											2131	4	3	25000	104302	4	112012	4	0	0	0	0			3								
213105	Ambor_ProudSkill_31					0.4914	0.4914	0.6318	0.6435	0.8073	0.5967	1.643	0.773136	1.545944	1.930968											2131	5	3	30000	104302	6	112012	6	0	0	0	0			4								
213106	Ambor_ProudSkill_31					0.525	0.525	0.675	0.6875	0.8625	0.6375	1.736	0.826	1.65165	2.063											2131	6	3	37500	104302	9	112012	9	0	0	0	0			4								
213107	Ambor_ProudSkill_31					0.5712	0.5712	0.7344	0.748	0.9384	0.6936	1.86	0.898688	1.796995	2.244544											2131	7	3	120000	104303	4	112013	4	113005	1	0	0			5								
213108	Ambor_ProudSkill_31					0.6174	0.6174	0.7938	0.8085	1.0143	0.7497	1.984	0.971376	1.94234	2.426088											2131	8	3	260000	104303	6	112013	6	113005	1	0	0			5								
213109	Ambor_ProudSkill_31					0.6636	0.6636	0.8532	0.869	1.0902	0.8058	2.108	1.044064	2.087686	2.607632											2131	9	3	450000	104303	12	112013	9	113005	2	0	0			6								
213110	Ambor_ProudSkill_31					0.714	0.714	0.918	0.935	1.173	0.867	2.232	1.12336	2.246244	2.80568											2131	10	3	700000	104303	16	112013	12	113005	2	104319	1			6								
213111	Ambor_ProudSkill_31					0.7644	0.7644	0.9828	1.001	1.2558	0.9282	2.356	1.202656	2.404802	3.003728											2131	11	3	0	0	0	0	0	0	0	0	0			6								
213112	Ambor_ProudSkill_31					0.8148	0.8148	1.0476	1.067	1.3386	0.9894	2.48	1.281952	2.563361	3.201776											2131	12	3	0	0	0	0	0	0	0	0	0			6								
213113	Ambor_ProudSkill_31					0.8652	0.8652	1.1124	1.133	1.4214	1.0506	2.635	1.361248	2.721919	3.399824											2131	13	3	0	0	0	0	0	0	0	0	0			6								
213114	Ambor_ProudSkill_31					0.9156	0.9156	1.1772	1.199	1.5042	1.1118	2.79	1.440544	2.880478	3.597872											2131	14	3	0	0	0	0	0	0	0	0	0			6								
