商品ID	商店类型	对应物品ID	轮替商品ID	对应物品数量	消耗金币	消耗水晶	消耗创世结晶	[消耗物品]1ID	[消耗物品]1数量	[消耗物品]2ID	[消耗物品]2数量	[消耗物品]3ID	[消耗物品]3数量	[消耗物品]4ID	[消耗物品]4数量	限购数量	刷新类型	刷新参数	提前预览天数	上架时间	下架时间	是否终身限购	前置条件	前置条件参数	条件参数1	条件参数2	前置条件屏蔽显示	最小可见等级	最小队伍等级	最大队伍等级	排序等级	二级页签ID	n选1组ID	显示平台
403003	1055	108265		1	700											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
403004	1055	109491		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	2			
404001	1056	100075		1	60											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404002	1056	100077		1	80											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404003	1056	100076		1	80											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404004	1056	100078		1	100											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404005	1056	100079		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404006	1056	100018		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404007	1056	100080		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404008	1056	100017		1	100											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404009	1056	100092		1	100											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404010	1056	100093		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404011	1056	100088		1	100											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
404012	1056	101205		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
405001	1057	114025		3				304	2							4				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	1			
405002	1057	114029		3				304	2							4				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	1			
405003	1057	114033		3				304	2							4				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	1			
405004	1057	202		10000				304	2							20				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	1			
405005	1057	390507		1				304	5							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	10			
405006	1057	391112		1				304	10							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	9			
405007	1057	393128		1				304	5							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	10			
405008	1057	393319		1				304	5							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	10			
405009	1057	393320		1				304	5							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	10			
405010	1057	393323		1				304	10							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	9			
405011	1057	393324		1				304	10							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	9			
405012	1057	393327		1				304	10							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	9			
405013	1057	393330		1				304	20							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	8			
405014	1057	393331		1				304	10							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	9			
405015	1057	202		3000				304	1											2019-12-01 00:00:00	2035-01-01 00:00:00	1	2					1	1	99	1			
406001	1058	109457		1	1250											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
406002	1058	109461		1	1250											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
406003	1058	109466		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
406004	1058	109456		1	5000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
406005	1058	108005		1	200											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
406006	1058	108012		1	450											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
406007	1058	108002		1	1250											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
406008	1058	100084		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
406009	1058	100073		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
406010	1058	101210		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
406011	1058	101211		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
406012	1058	100014		1	350											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
406013	1058	110011		1	840											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
406014	1058	110010		1	720											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
406015	1058	110001		1	150											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
406016	1058	110006		1	450											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
406017	1058	109474		1	1250											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
406018	1058	109475		1	1250											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
406019	1058	109476		1	5000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
406020	1058	109479		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
406021	1058	109484		1	5000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
406022	1058	109485		1	5000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
406023	1058	109486		1	5000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
406024	1058	109489		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
406025	1058	109490		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
407001	1059	101529		1	1500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
407002	1059	101530		1	1500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
407003	1059	101531		1	1500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
407004	1059	100784		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
407005	1059	100785		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
407006	1059	101523		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
407007	1059	101524		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
407008	1059	101525		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
407009	1059	101527		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
407010	1059	101532		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
407011	1059	101533		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
407012	1059	101534		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
407013	1059	101535		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
407014	1059	101548		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
407015	1059	101549		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
407016	1059	101550		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
407017	1059	101551		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
407018	1059	101553		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
407019	1059	101554		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
407020	1059	101588		1	3000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
407021	1059	101599		1	1500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
407022	1059	100929		1	1500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
407023	1059	101558		1	1500											1				2022-04-07 10:00:00	2022-04-25 03:59:59		9		7227827		1	1	1	99	10			
407024	1059	101766		1	3000											1				2022-04-07 10:00:00	2022-04-25 03:59:59		9		4005914		1	1	1	99	7			
407025	1059	101767		1	1500											1				2022-04-07 10:00:00	2022-04-25 03:59:59		9		4005513		1	1	1	99	10			
407026	1059	101768		1	1500											1				2022-04-07 10:00:00	2022-04-25 03:59:59		9		4005513		1	1	1	99	10			
407027	1059	101558		1	1500											1				2022-04-25 04:00:00	2035-01-01 00:00:00							1	1	99	10			
407028	1059	101766		1	3000											1				2022-04-25 04:00:00	2035-01-01 00:00:00							1	1	99	7			
407029	1059	101767		1	1500											1				2022-04-25 04:00:00	2035-01-01 00:00:00							1	1	99	10			
407030	1059	101768		1	1500											1				2022-04-25 04:00:00	2035-01-01 00:00:00							1	1	99	10			
408001	1060	109452		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
408002	1060	109453		1	5000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
408003	1060	109460		1	5000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
408004	1060	108290		1	7425											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
408005	1060	108042		1	6075											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00		9		1200608,7218505		1	1	1	99	5			
408006	1060	108304		1	6075											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00		9		1200607,7218405		1	1	1	99	5			
408007	1060	109477		1	5000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
408008	1060	109478		1	5000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
408009	1060	109483		1	1250											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
408010	1060	109480		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
408011	1060	109481		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
408012	1060	109482		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
409001	1061	108305		1	1500											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
410001	1062	100057		1	60000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
410002	1062	108385		1	7125											1	3	1		2022-04-07 10:00:00	2022-04-25 03:59:59		9		4005513		1	1	1	99	1			
411001	1063	11201		1	600											1	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
411002	1063	12201		1	600											1	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
411003	1063	13201		1	600											1	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
411004	1063	14201		1	600											1	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
411005	1063	15201		1	600											1	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
412001	1066	200903		1				131000	20	131001	20	131006	20	131014	20	1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
412002	1066	13415		1				131017	6	131011	20	131012	20			1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
412003	1066	200107		1				131017	3	131019	10	131020	10			4				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
412004	1066	220065		1				131000	3							1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
413001	1067	100078		1	60											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
413002	1067	100079		1	80											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
413003	1067	100080		1	80											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
413004	1067	100017		1	60											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
413005	1067	100088		1	60											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
414001	1069	220043		1	10000											5	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
415001	1070	101207		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
415002	1070	100095		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
415003	1070	61211		1	2000											1	2	4		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
415004	1070	61221		1	2000											1	2	4		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
415005	1070	61231		1	2000											1	2	4		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
415006	1070	61241		1	2000											1	2	4		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
415007	1070	61251		1	2000											1	2	4		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
501001	1071	221039		1				131000	3							1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
501002	1071	393602		1				131000	10							1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
501003	1071	200905		1				131000	20	131023	20	131026	20	131025	20	1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
501004	1071	15418		1				131024	4	131027	16	131028	16			1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
501005	1071	200111		1				131024	2	131027	8	131028	8			4				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
501006	1071	220065		1				131000	3							1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
502001	1072	100084		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
502002	1072	100093		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
502003	1072	100073		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
502004	1072	101210		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
503001	1073	109503		1	1250											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	15			
503002	1073	109494		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	14			
503003	1073	109500		1	1250											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	15			
503004	1073	108423		1	530											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	11			
503005	1073	108395		1	2150											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
503006	1073	108005		1	200											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	11			
503007	1073	108002		1	1550											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
503008	1073	108012		1	450											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	11			
503009	1073	101212		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
503010	1073	100096		1	100											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
503011	1073	110001		1	150											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
503012	1073	100084		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
503013	1073	100073		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
503014	1073	110011		1	840											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
503015	1073	110010		1	720											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
503016	1073	110014		1	540											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
503017	1073	110006		1	450											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
503018	1073	109511		1	5000											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	13			
503019	1073	108449		1	6825											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
504001	1074	100075		1	60											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504002	1074	100077		1	80											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504003	1074	100076		1	80											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504004	1074	100078		1	100											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504005	1074	100079		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504006	1074	100018		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504007	1074	100080		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504008	1074	100017		1	100											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504009	1074	100092		1	100											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504010	1074	100088		1	100											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504011	1074	100093		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
504012	1074	101216		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
504013	1074	101218		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
506001	1076	11201		1	600											1	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	2			
506002	1076	12201		1	600											1	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	2			
506003	1076	13201		1	600											1	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	2			
506004	1076	14201		1	600											1	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	2			
506005	1076	15201		1	600											1	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	2			
507001	1077	60211		1	2000											1	2	4		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
507002	1077	60221		1	2000											1	2	4		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
507003	1077	60231		1	2000											1	2	4		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
507004	1077	60241		1	2000											1	2	4		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
507005	1077	60251		1	2000											1	2	4		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	1			
508001	1078	110014		1	540											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
508002	1078	101216		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
508003	1078	101214		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
508004	1078	108416		1	12500											2	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	8			
508005	1078	108419		1	6600											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
509001	1079	100084		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
509002	1079	100093		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
509003	1079	100073		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
510001	1080	109499		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	14			
510002	1080	109504		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	14			
510003	1080	108401		1	2025											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
510004	1080	108410		1	1725											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
510005	1080	108431		1	7125											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
511001	1081	100058		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
511002	1081	100028		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
511003	1081	101003		1	1500											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
511004	1081	100029		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
512001	1082	100025		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
512002	1082	100057		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
512003	1082	100034		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
512004	1082	100031		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
512005	1082	101205		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00		9		1204209		1	1	1	99	4			
512006	1082	101207		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00		9		1204209		1	1	1	99	4			
513001	1083	110014		1	540											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
513002	1083	110006		1	450											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
513003	1083	100075		1	60											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
513004	1083	100077		1	80											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
513005	1083	110004		1	270											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
513006	1083	110009		1	420											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
514001	1084	108408		1	5550											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
514002	1084	108404		1	1650											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
514003	1084	101213		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
514004	1084	100061		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
514005	1084	100064		1	240											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
514006	1084	100062		1	200											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
514007	1084	110014		1	540											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
515001	1085	101213		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
515002	1085	101217		1	1000											5	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	4			
515003	1085	100002		1	170											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
515004	1085	101216		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
515005	1085	101218		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
516001	1086	221019		1				101832	1							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	1			
516002	1086	221020		1				101832	1							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	1			
516003	1086	221021		1				101832	1							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	1			
516004	1086	221022		1				101832	1							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	1			
516005	1086	221023		1				101832	1							1				2019-12-01 00:00:00	2035-01-01 00:00:00	1						1	1	99	1			
517001	1087	109512		1	5000											1	0	0		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	13			
517002	1087	109513		1	5000											1	0	0		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	13			
517003	1087	109514		1	5000											1	0	0		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	13			
517004	1087	108452		1	6225											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
517005	1087	108455		1	6600											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
517006	1087	108458		1	6525											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
517007	1087	109517		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	14			
518001	1088	109515		1	2500											1	0	0		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	14			
518002	1088	108461		1	1925											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
518003	1088	108455		1	6600											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
518004	1088	101212		1	280											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
518005	1088	101221		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
518006	1088	100096		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
518007	1088	101218		1	280											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
518008	1088	110001		1	180											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
518009	1088	100084		1	280											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
518010	1088	100061		1	280											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
518011	1088	110014		1	630											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
518012	1088	110006		1	530											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
1042001	1042	108215		1	380											20				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042002	1042	108216		1	2025											15				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042003	1042	108217		1	1550											15				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042004	1042	108218		1	1775											15				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042005	1042	108219		1	2150											15				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042006	1042	108220		1	6225											10				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042007	1042	108221		1	7050											10				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045001	1045	100080		1	150											100	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045002	1045	110006		1	450											10	2	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045003	1045	110009		1	420											10	2	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045004	1045	100058		1	1500											5	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045005	1045	100054		1	1500											5	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1046001	1046	100001		1	240											10	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1046002	1046	100002		1	170											10	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1046003	1046	100084		1	240											10	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1046004	1046	100033		1	1000											5	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
