ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	GadgetID1	GadgetID2	GadgetID3	类型ID1	类型ID2	可配置表面	限制摆放数	特殊家具类型	室内场景ID	舒适度	堆叠上限	Cost	打折Cost	灯光合并	阶数	JSON名称	图文教程	浮空箭头类型ID	屏蔽乐高文本	存档类型
372502	6		2000		0			成品家具	77215016			10005		0	2	2		90	9999	500	500		4					
372503	6		2000		0			成品家具	77215018			10005		0	2	2		90	9999	500	500		4					
363311	6		4800		0			成品家具	77115014			11002		3				90	9999	85	64		4					
374312	6		3200		0			成品家具	77203009			3003		0				60	9999	35	35		3					
363312	6		4800		0			成品家具	77204043			11002		3				60	9999	85	64		3					
374204	6		3100		0			成品家具	77205004			4001		0				60	9999	35	35		3					
372320	6		1800		0			成品家具	77213052			10003		0				30	9999	550	550		4					
372222	6		1700		0			成品家具	77214022			10002		0				20	9999	35	21		3					
372223	6		1700		0			成品家具	77214023			10002		0				20	9999	35	24		3					
373125	6		2200		0			成品家具	77215023			7001		0				90	9999	125	94		4					
373204	6		2300		0			成品家具	77215024			7003		0				60	9999	95	95		3					
373406	6		2500		0			成品家具	77215025			7008		0				60	9999	115	97	1	3					
373501	6		3400		0			成品家具	77215022			7009		0	10	3		90	9999	120	120		4					
368134	6				0			成品家具	77015009			8003	8004	11		8		300	9999	1500	1500		1					
373601	6		3500		0			成品家具	77215026			7010		0		4		200	9999	1800	1800		4					
379001	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379002	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379003	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379004	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379005	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379006	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379007	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379008	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379009	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379010	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379011	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379012	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379013	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379014	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379015	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379016	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379017	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379018	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379019	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379020	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379021	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379022	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379023	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379024	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379025	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379026	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379027	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379028	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
379029	6		2700		0			成品家具				14001		12		9		0	9999	0	0		4					
372601	6		2100		0			成品家具	77002007			10006		9				20	9999	50	25		3					
372602	6		2100		0			成品家具	77002008			10006		9				20	9999	50	25		3					
372603	6		2100		0			成品家具	77002009			10006		9				20	9999	50	25		3					
372604	6		2100		0			成品家具	77002010			10006		9				20	9999	50	25		3					
373314	6		2400		0			成品家具	77204046			7005		0				90	9999	400	400		4					
373701	6		2600		0			成品家具	77215027			7011		0		10		30	9999	125	125		4					
373702	6		2600		0			成品家具	77215028			7011		0		10		30	9999	125	125		4					
373703	6		2600		0			成品家具	77215029			7011		0		10		30	9999	125	125		4					
373801	6		2801		0			成品家具	77306001			14002		0		11		0	20	0	0		3					
373802	6		2801		0			成品家具	77306002			14002		0		11		0	20	0	0		3					
373803	6		2801		0			成品家具	77306003			14002		0		11		0	20	0	0		3					
373804	6		2802		0			成品家具	77306004			14002		0		11		0	20	0	0		3					
373805	6		2802		0			成品家具	77306005			14002		0		11		0	20	0	0		3					
373806	6		2802		0			成品家具	77306006			14002		0		11		0	20	0	0		3					
373807	6		2803		0			成品家具	77306007			14002		0		11		0	20	0	0		3					
373808	6		2803		0			成品家具	77306008			14002		0		11		0	20	0	0		3					
373809	6		2803		0			成品家具	77306009			14002		0		11		0	20	0	0		3					
373810	6		2804		0			成品家具	77306010			14002		0		11		0	9999	0	0		3					
373811	6		2804		0			成品家具	77306011			14002		0		11		0	9999	0	0		3					
373812	6		2804		0			成品家具	77306012			14002		0		11		0	9999	0	0		3					
373813	6		2805		0			成品家具	77306013			14002		0		11		0	9999	0	0		3					
373814	6		2805		0			成品家具	77306014			14002		0		11		0	9999	0	0		3					
373815	6		2805		0			成品家具	77306015			14002		0		11		0	9999	0	0		3					
373816	6		2806		0			成品家具	77306016			14002		0		11		0	9999	0	0		3					
373817	6		2806		0			成品家具	77306017			14002		0		11		0	9999	0	0		3					
373818	6		2806		0			成品家具	77306018			14002		0		11		0	9999	0	0		3					
373819	6		2807		0			成品家具	77306019			14002		0		11		0	9999	0	0		3					
373820	6		2807		0			成品家具	77306020			14002		0		11		0	9999	0	0		3					
373821	6		2807		0			成品家具	77306021			14002		0		11		0	9999	0	0		3					
370601	6		1500		0			成品家具	77200050			13004		0				60	9999	50	36		3					
370602	6		1500		0			成品家具	77200051			13004		0				90	9999	160	118		4					
370310	6		1300		0			成品家具	77200052			6005		0				60	9999	155	117		3					
371110	6		900		0			成品家具	77200053			6003		0				90	9999	95	71		4					
373126	6		2200		0			成品家具	77204044			7001		0				60	9999	40	28		3					
373127	6		2200		0			成品家具	77204045			7001		0				90	9999	35	24		4					
373407	6		2500		0			成品家具	77208006			7008		0				60	9999	85	74	1	3					
373408	6		2500		0			成品家具	77208007			7008		0				60	9999	115	97	1	3					
373409	6		2500		0			成品家具	77208008			7008		0				60	9999	115	97	1	3					
373205	6		2300		0			成品家具	77213053			7003		0				10	9999	70	70		2					
374501	6		3600		0			成品家具	77216001			7012		15				60	9999	35	24		3					
374502	6		3600		0			成品家具	77216002			7012		15				60	9999	35	24		3					
374503	6		3600		0			成品家具	77216003			7012		15				60	9999	35	24		3					
376101	6		3700		0			成品家具	77015008			7013		0	1	13		90	1	1200	1200		4	HomeworldGroup_0001	11001			1
376102	6				0			成品家具	77307001					0	1	12		0	0	0	0		4					
376103	6				0			成品家具	77307002					0	1	12		0	0	0	0		4					
360103	6		200		0			成品家具				1001		7		1		30	9999	0	0		3					
360303	6		400		0			成品家具				1003		2		1		30	9999	0	0		3					
360203	6		300		0			成品家具				1002		6		1		30	9999	0	0		3					
364403	6		700		0			成品家具				1006		10		1		30	9999	0	0		3					
375103	6		100		0			成品家具	77200098			12001		13		6	2203	750	9999	580	580		5					
364303	6		600		0			成品家具				1005		4		1		30	9999	0	0		3					
371212	6		800		0			成品家具	77200109			6002		0				90	9999	160	118		4					
371213	6		800		0			成品家具	77200054			6002		0				60	9999	35	24		3					
371214	6		800		0			成品家具	77200055			6002		0				60	9999	65	47		3					
371215	6		800		0			成品家具	77200056			6002		0				60	9999	65	47		3					
370603	6		1500		0			成品家具	77200057			13004		0				90	9999	410	204		4					
370604	6		1500		0			成品家具	77200058			13004		0				60	9999	610	404		3					
370605	6		1500		0			成品家具	77200059			13004		0				60	9999	760	504		3					
370606	6		1500		0			成品家具	77200060			13004		0				60	9999	610	354		3					
370607	6		1500		0			成品家具	77200061			13004		0				60	9999	1235	716		3					
370608	6		1500		0			成品家具	77200062			13004		0				60	9999	285	141		3					
370609	6		1500		0			成品家具	77200063			13004		0				60	9999	95	47		3					
370610	6		1500		0			成品家具	77200064			13004		0				60	9999	220	110		3					
370611	6		1500		0			成品家具	77200065			13004		0				60	9999	90	44		3					
370612	6		1500		0			成品家具	77200066			13004		0				60	9999	325	162		3					
370613	6		1500		0			成品家具	77200067			13004		0				60	9999	95	61		3					
370614	6		1500		0			成品家具	77200068			13004		0				60	9999	145	71		3					
370615	6		1500		0			成品家具	77200069			13004		0				90	9999	230	114		4					
370616	6		1500		0			成品家具	77200070			13004		0				90	9999	405	201		4					
370617	6		1500		0			成品家具	77200071			13004		0				90	9999	220	165		4					
370505	6		1400		0			成品家具	77200072			6006		0				60	9999	145	108		3					
370507	6		1400		0			成品家具	77200074			6006		0				30	9999	35	24		2					
371216	6		800		0			成品家具	77200075			6002		0				30	9999	55	39		2					
371217	6		800		0			成品家具	77200076			6002		0				30	9999	35	24		2					
370618	6		1500		0			成品家具	77200077			13004		0				60	9999	120	89		3					
370619	6		1500		0			成品家具	77200078			13004		0				90	9999	255	126		4					
370620	6		1500		0			成品家具	77200079			13004		0				60	9999	110	54		3					
370621	6		1500		0			成品家具	77200080			6002		0				60	9999	105	78		3					
371218	6		800		0			成品家具	77200081			6002		0				60	9999	35	24		3					
371219	6		800		0			成品家具	77200082			6002		0				60	9999	35	24		3					
371220	6		800		0			成品家具	77200083			6002		0				60	9999	35	24		3					
371112	6		900		0			成品家具	77200085			6003		0				60	9999	35	24		3					
370623	6		1500		0			成品家具	77200087			13004		0				90	9999	410	343		4					
373315	6		2400		0			成品家具	77200088			7005		0				60	9999	125	94		3					
373128	6		2200		0			成品家具	77200089			7001		0				30	9999	40	29		2					
370508	6		1400		0			成品家具	77200090			6006		0				60	9999	85	62		3					
370509	6		1400		0			成品家具	77200091			6006		0				60	9999	95	72		3					
370624	6		1500		0			成品家具	77200092			13004		0				90	9999	510	304		4					
370625	6		1500		0			成品家具	77200093			13004		0				90	9999	250	125		4					
371221	6		800		0			成品家具	77200094			6002		0				90	9999	160	118		4					
371222	6		800		0			成品家具	77200095			6002		0				90	9999	160	118		4					
370510	6		1400		0			成品家具	77200096			6006		0				90	9999	195	171		4					
370511	6		1400		0			成品家具	77200097			6006		0				90	9999	260	218		4					
370626	6		1500		0			成品家具	77200099			13004		0				90	9999	235	166		4					
371113	6		900		0			成品家具	77200100			6002		0				90	9999	130	97		4					
371114	6		900		0			成品家具	77200101			6002		0				90	9999	125	94		4					
371115	6		900		0			成品家具	77200102			6002		0				90	9999	125	94		4					
370627	6		1500		0			成品家具	77200103			13004		0				90	9999	125	92		4					
371223	6		800		0			成品家具	77200104			6002		0				90	9999	125	94		4					
371224	6		800		0			成品家具	77200105			6002		0				90	9999	95	61		4					
371225	6		800		0			成品家具	77200106			6002		0				90	9999	95	47		4					
371226	6		800		0			成品家具	77200107			6002		0				90	9999	95	71		4					
374313	6		3200		0			成品家具	77203010			7002		0				30	9999	35	24		2					
374314	6		3200		0			成品家具	77203011			7002		0				30	9999	35	24		4					
374205	6		3100		0			成品家具	77205005			7007		0				30	9999	35	24		2					
374206	6		3100		0			成品家具	77205006			7007		0				30	9999	35	24		4					
373410	6		2500		0			成品家具	77208009			7008		0				30	9999	165	147	1	2					
373411	6		2500		0			成品家具	77208010			7008		0				60	9999	145	121	1	3					
373412	6		2500		0			成品家具	77208011			7008		0				60	9999	115	97	1	3					
373413	6		2500		0			成品家具	77208012			7008		0				30	9999	65	47		2					
373414	6		2500		0			成品家具	77208013			7008		0				30	9999	115	97	1	2					
373415	6		2500		0			成品家具	77208014			7008		0				30	9999	115	97	1	2					
373416	6		2500		0			成品家具	77208015			7008		0				60	9999	115	97	1	3					
373316	6		2400		0			成品家具	77204047			7005		0				60	9999	65	47		3					
373317	6		2400		0			成品家具	77204048			7005		0				60	9999	35	24		3					
373318	6		2400		0			成品家具	77204049			7005		0				60	9999	35	24		3					
373319	6		2400		0			成品家具	77204050			7005		0				30	9999	35	24		2					
373320	6		2400		0			成品家具	77204051			7005		0				30	9999	35	24		2					
373321	6		2400		0			成品家具	77204052			7005		0				60	9999	35	24		3					
373322	6		2400		0			成品家具	77204053			7005		0				60	9999	65	47		3					
373323	6		2400		0			成品家具	77204054			11002		3				60	9999	35	24		3					
373324	6		2400		0			成品家具	77204055			11002		3				60	9999	35	24		3					
373325	6		2400		0			成品家具	77204056			11002		3				60	9999	65	47		3					
373326	6		2400		0			成品家具	77204057			11002		3				60	9999	65	47		3					
373129	6		2200		0			成品家具	77204058			7001		0				30	9999	35	24		2					
373130	6		2200		0			成品家具	77204059			7001		0				30	9999	65	47		2					
373131	6		2200		0			成品家具	77204060			7001		0				30	9999	65	47		2					
373327	6		2400		0			成品家具	77204061			7005		0				60	9999	160	117		3					
373328	6		2400		0			成品家具	77204062			7005		0				60	9999	95	71		3					
373329	6		2400		0			成品家具	77204063			7005		0				60	9999	35	24		3					
372224	6		1700		0			成品家具	77204064			10002		0				20	9999	35	24		3					
373330	6		2400		0			成品家具	77204065			4002		0				90	9999	35	24		4					
373331	6		2400		0			成品家具	77204066			7005		0				60	9999	160	118		3					
374109	6		3000		0			成品家具	77207003			7006		0				60	9999	95	95		3					
374110	6		3000		0			成品家具	77207004			7006		0				60	9999	65	65		3					
374111	6		3000		0			成品家具	77207005			7006		0				60	9999	65	65		3					
373332	6		2400		0			成品家具	77215030			7005		0				30	9999	35	24		2					
373132	6		2200		0			成品家具	77215031			7001		0				30	9999	35	24		2					
373133	6		2200		0			成品家具	77215032			7001		0				30	9999	35	24		2					
372321	6		1800		0			成品家具	77213054			10003		0				20	9999	50	50		3					
372322	6		1800		0			成品家具	77213055			10003		0				20	9999	100	100		3					
372323	6		1800		0			成品家具	77213056			10003		0				20	9999	100	100		3					
372324	6		1800		0			成品家具	77213057			10003		0				20	9999	300	300		3					
372325	6		1800		0			成品家具	77213058			10003		0				20	9999	50	50		3					
372326	6		1800		0			成品家具	77213059			10003		0				20	9999	100	100		3					
372327	6		1800		0			成品家具	77213060			10003		0				20	9999	150	150		3					
372328	6		1800		0			成品家具	77213061			10003		0				20	9999	50	50		3					
372329	6		1800		0			成品家具	77213062			10003		0				20	9999	50	50		3					
372330	6		1800		0			成品家具	77213063			10003		0				20	9999	200	200		3					
372331	6		1800		0			成品家具	77213064			10003		0				20	9999	50	50		3					
372332	6		1800		0			成品家具	77213065			10003		0				20	9999	100	100		3					
372433	6		1900		0			成品家具	77213066			10004		0				20	9999	50	50		3					
372434	6		1900		0			成品家具	77213067			10004		0				20	9999	50	50		3					
372435	6		1900		0			成品家具	77213068			10004		0				20	9999	50	50		3					
372436	6		1900		0			成品家具	77213069			10004		0				20	9999	50	50		3					
372437	6		1900		0			成品家具	77213070			10004		0				20	9999	50	50		3					
372438	6		1900		0			成品家具	77213071			10004		0				20	9999	50	50		3					
372439	6		1900		0			成品家具	77213072			10004		0				20	9999	50	50		3					
372225	6		1700		0			成品家具	77215033			10002		0				10	9999	35	24		2					
372226	6		1700		0			成品家具	77215034			10002		0				10	9999	65	47		2					
363313	6		4800		0			成品家具	77115015			11002		3				60	9999	85	64		3					
362210	6		2400		0			成品家具	77115016			4002		0				30	9999	85	64		2					
363206	6		4700		0			成品家具	77115017			11001		3				60	9999	169	127		3					
363207	6		4700		0			成品家具	77115018			11001		3				60	9999	169	127		3					
363208	6		4700		0			成品家具	77115019			11001		3				60	9999	169	127		3					
363314	6		4800		0			成品家具	77115020			11002		3				60	9999	169	127		3					
361313	6		3200		0			成品家具	77115021			3003		0				60	9999	105	79		3					
370111	6		3300		0			成品家具	77115022			11002		3				60	9999	85	64		3					
360407	6		2500		0			成品家具	77108012			11002		3				60	9999	85	64		3					
360408	6		2500		0			成品家具	77108013			11003		3				60	9999	85	64	1	3					
360409	6		2500		0			成品家具	77108014			11003		3				60	9999	85	64	1	3					
360410	6		2500		0			成品家具	77108015			11003		3				60	9999	220	199	1	3					
360411	6		2500		0			成品家具	77108016			7008		0				60	9999	115	97	1	3					
360412	6		2500		0			成品家具	77108017			7008		0				90	9999	115	97	1	4					
360413	6		2500		0			成品家具	77108018			7008		0				60	9999	115	97	1	3					
360414	6		500		0			成品家具	77108019			1004		5		1		60	9999	305	305		3					
361502	6		4100		0			成品家具	77103013			3005		0				60	9999	85	64		3					
362108	6		3100		0			成品家具	77105007			4001		0				30	9999	85	64		2					
364107	6		4900		0			成品家具	77112016			5003		1				90	9999	85	64		4					
364108	6		4900		0			成品家具	77112017			5003		1				90	9999	85	64		4					
364109	6		4900		0			成品家具	77112018			5003		1				90	9999	85	64		4					
364110	6		4900		0			成品家具	77112019			5003		1				90	9999	85	64		4					
361209	6		3900		0			成品家具	77110017			3002		0				90	9999	169	127		4					
361210	6		3900		0			成品家具	77110018			3002		0				90	9999	172	129		4					
370112	6		3300		0			成品家具	77110019			3001		0				60	9999	254	191		3					
370113	6		3300		0			成品家具	77110020			3001		0				60	9999	169	127		3					
370114	6		3300		0			成品家具	77110021			3001		0				60	9999	85	64		3					
362211	6		2400		0			成品家具	77104010			4002		0				60	9999	109	82		3					
362212	6		2400		0			成品家具	77104011			4002		0				60	9999	85	64		3					
362213	6		2400		0			成品家具	77104012			4002		0				90	9999	85	64		4					
370115	6		3300		0			成品家具	77104013			4002		0				60	9999	85	64		3					
362214	6		2400		0			成品家具	77104014			4002		0				90	9999	85	64		4					
362215	6		2400		0			成品家具	77104015			4002		0				90	9999	185	139		4					
362216	6		2400		0			成品家具	77104016			4002		0				90	9999	355	334	1	4					
361314	6		3200		0			成品家具	77104017			3003		0				90	9999	101	76		4					
363315	6		4800		0			成品家具	77104018			11002		3				60	9999	95	72		3					
363316	6		4800		0			成品家具	77104019			11002		3				60	9999	85	64		3					
363317	6		4800		0			成品家具	77104020			11002		3				60	9999	85	64		3					
363318	6		4800		0			成品家具	77104021			11002		3				60	9999	85	64		3					
361403	6		4200		0			成品家具	77109003			3006		0				60	9999	137	103		3					
370512	6		1400		0			成品家具	77200108			6006		0				60	9999	60	45		3					
371116	6		900		0			成品家具	77215038			6003		0				60	9999	735	735		3					
371227	6		800		0			成品家具	77215039			6002		0				60	9999	35	24		3					
371228	6		800		0			成品家具	77215040			6002		0				60	9999	35	24		3					
372227	6		1700		0			成品家具	77215041			10002		0				20	9999	35	24		3					
371229	6		800		0			成品家具	77215042			6002		0				60	9999	35	24		3					
361315	6		3200		0			成品家具	77103014			3003		0				60	9999	169	127		3					
361316	6		3200		0			成品家具	77103015			3003		0				60	9999	85	64		3					
371230	6		800		0			成品家具	77215043			6002		0				60	9999	195	171		3					
373333	6		800		0			成品家具	77204067			7005		0				60	9999	95	71		3					
364501	6		4900		0			成品家具	77112020			5006		1		14		90	9999	169	169		4					
363105	6		2500		0			成品家具	77108020			11003		3				30	9999	220	199		4					
371231	6		800		0			成品家具	77207006			6002		0				20	9999	95	95		3					
371232	6		800		0			成品家具	77207007			6002		0				20	9999	65	65		3					
371233	6		800		0			成品家具	77207008			6002		0				20	9999	65	65		3					
373206	6		2300		0			成品家具	77207009			7003		0				20	9999	125	125		3					
373207	6		2300		0			成品家具	77207010			7003		0				20	9999	65	65		3					
373208	6		2300		0			成品家具	77207011			7003		0				20	9999	95	95		3					
373334	6		2400		0			成品家具	77200110			6003		0				100	9999	550	550		4					
374504	6		3600		0			成品家具	77215048			7012		15				60	9999	35	24		3					
373335	6		800		0			成品家具	77204069			7005		0				90	9999	35	24		4					
371117	6		900		0			成品家具	77200111			6003		0				90	9999	190	190		4					
374001	6		2610		0			成品家具	77215044			7011		0		10		30	99	315	315		4					
374002	6		2610		0			成品家具	77215045			7011		0		10		30	99	315	315		4					
374003	6		2610		0			成品家具	77215046			7011		0		10		30	99	285	285		4					
374004	6		2610		0			成品家具	77215047			7011		0		10		30	99	285	285		4					
374005	6		2811		0			成品家具	77306022			14003		0		11		0	99	0	0		3					
374006	6		2811		0			成品家具	77306023			14003		0		11		0	99	0	0		3					
374007	6		2811		0			成品家具	77306024			14003		0		11		0	99	0	0		3					
374008	6		2811		0			成品家具	77306025			14003		0		11		0	99	0	0		3					
374009	6		2812		0			成品家具	77306030			14003		0		11		0	99	0	0		3					
374010	6		2812		0			成品家具	77306031			14003		0		11		0	99	0	0		3					
374011	6		2812		0			成品家具	77306032			14003		0		11		0	99	0	0		3					
374012	6		2812		0			成品家具	77306033			14003		0		11		0	99	0	0		3					
374013	6		2813		0			成品家具	77306034			14003		0		11		0	99	0	0		3					
374014	6		2813		0			成品家具	77306035			14003		0		11		0	99	0	0		3					
374015	6		2813		0			成品家具	77306036			14003		0		11		0	99	0	0		3					
374016	6		2813		0			成品家具	77306037			14003		0		11		0	99	0	0		3					
374017	6		2814		0			成品家具	77306042			14003		0		11		0	99	0	0		3					
374018	6		2814		0			成品家具	77306043			14003		0		11		0	99	0	0		3					
374019	6		2814		0			成品家具	77306044			14003		0		11		0	99	0	0		3					
374020	6		2814		0			成品家具	77306045			14003		0		11		0	99	0	0		3					
374021	6		2815		0			成品家具	77306026			14003		0		11		0	99	0	0		3					
374022	6		2815		0			成品家具	77306027			14003		0		11		0	99	0	0		3					
374023	6		2815		0			成品家具	77306028			14003		0		11		0	99	0	0		3					
374024	6		2815		0			成品家具	77306029			14003		0		11		0	99	0	0		3					
374025	6		2816		0			成品家具	77306038			14003		0		11		0	99	0	0		3					
374026	6		2816		0			成品家具	77306039			14003		0		11		0	99	0	0		3					
374027	6		2816		0			成品家具	77306040			14003		0		11		0	99	0	0		3					
374028	6		2816		0			成品家具	77306041			14003		0		11		0	99	0	0		3					
369111	6		2900		0			成品家具	77303027			9002	9001	12				100	9999	1000	1000		4					
369112	6		2900		0			成品家具	77303012			9002		12				100	9999	500	500		3					
369113	6		2900		0			成品家具	77303013			9002		12				100	9999	350	350		3					
369114	6		2900		0			成品家具	77303014			9002		12				100	9999	350	350		3					
369115	6		2900		0			成品家具	77303015			9002		12				100	9999	350	350		3					
369116	6		2900		0			成品家具	77303016			9002		12				100	9999	350	350		3					
369117	6		2900		0			成品家具	77303017			9002		12				100	9999	350	350		3					
369118	6		2900		0			成品家具	77303018			9002		12				100	9999	350	350		3					
369119	6		2900		0			成品家具	77303019			9002		12				100	9999	350	350		3					
369120	6		2900		0			成品家具	77303020			9002		12				100	9999	350	350		3					
369121	6		2900		0			成品家具	77303021			9002	9001	12				100	9999	500	500		3					
369122	6		2900		0			成品家具	77303022			9002	9001	12				100	9999	500	500		3					
369123	6		2900		0			成品家具	77303023			9002		12				100	9999	350	350		3					
369124	6		2900		0			成品家具	77303024			9002		12				100	9999	350	350		3					
369125	6		2900		0			成品家具	77303025			9002		12				100	9999	350	350		3					
369126	6		2900		0			成品家具	77303026			9002		12				100	9999	500	500		3					
369127	6		2900		0			成品家具	77303028			9002		12				100	9999	400	400		3					
369128	6		2900		0			成品家具	77303029			9002		12				100	9999	600	600		3					
369129	6		2900		0			成品家具	77303030			9002		12				100	9999	600	600		3					
369130	6		2900		0			成品家具	77303031			9002		12				100	9999	600	600		3					
369131	6		2900		0			成品家具	77303032			9002		12				100	9999	600	600		3					
369132	6		2900		0			成品家具	77303033			9002		12				100	9999	350	350		3					
369133	6		2900		0			成品家具	77303034			9002		12				100	9999	350	350		3					
369134	6		2900		0			成品家具	77303035			9002		12				100	9999	350	350		3					
369135	6		2900		0			成品家具	77303036			9002		12				100	9999	350	350		3					
369136	6		2900		0			成品家具	77303037			9002		12				100	9999	350	350		3					
369137	6		2900		0			成品家具	77303038			9002		12				100	9999	350	350		3					
369138	6		2900		0			成品家具	77303039			9002		12				100	9999	350	350		3					
369139	6		2900		0			成品家具	77303040			9002		12				100	9999	350	350		3					
369140	6		2900		0			成品家具	77303041			9002		12				100	9999	350	350		3					
369141	6		2900		0			成品家具	77303042			9002		12				100	9999	350	350		3					
369142	6		2900		0			成品家具	77303043			9002		12				100	9999	350	350		3					
369143	6		2900		0			成品家具	77303044			9002		12				100	9999	350	350		3					
369144	6		2900		0			成品家具	77303045			9002		12				100	9999	350	350		3					
369145	6		2900		0			成品家具	77303046			9002		12				100	9999	350	350		3					
369146	6		2900		0			成品家具	77303047			9002		12				100	9999	350	350		3					
369147	6		2900		0			成品家具	77303048			9002		12				100	9999	350	350		3					
369148	6		2900		0			成品家具	77303049			9002		12				100	9999	350	350		3					
369149	6		2900		0			成品家具	77303050			9002		12				100	9999	350	350		3					
369150	6		2900		0			成品家具	77303051			9002		12				100	9999	350	350		3					
369151	6		2900		0			成品家具	77303052			9002		12				100	9999	350	350		3					
369152	6		2900		0			成品家具	77303053			9002		12				100	9999	350	350		3					
369153	6		2900		0			成品家具	77303054			9002		12				100	9999	350	350		3					
369154	6		2900		0			成品家具	77303055			9002		12				100	9999	350	350		3					
369155	6		2900		0			成品家具	77303056			9002		12				100	9999	600	600		3					
369156	6		2900		0			成品家具	77303057			9002		12				100	9999	350	350		3					
369157	6		2900		0			成品家具	77303058			9002		12				100	9999	350	350		3					
369158	6		2900		0			成品家具	77303059			9002		12				100	9999	600	600		3					
369159	6		2900		0			成品家具	77303060			9002		12				100	9999	350	350		3					
369160	6		2900		0			成品家具	77303061			9002		12				100	9999	350	350		3					
369161	6		2900		0			成品家具	77303062			9002		12				100	9999	500	500		3					
369162	6		2900		0			成品家具	77303063			9002		12				100	9999	500	500		3					
369163	6		2900		0			成品家具	77303064			9002		12				100	9999	450	450		3					
369164	6		2900		0			成品家具	77303068			9002		12				100	9999	400	400		3					
369165	6		2900		0			成品家具	77303067			9002		12				100	9999	350	350		3					
369166	6		2900		0			成品家具	77303065			9002		12				100	9999	350	350		3					
369167	6		2900		0			成品家具	77303066			9002		12				100	9999	400	400		3					
369168	6		2900		0			成品家具	77303069			9002		12				100	9999	350	350		3					
376111	6		3701		0			成品家具	77015008			7013		0	1	13		90	1	1200	1200		4	HomeworldGroup_0002	11012			
376112	6				0			成品家具	77308004					0	1	12		0	0	0	0		4					
376113	6				0			成品家具	77308008					0	1	12		0	0	0	0		4					
376121	6		3701		0			成品家具	77015008			7013		0	1	13		90	1	1200	1200		4	HomeworldGroup_0003	11013			
376122	6				0			成品家具	77308005					0	1	12		0	0	0	0		4					
376123	6				0			成品家具	77308009					0	1	12		0	0	0	0		4					
376131	6		3701		0			成品家具	77015008			7013		0	1	13		90	1	1200	1200		4	HomeworldGroup_0004	11014			
376132	6				0			成品家具	77308006					0	1	12		0	0	0	0		4					
376133	6				0			成品家具	77308010					0	1	12		0	0	0	0		4					
376141	6		3701		0			成品家具	77015008			7013		0	1	13		90	1	1200	1200		4	HomeworldGroup_0005	11015			
376142	6				0			成品家具	77308007					0	1	12		0	0	0	0		4					
376143	6				0			成品家具	77308011					0	1	12		0	0	0	0		4					
373336	6		2400		0			成品家具	77204068			7005		0		15		90	9999	35	35		4					
362217	6		2400		0			成品家具	77104022			4002		0		15		90	9999	85	85		4					
372107	6		1600		0			成品家具	77002011			10001		9				60	9999	35	24		3					
362218	6		2400		0			成品家具	77104023			4002		0				90	9999	85	64		4					
362219	6		2400		0			成品家具	77104024			4002		0				90	9999	85	64		4					
363319	6		4700		0			成品家具	77104025			11001		3				90	9999	254	191		4					
373337	6		2500		0			成品家具	77200112			7008		0				60	9999	85	74		3					
370513	6		1400		0			成品家具	77200113			6006		0				60	9999	335	261		3					
370514	6		1400		0			成品家具	77200114			6006		0				60	9999	115	97		3					
370515	6		1400		0			成品家具	77200115			6006		0				60	9999	115	97		3					
373134	6		2200		0			成品家具	77204070			7001		0				90	9999	35	24		4					
373338	6		2400		0			成品家具	77204071			7005		0				60	9999	65	47		3					
373339	6		2400		0			成品家具	77204072			7005		0				90	9999	95	71		4					
360415	6		2500		0			成品家具	77208016			7008		0				60	9999	85	74		3					
360416	6		2500		0			成品家具	77208017			7008		0				60	9999	135	124		3					
360417	6		2500		0			成品家具	77208018			7008		0				90	9999	85	74		4					
