ID	名称$text_name_Name	Prefab路径	Prefab_Remote路径	Controller路径	Controller_Remote路径	默认阵营	基础生命值	基础攻击力	基础防御力	暴击率	暴击抗性	暴击伤害	火元素抗性	草元素抗性	水元素抗性	电元素抗性	风元素抗性	冰元素抗性	岩元素抗性	火元素伤害加成	草元素伤害加成	水元素伤害加成	电元素伤害加成	风元素伤害加成	冰元素伤害加成	岩元素伤害加成	[属性成长]1类型	[属性成长]1曲线	[属性成长]2类型	[属性成长]2曲线	[属性成长]3类型	[属性成长]3曲线	元素精通	物理抗性	物理伤害加成	怪物说明	类型	描述	安全等级	服务器脚本	战斗Config	精英词缀	AI	是否AI校验	装备1	装备2	会游泳	[掉落]1ID	[掉落]1血量百分比	[掉落]2ID	[掉落]2血量百分比	[掉落]3ID	[掉落]3血量百分比	击杀掉落ID	全地图奖励	视距等级	是否离线重置	不在指定天气下出生	特性组ID	联机动态属性ID	外观	生物大类ID	安全检测	战斗音乐	entityBudget档位
22070201	壳之剑士-骑士枪	ART/Char/Monster/Monster_ForlornVessel_Strong_Lance_Water_01/Monster_ForlornVessel_Strong_Lance_Water_01	ART/Char/Monster/Monster_ForlornVessel_Strong_Lance_Water_01/Monster_ForlornVessel_Strong_Lance_Water_01_Remote	ART/Char/Monster/Monster_ForlornVessel_Strong_Lance_Water_01/Monster_ForlornVessel_Strong_Lance_Water_01	ART/Char/Monster/Monster_ForlornVessel_Strong_Lance_Water_01/Monster_ForlornVessel_Strong_Lance_Water_01_Remote	4001	81.504	37.68	500	0	0	0	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	24	7	12	0	0.3	0	壳之剑士-骑士枪	1		1		ConfigMonster_ForlornVessel_Strong_Lance_Water_01		scout01		50004074			22010022	66	22010022	33	0	0	22010022			1		22070201	1		20702		3	4
22070202	壳之剑士-骑士枪-脱甲	ART/Char/Monster/Monster_ForlornVessel_Strong_Lance_Water_02/Monster_ForlornVessel_Strong_Lance_Water_02	ART/Char/Monster/Monster_ForlornVessel_Strong_Lance_Water_02/Monster_ForlornVessel_Strong_Lance_Water_02_Remote	ART/Char/Monster/Monster_ForlornVessel_Strong_Lance_Water_02/Monster_ForlornVessel_Strong_Lance_Water_02	ART/Char/Monster/Monster_ForlornVessel_Strong_Lance_Water_02/Monster_ForlornVessel_Strong_Lance_Water_02_Remote	4001	81.504	37.68	500	0	0	0	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	24	7	12	0	0.3	0	壳之剑士-骑士枪-脱甲	1		1		ConfigMonster_ForlornVessel_Strong_Lance_Water_01		scout01		50004074			22010022	66	22010022	33	0	0	22010022			1		22070201	1		20702		3	4
22070301	壳之剑士-盾弓	ART/Char/Monster/Monster_ForlornVessel_Strong_Chargebow_Ice_01/Monster_ForlornVessel_Strong_Chargebow_Ice_01	ART/Char/Monster/Monster_ForlornVessel_Strong_Chargebow_Ice_01/Monster_ForlornVessel_Strong_Chargebow_Ice_01_Remote	ART/Char/Monster/Monster_ForlornVessel_Strong_Chargebow_Ice_01/Monster_ForlornVessel_Strong_Chargebow_Ice_01	ART/Char/Monster/Monster_ForlornVessel_Strong_Chargebow_Ice_01/Monster_ForlornVessel_Strong_Chargebow_Ice_01_Remote	4001	54.336	62.8	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.3	0.1	0	0	0	0	0	0	0	1	23	4	24	7	12	0	0.3	0	壳之剑士-盾弓	1		1		ConfigMonster_ForlornVessel_Strong_Chargebow_Ice_01		scout01		50004075			22010016	75	22010016	50	22010016	25	22010016			1		22070301	1		20703		3	4
22070302	壳之剑士-盾弓-脱甲	ART/Char/Monster/Monster_ForlornVessel_Strong_Chargebow_Ice_02/Monster_ForlornVessel_Strong_Chargebow_Ice_02	ART/Char/Monster/Monster_ForlornVessel_Strong_Chargebow_Ice_02/Monster_ForlornVessel_Strong_Chargebow_Ice_02_Remote	ART/Char/Monster/Monster_ForlornVessel_Strong_Chargebow_Ice_02/Monster_ForlornVessel_Strong_Chargebow_Ice_02	ART/Char/Monster/Monster_ForlornVessel_Strong_Chargebow_Ice_02/Monster_ForlornVessel_Strong_Chargebow_Ice_02_Remote	4001	54.336	62.8	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.3	0.1	0	0	0	0	0	0	0	1	23	4	24	7	12	0	0.3	0	壳之剑士-盾弓-脱甲	1		1		ConfigMonster_ForlornVessel_Strong_Chargebow_Ice_01		scout01		50004075			22010016	75	22010016	50	22010016	25	22010016			1		22070301	1		20703		3	4
22080101	黑蛇剑士-风	ART/Char/Monster/Monster_Darkwraith_Strong_Wind_01/Monster_Darkwraith_Strong_Wind_01	ART/Char/Monster/Monster_Darkwraith_Strong_Wind_01/Monster_Darkwraith_Strong_Wind_01_Remote	ART/Char/Monster/Monster_Darkwraith_Strong_Wind_01/Monster_Darkwraith_Strong_Wind_01	ART/Char/Monster/Monster_Darkwraith_Strong_Wind_01/Monster_Darkwraith_Strong_Wind_01_Remote	4001	95.088	62.8	500	0	0	0	0.1	0.1	0.1	0.1	0.5	0.1	0.1	0	0	0	0	0	0	0	1	23	4	24	7	12	0	0.3	0	黑蛇剑士-风	1		1		ConfigMonster_Darkwraith_Strong_Wind_01		scout01					22010025	66	22010025	33	0	0	22010025			1		22080101	1		20801		5	3
22090101	黑蛇剑士-风	ART/Char/Monster/Monster_Darksign_Shadow_01/Monster_Darksign_Shadow_01	ART/Char/Monster/Monster_Darksign_Shadow_01/Monster_Darksign_Shadow_01_Remote	ART/Char/Monster/Monster_Darksign_Shadow_01/Monster_Darksign_Shadow_01	ART/Char/Monster/Monster_Darksign_Shadow_01/Monster_Darksign_Shadow_01_Remote	4001	95.088	12.56	500	0	0	0	0.1	0.1	0.1	0.1	0.5	0.1	0.1	0	0	0	0	0	0	0	1	23	4	24	7	12	0	0.3	0	浮舍残念	1		1		ConfigMonster_Darksign_Shadow_01		scout01					0	0	0	0	0	0	0			1		22080101	1		20901		5	3
21030101	水丘丘萨满	ART/Char/Monster/Monster_Shaman_Water_01/Monster_Shaman_Water_01	ART/Char/Monster/Monster_Shaman_Water_01/Monster_Shaman_Water_01_Remote	ART/Char/Monster/Monster_Shaman_Water_01/Monster_Shaman_Water_01	ART/Char/Monster/Monster_Shaman_Water_01/Monster_Shaman_Water_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.1	0.5	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	水丘丘萨满	1		0		ConfigMonster_Shaman_Water_01		scout01		50004009			22010012	60	0	0	0	0	22010012					21030101	1		10301		1	4
21030103	(test)水丘丘萨满-支援强化	ART/Char/Monster/Monster_Shaman_Water_01/Monster_Shaman_Water_01	ART/Char/Monster/Monster_Shaman_Water_01/Monster_Shaman_Water_01_Remote	ART/Char/Monster/Monster_Shaman_Water_01/Monster_Shaman_Water_01	ART/Char/Monster/Monster_Shaman_Water_01/Monster_Shaman_Water_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.1	0.5	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	水丘丘萨满-支援强化	1	支援强化	0		ConfigMonster_Shaman_Water_01	5004	scout01		50004009			22010012	60	0	0	0	0	22010012					21030101	1		10301		1	4
21030201	草丘丘萨满	ART/Char/Monster/Monster_Shaman_Grass_01/Monster_Shaman_Grass_01	ART/Char/Monster/Monster_Shaman_Grass_01/Monster_Shaman_Grass_01_Remote	ART/Char/Monster/Monster_Shaman_Grass_01/Monster_Shaman_Grass_01	ART/Char/Monster/Monster_Shaman_Grass_01/Monster_Shaman_Grass_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.5	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	草丘丘萨满	1		0		ConfigMonster_Shaman_Grass_01		scout01		50004010			22010013	60	0	0	0	0	22010013					21030201	1		10302		1	3
21030203	(test)草丘丘萨满-支援强化	ART/Char/Monster/Monster_Shaman_Grass_01/Monster_Shaman_Grass_01	ART/Char/Monster/Monster_Shaman_Grass_01/Monster_Shaman_Grass_01_Remote	ART/Char/Monster/Monster_Shaman_Grass_01/Monster_Shaman_Grass_01	ART/Char/Monster/Monster_Shaman_Grass_01/Monster_Shaman_Grass_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.5	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	草丘丘萨满-支援强化	1	支援强化	0		ConfigMonster_Shaman_Grass_01	5004	scout01		50004010			22010013	60	0	0	0	0	22010013					21030201	1		10302		1	3
21030301	风丘丘萨满	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01_Remote	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.5	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	风丘丘萨满	1		0		ConfigMonster_Shaman_Wind_01		scout01		50004014			22010015	60	0	0	0	0	22010015					21030301	1		10303		1	2
21030303	(test)风丘丘萨满-支援强化	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01_Remote	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.5	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	风丘丘萨满-支援强化	1	支援强化	0		ConfigMonster_Shaman_Wind_01	5004	scout01		50004014			22010015	60	0	0	0	0	22010015					21030301	1		10303		1	2
21030304	(test)风丘丘萨满-强攻强化	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01_Remote	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01	ART/Char/Monster/Monster_Shaman_Wind_01/Monster_Shaman_Wind_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.5	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	风丘丘萨满-强攻强化	1	强攻强化	0		ConfigMonster_Shaman_Wind_01	5001	scout01		50004014			22010015	60	0	0	0	0	22010015					21030301	1		10303		1	2
21030401	岩丘丘萨满	ART/Char/Monster/Monster_Shaman_Rock_01/Monster_Shaman_Rock_01	ART/Char/Monster/Monster_Shaman_Rock_01/Monster_Shaman_Rock_01_Remote	ART/Char/Monster/Monster_Shaman_Rock_01/Monster_Shaman_Rock_01	ART/Char/Monster/Monster_Shaman_Rock_01/Monster_Shaman_Rock_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	岩丘丘萨满	1		0		ConfigMonster_Shaman_Rock_01		scout01		50004029			22010017	60	0	0	0	0	22010017					21030401	1		10304		1	4
21030402	(test)岩丘丘萨满-支援强化	ART/Char/Monster/Monster_Shaman_Rock_01/Monster_Shaman_Rock_01	ART/Char/Monster/Monster_Shaman_Rock_01/Monster_Shaman_Rock_01_Remote	ART/Char/Monster/Monster_Shaman_Rock_01/Monster_Shaman_Rock_01	ART/Char/Monster/Monster_Shaman_Rock_01/Monster_Shaman_Rock_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.5	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	岩丘丘萨满-支援强化	1	支援强化	0		ConfigMonster_Shaman_Rock_01	5004	scout01		50004029			22010017	60	0	0	0	0	22010017					21030401	1		10304		1	4
21030501	冰丘丘萨满	ART/Char/Monster/Monster_Shaman_Ice_01/Monster_Shaman_Ice_01	ART/Char/Monster/Monster_Shaman_Ice_01/Monster_Shaman_Ice_01_Remote	ART/Char/Monster/Monster_Shaman_Ice_01/Monster_Shaman_Ice_01	ART/Char/Monster/Monster_Shaman_Ice_01/Monster_Shaman_Ice_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.5	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	冰丘丘萨满	1		0		ConfigMonster_Shaman_Ice_01		scout01		50004049			22010016	60	0	0	0	0	22010016					21030401	1		10305		1	4
21030601	雷丘丘萨满	ART/Char/Monster/Monster_Shaman_Electric_01/Monster_Shaman_Electric_01	ART/Char/Monster/Monster_Shaman_Electric_01/Monster_Shaman_Electric_01_Remote	ART/Char/Monster/Monster_Shaman_Electric_01/Monster_Shaman_Electric_01	ART/Char/Monster/Monster_Shaman_Electric_01/Monster_Shaman_Electric_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.1	0.1	0.5	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	雷丘丘萨满	1		0		ConfigMonster_Shaman_Electric_01		scout01		50004062			22010014	60	0	0	0	0	22010014					21030501	1		10306		1	4
21030603	雷丘丘萨满-支援强化	ART/Char/Monster/Monster_Shaman_Electric_01/Monster_Shaman_Electric_01	ART/Char/Monster/Monster_Shaman_Electric_01/Monster_Shaman_Electric_01_Remote	ART/Char/Monster/Monster_Shaman_Electric_01/Monster_Shaman_Electric_01	ART/Char/Monster/Monster_Shaman_Electric_01/Monster_Shaman_Electric_01_Remote	4001	13.584	50.24	500	0	0	0	0.1	0.1	0.1	0.5	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	雷丘丘萨满-支援强化	1	支援强化	0		ConfigMonster_Shaman_Electric_01	2002,5004	scout01		50004062			22010014	60	0	0	0	0	22010014					21030501	1		10306		1	4
24010101	遗迹守卫	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01_Remote	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01_Remote	4001	95.088	60.288	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.7	0	遗迹守卫	1	耕地型	1		ConfigMonster_Defender_None_01		scout01					22010040	75	22010040	50	22010040	25	22010030		1	1		24010101	1		40101	1	4	4
24010108	(test)遗迹木桩	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01_Remote	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01_Remote	4001	24451.2	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	遗迹木桩	1	耕地型	1		ConfigMonster_Defender_None_01		scout01					0	0	0	0	0	0	0		1	1		24010101	1		40101	1	4	4
24010109	(test)遗迹木桩2.0	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01_Remote	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01	ART/Char/Monster/Monster_Defender_None_01/Monster_Defender_None_01_Remote	4001	24451.2	22.608	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.1	0	遗迹木桩2.0	1	耕地型	1		ConfigMonster_Defender_None_01		scout01					0	0	0	0	0	0	0		1	1		24010101	1		40101	1	4	4
24010201	遗迹猎者	ART/Char/Monster/Monster_Formathr_None/Monster_Formathr_None	ART/Char/Monster/Monster_Formathr_None/Monster_Formathr_None_Remote	ART/Char/Monster/Monster_Formathr_None/Monster_Formathr_None	ART/Char/Monster/Monster_Formathr_None/Monster_Formathr_None_Remote	4001	81.504	175.84	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.5	0	遗迹猎者	1		1		ConfigMonster_Formathr_None		scout01					22010040	75	22010040	50	22010040	25	22010030		1	1		24010101	1		40102	1	4	3
24010301	遗迹重机	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None_Remote	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None_Remote	4001	122.256	87.92	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.7	0	遗迹重机	1		1		ConfigMonster_Konungmathr_None		scout01					22010040	75	22010040	50	22010040	25	22010030		1	1		24010101	1		40103	1	5	3
24010303	遗迹重机（挖矿版）	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None_Remote	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None_Remote	4001	190.176	87.92	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.7	0	遗迹重机（挖矿版）	1		1		ConfigMonster_Konungmathr_None	40103	scout01					22010040	75	22010040	50	22010040	25	22010030		1	1		24010101	1		40103	1	5	3
24010304	遗迹重机	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None_Remote	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None	ART/Char/Monster/Monster_Konungmathr_None/Monster_Konungmathr_None_Remote	4001	122.256	87.92	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	1	4	2	7	12	0	0.7	0	遗迹重机（森林书WQ）	1		1		ConfigMonster_Konungmathr_None	5200	scout01					22010040	75	22010040	50	22010040	25	22010030		1	1		24010101	1		40103	1	5	3
24010401	黄金王兽	ART/Char/Monster/Monster_Nithhoggr_None/Monster_Nithhoggr_None	ART/Char/Monster/Monster_Nithhoggr_None/Monster_Nithhoggr_None_Remote	ART/Char/Monster/Monster_Nithhoggr_None/Monster_Nithhoggr_None	ART/Char/Monster/Monster_Nithhoggr_None/Monster_Nithhoggr_None_Remote	4001	217.344	75.36	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	24	7	12	0	0.7	0	遗迹巨蛇	2		2		ConfigMonster_Nithhoggr_None		scout01					22010030	66	22010030	33	0	0	22010020		1	1		24010101	1		40104	1	7	1
24020101	遗迹巡弋者	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone_Remote	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone_Remote	4001	40.752	52.752	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.3	0	遗迹巡弋者	1		1		ConfigMonster_Apparatus_Enigma_BionicDrone		scout01					22010010	66	22010010	33	0	0	22010020			1		24010101	1		40201	1	3	4
24020102	遗迹巡弋者（阉割版）	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone_Remote	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone_Remote	4001	40.752	52.752	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.3	0	遗迹巡弋者（Boss战无血条）	1		1		ConfigMonster_Apparatus_Enigma_BionicDrone	5115,5116	scout01					22010010	66	22010010	33	0	0	22010020			1		24010101	1		40201	1	3	4
24020103	遗迹巡弋者（强化版）	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone_Remote	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone	ART/Char/Monster/Monster_Apparatus_Enigma_BionicDrone/Monster_Apparatus_Enigma_BionicDrone_Remote	4001	40.752	52.752	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.3	0	遗迹巡弋者（Boss战有血条）	1		1		ConfigMonster_Apparatus_Enigma_BionicDrone	5115,5117	scout01					22010010	66	22010010	33	0	0	22010020			1		24010101	1		40201	1	3	4
24020201	遗迹歼击者	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora_Remote	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora_Remote	4001	40.752	52.752	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.3	0	遗迹歼击者	1		1		ConfigMonster_Apparatus_Enigma_BionicFlora		scout01					22010010	66	22010010	33	0	0	22010020			1		24010101	1		40202	1	3	4
24020202	遗迹歼击者（阉割版）	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora_Remote	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora_Remote	4001	40.752	52.752	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.3	0	遗迹歼击者（Boss战无血条）	1		1		ConfigMonster_Apparatus_Enigma_BionicFlora	5115,5116	scout01					22010010	66	22010010	33	0	0	22010020			1		24010101	1		40202	1	3	4
24020203	遗迹歼击者（强化版）	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora_Remote	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora	ART/Char/Monster/Monster_Apparatus_Enigma_BionicFlora/Monster_Apparatus_Enigma_BionicFlora_Remote	4001	40.752	52.752	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.3	0	遗迹歼击者（Boss战有血条）	1		1		ConfigMonster_Apparatus_Enigma_BionicFlora	5115,5117	scout01					22010010	66	22010010	33	0	0	22010020			1		24010101	1		40202	1	3	4
24020301	遗迹防卫者	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta_Remote	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta_Remote	4001	57.0528	56.52	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.5	0	遗迹防卫者	1		1		ConfigMonster_Apparatus_Enigma_BionicInsecta		scout01					22010010	66	22010010	33	0	0	22010020			1		24010101	1		40203	1	3	4
24020302	遗迹防卫者（阉割版）	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta_Remote	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta_Remote	4001	57.0528	56.52	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.5	0	遗迹防卫者（Boss战无血条）	1		1		ConfigMonster_Apparatus_Enigma_BionicInsecta	5115,5116	scout01					22010010	66	22010010	33	0	0	22010020			1		24010101	1		40203	1	3	4
24020303	遗迹防卫者（强化版）	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta_Remote	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta/Monster_Apparatus_Enigma_BionicInsecta_Remote	4001	57.0528	56.52	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.5	0	遗迹防卫者（Boss战有血条）	1		1		ConfigMonster_Apparatus_Enigma_BionicInsecta	5115,5117	scout01					22010010	66	22010010	33	0	0	22010020			1		24010101	1		40203	1	3	4
24020304	遗迹防卫者（强化版）	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta_Karkata/Monster_Apparatus_Enigma_BionicInsecta_Karkata	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta_Karkata/Monster_Apparatus_Enigma_BionicInsecta_Karkata_Remote	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta_Karkata/Monster_Apparatus_Enigma_BionicInsecta_Karkata	ART/Char/Monster/Monster_Apparatus_Enigma_BionicInsecta_Karkata/Monster_Apparatus_Enigma_BionicInsecta_Karkata_Remote	4001	57.0528	56.52	500	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0	1	23	4	2	7	12	0	0.5	0	遗迹防卫者（提纳里个人线）	1		1		ConfigMonster_Apparatus_Enigma_BionicInsecta	5188	scout01					22010010	66	22010010	33	0	0	22010020			1		24010101	1		40203	1	3	4
