图鉴ID	类型	物品ID	序号	名称$text_name_Title	描述$text_name_Desc	图标	已废弃	解锁才显示	名称1$text_name_Title1	描述1$text_name_Desc1	任务1	名称2$text_name_Title2	描述2$text_name_Desc2	任务2
40300004	2	113006	4004		失去了生命与形体的北风王狼仍有超越凡俗的伟大力量。为了迎接挑战而用冰与风复现的形体也无法容下它的全部，少数灵魂附在了在战斗中脱落的冰鳞上。									
40300005	2	113007	4005		这片大地曾经北风呼啸，呼气凝霜。如砂砾的冰与雪在寒风中嚣叫，飞舞着将肌肤撕裂，让血液凝结。如今的北风王狼力量虽然不如往昔，却仍有能将大地冰封的力量。									
40300006	2	113008	4006		这片大地上曾经北风呼啸，呼气凝霜。但它在最终终于明白，酷烈的北风只能熄灭生命，不能滋养生命。在生命的末尾，它让自己的力量流入这片大地，永远守护大地与大地的住民。									
40300007	2	113013	4007		传说中，命之座的图形反映着人的气质。而巡弋漆黑夜空的星辰之鲸，恐怕映照出的是粉碎一切、吞噬一切的狂傲理念吧…\n而接受了这一面的他，欣然唤出灭世的水之鲸，投身与你的战斗。									
40300008	2	113014	4008		因为曾经抵达无穷的至暗之地，以少年的双眼目睹了那个国度的漆黑，因此不可逆地染上了不应属于这个世界的深邃色彩。\n纵使「邪眼」的力量与其无关，但物似主人形…									
40300009	2	113015	4009		经过无尽历练的气势与战意在全力的厮杀中喷涌而出，物质化的产物。\n倘若人类拥有命运，那恐怕他的命运也为之歪曲了吧。否则，他又为何总是身处斗争的漩涡中心呢。									
40300011	2	113017	4010											
40300012	2	113018	4011											
40300013	2	113019	4012											
40300014	2	113025	4013											
40300015	2	113026	4014											
40300016	2	113027	4015											
40300017	2	113032	4016											
40300018	2	113033	4017											
40300019	2	113034	4018											
40300020	2	113041	4019											
40300021	2	113042	4020											
40300022	2	113043	4021											
40310001	2	113001	4101		无相之风被击败后，所坍缩成的形态。其中蕴含着至纯的风之力。传说在纤细脆弱的蝴蝶体内，也藏有引发飓风的力量。这由纯粹的风构成的蝴蝶，无疑在等待着再次召来暴风的那一天吧。									
40310002	2	113002	4102		无相之雷用于汇聚元素，修复损伤的元素物质。其中蕴含着至纯的雷之力。棱镜能将构成光的色彩区分，而雷光棱镜将奔流的能量编织成纯粹的雷光。即使无相之雷已经被击败，雷元素也持续在这只棱镜中汇聚。									
40310003	2	113009	4103		无相之岩的外壳构成的石柱。由纯粹的岩元素高度浓缩而成。岩元素之最为沉重的元素。无相之岩将外壳筑成高耸的岩柱，将自己抬升至高处，或许不仅是为了应敌。或许也是为了更加接近与它无缘的天空吧。									
40310004	2	113010	4104		急冻树的原核。其中蕴含着纯净的冰元素。在大地深处中奔涌的能量与思念终归会喷发。就连哀思般沉寂的寒霜，也会附着在地面上的生命形态当中；即使原本不该狩猎生灵的藤蔓植物，也会变得庞大而凶悍吧。									
40310005	2	113011	4105		驱动爆炎树持续燃烧的种子。仿佛要点燃世间的一切草木般放射着火元素的热量。大地深处湍流不息的能量中运载着无穷的愿望。挟着烈火凭依在植物上，使它恒常地燃烧，并且渴望用爆裂的火炎洗净一切的，又是什么样的愿望呢。									
40310006	2	113012	4106		纯水精灵留下的永远透彻的一掬水。即使溶在了湖泊中，它的纯净也不会被稀释吧。但高洁如此的纯水精灵，又是为何渴望着地上生灵的模样，以净水模拟成生物的姿态呢，即使不需要呼吸、也不需要进食…									
40300010	2	113016	4107											
40310007	2	113020	4108											
40310008	2	113022	4109											
40310009	2	113023	4110											
40310010	2	113024	4111											
40310011	2	113028	4112											
40310012	2	113029	4113											
40310013	2	113030	4114											
40310014	2	113031	4115											
40310015	2	113035	4116											
40310016	2	113036	4117											
40310017	2	113037	4118											
40310018	2	113038	4119											
40310019	2	113039	4120											
40310020	2	113040	4121											
40320001	2	104101	4201											
40320002	2	104102	4202											
40320003	2	104103	4203											
40320004	2	104104	4204											
40320005	2	104111	4205											
40320006	2	104112	4206											
40320007	2	104113	4207											
40320008	2	104114	4208											
40320009	2	104121	4209											
40320010	2	104122	4210											
40320011	2	104123	4211											
40320012	2	104124	4212											
40320013	2	104131	4213				1							
40320014	2	104132	4214				1							
40320015	2	104133	4215				1							
40320016	2	104134	4216				1							
40320017	2	104141	4217											
40320018	2	104142	4218											
40320019	2	104143	4219											
40320020	2	104144	4220											
40320021	2	104151	4221											
40320022	2	104152	4222											
40320023	2	104153	4223											
40320024	2	104154	4224											
40320025	2	104161	4225											
40320026	2	104162	4226											
40320027	2	104163	4227											
40320028	2	104164	4228											
40320029	2	104171	4229											
40320030	2	104172	4230											
40320031	2	104173	4231											
40320032	2	104174	4232											
40320033	2	104131	4233											
40320034	2	104132	4234											
40320035	2	104133	4235											
40320036	2	104134	4236											
40330001	2	114001	4301		最近被称为风龙废墟的地方，曾经是烈风的魔神「迭卡拉庇安」建造的王都。因这繁华之梦全是魔神之力所造，因此梦碎瞬间的破瓦断片也有强大的力量。									
40330002	2	114002	4302		烈风的魔神「迭卡拉庇安」对自己所造的王城十分满意，他在高塔上接受所有追随者的跪拜。但他却不知道，众人对他俯身并非出于敬仰爱戴。									
40330003	2	114003	4303		「安德留斯」曾经对高塔的孤王宣战，却也无法损伤王都分毫。若不是「自由」高歌的瞬间让这座城市土崩瓦解，这一切都会继续永远之梦。									
40330004	2	114004	4304		众人对高塔上的孤王俯身并非出于敬仰爱戴，而是被它的烈风吹得无法起身。这是巴巴托斯崛起之前，风神之一柱的野心与碎梦。\n它是如此用力地做梦，因此梦的碎片也带着强大的力量。									
40330005	2	114005	4305		群狼是受它祝福的近卫军，就算是小狼的乳牙也有相当的潜力。曾经的众神皆背负爱人的责任。因此引导群狼，却只收养弃婴、接纳流浪者的「安德留斯」十分异类。									
40330006	2	114006	4306		狼的生活经常伴有厮杀，断骨裂齿的死斗也不罕见。「安德留斯」认为人类只会带来失望，但是纯真的婴儿是无辜的。狼群选择了孩子，孩子如果也选择了狼，那么他们就结成了「卢皮卡」——命运的家族。									
40330007	2	114007	4307		狼群也充分理解，人如果没有同类会感到孤独。光荣的断牙是狼们离别的赠礼，据说真的有保护平安的魔力。\n在遥远世界的传说里，有一只母狼领养了伟大的双子。狼与人所同住的「家」则被称为「狼之洞」，也就是「卢佩卡」，与这个世界的「卢皮卡」同义。									
40330008	2	114008	4308		认为自己讨厌人类的奔狼之王，自觉无法去描绘人类的幸福生活，因此没有资格成为尘世的风之王。于是它选择了消失。但是事实不是这样的，它看着被抛弃之人的眼神是如此温柔。									
40330009	2	114009	4309		人们总是会对英雄的故事过分夸大啦。甚至是曾经束缚英雄的枷锁，都被升华到了自由之敌的高度。因此这些锁链也拥有了非凡的力量。									
40330010	2	114010	4310		曾经施在的大英雄温妮莎身上的枷锁——或者这么说吧，那个时代里，所有剑斗士都会背负镣铐。狮牙的斗士也只是其中一员。									
40330011	2	114011	4311		温妮莎并不是被镣铐或者锁链困住的，她想要挣脱枷锁和镣铐的话，随时都能击碎蒙德融造的普通金属。毕竟这里既没有优秀的矿石，也没有故乡的神火。\n锁住她的，是守护族人的责任。									
40330012	2	114012	4312		温妮莎从奴役之中得到了自由。结果锁住她的东西越来越大了：从族人变成了整个蒙德，甚至变成了「自由」，乃至这个世界。\n她是发自真心这么希望着的：愿这个世界变得更加坚强一些。									
40330013	2	114013	4313		孤云阁耸立的岩柱，曾经都是摩拉克斯为了镇伏敌手降下的岩枪。久而久之，魔神之体渗入了岩柱，使之拥有了圣性。岩柱偶尔会剥落一些散发着怨恨和不祥的碎屑。									
40330014	2	114014	4314		所以对于知情人士来说，孤云阁并不是什么愉快的海上奇观，而是曾经璃月众神的墓园。这里的确会周期性地涌起不祥和污秽，不过那都被另一个降妖伏魔的少年平息了。									
40330015	2	114015	4315		岩枪的核心是发着暗淡光辉的核心，那是战败魔神的力量深入岩石形成的。他们的怨恨并不针对摩拉克斯，因为他们早就已经没有自我了，不可能还残留私怨。									
40330016	2	114016	4316		于此躁动、作祟的，正是嗟叹连绵的众神圣骸之体。它们是未能实现的理想，对人类另一种幸福生活的描绘。它们以深海、层岩收纳，却不愿意就此入梦。									
40330017	2	114017	4317		绝云间乃是仙家府地。而相传仙家除了三眼五显神通，可以操纵尘世的元素之力外，另有三项不传秘：丹鼎、符箓与外景。									
40330018	2	114018	4318		符箓可以让仙人力量借符号残留，外景可以用心像造出宇宙洞天。丹鼎之术，则一直笼罩在秘密之中。毕竟尝试吞下这些金丹的话，结果必定十死无生。									
40330019	2	114019	4319		其实所谓金丹，真的是字面意思的金属之丹。这些都是仙人们制造的合金，融合了神通之力，可以给与武器超越的力量。武人似乎都觉得武道优于仙道，不怎么访神问仙。所以金丹并没什么机会给出去。									
40330020	2	114020	4320		这是金丹的最高品质，它模拟了混沌初开、清浊不分、天地一体的状态。据说这个是天地创世的缩影。当然，那位是知道的，世界的重现不是这样的。									
40330021	2	114021	4321		曾经在璃月云来海之外落下过一个漆黑陨铁，据说也是为了降伏魔兽妖物。但是因为沾染了强大的污秽之血，这块材料的特性已经不再是纯粹的岩王帝君之力了。									
40330022	2	114022	4322		璃月之地向来都有海怪的传说，毕竟彼方是超越提瓦特的未知区域了。没有了尘世七神的守护，外面不知道是怎样的一团混沌。能把岩王帝君的力量都染黑的，正是提瓦特秩序之外的力量。									
40330023	2	114023	4323		提瓦特沿海的诸国把超越七神庇护的外部称之为「暗之外海」，据说许多战败的魔神不愿意活在新的七神秩序之下，于是逃到了远岛，化作了邪神。不过它们的力量和岩王帝君的力量本就同源，和这个吞噬一切的漆黑并不一样。									
40330024	2	114024	4324		坎瑞亚覆灭的时代，某位大罪人制造了无数的魔兽。它们流淌着与此世不容的黑血，在大陆上践踏众生、破坏一切。它们的生命是变质的，由世界外的力量赐予的。硬要说的话，袭击蒙德的「杜林」也是此类。									
40330025	2	114025	4325		稻妻列岛中距离鸣神岛最遥远的「海祇」，在海祇岛的古语中的意思是「统管诸海的大神」。传说大蛇在常夜的渊下国土中初次现身时，身上覆满了四色的珊瑚枝，散发着煌煌的荧光。									
40330026	2	114026	4326		这种珊瑚在提瓦特的大地上是见不到的，是大蛇闯入「暗之外海」时，获得的礼赠。因此对于深海的大蛇而言，身负珊瑚枝象征着力量；而失去珊瑚枝时，力量会相应地折损。换言之，折断的珊瑚枝中也蕴含着超常的力量。									
40330027	2	114027	4327		失去了一切、逃向暗之外海的魔神在海渊中，见到了什么都没有的弃民。于是它决定留下来，成为他们的「远吕羽氏尊」、「海祇大御神」。\n传说大蛇神曾经折下身上所有的珊瑚枝，让蜷缩在黑暗中的孩子们拥有照亮周遭的光明。又有一说它用折下的珊瑚枝架起了登高的阶梯，让它的孩子们再次回到了地面上，见到阳光。									
40330028	2	114028	4328		「海祇」之名所背负的含义，归根到底只是曾栖身在深海中的弃民，对引领他们的蛇神一厢情愿的期许罢了。\n也正是因为有了仰望自己的子民，所以蛇神不得不留在本应逃离的世界里，折下身上的珊瑚枝，向自己不应涉足的土地入侵，与自己无法抗衡的敌手战斗，直到神体与山丘一同被斩断；直到鲜血化为电浆；直到思念与力量沦为永远无法消散的「祟神」。									
40330029	2	114029	4329		在过去，先民会攀登如今被称为影向山的高峰，将雷电灼烧过的树木雕琢成曲勾形，为照亮高天的闪电、震撼大地的鸣雷赋予造型。这个形象在漫长岁月的积累中，最终演化成了「雷之三重巴」的纹样，象征着雷的眷顾、智慧与威能，以及代行此等眷顾、智慧与威能的人们。									
40330030	2	114030	4330		在鸣神的幕府中设有奉行之名，乃是诸类事务的管理与执行者。在妖物悠长久远的故事中，在过去，深受将军殿下亲近信赖者会佩戴这种曲勾造型的护符；而奉行之名也取自欢喜奉行之意，得到她青睐的人，也会回报以爱与忠义。而从某一时点开始，一切都不再是原本的模样了。									
40330031	2	114031	4331		漫游在荒野中，或是与人一同生活的妖物都会被「雷之三重巴」所代表的御建鸣神主尊所吸引。纵使他们的寿命远远久于万物灵长，也有终结的一日。要在有限的寿命中求得永恒与无限，就只能骥望于「永恒」能记住他们了。而她也回应了他们的愿望，将所有的敌手与友人铭记于心。据说，无论是栖息在迷雾当中、撕裂天空的魔性之枭，胆敢擅闯御苑的怪化狸，还是那位武艺高强容貌如月、最终却对自己露出尖牙的鬼族少女；无论是曾经展开黑翼自在空行的天狗，抑或是与她同行，最终又永远消失的「狐斋宫大人」…\n无数的故事静静地沉睡在她的心中，终有一日会在她所梦想的永恒净土中灼灼发光吧。									
40330032	2	114032	4332		雷电之尊的重宝在于威严，威严由勇武与震怒体现，震怒源于心中的爱执，勇武则是震怒的权现。最终，无论何者，只要敢于挡住望向永恒的目光，只要敢于伤害稻妻的子民，就会成为她的敌人。\n据说御灵有四魂，仙狐有三匹，名刀有二本；而御建鸣神主尊大御所大人的威严之相，只会呈现为流星光底的无想一线。									
40330033	2	114033	4333		民话传说中，过去有名鬼人「虎千代」。武艺高强，曾有在刀剑一千柄当中狂舞，被割破的十二单如同菫花般零落，身体却未受一丝伤害的说法。后来却对将军大人露出獠牙，拔刀反叛，被斩下一臂一角后遁逃，最终郁愤发狂，自裁而殁。\n狂言称怀抱执妄之鬼往往内心惊悸而忧患。妄想永恒却恐惧须臾，总会为恐惧与怨怒吞没，是为自业自得。这种面具刻画的就是露出尖牙的虎千代。									
40330034	2	114034	4334		《菫染山月虎啮鉴》中描绘的鬼人「虎千代」，曾以利齿咬碎将军的薙刀，取得过一时的上风。因此以他为原型制造的面具上往往有精心雕琢的尖牙。\n在其结局中，负伤之兽般遁入林野，连清凉的月光也避之唯恐不及。穿过窄巷与峡谷的风声像是受伤的鬼在低声哀嚎，因此也有「虎千代风」这一季语。									
40330035	2	114035	4335		在鬼族失落的子守奉公子守歌中，鬼人「虎千代」是一位翩翩少年，拥有优雅勇健的身姿与华丽的容貌。他原本是将军麾下的爱将，曾忠心追随她深入漆黑的渊薮，击退邪秽之物，为血脉日渐稀薄的鬼族争取功绩。\n纵使如今这样的歌谣已经无人传唱了，以另一种形象流传下来的有角鬼面形象仍然有着非凡的力量。									
40330036	2	114036	4336		背上「雷之三重巴」的纹样时名为「千代」的鬼族女武者，面对漆黑的军势时，曾被虎躯蛇尾的世外之兽吞下。最后她撕开魔兽的胸腔，得以幸存。\n这是「虎啮的千代」之名的来由。在此后的岁月中，这一名号渐渐简化为「虎千代」。\n但在深邃之兽的腹中，她染上了深罪的黯色，也透过猩红的利齿看见同行者被撕碎。沉湎于漆黑景色的她最终向御建鸣神主尊拔剑；后来，她持刀之臂与尖角被斩落，如同负伤的野兽般从城中逃向林野；再后来似乎是被天狗，或是终末番，或是山中修行的岩藏之胤当成不认得的怪物，收拾掉了罢，因为她俊美的容貌已经因为漆黑的仇恨与负伤痛苦变得狰狞扭曲。抑或是遇见了大蛇遗骸附近的鬼面执剑人形，故此结束了命运的旅途。\n昔日曾与渊薮战斗者难免梦见漆黑的剧画。曾与魔兽厮杀又沦为当中一员者亦不在少数。世界的边缘正在变得稀薄而脆弱，这种侵蚀或许并非是单向的。									
40330037	2	114037	4337		在最初的贤者指导下，雨林的先民曾将枯木雕成神符，以供奉纪念绿草与高木的主人。神符仿照林间清露的形状雕成，象征着智慧的涓滴在凡人的心智中渗流。									
40330038	2	114038	4338		后来，草木的主人教会了人们锻造黑铁的奥秘。就这样，天真的凡人学会了使用火与利刃的知识。草木的主人为之欢欣，纵使火与金属会伤害她，但亦会使凡人强大。									
40330039	2	114039	4339		在森林的诸多故事中，身披烈火般条纹斗篷的王是迷宫的大君，是映月之水的主人。当他俯首与草木的主人缔结友谊，信物便是闪烁着似水光泽的宝石与月光似的白银。作为友谊的珍贵交换，草木的主人承诺为迷宫之王保守秘密，保护雨林绮丽的梦想。\n尽管后来，一切秘密与梦构成的华美宫阙都在遗忘的深黑烈焰之下烟消云散，又融入厚重土壤，化作了新生雨林的养料。									
40330040	2	114040	4340		「为人只有三物值得相顾：怀抱月光的泉水、生命的绿色，与不老的容颜…」\n「智慧」的本质并不在于掌控一切思维，谋取一切利益，而在于其能够令平凡的生命最终也获得超越桎梏的自由。尽管密林中不再回荡着摄人心魄的虎啸，坚强的卫士也退隐孩童的梦中…在秘密的黄金封印都被揭开，所有的梦想在月光下如琥珀闪闪发亮的那一夜，或许她与她所深爱的凡人们将会赢得真正的自由。									
40330041	2	114041	4341		人们曾说，花的王者是欢乐与幸福之主。清泉从她的袖口涌流而出，沙漠中便有了百花盛开的绿洲；鲜花与香草紧随着她的脚步，银白的月光为她开道。在高天转过脸去的艰苦时代里，花的女主人为凡人遍洒恩惠，人们开始重新认识到快乐与自我，于是再度拾起了闲暇与奢侈。									
40330042	2	114042	4342		在被黄沙掩埋的古老文献中，花的王者是梦的女主人。她曾为被放逐之人、癫狂之人与痴愚之人展现梦想，在梦想中为他们奉上甘美的欢乐，即使人们的手中只有黑铁的碗砵，依旧为花之女王的魅力所折服，深醉于她美丽的形象与无微不至的关怀之中。									
40330043	2	114043	4343		花的王者曾与镇灵为善。\n鲜花与绿洲的女主人曾与沙漠的王共同为镇灵建起了「圆形剧场之城」阿伊·哈努姆，在古老镇灵的语言中乃是「月女城」之意。\n但后来，据说花的女王死于烈日与黄沙的恶意，绿洲也不复有紫红的帕蒂沙兰盛开。在她陨落之后，沙暴哀鸣、镇灵恸哭，月光般白银的宝石圆盘亦失却了原本的享乐用途，散发出哀伤的光芒。									
40330044	2	114044	4344		「何人会敬奉已死的神祇？」\n花的王者曾与彼时的两位神王结成同盟，在智慧与威权之外，她为蒙昧的子民带来了慈悲与欢乐。正如大地不能只有烈日和雨水那般，理性与强力之下，欢乐与爱、歌声与乐曲、酒与奢侈同样重要。\n人们说，鲜花盛开的目的即是灿烂的死亡，而死亡正是花之主人从最开始便尽力追寻的终焉——因为死亡为失去的欢乐增添苦涩的风味，让它愈发浓烈地在无穷回忆之中显现。黄沙的无知之王从未明晓她的道理，仅仅迷醉于她无穷的魅力与柔情——执着的追忆尽管妄入歧途，却也在花之女王的计算之中。									
40330045	2	114045	4345		很久很久以前，黄沙的居民以顽强的甲虫为原型雕成王印，用以纪念朝暮轮回的红日与无始无终的时光。尽管那位王者的名讳如今已不再被人挂在嘴边，但这些小巧的王印却保留下来，隐约透露着旧日的威名。\n它们随镀金的子孙流散四方，依然沉默地倾诉着旧主的往事。									
40330046	2	114046	4346		编织万千思绪，统制万千灵魂，此所谓威权之道。\n然而威权之道并非冷酷的暴政，其目的恰恰最为深郁——创造不再有人苦恼，不再需要迫害与奴役的真实乐土。\n正如沉默的王从晶石的秘密中望见的一切，正如已然消逝的伴侣曾经的教诲那般。玄色的虫印与铁色的裁决，就这样成为了王国法度的基石。									
40330047	2	114047	4347		白银的月光与碧蓝的清泉，曾装点了绿洲乐园的美景。但随着花的主人谢落在蔽日的沙暴中，无忧的黄金乐园也被死亡所淹没。在镀金部族的诗歌中，银白的月光照在猩红的袍裾上，令哀恸之王阿赫玛尔发狂。\n忧伤的沙漠歌谣唱道，出于对旧日回忆的执着，孤独的君王在沙漠中央塑造了无法老去的梦乡。在那里凝聚着不被扰动的纯洁泉水，与永远停留在日暮时分的露光。									
40330048	2	114048	4348		愚痴的黄沙之王统治的年代里，烈日般黄金的权力遍洒大地。\n古旧的石碑记录，王的威权化作七道烈光或七座柱梁；王的慈悲平均地赐予每一个人手中，没有人受到忽视，亦没有人心怀不满。\n那是一个被遗忘的黄金时代，彼时花的女王已谢落尘沙，草木的主人也决定离去。但只有黄沙的子嗣选择与他们的神祇同在，即使灾祸的阴影渐行渐近，他们所信赖的威权依旧如琥珀与黄金那般闪耀着不灭的光芒。但灾祸终究还是降临了，黄金的虫印也被葬在了神殿与宫阙深处、曾雕着鹫兽与牛头的破碎柱基之下。									
40331001	2	112005	4401		破碎的骨质面具，曾经属于某个丘丘人。破损的部分比完整的部分更多，已经失去了假面应有的功能。									
40331002	2	112006	4402		沾满了难以辨认的污渍，散发着微妙气味的骨质面具。即使这样也要戴在脸上，这就是丘丘人的执着。									
40331003	2	112007	4403		光亮的骨质面具，上面涂绘着意在恐吓敌人的油彩。丘丘人对面具的执着缘起为何，至今无人能解。一说认为是不愿看见自己在水中的倒影。									
40331004	2	112008	4404											
40331005	2	112009	4405											
40331006	2	112010	4406											
40331007	2	112011	4407											
40331008	2	112012	4408											
40331009	2	112013	4409		老旧的、沾染了干涸血迹的箭簇。箭头在反复的使用中已经失去了应有的锐利，根本不能作为武器使用。但它也代表着猎手的骄傲，是它们的护身符与奖章。									
40331010	2	112014	4410											
40331011	2	112015	4411											
40331012	2	112016	4412											
40332001	2	112017	4413				1							
40332002	2	112018	4414				1							
40332003	2	112019	4415				1							
40332004	2	112020	4416											
40332005	2	112021	4417											
40332006	2	112022	4418											
40333001	2	112026	4419											
40333002	2	112027	4420											
40333003	2	112028	4421											
40333004	2	112029	4422											
40333005	2	112030	4423											
40333006	2	112031	4424											
40333007	2	112032	4425											
40333008	2	112033	4426											
40333009	2	112034	4427											
40334002	2	112002	4429											
40334003	2	112003	4430											
40334004	2	112004	4431											
40334005	2	112038	4432		从花蕊中提取出的花蜜，其中含有少量元素。尝起来和甜甜花的味道有些微妙地相似。									
40334006	2	112039	4433		元素纯度较高的花蜜。学界一般认为骗骗花是元素植物的高级生命形态，但始终无法解明它的掠食习性。									
40334007	2	112040	4434		饱含能量的黏稠蜜汁。骗骗花欺瞒猎物是为了狩猎，而狩猎进食或许是为了进化成某种更强大、更纯粹的姿态吧…									
40335001	2	112041	4435		从幼龙蜥身上找到的某种骨片。尽管十分脆弱，其中似乎蕴含着某种难以言喻的力量。									
40335002	2	112042	4436		出于某种理由，幼龙蜥十分珍惜的某种生物骨片。看上去有一定的年头。即使是这种不通人言的龙兽，似乎对这种遗骸也拥有某种特殊的憧憬。									
40335003	2	112043	4437		击败幼龙蜥后有时能找到的石化骨片。幼龙蜥都梦想着成长为真正的龙。会把古老的化石认作是龙之骨而加以珍惜，或许是因为希冀着龙的永恒与强大吧。									
40336001	2	112035	4438											
40336002	2	112036	4439											
40336003	2	112037	4440											
40337001	2	112023	4441											
40337002	2	112024	4442											
40337003	2	112025	4443											
40337004	2	112044	4444											
40337005	2	112045	4445											
40337006	2	112046	4446											
40337007	2	112047	4447											
40337008	2	112048	4448											
40337009	2	112049	4449											
40337010	2	112050	4450											
40337011	2	112051	4451											
40337012	2	112052	4452											
40337013	2	112053	4453											
40337014	2	112054	4454											
40337015	2	112055	4455											
40337016	2	112056	4456											
40337017	2	112057	4457											
40337018	2	112058	4458											
40337019	2	112059	4459											
40337020	2	112060	4460											
40337021	2	112061	4461											
40337022	2	112017	4462											
40337023	2	112018	4463											
40337024	2	112019	4464											
40337025	2	112062	4465											
40337026	2	112063	4466											
40337027	2	112064	4467											
40337028	2	112065	4468											
40337029	2	112066	4469											
40337030	2	112067	4470											
40337031	2	112068	4471											
40337032	2	112069	4472											
40337033	2	112070	4473											
40337034	2	112071	4474											
40337035	2	112072	4475											
40337036	2	112073	4476											
40340001	2	100584	4501		汇聚着巨龙体内的悠古之风与某种幽邃能量的结晶。崇高的风之龙曾被禁锢在由三种剧毒交织成的樊笼中：\n过去咽下的血、深渊来客的耳语，以及遭受遗忘的哀恸。\n循着泪水与诗人的话语，击碎毒血结成的圣钉，撕破囚禁巨龙的纱网…或许这就是只有随风而来的、自由的异乡人才能做到的事情吧。									
40340002	2	100585	4502		在遥远的过去，曾被用来镇压漩涡之魔神的某种物质碎片。这片土地上的住民曾经面对过高如山岳的怒涛，也曾在床榻上、睡梦中被摇撼地心的海啸惊醒；这些恐惧已经随着和平与岁月消逝了。\n但这也无妨。即使长眠海中的古老魔神再度醒转，也无法阻止新的时代来临。或许当初封印它的那位，期待的也不过是在数千年后的如今，能看见这样的景象吧。									
40340003	2	100957	4503											
40340004	2	120127	4504											
40350001	2	104301	4601		风之国土的精神是自由。自由其一，是生存的自由，即是能健全、健康地生活，而不必担心朝不保夕的自由。									
40350002	2	104302	4602		风之国土的精神是自由。自由其二，是漫游的自由，即是能在苍翠的土地上自由地通行，而不受阻挠的自由。									
40350003	2	104303	4603		风之国土的精神是自由。自由其三，是歌唱的自由，即是能在风之神塑造的美好土地上歌唱，让自己的心与歌一同随风而去的自由。									
40350004	2	104304	4604		风之国土的脊梁是抗争。蒙德的历史即是抗争的历史。抗争是为了蒙德过去的一切抗争不被遗忘，如同草木突破土壤，如同恒风洞穿石墙。									
40350005	2	104305	4605		风之国土的脊梁是抗争。蒙德的历史即是抗争的历史。抗争是为了蒙德现在的人们能够拥有自由，正如风之神吹散冰雪，正如温妮莎奋起抗争。									
40350006	2	104306	4606		风之国土的脊梁是抗争。蒙德的历史即是抗争的历史。抗争是为了蒙德未来的诗文，也能自由地随着眷顾的风，传到远方。									
40350007	2	104307	4607		风之国土的灵魂是诗文。诗文是美好的心意。在美好的日子里，吹拂原野的风中飘扬着田园诗、情诗，如和风拨动草叶般拨动人们的心。									
40350008	2	104308	4608		风之国土的灵魂是诗文。诗文是激励的心意。在黯淡的日子里，穿过巷道的风中低语着愤怒的诗文，如同战鼓，如同风暴前的低鸣。									
40350009	2	104309	4609		风之国土的灵魂是诗文。诗文是传颂的心意。即使一切都将逝去，即使一切都将不再，随风而行的诗歌，仍会将此世间一切美好传遍天空、大地与海洋的一切角落。									
40350010	2	104310	4610		岩之国土的追求是繁荣。繁荣是璃月的恩惠，是璃月的神与人共同建立的伟大城市，是璃月的大地安全和平的源泉。									
40350011	2	104311	4611		岩之国土的追求是繁荣。繁荣是璃月对它的子女的许诺：以繁荣回报勤劳者，以黄金照亮这片土地。									
40350012	2	104312	4612		岩之国土的追求是繁荣。繁荣是璃月的过去、现在与未来。在此世间一切国度都无法企及的繁荣，均归于璃月，以及璃月的子女。									
40350013	2	104313	4613		岩之国土的根基是勤劳。勤劳即为通过人的努力，克服高山与大海，追求繁荣与黄金的勇气与力量。									
40350014	2	104314	4614		岩之国土的根基是勤劳。勤劳是流传在璃月人血脉中的催化剂，能将岩石化为黄金，是伟大商港之所以为伟大商港的原因。									
40350015	2	104315	4615		岩之国土的根基是勤劳。勤劳即为相信自己，即为相信通过汗水、智慧与力量，在诸神的土地上，人人都可以拥有自己的一席之地。									
40350016	2	104316	4616		岩之国土的象征是黄金。黄金是流淌在璃月土地深处的血液，是鼓动璃月的心脏有力搏动的肌肉，是让璃月傲然挺立的筋骨。									
40350017	2	104317	4617		岩之国土的象征是黄金。黄金意味着转换，这是璃月的岩山、大地、港城与人们的默契。在璃月，勤劳被转换为黄金，而黄金被转换为繁荣。									
40350018	2	104318	4618		岩之国土的象征是黄金。黄金是璃月的财富。但璃月真正的财富，是璃月的人们那如黄金般闪耀的心灵。									
40350020	2	104320	4619		雷之国土的梦想是浮世。浮世之荣华乃是人之美的最高体现。人之在世岂不与疾电相类？如美梦或花火般浮华一瞬，在永恒的夜幕中留下绚烂的印记。									
40350021	2	104321	4620		雷之国土的梦想是浮世。浮世之难求乃是人之美的价值所在。人之在世岂不与雷影相似？意欲追逐掇取则遥踞云端，灯火阑珊的静谧之时却不期而来。									
40350022	2	104322	4621		雷之国土的梦想是浮世。浮世之短暂乃是人之美的本性所在。人之在世岂不与稻光相近？神威显现的刹那恍若隽永，而永恒的威鸣又有谁人能够承受？									
40350023	2	104323	4622		雷之国土的姿容是风雅。风雅是不谄媚。风雅之人永远是高贵的。正似只愿高飞与雷暴争鸣的海鹰；迎合鄙俗则恰如将花冠倒插泥淖，仅让尊严染上了污渍。									
40350024	2	104324	4623		雷之国土的姿容是风雅。风雅是不倨傲。风雅之人永远是谦虚的。只有消除虚荣与怠慢，才能明亮双眼，从哪怕最不堪入目的表象之下寻求美与雅致的真境。									
40350025	2	104325	4624		雷之国土的姿容是风雅。风雅是不庸俗。风雅之人永远是独行的。不屈于平庸之恶，不感动于平庸之爱，不逃避于平庸的无知，才可能明辨何为雅致与鄙陋。									
