商品ID,商店类型,对应物品ID,轮替商品ID,对应物品数量,消耗金币,消耗水晶,消耗创世结晶,[消耗物品]1ID,[消耗物品]1数量,[消耗物品]2ID,[消耗物品]2数量,[消耗物品]3ID,[消耗物品]3数量,[消耗物品]4ID,[消耗物品]4数量,限购数量,刷新类型,刷新参数,提前预览天数,上架时间,下架时间,是否终身限购,前置条件,前置条件参数,条件参数1,条件参数2,前置条件屏蔽显示,最小可见等级,最小队伍等级,最大队伍等级,排序等级,二级页签ID,n选1组ID,显示平台
213612,1048,394302,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213613,1048,394304,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213614,1048,393301,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213615,1048,393302,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213616,1048,393101,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213617,1048,393102,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213618,1048,393304,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213619,1048,393103,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213620,1048,393107,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213621,1048,393307,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213622,1048,394101,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213623,1048,394201,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213624,1048,394202,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213625,1048,380101,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213626,1048,380102,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213627,1048,380201,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213628,1048,380202,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213629,1048,380301,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213630,1048,380302,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213631,1048,380401,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213632,1048,380402,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213633,1048,380403,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213634,1048,380404,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213635,1048,381302,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213636,1048,381303,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213637,1048,381306,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213638,1048,381310,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213639,1048,382201,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213640,1048,382102,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213641,1048,382103,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213642,1048,382106,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213644,1048,383101,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213645,1048,381311,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213646,1048,382301,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213647,1048,382302,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213648,1048,384206,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213649,1048,384207,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213650,1048,383302,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213651,1048,383303,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213652,1048,383304,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213653,1048,383305,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213654,1048,383201,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213655,1048,383202,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213656,1048,383204,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213657,1048,383306,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213658,1048,383307,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213659,1048,383205,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213660,1048,383309,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213661,1048,381401,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213662,1048,381402,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213663,1048,381105,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213664,1048,382204,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213665,1048,382205,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213666,1048,381106,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213667,1048,383104,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213668,1048,390301,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213669,1048,390303,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213670,1048,390304,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213671,1048,390305,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213672,1048,390205,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213673,1048,390306,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213674,1048,390307,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213675,1048,390103,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213676,1048,394303,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213677,1048,394305,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213678,1048,393303,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213679,1048,393305,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213680,1048,393104,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213681,1048,393201,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213682,1048,390309,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213683,1048,394401,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213684,1048,394402,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213685,1048,393306,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213686,1048,393108,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213687,1048,393109,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213688,1048,394103,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213689,1048,394104,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213690,1048,393111,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213691,1048,393112,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213692,1048,394308,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213693,1048,393202,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213694,1048,394105,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213695,1048,393401,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213696,1048,393403,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213697,1048,393404,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213698,1048,393405,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213699,1048,382101,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213700,1048,381203,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213701,1048,381205,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213702,1048,391202,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213703,1048,391203,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213704,1048,391204,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213705,1048,390109,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213706,1048,390110,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213707,1048,391205,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213708,1048,391206,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213709,1048,391207,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213710,1048,391208,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213711,1048,391209,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213712,1048,391210,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213713,1048,391211,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213714,1048,393115,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213715,1048,393203,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213716,1048,394106,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213717,1048,394107,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213718,1048,394108,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213719,1048,393116,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213720,1048,391107,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213721,1048,393117,,1,,,,204,80,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213722,1048,393118,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213723,1048,393311,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213724,1048,393312,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213725,1048,393119,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213726,1048,383310,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213727,1048,350033,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213728,1048,350034,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213729,1048,350035,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213730,1048,350036,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213731,1048,350037,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213732,1048,350038,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213733,1048,350039,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213734,1048,350040,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213735,1048,350041,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213736,1048,350042,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213737,1048,350043,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213738,1048,350044,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213739,1048,350045,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213740,1048,350046,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213741,1048,350047,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213742,1048,380405,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213743,1048,384211,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213744,1048,382206,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213745,1048,382207,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213746,1048,382208,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213747,1048,380406,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213748,1048,382209,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213749,1048,393120,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213750,1048,394404,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213751,1048,393313,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213752,1048,393122,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213753,1048,393124,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213754,1048,391109,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213755,1048,390310,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213756,1048,393407,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213757,1048,393408,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213758,1048,393409,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213759,1048,394501,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213760,1048,394502,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213761,1048,394503,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213762,1048,380103,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213763,1048,380303,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213764,1048,380203,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213765,1048,391212,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213766,1048,390603,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213767,1048,390607,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213768,1048,390608,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213769,1048,390611,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213770,1048,390612,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213771,1048,390613,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213772,1048,390614,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213773,1048,390615,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213774,1048,390618,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213775,1048,390619,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213776,1048,390620,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213777,1048,390621,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213778,1048,391218,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213779,1048,391219,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213780,1048,391220,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213781,1048,390624,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213782,1048,390625,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213783,1048,391221,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213784,1048,391222,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213785,1048,390626,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213786,1048,391113,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213787,1048,391114,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213788,1048,391115,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213789,1048,390627,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213790,1048,391223,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213791,1048,391224,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213792,1048,391225,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213793,1048,391226,,1,,,,204,240,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213794,1048,393412,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
213795,1048,393416,,1,,,,204,160,,,,,,,1,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,5,1,,,,1,1,99,1,,,
