ID,名称$text_name_Name,Prefab路径,Prefab_Remote路径,Controller路径,Controller_Remote路径,默认阵营,基础生命值,基础攻击力,基础防御力,暴击率,暴击抗性,暴击伤害,火元素抗性,草元素抗性,水元素抗性,电元素抗性,风元素抗性,冰元素抗性,岩元素抗性,火元素伤害加成,草元素伤害加成,水元素伤害加成,电元素伤害加成,风元素伤害加成,冰元素伤害加成,岩元素伤害加成,[属性成长]1类型,[属性成长]1曲线,[属性成长]2类型,[属性成长]2曲线,[属性成长]3类型,[属性成长]3曲线,元素精通,物理抗性,物理伤害加成,是否使用,反应暴击率,反应暴击伤害,角色品质,充能效率,治疗效果,受治疗效果,战斗config,是否远程射击角色,初始武器,武器种类,技能库ID,体力恢复速度,候选技能库ID,角色类型,角色突破ID,角色突破奖励获取等阶,角色突破奖励,特性组ID,描述$text_name_Desc
10000047,枫原万叶,ART/Char/Avatar/Avatar_Boy_Sword_Kazuha/Avatar_Boy_Sword_Kazuha,ART/Char/Avatar/Avatar_Boy_Sword_Kazuha/Avatar_Boy_Sword_Kazuha_Remote,ART/Char/Avatar/Avatar_Boy_Sword_Kazuha/Avatar_Boy_Sword_Kazuha,ART/Char/Avatar/Avatar_Boy_Sword_Kazuha/Avatar_Boy_Sword_Kazuha_Remote,,1039.1188,23.0888,62.8215,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Kazuha,0,11101,1,4701,25,,1,47,1#3#5,900341#900343#900345,10000047,来自稻妻的浪人武士，如今栖身于璃月船队「南十字」中。性情温和而洒脱，心中埋藏着许多往事。
10000048,烟绯,ART/Char/Avatar/Avatar_Girl_Catalyst_Feiyan/Avatar_Girl_Catalyst_Feiyan,ART/Char/Avatar/Avatar_Girl_Catalyst_Feiyan/Avatar_Girl_Catalyst_Feiyan_Remote,ART/Char/Avatar/Avatar_Girl_Catalyst_Feiyan/Avatar_Girl_Catalyst_Feiyan,ART/Char/Avatar/Avatar_Girl_Catalyst_Feiyan/Avatar_Girl_Catalyst_Feiyan_Remote,,784.14026,20.12304,49.2135,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Feiyan,0,14101,10,4801,25,,1,48,1#3#5,900351#900353#900355,10000048,活跃在璃月港的知名律法咨询师，混有仙兽血脉的精明少女。
10000049,宵宫,ART/Char/Avatar/Avatar_Girl_Bow_Yoimiya/Avatar_Girl_Bow_Yoimiya,ART/Char/Avatar/Avatar_Girl_Bow_Yoimiya/Avatar_Girl_Bow_Yoimiya_Remote,ART/Char/Avatar/Avatar_Girl_Bow_Yoimiya/Avatar_Girl_Bow_Yoimiya,ART/Char/Avatar/Avatar_Girl_Bow_Yoimiya/Avatar_Girl_Bow_Yoimiya_Remote,,791.2556,25.137,47.864,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Yoimiya,1,15101,12,4901,25,,1,49,1#3#5,900361#900363#900365,10000049,「长野原烟花店」店长，「夏祭的女王」，将人们的愿望寄托于烟花中的能工巧匠。
10000050,托马,ART/Char/Avatar/Avatar_Male_Pole_Tohma/Avatar_Male_Pole_Tohma,ART/Char/Avatar/Avatar_Male_Pole_Tohma/Avatar_Male_Pole_Tohma_Remote,ART/Char/Avatar/Avatar_Male_Pole_Tohma/Avatar_Male_Pole_Tohma,ART/Char/Avatar/Avatar_Male_Pole_Tohma/Avatar_Male_Pole_Tohma_Remote,,866.20145,16.9176,62.9475,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Tohma,0,13101,13,5001,25,,1,50,1#3#5,900371#900373#900375,10000050,神里家的家政官，活跃在稻妻的「地头蛇」。
10000051,优菈,ART/Char/Avatar/Avatar_Lady_Claymore_Eula/Avatar_Lady_Claymore_Eula,ART/Char/Avatar/Avatar_Lady_Claymore_Eula/Avatar_Lady_Claymore_Eula_Remote,ART/Char/Avatar/Avatar_Lady_Claymore_Eula/Avatar_Lady_Claymore_Eula,ART/Char/Avatar/Avatar_Lady_Claymore_Eula/Avatar_Lady_Claymore_Eula_Remote,,1029.5856,26.6266,58.45391,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Eula,0,12101,11,5101,25,,1,51,1#3#5,900381#900383#900385,10000051,古老家族出身的「浪花骑士」，西风骑士团游击小队队长。身为旧贵族后裔却加入了堪称死对头的西风骑士团，该事件至今仍是蒙德一大谜团。
10000052,雷电将军,ART/Char/Avatar/Avatar_Lady_Pole_Shougun/Avatar_Lady_Pole_Shougun,ART/Char/Avatar/Avatar_Lady_Pole_Shougun/Avatar_Lady_Pole_Shougun_Remote,ART/Char/Avatar/Avatar_Lady_Pole_Shougun/Avatar_Lady_Pole_Shougun,ART/Char/Avatar/Avatar_Lady_Pole_Shougun/Avatar_Lady_Pole_Shougun_Remote,,1004.79928,26.2542,61.44541,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Shougun,0,13101,13,5201,25,,1,52,1#3#5,900401#900403#900405,10000052,其身为御建鸣神主尊大御所大人，许稻妻人民以亘古不变之「永恒」。
10000053,早柚,ART/Char/Avatar/Avatar_Loli_Claymore_Sayu/Avatar_Loli_Claymore_Sayu,ART/Char/Avatar/Avatar_Loli_Claymore_Sayu/Avatar_Loli_Claymore_Sayu_Remote,ART/Char/Avatar/Avatar_Loli_Claymore_Sayu/Avatar_Loli_Claymore_Sayu,ART/Char/Avatar/Avatar_Loli_Claymore_Sayu/Avatar_Loli_Claymore_Sayu_Remote,,993.85219,20.4792,62.432475,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Sayu,0,12101,11,5301,25,,1,53,1#3#5,900391#900393#900395,10000053,隶属于「终末番」的忍者。身形小巧，总像没睡饱一样。
10000054,珊瑚宫心海,ART/Char/Avatar/Avatar_Girl_Catalyst_Kokomi/Avatar_Girl_Catalyst_Kokomi,ART/Char/Avatar/Avatar_Girl_Catalyst_Kokomi/Avatar_Girl_Catalyst_Kokomi_Remote,ART/Char/Avatar/Avatar_Girl_Catalyst_Kokomi/Avatar_Girl_Catalyst_Kokomi,ART/Char/Avatar/Avatar_Girl_Catalyst_Kokomi/Avatar_Girl_Catalyst_Kokomi_Remote,,1048.652,18.2476,51.15465,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Kokomi,0,14101,10,5401,25,,1,54,1#3#5,900421#900423#900425,10000054,海祇岛的「现人神巫女」，统管海祇岛各项事宜的少女。
10000055,五郎,ART/Char/Avatar/Avatar_Boy_Bow_Gorou/Avatar_Boy_Bow_Gorou,ART/Char/Avatar/Avatar_Boy_Bow_Gorou/Avatar_Boy_Bow_Gorou_Remote,ART/Char/Avatar/Avatar_Boy_Bow_Gorou/Avatar_Boy_Bow_Gorou,ART/Char/Avatar/Avatar_Boy_Bow_Gorou/Avatar_Boy_Bow_Gorou_Remote,,802.37608,15.31488,54.36375,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Gorou,1,15101,12,5501,25,,1,55,1#3#5,900451#900453#900455,10000055,海祇岛军的大将，深受部下信赖。
10000056,九条裟罗,ART/Char/Avatar/Avatar_Lady_Bow_Sara/Avatar_Lady_Bow_Sara,ART/Char/Avatar/Avatar_Lady_Bow_Sara/Avatar_Lady_Bow_Sara_Remote,ART/Char/Avatar/Avatar_Lady_Bow_Sara/Avatar_Lady_Bow_Sara,ART/Char/Avatar/Avatar_Lady_Bow_Sara/Avatar_Lady_Bow_Sara_Remote,,802.37608,16.38336,52.647,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Sara,1,15101,12,5601,25,,1,56,1#3#5,900411#900413#900415,10000056,「天领奉行」的大将，杀伐果断，骁勇善战。
10000057,荒泷一斗,ART/Char/Avatar/Avatar_Male_Claymore_Itto/Avatar_Male_Claymore_Itto,ART/Char/Avatar/Avatar_Male_Claymore_Itto/Avatar_Male_Claymore_Itto_Remote,ART/Char/Avatar/Avatar_Male_Claymore_Itto/Avatar_Male_Claymore_Itto,ART/Char/Avatar/Avatar_Male_Claymore_Itto/Avatar_Male_Claymore_Itto_Remote,,1000.986,17.689,74.66784,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Itto,0,12101,11,5701,25,,1,57,1#3#5,900441#900443#900445,10000057,活跃在稻妻城花见坂的「荒泷派」初代目头领。什么，从没听说过荒泷派？你是想找茬吗？
10000058,八重神子,ART/Char/Avatar/Avatar_Lady_Catalyst_Yae/Avatar_Lady_Catalyst_Yae,ART/Char/Avatar/Avatar_Lady_Catalyst_Yae/Avatar_Lady_Catalyst_Yae_Remote,ART/Char/Avatar/Avatar_Lady_Catalyst_Yae/Avatar_Lady_Catalyst_Yae,ART/Char/Avatar/Avatar_Lady_Catalyst_Yae/Avatar_Lady_Catalyst_Yae_Remote,,807.46204,26.4404,44.2742,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Yae,0,14101,10,5801,25,,1,58,1#3#5,900481#900483#900485,10000058,鸣神大社的宫司大人，兼任「八重堂」总编。艳丽动人的外表下藏着令人意想不到的聪慧与狡黠。
10000059,鹿野院平藏,ART/Char/Avatar/Avatar_Boy_Catalyst_Heizo/Avatar_Boy_Catalyst_Heizo,ART/Char/Avatar/Avatar_Boy_Catalyst_Heizo/Avatar_Boy_Catalyst_Heizo_Remote,ART/Char/Avatar/Avatar_Boy_Catalyst_Heizo/Avatar_Boy_Catalyst_Heizo,ART/Char/Avatar/Avatar_Boy_Catalyst_Heizo/Avatar_Boy_Catalyst_Heizo_Remote,,893.55518,18.87648,57.33945,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Heizo,0,14101,10,5901,25,,1,59,1#3#5,900521#900523#900525,10000059,天领奉行的天才少年侦探，直觉敏锐，心思玲珑。
10000060,夜兰,ART/Char/Avatar/Avatar_Lady_Bow_Yelan/Avatar_Lady_Bow_Yelan,ART/Char/Avatar/Avatar_Lady_Bow_Yelan/Avatar_Lady_Bow_Yelan_Remote,ART/Char/Avatar/Avatar_Lady_Bow_Yelan/Avatar_Lady_Bow_Yelan,ART/Char/Avatar/Avatar_Lady_Bow_Yelan/Avatar_Lady_Bow_Yelan_Remote,,1124.9176,18.9924,42.65879,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Yelan,1,15101,12,6001,25,,1,60,1#3#5,900501#900503#900505,10000060,自称供职于总务司的神秘人士，却又是总务司名录里的「不存在之人」。
10000062,埃洛伊,ART/Char/Avatar/Avatar_Girl_Bow_Aloy/Avatar_Girl_Bow_Aloy,ART/Char/Avatar/Avatar_Girl_Bow_Aloy/Avatar_Girl_Bow_Aloy_Remote,ART/Char/Avatar/Avatar_Girl_Bow_Aloy/Avatar_Girl_Bow_Aloy,ART/Char/Avatar/Avatar_Girl_Bow_Aloy/Avatar_Girl_Bow_Aloy_Remote,,848.4548,18.21036,52.6504,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,105,1,0,0,ConfigAvatar_Aloy,1,15101,12,6201,25,,1,62,1#3#5,900431#900433#900435,10000062,曾经是流放者，如今则是无比机敏的猎手。随时准备着为了正当之事而挽弓放箭。
10000063,申鹤,ART/Char/Avatar/Avatar_Lady_Pole_Shenhe/Avatar_Lady_Pole_Shenhe,ART/Char/Avatar/Avatar_Lady_Pole_Shenhe/Avatar_Lady_Pole_Shenhe_Remote,ART/Char/Avatar/Avatar_Lady_Pole_Shenhe/Avatar_Lady_Pole_Shenhe,ART/Char/Avatar/Avatar_Lady_Pole_Shenhe/Avatar_Lady_Pole_Shenhe_Remote,,1011.47252,23.6474,64.6164,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Shenhe,0,13101,13,6301,25,,1,63,1#3#5,900461#900463#900465,10000063,气质出尘的仙家子弟。隐修在璃月群山之间，个性也如仙人般淡漠疏离。
10000064,云堇,ART/Char/Avatar/Avatar_Girl_Pole_Yunjin/Avatar_Girl_Pole_Yunjin,ART/Char/Avatar/Avatar_Girl_Pole_Yunjin/Avatar_Girl_Pole_Yunjin_Remote,ART/Char/Avatar/Avatar_Girl_Pole_Yunjin/Avatar_Girl_Pole_Yunjin,ART/Char/Avatar/Avatar_Girl_Pole_Yunjin/Avatar_Girl_Pole_Yunjin_Remote,,893.55518,16.0272,61.5741,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Yunjin,0,13101,13,6401,25,,1,64,1#3#5,900471#900473#900475,10000064,集剧作与演唱能力于一身的璃月戏曲名角。风格自成一派，雅致柔美，恰如其人。
10000065,久岐忍,ART/Char/Avatar/Avatar_Girl_Sword_Shinobu/Avatar_Girl_Sword_Shinobu,ART/Char/Avatar/Avatar_Girl_Sword_Shinobu/Avatar_Girl_Sword_Shinobu_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Shinobu/Avatar_Girl_Sword_Shinobu,ART/Char/Avatar/Avatar_Girl_Sword_Shinobu/Avatar_Girl_Sword_Shinobu_Remote,,1030.32383,17.808,62.9475,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Shinobu,0,11101,1,6501,25,,1,65,1#3#5,900511#900513#900515,10000065,干练可靠的「荒泷派」的副手——特别注明：干练可靠形容的不是「荒泷派」而是副手。
10000066,神里绫人,ART/Char/Avatar/Avatar_Male_Sword_Ayato/Avatar_Male_Sword_Ayato,ART/Char/Avatar/Avatar_Male_Sword_Ayato/Avatar_Male_Sword_Ayato_Remote,ART/Char/Avatar/Avatar_Male_Sword_Ayato/Avatar_Male_Sword_Ayato,ART/Char/Avatar/Avatar_Male_Sword_Ayato/Avatar_Male_Sword_Ayato_Remote,,1067.7184,23.275,59.83,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Ayato,0,11101,1,6601,25,,1,66,1#3#5,900491#900493#900495,10000066,社奉行神里家年轻有为的现任家主，为人温雅有礼，处事颇有手段。
10000067,柯莱,ART/Char/Avatar/Avatar_Girl_Bow_Collei/Avatar_Girl_Bow_Collei,ART/Char/Avatar/Avatar_Girl_Bow_Collei/Avatar_Girl_Bow_Collei_Remote,ART/Char/Avatar/Avatar_Girl_Bow_Collei/Avatar_Girl_Bow_Collei,ART/Char/Avatar/Avatar_Girl_Bow_Collei/Avatar_Girl_Bow_Collei_Remote,,820.6119,16.73952,50.358,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Collei,1,15101,12,6701,25,,1,67,1#3#5,900551#900553#900555,10000067,活跃于道成林的见习巡林员，热情的言行背后是一颗依旧稍显内向的心。
10000068,多莉,ART/Char/Avatar/Avatar_Loli_Claymore_Dori/Avatar_Loli_Claymore_Dori,ART/Char/Avatar/Avatar_Loli_Claymore_Dori/Avatar_Loli_Claymore_Dori_Remote,ART/Char/Avatar/Avatar_Loli_Claymore_Dori/Avatar_Loli_Claymore_Dori,ART/Char/Avatar/Avatar_Loli_Claymore_Dori/Avatar_Loli_Claymore_Dori_Remote,,1039.44174,18.6984,60.6585,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Dori,0,12101,11,6801,25,,1,68,1#3#5,900531#900533#900535,10000068,神出鬼没的旅行百货商人，最喜欢亮闪闪的摩拉。
10000069,提纳里,ART/Char/Avatar/Avatar_Boy_Bow_Tighnari/Avatar_Boy_Bow_Tighnari,ART/Char/Avatar/Avatar_Boy_Bow_Tighnari/Avatar_Boy_Bow_Tighnari_Remote,ART/Char/Avatar/Avatar_Boy_Bow_Tighnari/Avatar_Boy_Bow_Tighnari,ART/Char/Avatar/Avatar_Boy_Bow_Tighnari/Avatar_Boy_Bow_Tighnari_Remote,,844.64152,20.8544,49.0606,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Tighnari,1,15101,12,6901,25,,1,69,1#3#5,900541#900543#900545,10000069,精通植物学的少年学者，现于道成林任巡林官一职。直率热忱，擅长教导脑瓜糊涂的人。
10000070,妮露,ART/Char/Avatar/Avatar_Girl_Sword_Nilou/Avatar_Girl_Sword_Nilou,ART/Char/Avatar/Avatar_Girl_Sword_Nilou/Avatar_Girl_Sword_Nilou_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Nilou/Avatar_Girl_Sword_Nilou,ART/Char/Avatar/Avatar_Girl_Sword_Nilou/Avatar_Girl_Sword_Nilou_Remote,,1182.1168,17.8752,56.71884,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Nilou,0,11101,1,7001,25,,1,70,1#3#5,900581#900583#900585,10000070,祖拜尔剧场的知名舞者，舞姿灵动优美，为人纯真亲善。
10000071,赛诺,ART/Char/Avatar/Avatar_Boy_Pole_Cyno/Avatar_Boy_Pole_Cyno,ART/Char/Avatar/Avatar_Boy_Pole_Cyno/Avatar_Boy_Pole_Cyno_Remote,ART/Char/Avatar/Avatar_Boy_Pole_Cyno/Avatar_Boy_Pole_Cyno,ART/Char/Avatar/Avatar_Boy_Pole_Cyno/Avatar_Boy_Pole_Cyno_Remote,,972.3864,24.7646,66.88994,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Cyno,0,13101,13,7101,25,,1,71,1#3#5,900561#900563#900565,10000071,教令院内负责监管学者们的「大风纪官」。工作时比刹诃伐罗学院制作的「大风机关」更有效率。
10000072,坎蒂丝,ART/Char/Avatar/Avatar_Lady_Pole_Candace/Avatar_Lady_Pole_Candace,ART/Char/Avatar/Avatar_Lady_Pole_Candace/Avatar_Lady_Pole_Candace_Remote,ART/Char/Avatar/Avatar_Lady_Pole_Candace/Avatar_Lady_Pole_Candace,ART/Char/Avatar/Avatar_Lady_Pole_Candace/Avatar_Lady_Pole_Candace_Remote,,911.791,17.808,57.225,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Candace,0,13101,13,7201,25,,1,72,1#3#5,900571#900573#900575,10000072,有着琥珀色左眼的赤王后裔，阿如村的守护者。
10000073,纳西妲,ART/Char/Avatar/Avatar_Loli_Catalyst_Nahida/Avatar_Loli_Catalyst_Nahida,ART/Char/Avatar/Avatar_Loli_Catalyst_Nahida/Avatar_Loli_Catalyst_Nahida_Remote,ART/Char/AvatarAvatar_Loli_Catalyst_Nahida/Avatar_Loli_Catalyst_Nahida,ART/Char/Avatar/Avatar_Loli_Catalyst_Nahida/Avatar_Loli_Catalyst_Nahida_Remote,,806.50872,23.275,49.0606,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,4,31,7,21,0,0,0,2,0,1,5,1,0,0,ConfigAvatar_Nahida,0,14101,10,7301,25,,1,73,1#3#5,900601#900603#900605,10000073,深居净善宫的笼中之鸟，只能在梦中将世界尽收眼底。
10000074,莱依拉,ART/Char/Avatar/Avatar_Girl_Sword_Layla/Avatar_Girl_Sword_Layla,ART/Char/Avatar/Avatar_Girl_Sword_Layla/Avatar_Girl_Sword_Layla_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Layla/Avatar_Girl_Sword_Layla,ART/Char/Avatar/Avatar_Girl_Sword_Layla/Avatar_Girl_Sword_Layla_Remote,,930.02682,18.16416,54.936,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,2,0,1,4,1,0,0,ConfigAvatar_Layla,0,11101,1,7401,25,,1,74,1#3#5,900591#900593#900595,10000074,专攻理论星相学的梨多梵谛学院学生。时常梦游，长期缺觉，饱受睡眠问题困扰。
11000008,队伍测试4号,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate,ART/Char/Avatar/Avatar_Girl_Sword_Kate/Avatar_Girl_Sword_Kate_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,3,0,1,4,1,0,0,ConfigAvatar_Qin,0,11101,1,8011,25,,1,2,,,10000001,
11000009,场景测试,QA/TestAvatar/Scene_TestCube,QA/TestAvatar/Scene_TestCube_Remote,QA/TestAvatar/Scene_TestCube,QA/TestAvatar/Scene_TestCube_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,3,0,1,4,1,0,0,Config_NudeHeroine_Type_01,0,11101,1,9011,25,,1,2,,,10000001,
11000010,裸模1号,ART/Char/Avatar/Avatar_Girl_Sword_TestHeroine_Type_01/Avatar_Girl_Sword_TestHeroine_T1_Nude,ART/Char/Avatar/Avatar_Girl_Sword_TestHeroine_Type_01/Avatar_Girl_Sword_TestHeroine_T1_Nude_Remote,ART/Char/Avatar/Avatar_Girl_Sword_TestHeroine_Type_01/Avatar_Girl_Sword_TestHeroine_T1_Nude,ART/Char/Avatar/Avatar_Girl_Sword_TestHeroine_Type_01/Avatar_Girl_Sword_TestHeroine_T1_Nude_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,3,0,1,4,1,0,0,Config_NudeHeroine_Type_01,0,11101,1,10011,25,,1,2,,,10000001,
11000011,裸男,ART/Char/Avatar/Avatar_Boy_Sword_Naked/Avatar_Boy_Sword_Naked,ART/Char/Avatar/Avatar_Boy_Sword_Naked/Avatar_Boy_Sword_Naked_Remote,ART/Char/Avatar/Avatar_Boy_Sword_Naked/Avatar_Boy_Sword_Naked,ART/Char/Avatar/Avatar_Boy_Sword_Naked/Avatar_Boy_Sword_Naked_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Naked,0,11101,1,501,25,,1,2,,,10000001,
11000013,联机测试,ART/Char/Avatar/Avatar_Girl_Sword_TestSync/Avatar_Girl_Sword_TestSync,ART/Char/Avatar/Avatar_Girl_Sword_TestSync/Avatar_Girl_Sword_TestSync_Remote,ART/Char/Avatar/Avatar_Girl_Sword_TestSync/Avatar_Girl_Sword_TestSync,ART/Char/Avatar/Avatar_Girl_Sword_TestSync/Avatar_Girl_Sword_TestSync_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,1,0,1,4,1,0,0,Config_NudeHeroine_TestSync,0,11101,1,13011,25,,1,2,,,10000001,
11000017,成男体型测试,ART/Char/Avatar/Avatar_Male_Sword_Testman/Avatar_Male_Sword_Testman,ART/Char/Avatar/Avatar_Male_Sword_Testman/Avatar_Male_Sword_Testman_Remote,ART/Char/Avatar/Avatar_Male_Sword_Testman/Avatar_Male_Sword_Testman,ART/Char/Avatar/Avatar_Male_Sword_Testman/Avatar_Male_Sword_Testman_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Kaeya,0,11101,1,1501,25,,1,2,,,10000001,
11000018,成女体型测试,ART/Char/Avatar/Avatar_Lady_Sword_Testlady/Avatar_Lady_Sword_Testlady,ART/Char/Avatar/Avatar_Lady_Sword_Testlady/Avatar_Lady_Sword_Testlady_Remote,ART/Char/Avatar/Avatar_Lady_Sword_Testlady/Avatar_Lady_Sword_Testlady,ART/Char/Avatar/Avatar_Lady_Sword_Testlady/Avatar_Lady_Sword_Testlady_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Qin,0,11101,1,1501,25,,1,2,,,10000001,
11000019,少女体型测试,ART/Char/Avatar/Avatar_Girl_Sword_Testgirl/Avatar_Girl_Sword_Testgirl,ART/Char/Avatar/Avatar_Girl_Sword_Testgirl/Avatar_Girl_Sword_Testgirl_Remote,ART/Char/Avatar/Avatar_Girl_Sword_Testgirl/Avatar_Girl_Sword_Testgirl,ART/Char/Avatar/Avatar_Girl_Sword_Testgirl/Avatar_Girl_Sword_Testgirl_Remote,,99999,99999,99999,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Ayaka,0,11101,1,1501,25,,1,2,,,10000001,
11000025,阿葵丽雅,ART/Char/Avatar/Avatar_Boy_Bow_Aquaria/Avatar_Boy_Bow_Aquaria,ART/Char/Avatar/Avatar_Boy_Bow_Aquaria/Avatar_Boy_Bow_Aquaria_Remote,ART/Char/Avatar/Avatar_Boy_Bow_Aquaria/Avatar_Boy_Bow_Aquaria,ART/Char/Avatar/Avatar_Boy_Bow_Aquaria/Avatar_Boy_Bow_Aquaria_Remote,,208.6,8.2,9.5,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,7,22,0,0,0,0,0,1,4,1,0,0,ConfigAvatar_Aquaria,1,15101,12,25011,25,,1,2,,,10000001,
