ID	城市ID	事件组id	事件tag1值	事件tag2值	事件权重	事件类型	事件稀有度	事件接取任务	事件对应旧group	事件对应新group	组合关系	[满足条件]1类型	[满足条件]1参数1	[满足条件]1参数2	[满足条件]1参数3	[满足条件]2类型	[满足条件]2参数1	[满足条件]2参数2	[满足条件]2参数3	[满足条件]3类型	[满足条件]3参数1	[满足条件]3参数2	[满足条件]3参数3	完成条件类型	完成条件参数1	完成条件参数2	完成进度	[完成执行]1条件类型	[完成执行]1条件参数1	[完成执行]1条件参数2	[完成执行]1条件参数3	[完成执行]1类型	[完成执行]1参数1	[完成执行]1参数2	[完成执行]1参数3	[完成执行]2条件类型	[完成执行]2条件参数1	[完成执行]2条件参数2	[完成执行]2条件参数3	[完成执行]2类型	[完成执行]2参数1	[完成执行]2参数2	[完成执行]2参数3	[完成执行]3条件类型	[完成执行]3条件参数1	[完成执行]3条件参数2	[完成执行]3条件参数3	[完成执行]3类型	[完成执行]3参数1	[完成执行]3参数2	[完成执行]3参数3	事件奖励索引	任务型周期刷新次数	关联tag值
31191	3	3102	0	0	30	1	2			133210317	1	7	3	318										8	79	133210317	1																									2		
31192	3	3102	0	0	30	1	2			133217035	1	7	3	293		1	7215805							8	79	133217035	1																									2		
31193	3	3102	0	0	30	1	2			133223301	1	7	3	316		1	7217320							8	79	133223301	1																									2		
31100	3	3103	3102		30	1	2			133213162	1	7	3	235		1	7212217							8	67	133213162	1																									2		
31101	3	3103	3102		30	1	2			133213163	1	7	3	235		1	7212217							8	67	133213163	1																									2		
31102	3	3103	3102		30	1	2			133213164	1	7	3	235		1	7212217							8	67	133213164	1																									2		
31103	3	3103	0		30	1	2			133210291	1	7	3	318										8	67	133210291	1																									2		
31104	3	3103	0		30	1	2			133210009	1	7	3	318										8	67	133210009	1																									2		
31105	3	3103	0		30	1	2			133222060	1	7	3	293						1	7215805			8	67	133222060	1																									2		
31106	3	3103	0		30	1	2			133223307	1	7	3	316		1	7217320							8	67	133223307	1																									2		
31050	3	3103	0	0	30	1	2			133220146	1													8	14	133220146	1																									2		
31051	3	3103	0	0	30	1	2			133212171	1	7	3	236										8	14	133212171	1																									2		
31052	3	3103	0	0	30	1	2			133212173	1	7	3	236										8	14	133212173	1																									2		
31053	3	3103	0	0	30	1	2			133222061	1	7	3	293		1	7215805							8	80	133222061	1																									2		
31054	3	3103	0	0	30	1	2			133217038	1	7	3	293		1	7215805							8	81	133217038	1																									2		
31055	3	3103	0	0	30	1	2			133223323	1	7	3	316		1	7217320							8	14	133223323	1																									2		
31070	3	3103	0	0	30	1	2			133220161	1													8	72	133220161	1																									2		
31071	3	3103	0	0	30	1	2			133220162	1													8	76	133220162	1																									2		
31072	3	3103	0	0	30	1	2			133220163	1													8	13	133220163	1																									2		
31073	3	3103	0	0	30	1	2			133220164	1	7	3	304		1	7211006							8	73	133220164	1																									2		
31074	3	3103	0	0	30	1	2			133213156	1	7	3	235										8	74	133213156	1																									2		
31120	3	3103	0	0	30	1	2			133220165	1													8	13	133220165	1																									2		
31121	3	3103	0	0	30	1	2			133212166	1	7	3	236										8	13	133212166	1																									2		
31122	3	3103	0	0	30	1	2			133212167	1	7	3	236		8	40							8	76	133212167	1																									2		
31123	3	3103	0	0	30	1	2			133212170	1	7	3	236										8	76	133212170	1																									2		
31124	3	3103	0	0	30	1	2			133210333	1	7	3	318										8	76	133210333	1																									2		
31125	3	3103	0	0	30	1	2			133210334	1	7	3	318		8	40							8	76	133210334	1																									2		
31126	3	3103	0	0	30	1	2			133217037	1	7	3	293		1	7215805							8	13	133217037	1																									2		
31140	3	3104	0	0	30	1	2			133220174	1													8	15	133220174	1																									2		
31141	3	3104	0	0	30	1	2			133220180	1	1	7280704			8	40							8	15	133220180	1																									2		
31142	3	3104	3102	0	30	1	2			133213169	1	7	3	235		1	7212217							8	15	133213169	1																									2		
31143	3	3104	3103	0	30	1	2			133212186	1	7	3	235		1	7219611							8	15	133212186	1																									2		
31144	3	3104	0	0	30	1	2			133217040	1	7	3	293		1	7215805			8	40			8	15	133217040	1																									2		
31150	3	3104	0	0	30	1	2			133220019	1	8	45											8	203	133220019	1																									2		
31151	3	3104	0	0	30	1	2			133220210	1	8	40											8	203	133220210	1																									2		
31152	3	3104	0	0	30	1	2			133213182	1	7	3	235										8	203	133213182	1																									2		
31153	3	3104	0	0	30	1	2			133212156	1	7	3	236		8	45							8	203	133212156	1																									2		
31154	3	3104	0	0	30	1	2			133217043	1	7	3	293		1	7215805			8	45			8	203	133217043	1																									2		
31130	3	3104	0	0	30	1	2			133220192	1									7	3	244		8	241	133220192	1																									2		
31131	3	3104	0	0	30	1	2			133213181	1	7	3	235		8	35							8	241	133213181	1																									2		
31132	3	3104	0	0	30	1	2			133212190	1	7	3	236										8	241	133212190	1																									2		
31160	3	3104	0	0	30	1	2			133220189	1													8	207	133220189	1																									2		
31161	3	3104	3102	0	30	1	2			133213179	1	7	3	235		1	7212217							8	207	133213179	1																									2		
31162	3	3104	0	0	30	1	2			133212188	1	7	3	236										8	207	133212188	1																									2		
31163	3	3104	0	0	30	1	2			133210345	1	7	3	318		8	35							8	207	133210345	1																									2		
31164	3	3104	0	0	30	1	2			133223358	1	7	3	316		1	7217320							8	241	133223358	1																									2		
31200	3	3104	0	0	30	1	2			133210354	1	7	3	318		8	35							8	77	133210354	1																									2		
31201	3	3104	0	0	30	1	2			133210355	1	7	3	318		8	35							8	77	133210355	1																									2		
31202	3	3104	0	0	30	1	2			133223330	1	7	3	316		1	7217320							8	77	133223330	1																									2		
41040	3	3001			30	0		2201101			1	1	200711																			2	41040	1																		2	1	
41060	3	3001			0	0		2201201			1	5	41040	1	3	3	41060	1	0													2	41060	1																		2	1	
41070	3	3001			30	0	1	2201501			1	3	41070	1	0	1	200701															2	41070	1																		2	1	
41080	3	3001			30	0	1	2201801			1	3	41070	1	4																	2	41070	1																		2	1	
41090	3	3001			30	0	1	2201901			1	3	41070	1	8																	2	41070	1																		2	1	
41100	3	3001			30	0	1	2202001			1	1	202102			3	41070	1	9													2	41070	1																		2	1	
41010	3	3001			30	0		2201001			1	6	41010	3	3	1	202102															2	41010	3																		2	3	
41020	3	3001			30	0		2201301			1	3	41010	3	3	5	41010	1	1													1	41010	3	0					1	41010	1	0					1	41010	2	0	2	1	
41030	3	3001			30	0		2201701			1	3	41010	3	3	5	41010	2	1													1	41010	3	0					1	41010	1	0					1	41010	2	0	2	1	
41110	3	3001			30	0		2202701			1																																									2	3	
41120	3	3001			30	0		2202801			1	3	41110	2	1																																					2	1	
41130	3	3001			30	0	1	2201401			1	3	41130	1	100	1	1100519																																			2	1	
41140	3	3001			30	0		2202901			1	6	41140	2	4																	2	41140	2						2	41150	4										2	3	
41150	3	3001			30	0		2203101			1	3	41150	1	2																	2	41150	4																		2	1	
41160	3	3001			10	0		2202301			1	6	41170	1	1	12	2202501	0																																		2	1	
41161	3	3001			10	0		2203201			1	6	41170	1	1	12	2202501	0																																		2	1	
41162	3	3001			10	0		2203301			1	6	41170	1	1	12	2202501	0		8	45																															2	1	
41170	3	3001	0	0	100	0	1	2202501			1	3	41170	1	1	12	2202501	0														1	41170	1	0																	2	1	
41180	3	3001	0	0	30	0	1	2203401			2	3	41070	1	1	3	41070	1	2	3	41070	1	3									2	41070	1																		2	1	
41190	3	3001	0	0	30	0	1	2203501			2	3	41070	1	5	3	41070	1	6	3	41070	1	7									2	41070	1																		2	1	
41200	3	3001			30	0	1	2202201			1	3	41200	1	100																																					1	2	
41210	3	3001	0		100	0	2	2202601			1	3	41200	1	100	15	84534			15	84532											1	41200	1	200																	1	2	
41220	3	3001			30	0	1	2202101			1	3	41200	1	100	15	84533																																			1	2	
41230	3	3001			30	0	2	2203001			1	3	41200	1	100	15	84533																																			1	2	
41240	3	3001	0	0	0	0	2	2203801			1					1	200711																																			2	1	
41250	3	3001	0	0	30	0	1	2203601			1	6	41250	1	100	1	7219922			1	7215313																															1	1	
41260	3	3001	0	0	50	0	1	2203701				3	41260	1	100																																					2	1	
41270	3	3001	0	0	30	0	1	2203901			1																																									2	1	
41271	3	3001	0	0	30	0	1	2204001			1	12	12042	0																																						2	1	
41290	3	3001	0	0	30	0	1	2204101			1	1	7221602																			2	41280	1																		2	1	
41280	3	3001	0	0	30	0	1	2204201			1	1	7221602																			2	41280	1																		2	1	
41300	3	3001	0	0	30	0	1	2204301			1	1	7221602																																							2	1	
41310	3	3001	0	0	30	0	1	2204401			1	1	7221602																																							2	1	
41320	3	3001	0	0	30	0	1	2204501			1	1	7221602																																							2	1	
41350	3	3001			30	0	1	2204701			1	1	200908																																							2	1	
41330	3	3001			30	0	1	2204601			1	1	7221602																			2	41280	1																		2	1	
41331	3	3001			30	0	1	2204801			1	1	7221602																			2	41280	1																		2	1	
41340	3	3001			30	0	1	2204901			1	1	202102																																							2	1	
32270	4	3201	0		30	1	2			133301117	1	7	3	465										5			5																									2		33011
32271	4	3201	0		30	1	2			133302186	1													5			5																									2		33016
32272	4	3201	0		30	1	2			133315145	1	7	3	462										5			5																									2		33018
32273	4	3201	0		30	1	2			133303166	1	7	3	465										5			5																									2		33021
32274	4	3201	0		30	1	2			133304423	1	7	3	463										5			5																									2		33025
32275	4	3201	0		30	1	2			133308405	1	7	3	534										5			5																									2		33030
32250	4	3201	0		30	1	2			133301205	1	7	3	625										5			6																									2		33014
32251	4	3201			30	1	2			133304086	1	7	3	463										5			6																									2		33026
32290	4	3201	0		30	1	2			133301195	1	7	3	625										5			3																									2		33014
32291	4	3201	0		30	1	2			133301197	1	7	3	625										5			3																									2		33012
32292	4	3201	0		30	1	2			133302169	1													5			3																									2		33017
32293	4	3201	0		30	1	2			133304091	1	7	3	463										5			3																									2		33027
32260	4	3201	0		30	1	2			133301203	1	7	3	465										5			6																									2		33013
32261	4	3201	0		30	1	2			133301204	1	7	3	625										5			6																									2		33012
32262	4	3201	0		30	1	2			133302162	1													5			6																									2		33015
32263	4	3201	0		30	1	2			133302163	1													5			6																									2		33016
32264	4	3201	0		30	1	2			133303212	1	7	3	465										5			7																									2		33020
32265	4	3201	0		30	1	2			133304164	1	7	3	463										5			7																									2		33024
32266	4	3201	0		30	1	2			133304163	1	7	3	463										5			6																									2		33019
32267	4	3201	0		30	1	2			133304161	1	7	3	463										5			6																									2		33027
32268	4	3201	0		30	1	2			133315148	1	7	3	462										5			6																									2		33018
32269	4	3201	0		30	1	2			133309670	1	7	3	535										5			7																									2		33029
32280	4	3201	0		30	1	2			133301211	1	7	3	465										5			6																									2		33011
32281	4	3201	0		30	1	2			133303186	1	7	3	465										5			6																									2		33021
32282	4	3201	0		30	1	2			133303185	1	7	3	465										5			7																									2		33020
32283	4	3201	0		30	1	2			133304099	1	7	3	465										5			7																									2		33019
32284	4	3201	0		30	1	2			133304085	1	7	3	463										5			7																									2		33026
32285	4	3201	0		30	1	2			133310385	1	7	3	534										5			6																									2		33031
32300	4	3201	0		30	1	2			133301192	1	7	3	465										2	70300101		2																									2		33013
32301	4	3201	0		30	1	2			133301194	1	7	3	625										2	70300101		2																									2		33014
32302	4	3201	0		30	1	2			133302161	1													2	70300101		2																									2		33016
32303	4	3201	0		30	1	2			133302167	1													2	70300101		2																									2		33017
32304	4	3201	0		30	1	2			133303176	1	7	3	465										2	70300101		2																									2		33020
32305	4	3201	0		30	1	2			133304159	1	7	3	463										2	70300101		2																									2		33027
32306	4	3201	0		30	1	2			133304158	1	7	3	463										2	70300101		2																									2		33026
32307	4	3201	0		30	1	2			133309671	1	7	3	535										2	70300101		2																									2		33029
32308	4	3201	0		30	1	2			133308352	1	7	3	534										2	70300101		2																									2		33030
32309	4	3201	0		30	1	2			133310386	1	7	3	534										2	70300101		2																									2		33031
32420	4	3201	0		30	1	2			133307468	1	7	3	629										2	70300101		2																									2		33032
32310	4	3201	0		30	1	2			133301200	1	7	3	465										5			1																									2		33013
32311	4	3201	0		30	1	2			133301199	1	7	3	465										5			1																									2		33011
32312	4	3201	0		30	1	2			133301201	1	7	3	625										5			2																									2		33014
32313	4	3201	0		30	1	2			133301202	1	7	3	625										5			1																									2		33012
32314	4	3201	0		30	1	2			133302164	1													5			3																									2		33015
32315	4	3201	0		30	1	2			133302165	1													5			2																									2		33017
32316	4	3201	0		30	1	2			133302166	1													5			1																									2		33016
32317	4	3201	0		30	1	2			133303181	1	7	3	465										5			3																									2		33019
32318	4	3201	0		30	1	2			133303055	1	7	3	465										5			1																									2		33021
32319	4	3201	0		30	1	2			133304098	1	7	3	463										5			2																									2		33024
32390	4	3201	0		30	1	2			133315146	1	7	3	462										5			3																									2		33018
32391	4	3201	0		30	1	2			133304154	1	7	3	463										5			3																									2		33025
32392	4	3201			30	1	2			133309586	1	7	3	535										5			1																									2		33029
32393	4	3201	0		30	1	2			133308356	1	7	3	534										5			1																									2		33030
32394	4	3201	0		30	1	2			133310479	1	7	3	536										5			1																									2		33031
32395	4	3201	0		30	1	2			133314042	1	7	3	629										5			2																									2		33034
32340	4	3203	0		30	1	2			133302171	1													8	13	133302171	1																									2		33017
32341	4	3203	0		30	1	2			133302172	2	1	7300122			1	7300123							8	13	133302172	1																									2		33015
32342	4	3203	0		30	1	2			133303174	1	7	3	465										8	13	133303174	1																									2		33021
32343	4	3203	0		30	1	2			133304156	1	7	3	463										8	13	133304156	1																									2		33024
32344	4	3203	0		30	1	2			133304155	1	7	3	463										8	13	133304155	1																									2		33026
32345	4	3203	0		30	1	2			133304150	1	7	3	463										8	13	133304150	1																									2		33019
32346	4	3203	0		30	1	2			133301310	1	7	3	465										8	13	133301310	1																									2		33011
32347	4	3203	0		30	1	2			133301316	1	7	3	625										8	13	133301316	1																									2		33012
32348	4	3203	0		30	1	2			133301321	1	7	3	465										8	13	133301321	1																									2		33013
32349	4	3203	0		30	1	2			133301322	1	7	3	625										8	13	133301322	1																									2		33014
32380	4	3203	0		30	1	2			133315147	1	7	3	462										8	13	133315147	1																									2		33018
32381	4	3203	0		30	1	2			133302454	1													8	13	133302454	1																									2		33016
32382	4	3203	0		30	1	2			133310388	1	7	3	534										8	13	133310388	1																									2		33031
32383	4	3203	0		30	1	2			133308781	1	7	3	629										8	13	133308781	1																									2		33030
32384	4	3203	0		30	1	2			133314099	1	7	3	629										8	13	133314099	1																									2		33034
32320	4	3203	0		30	1	2			133302168	2	1	7300122			1	7300123							8	14	133302168	1																									2		33015
32321	4	3203	0		30	1	2			133301198	1	7	3	625										8	14	133301198	1																									2		33012
32322	4	3203	0		30	1	2			133304151	1	7	3	463										8	14	133304151	1																									2		33025
32323	4	3203	0		30	1	2			133309672	1	7	3	535										8	14	133309672	1																									2		33029
32324	4	3203	0		30	1	2			133308357	1	7	3	534										8	14	133308357	1																									2		33030
32325	4	3203	0		30	1	2			133314328	1	7	3	629										8	14	133314328	1																									2		33034
32370	4	3204	0		30	1	2			133301154	1	7	3	465										8	83	133301154	1																									2		33011
32371	4	3204	0		30	1	2			133301329	1	7	3	465										8	83	133301329	1																									2		33013
32372	4	3204	0		30	1	2			133302421	1													8	83	133302421	1																									2		33016
32373	4	3204	0		30	1	2			133302474	1													8	83	133302474	1																									2		33017
32374	4	3204	0		30	1	2			133315176	1	7	3	465										8	83	133315176	1																									2		33021
32375	4	3204	0		30	1	2			133315175	1	7	3	465										8	83	133315175	1																									2		33020
32376	4	3204	0		30	1	2			133304450	1	7	3	463										8	83	133304450	1																									2		33026
32360	4	3204	0		30	1	2			133301159	1	7	3	625										8	84	133301159	1																									2		33012
32361	4	3204	0		30	1	2			133301488	1	7	3	625										8	84	133301488	1																									2		33014
32362	4	3204	0		30	1	2			133302369	1													8	84	133302369	1																									2		33015
32363	4	3204	0		30	1	2			133315173	1	7	3	462										8	84	133315173	1																									2		33018
32364	4	3204	0		30	1	2			133315172	1	7	3	463										8	84	133315172	1																									2		33025
32365	4	3204	0		30	1	2			133315174	1	7	3	463										8	84	133315174	1																									2		33019
32366	4	3204	0		30	1	2			133304451	1	7	3	463										8	84	133304451	1																									2		33024
32410	4	3204	0		30	1	2			133310474	1	7	3	534										8	85	133310474	1																									2		33031
32411	4	3204	0		30	1	2			133308249	1	7	3	534										8	85	133308249	1																									2		33030
32412	4	3204	0		30	1	2			133309693	1	7	3	535										8	85	133309693	1																									2		33029
32413	4	3204	0		30	1	2			133308782	1	7	3	629										8	85	133308782	1																									2		33030
32414	4	3204	0		30	1	2			133314142	1	7	3	629										8	85	133314142	1																									2		33034
32350	4	3205	0		30	1	2			133315024	1	7	3	462										8	82	133315024	1																									2		33018
32351	4	3205	0		30	1	2			133302021	1	7	3	465										8	82	133302021	1																									2		33015
32352	4	3205	0		30	1	2			133302039	1													8	82	133302039	1																									2		33016
32353	4	3205	0		30	1	2			133301496	1	7	3	625										8	82	133301496	1																									2		33012
32354	4	3205	0		30	1	2			133303484	1	7	3	465										8	82	133303484	1																									2		33020
32400	4	3205	0	0	30	1	2			133303173	1	7	3	463										8	241	133303173	1																									2		33027
42250	4	4001			30	0	1	2300201			1	1	7212217																																							2	1	
42010	4	4001			30	0	1	2301004																																												2	1	
42070	4	4001			30	0	1	2300601																																												2	1	
42060	4	4001			30	0	1	2301801																																												2	1	
42160	4	4001			30	0	1	2302301				6	42160	0	3																	2	42160	0																		2	3	
42300	4	4001			30	0	1	2302401				5	42160	0	2																	1	42160	0	0																	2	1	
42290	4	4001			30	0	1	2302501																																												2	1	
42020	4	4001			15	0	1	2301301			1	1	7109808			6	42020	4	2	6	42021	4	5					1	42020	1	3	2	42022	0		1	42022	0	2	1	42020	4	2	1	42024	0	2	2	42021	4		2	1	
42021	4	4001			15	0	1	2301401			1	5	42020	1	0	3	42020	4	0	6	42021	4	5					1	42021	1	3	2	42022	0		1	42022	0	2	1	42020	4	2	1	42024	0	2	2	42021	4		2	1	
42022	4	4001			30	0	1	2301501			1	3	42022	0	2	3	42023	0	0													1	42023	0	1					1	42022	0	3									2	1	
42023	4	4001			30	0	1	2301601			1	5	42023	0	0	3	42024	0	0									1	42023	1	4	1	42024	0	1	1	42023	1	4	1	42020	4	1									2	1	
42024	4	4001			15	0	1	2301701			1	3	42024	0	1	3	42020	4	1									1	42024	1	3	1	42024	0	2																	2	1	
42030	4	4001			15	0	1	2302701																				1	42030	0	3	2	42032	0																		2	1	
42031	4	4001			15	0	1	2302801				5	42030	0	0													1	42031	0	3	2	42032	0																		2	1	
42032	4	4001			30	0	1	2302901				3	42032	0	2																																					2	1	
42040	4	4001			15	0	1	2303001				3	42032	0	3																																					2	1	
42050	4	4001			30	0	1	2301201																																												2	1	
42230	4	4001			30	0	1	2300401																																												2	1	
42240	4	4001			30	0	1	2301901				6	42240	4	2																	1	42240	4	2																	2	1	
42241	4	4001			30	0	1	2302001				3	42240	4	2																	1	42240	4	3																	2	1	
42242	4	4001			30	0	1	2302101				3	42240	4	3																	1	42240	4	4																	2	1	
42243	4	4001			30	0	1	2302201				3	42240	4	4																	1	42240	4	3																	2	1	
42260	4	4001			30	0	1	2303201				3	42260	4	2																																					2	1	
42170	4	4001			30	0	1	2300101				3	42170	0	0																																					2	1	
42180	4	4001			30	0	1	2300301				3	42170	0	1																																					2	1	
42190	4	4001			30	0	1	2300501				3	42170	0	1																																					2	1	
42280	4	4001			30	0	1	2300701				6	42280	1	3																																					2	3	
42310	4	4001			30	0	1	2300801			1	3	42280	1	3	3	42310	0	0																																	2	1	
42320	4	4001			30	0	1	2300901				3	42310	0	1																																					2	1	
42200	4	4001			30	0	1	2303101				6	42200	0	3																																					2	3	
42220	4	4001			30	0	1	2303601				12	73104	1																																						2	1	
42090	4	4001			30	0	1	2300001			2	12	10003	1		12	10006	1		12	10014	1																														2	1	
42261	4	4001			30	0	1	2301101			1	6	42260	4	2	12	2002901	2		12	301409	1										1	42260	4	2																	2	1	
42080	4	4001			30	0	1	2302601																																												2	1	
42140	4	4001			30	0	1	2303311																																												2	1	
42330	4	4001			30	0	1	2303901				12	301801	1																																						2	1	
42340	4	4001			30	0	1	2303701			1	3	42340	0	0	12	301801	1																																		2	1	
42350	4	4001			30	0	1	2303801			1	3	42340	0	1	12	301801	1														1	42340	0	0																	2	1	
42360	4	4001			30	0	1	2304101			1	12	23041	1		12	23042	0		12	301801	1																														2	1	
42361	4	4001			30	0	1	2304201			1	12	23042	1		12	301801	1																																		2	1	
42370	4	4001			30	0	1	2304001				12	301801	1																																						2	1	
42380	4	4001			30	0	1	2304306				12	301801	1																																						2	1	
