武器突破ID,突破等级,[消耗物品]1ID,[消耗物品]1数量,[消耗物品]2ID,[消耗物品]2数量,[消耗物品]3ID,[消耗物品]3数量,突破消耗金币,[增加属性]1类型,[增加属性]1值,[增加属性]2类型,[增加属性]2值,[增加属性]3类型,[增加属性]3值,[增加属性]4类型,[增加属性]4值,[增加属性]5类型,[增加属性]5值,突破后解锁等级上限,冒险等级要求
12304,5,114015,4,112031,6,112010,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
12304,6,114016,3,112031,12,112010,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
12305,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12305,1,114017,2,112026,2,112005,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
12305,2,114018,2,112026,8,112005,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
12305,3,114018,4,112027,4,112006,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
12305,4,114019,2,112027,8,112006,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
12305,5,114019,4,112028,6,112007,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
12305,6,114020,3,112028,12,112007,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
12306,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12306,1,114021,2,112041,2,112035,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
12306,2,114022,2,112041,8,112035,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
12306,3,114022,4,112042,4,112036,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
12306,4,114023,2,112042,8,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
12306,5,114023,4,112043,6,112037,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
12306,6,114024,3,112043,12,112037,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
12401,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12401,1,114009,3,112023,3,112032,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12401,2,114010,3,112023,12,112032,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12401,3,114010,6,112024,6,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12401,4,114011,3,112024,12,112033,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12401,5,114011,6,112025,9,112034,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12401,6,114012,4,112025,18,112034,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12402,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12402,1,114001,3,112014,3,112038,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12402,2,114002,3,112014,12,112038,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12402,3,114002,6,112015,6,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12402,4,114003,3,112015,12,112039,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12402,5,114003,6,112016,9,112040,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12402,6,114004,4,112016,18,112040,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12403,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12403,1,114005,3,112020,3,112011,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12403,2,114006,3,112020,12,112011,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12403,3,114006,6,112021,6,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12403,4,114007,3,112021,12,112012,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12403,5,114007,6,112022,9,112013,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12403,6,114008,4,112022,18,112013,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12404,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12404,1,114009,3,112023,3,112002,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12404,2,114010,3,112023,12,112002,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12404,3,114010,6,112024,6,112003,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12404,4,114011,3,112024,12,112003,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12404,5,114011,6,112025,9,112004,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12404,6,114012,4,112025,18,112004,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12405,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12405,1,114017,3,112026,3,112008,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12405,2,114018,3,112026,12,112008,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12405,3,114018,6,112027,6,112009,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12405,4,114019,3,112027,12,112009,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12405,5,114019,6,112028,9,112010,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12405,6,114020,4,112028,18,112010,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12406,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12406,1,114021,3,112041,3,112005,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12406,2,114022,3,112041,12,112005,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12406,3,114022,6,112042,6,112006,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12406,4,114023,3,112042,12,112006,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12406,5,114023,6,112043,9,112007,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12406,6,114024,4,112043,18,112007,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12407,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12407,1,114013,3,112029,3,112035,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12407,2,114014,3,112029,12,112035,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12407,3,114014,6,112030,6,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12407,4,114015,3,112030,12,112036,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12407,5,114015,6,112031,9,112037,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12407,6,114016,4,112031,18,112037,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12408,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12408,1,114017,3,112026,3,112032,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12408,2,114018,3,112026,12,112032,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12408,3,114018,6,112027,6,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12408,4,114019,3,112027,12,112033,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12408,5,114019,6,112028,9,112034,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12408,6,114020,4,112028,18,112034,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12409,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12409,1,114021,3,112041,3,112038,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12409,2,114022,3,112041,12,112038,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12409,3,114022,6,112042,6,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12409,4,114023,3,112042,12,112039,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12409,5,114023,6,112043,9,112040,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12409,6,114024,4,112043,18,112040,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12410,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12410,1,114013,3,112029,3,112011,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12410,2,114014,3,112029,12,112011,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12410,3,114014,6,112030,6,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12410,4,114015,3,112030,12,112012,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12410,5,114015,6,112031,9,112013,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12410,6,114016,4,112031,18,112013,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12411,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12411,1,114001,3,112014,3,112002,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12411,2,114002,3,112014,12,112002,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12411,3,114002,6,112015,6,112003,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12411,4,114003,3,112015,12,112003,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12411,5,114003,6,112016,9,112004,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12411,6,114004,4,112016,18,112004,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12412,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12412,1,114021,3,112041,3,112002,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12412,2,114022,3,112041,12,112002,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12412,3,114022,6,112042,6,112003,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12412,4,114023,3,112042,12,112003,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12412,5,114023,6,112043,9,112004,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12412,6,114024,4,112043,18,112004,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12414,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12414,1,114029,3,112047,3,112044,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12414,2,114030,3,112047,12,112044,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12414,3,114030,6,112048,6,112045,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12414,4,114031,3,112048,12,112045,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12414,5,114031,6,112049,9,112046,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12414,6,114032,4,112049,18,112046,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12415,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12415,1,114045,3,112068,3,112035,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12415,2,114046,3,112068,12,112035,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12415,3,114046,6,112069,6,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12415,4,114047,3,112069,12,112036,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12415,5,114047,6,112070,9,112037,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12415,6,114048,4,112070,18,112037,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12416,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12416,1,114025,3,112056,3,112044,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12416,2,114026,3,112056,12,112044,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12416,3,114026,6,112057,6,112045,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12416,4,114027,3,112057,12,112045,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12416,5,114027,6,112058,9,112046,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12416,6,114028,4,112058,18,112046,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12417,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12417,1,114037,3,112068,3,112065,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
12417,2,114038,3,112068,12,112065,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
12417,3,114038,6,112069,6,112066,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
12417,4,114039,3,112069,12,112066,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
12417,5,114039,6,112070,9,112067,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
12417,6,114040,4,112070,18,112067,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
12501,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12501,1,114005,5,112020,5,112002,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
12501,2,114006,5,112020,18,112002,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
12501,3,114006,9,112021,9,112003,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
12501,4,114007,5,112021,18,112003,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
12501,5,114007,9,112022,14,112004,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
12501,6,114008,6,112022,27,112004,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
12502,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12502,1,114009,5,112023,5,112008,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
12502,2,114010,5,112023,18,112008,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
12502,3,114010,9,112024,9,112009,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
12502,4,114011,5,112024,18,112009,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
12502,5,114011,9,112025,14,112010,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
12502,6,114012,6,112025,27,112010,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
12503,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12503,1,114001,5,112014,5,112005,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
12503,2,114002,5,112014,18,112005,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
12503,3,114002,9,112015,9,112006,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
12503,4,114003,5,112015,18,112006,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
12503,5,114003,9,112016,14,112007,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
12503,6,114004,6,112016,27,112007,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
12504,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12504,1,114017,5,112026,5,112035,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
12504,2,114018,5,112026,18,112035,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
12504,3,114018,9,112027,9,112036,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
12504,4,114019,5,112027,18,112036,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
12504,5,114019,9,112028,14,112037,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
12504,6,114020,6,112028,27,112037,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
12510,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
12510,1,114029,5,112056,5,112044,3,10000,4,31.1,20,0,22,0,23,0,28,0,40,15
12510,2,114030,5,112056,18,112044,12,20000,4,62.2,20,0,22,0,23,0,28,0,50,25
12510,3,114030,9,112057,9,112045,9,30000,4,93.4,20,0,22,0,23,0,28,0,60,30
12510,4,114031,5,112057,18,112045,14,45000,4,124.5,20,0,22,0,23,0,28,0,70,35
12510,5,114031,9,112058,14,112046,9,55000,4,155.6,20,0,22,0,23,0,28,0,80,40
12510,6,114032,6,112058,27,112046,18,65000,4,186.7,20,0,22,0,23,0,28,0,90,50
13101,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13101,1,114009,1,112023,1,112008,1,0,4,11.7,20,0,22,0,23,0,28,0,40,15
13101,2,114010,1,112023,4,112008,2,5000,4,23.3,20,0,22,0,23,0,28,0,50,25
13101,3,114010,2,112024,2,112009,2,5000,4,35,20,0,22,0,23,0,28,0,60,30
13101,4,114011,1,112024,4,112009,3,10000,4,46.7,20,0,22,0,23,0,28,0,70,35
13201,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13201,1,114009,1,112023,1,112008,1,5000,4,11.7,20,0,22,0,23,0,28,0,40,15
13201,2,114010,1,112023,5,112008,4,5000,4,23.3,20,0,22,0,23,0,28,0,50,25
13201,3,114010,3,112024,3,112009,3,10000,4,35,20,0,22,0,23,0,28,0,60,30
13201,4,114011,1,112024,5,112009,4,15000,4,46.7,20,0,22,0,23,0,28,0,70,35
13301,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13301,1,114013,2,112029,2,112032,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
13301,2,114014,2,112029,8,112032,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
13301,3,114014,4,112030,4,112033,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
13301,4,114015,2,112030,8,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
13301,5,114015,4,112031,6,112034,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
13301,6,114016,3,112031,12,112034,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
13302,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13302,1,114017,2,112026,2,112038,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
13302,2,114018,2,112026,8,112038,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
13302,3,114018,4,112027,4,112039,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
13302,4,114019,2,112027,8,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
13302,5,114019,4,112028,6,112040,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
13302,6,114020,3,112028,12,112040,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
13303,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13303,1,114021,2,112041,2,112011,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
13303,2,114022,2,112041,8,112011,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
13303,3,114022,4,112042,4,112012,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
13303,4,114023,2,112042,8,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
13303,5,114023,4,112043,6,112013,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
13303,6,114024,3,112043,12,112013,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
13304,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13304,1,114021,2,112041,2,112038,1,5000,4,19.5,20,0,22,0,23,0,28,0,40,15
13304,2,114022,2,112041,8,112038,5,10000,4,38.9,20,0,22,0,23,0,28,0,50,25
13304,3,114022,4,112042,4,112039,4,15000,4,58.4,20,0,22,0,23,0,28,0,60,30
13304,4,114023,2,112042,8,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,70,35
13304,5,114023,4,112043,6,112040,4,25000,4,97.3,20,0,22,0,23,0,28,0,80,40
13304,6,114024,3,112043,12,112040,8,30000,4,116.7,20,0,22,0,23,0,28,0,90,50
13401,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13401,1,114017,3,112026,3,112008,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13401,2,114018,3,112026,12,112008,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13401,3,114018,6,112027,6,112009,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13401,4,114019,3,112027,12,112009,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13401,5,114019,6,112028,9,112010,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13401,6,114020,4,112028,18,112010,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13402,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13402,1,114021,3,112041,3,112005,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13402,2,114022,3,112041,12,112005,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13402,3,114022,6,112042,6,112006,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13402,4,114023,3,112042,12,112006,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13402,5,114023,6,112043,9,112007,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13402,6,114024,4,112043,18,112007,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13403,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13403,1,114013,3,112029,3,112035,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13403,2,114014,3,112029,12,112035,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13403,3,114014,6,112030,6,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13403,4,114015,3,112030,12,112036,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13403,5,114015,6,112031,9,112037,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13403,6,114016,4,112031,18,112037,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13404,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13404,1,114017,3,112026,3,112032,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13404,2,114018,3,112026,12,112032,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13404,3,114018,6,112027,6,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13404,4,114019,3,112027,12,112033,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13404,5,114019,6,112028,9,112034,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13404,6,114020,4,112028,18,112034,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13405,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13405,1,114005,3,112020,3,112038,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13405,2,114006,3,112020,12,112038,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13405,3,114006,6,112021,6,112039,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13405,4,114007,3,112021,12,112039,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13405,5,114007,6,112022,9,112040,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13405,6,114008,4,112022,18,112040,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13406,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13406,1,114021,3,112041,3,112011,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13406,2,114022,3,112041,12,112011,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13406,3,114022,6,112042,6,112012,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13406,4,114023,3,112042,12,112012,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13406,5,114023,6,112043,9,112013,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13406,6,114024,4,112043,18,112013,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13407,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13407,1,114009,3,112023,3,112002,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13407,2,114010,3,112023,12,112002,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13407,3,114010,6,112024,6,112003,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13407,4,114011,3,112024,12,112003,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13407,5,114011,6,112025,9,112004,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13407,6,114012,4,112025,18,112004,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13408,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13408,1,114017,3,112026,3,112032,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13408,2,114018,3,112026,12,112032,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13408,3,114018,6,112027,6,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13408,4,114019,3,112027,12,112033,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13408,5,114019,6,112028,9,112034,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13408,6,114020,4,112028,18,112034,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13409,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13409,1,114005,3,112026,3,112032,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13409,2,114006,3,112026,12,112032,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13409,3,114006,6,112027,6,112033,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13409,4,114007,3,112027,12,112033,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13409,5,114007,6,112028,9,112034,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13409,6,114008,4,112028,18,112034,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13414,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13414,1,114033,3,112047,3,112035,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13414,2,114034,3,112047,12,112035,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13414,3,114034,6,112048,6,112036,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13414,4,114035,3,112048,12,112036,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13414,5,114035,6,112049,9,112037,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13414,6,114036,4,112049,18,112037,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13415,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13415,1,114033,3,112047,3,112053,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13415,2,114034,3,112047,12,112053,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13415,3,114034,6,112048,6,112054,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13415,4,114035,3,112048,12,112054,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13415,5,114035,6,112049,9,112055,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13415,6,114036,4,112049,18,112055,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13416,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
13416,1,114033,3,112056,3,112044,2,5000,4,25.9,20,0,22,0,23,0,28,0,40,15
13416,2,114034,3,112056,12,112044,8,15000,4,51.9,20,0,22,0,23,0,28,0,50,25
13416,3,114034,6,112057,6,112045,6,20000,4,77.8,20,0,22,0,23,0,28,0,60,30
13416,4,114035,3,112057,12,112045,9,30000,4,103.7,20,0,22,0,23,0,28,0,70,35
13416,5,114035,6,112058,9,112046,6,35000,4,129.7,20,0,22,0,23,0,28,0,80,40
13416,6,114036,4,112058,18,112046,12,45000,4,155.6,20,0,22,0,23,0,28,0,90,50
13417,0,0,0,0,0,0,0,0,4,0,20,0,22,0,23,0,28,0,20,0
