AffixID,开启天赋配置,[增加属性]1类型,[增加属性]1值,[增加属性]2类型,[增加属性]2值,[增加属性]3类型,[增加属性]3值,参数1,参数2,参数3,参数4,参数5,参数6,参数7,参数8,ID,词缀等级
1125034,Weapon_Claymore_Widsith,6,0.32,,,,,0.32,0.3,12,0.24,0.4,20,,,112503,4
1125040,Weapon_Claymore_Kunwu_DamageUpWithShield,81,0.2,,,,,0.2,0.04,8,,,,,,112504,0
1125041,Weapon_Claymore_Kunwu_DamageUpWithShield,81,0.25,,,,,0.25,0.05,8,,,,,,112504,1
1125042,Weapon_Claymore_Kunwu_DamageUpWithShield,81,0.3,,,,,0.3,0.06,8,,,,,,112504,2
1125043,Weapon_Claymore_Kunwu_DamageUpWithShield,81,0.35,,,,,0.35,0.07,8,,,,,,112504,3
1125044,Weapon_Claymore_Kunwu_DamageUpWithShield,81,0.4,,,,,0.4,0.08,8,,,,,,112504,4
1125050,Weapon_Claymore_Morax_HpToAtk,3,0.2,,,,,0.2,0.012,,,,,,,112505,0
1125051,Weapon_Claymore_Morax_HpToAtk,3,0.25,,,,,0.25,0.015,,,,,,,112505,1
1125052,Weapon_Claymore_Morax_HpToAtk,3,0.3,,,,,0.3,0.018,,,,,,,112505,2
1125053,Weapon_Claymore_Morax_HpToAtk,3,0.35,,,,,0.35,0.021,,,,,,,112505,3
1125054,Weapon_Claymore_Morax_HpToAtk,3,0.4,,,,,0.4,0.024,,,,,,,112505,4
1125100,Weapon_Claymore_Itadorimaru,9,0.28,,,,,0.28,0.4,80000,,,,,,112510,0
1125101,Weapon_Claymore_Itadorimaru,9,0.35,,,,,0.35,0.5,80000,,,,,,112510,1
1125102,Weapon_Claymore_Itadorimaru,9,0.42,,,,,0.42,0.6,80000,,,,,,112510,2
1125103,Weapon_Claymore_Itadorimaru,9,0.49,,,,,0.49,0.7,80000,,,,,,112510,3
1125104,Weapon_Claymore_Itadorimaru,9,0.56,,,,,0.56,0.8,80000,,,,,,112510,4
1133010,Weapon_Pole_NormalAttackUp,,,,,,,0.24,,,,,,,,113301,0
1133011,Weapon_Pole_NormalAttackUp,,,,,,,0.3,,,,,,,,113301,1
1133012,Weapon_Pole_NormalAttackUp,,,,,,,0.36,,,,,,,,113301,2
1133013,Weapon_Pole_NormalAttackUp,,,,,,,0.42,,,,,,,,113301,3
1133014,Weapon_Pole_NormalAttackUp,,,,,,,0.48,,,,,,,,113301,4
1133020,Weapon_Pole_ExtraDamageWhenCDReady,,,,,,,1.6,10,,,,,,,113302,0
1133021,Weapon_Pole_ExtraDamageWhenCDReady,,,,,,,2,10,,,,,,,113302,1
1133022,Weapon_Pole_ExtraDamageWhenCDReady,,,,,,,2.4,10,,,,,,,113302,2
1133023,Weapon_Pole_ExtraDamageWhenCDReady,,,,,,,2.8,10,,,,,,,113302,3
1133024,Weapon_Pole_ExtraDamageWhenCDReady,,,,,,,3.2,10,,,,,,,113302,4
1133030,Weapon_Pole_SlimeKiller,,,,,,,0.4,,,,,,,,113303,0
1133031,Weapon_Pole_SlimeKiller,,,,,,,0.5,,,,,,,,113303,1
1133032,Weapon_Pole_SlimeKiller,,,,,,,0.6,,,,,,,,113303,2
1133033,Weapon_Pole_SlimeKiller,,,,,,,0.7,,,,,,,,113303,3
1133034,Weapon_Pole_SlimeKiller,,,,,,,0.8,,,,,,,,113303,4
1133040,Weapon_Pole_HealAmountHPonEnemyKilled,,,,,,,0.08,,,,,,,,113304,0
1133041,Weapon_Pole_HealAmountHPonEnemyKilled,,,,,,,0.1,,,,,,,,113304,1
1133042,Weapon_Pole_HealAmountHPonEnemyKilled,,,,,,,0.12,,,,,,,,113304,2
1133043,Weapon_Pole_HealAmountHPonEnemyKilled,,,,,,,0.14,,,,,,,,113304,3
1133044,Weapon_Pole_HealAmountHPonEnemyKilled,,,,,,,0.16,,,,,,,,113304,4
1134010,Weapon_Pole_DamageUpToWaterEnemy,,,,,,,0.2,,,,,,,,113401,0
1134011,Weapon_Pole_DamageUpToWaterEnemy,,,,,,,0.24,,,,,,,,113401,1
1134012,Weapon_Pole_DamageUpToWaterEnemy,,,,,,,0.28,,,,,,,,113401,2
1134013,Weapon_Pole_DamageUpToWaterEnemy,,,,,,,0.32,,,,,,,,113401,3
1134014,Weapon_Pole_DamageUpToWaterEnemy,,,,,,,0.36,,,,,,,,113401,4
1134020,Weapon_Pole_NormalAttackAndExtraAttackUpAfterSkill,,,,,,,0.08,,,,,,,,113402,0
1134021,Weapon_Pole_NormalAttackAndExtraAttackUpAfterSkill,,,,,,,0.1,,,,,,,,113402,1
1134022,Weapon_Pole_NormalAttackAndExtraAttackUpAfterSkill,,,,,,,0.12,,,,,,,,113402,2
1134023,Weapon_Pole_NormalAttackAndExtraAttackUpAfterSkill,,,,,,,0.14,,,,,,,,113402,3
1134024,Weapon_Pole_NormalAttackAndExtraAttackUpAfterSkill,,,,,,,0.16,,,,,,,,113402,4
1134030,Weapon_Pole_NormalAttackExtraDamageWhenGetEnergyBall,,,,,,,0.2,,,,,,,,113403,0
1134031,Weapon_Pole_NormalAttackExtraDamageWhenGetEnergyBall,,,,,,,0.25,,,,,,,,113403,1
1134032,Weapon_Pole_NormalAttackExtraDamageWhenGetEnergyBall,,,,,,,0.3,,,,,,,,113403,2
1134033,Weapon_Pole_NormalAttackExtraDamageWhenGetEnergyBall,,,,,,,0.35,,,,,,,,113403,3
1134034,Weapon_Pole_NormalAttackExtraDamageWhenGetEnergyBall,,,,,,,0.4,,,,,,,,113403,4
1134040,Weapon_Pole_Blackrock,,,,,,,0.12,30,,,,,,,113404,0
1134041,Weapon_Pole_Blackrock,,,,,,,0.15,30,,,,,,,113404,1
1134042,Weapon_Pole_Blackrock,,,,,,,0.18,30,,,,,,,113404,2
1134043,Weapon_Pole_Blackrock,,,,,,,0.21,30,,,,,,,113404,3
1134044,Weapon_Pole_Blackrock,,,,,,,0.24,30,,,,,,,113404,4
1134050,Weapon_Pole_Dual,,,,,,,2,0.24,0.16,0.16,,,,,113405,0
1134051,Weapon_Pole_Dual,,,,,,,2,0.3,0.2,0.2,,,,,113405,1
1134052,Weapon_Pole_Dual,,,,,,,2,0.36,0.24,0.24,,,,,113405,2
1134053,Weapon_Pole_Dual,,,,,,,2,0.42,0.28,0.28,,,,,113405,3
1134054,Weapon_Pole_Dual,,,,,,,2,0.48,0.32,0.32,,,,,113405,4
1134060,Weapon_Pole_Liyue,,,,,,,0.07,0.03,4,,,,,,113406,0
1134061,Weapon_Pole_Liyue,,,,,,,0.08,0.04,4,,,,,,113406,1
1134062,Weapon_Pole_Liyue,,,,,,,0.09,0.05,4,,,,,,113406,2
1134063,Weapon_Pole_Liyue,,,,,,,0.1,0.06,4,,,,,,113406,3
1134064,Weapon_Pole_Liyue,,,,,,,0.11,0.07,4,,,,,,113406,4
1134070,Weapon_Pole_GenerateBallWhenCritic,,,,,,,0.6,12,,,,,,,113407,0
1134071,Weapon_Pole_GenerateBallWhenCritic,,,,,,,0.7,10.5,,,,,,,113407,1
1134072,Weapon_Pole_GenerateBallWhenCritic,,,,,,,0.8,9,,,,,,,113407,2
1134073,Weapon_Pole_GenerateBallWhenCritic,,,,,,,0.9,7.5,,,,,,,113407,3
1134074,Weapon_Pole_GenerateBallWhenCritic,,,,,,,1,6,,,,,,,113407,4
1134080,Weapon_Pole_CritUpWhenHitNoCrit,,,,,,,0.08,,,,,,,,113408,0
1134081,Weapon_Pole_CritUpWhenHitNoCrit,,,,,,,0.1,,,,,,,,113408,1
1134082,Weapon_Pole_CritUpWhenHitNoCrit,,,,,,,0.12,,,,,,,,113408,2
1134083,Weapon_Pole_CritUpWhenHitNoCrit,,,,,,,0.14,,,,,,,,113408,3
1134084,Weapon_Pole_CritUpWhenHitNoCrit,,,,,,,0.16,,,,,,,,113408,4
1134090,Weapon_Pole_Dragonfell,,,,,,,0.6,0.8,2,10,,,,,113409,0
1134091,Weapon_Pole_Dragonfell,,,,,,,0.7,0.95,2.4,10,,,,,113409,1
1134092,Weapon_Pole_Dragonfell,,,,,,,0.8,1.1,2.8,10,,,,,113409,2
1134093,Weapon_Pole_Dragonfell,,,,,,,0.9,1.25,3.2,10,,,,,113409,3
1134094,Weapon_Pole_Dragonfell,,,,,,,1,1.4,3.6,10,,,,,113409,4
1134140,Weapon_Pole_Bakufu,,,,,,,0.06,3,3,6,10,,,,113414,0
1134141,Weapon_Pole_Bakufu,,,,,,,0.075,3,3.5,6,10,,,,113414,1
1134142,Weapon_Pole_Bakufu,,,,,,,0.09,3,4,6,10,,,,113414,2
1134143,Weapon_Pole_Bakufu,,,,,,,0.105,3,4.5,6,10,,,,113414,3
1134144,Weapon_Pole_Bakufu,,,,,,,0.12,3,5,6,10,,,,113414,4
1134150,Weapon_Pole_Mori,,,,,,,0.16,0.06,,,,,,,113415,0
1134151,Weapon_Pole_Mori,,,,,,,0.2,0.075,,,,,,,113415,1
1134152,Weapon_Pole_Mori,,,,,,,0.24,0.09,,,,,,,113415,2
1134153,Weapon_Pole_Mori,,,,,,,0.28,0.105,,,,,,,113415,3
1134154,Weapon_Pole_Mori,,,,,,,0.32,0.12,,,,,,,113415,4
1134160,Weapon_Pole_Maria,,,,,,,0.12,0.4,,,,,,,113416,0
1134161,Weapon_Pole_Maria,,,,,,,0.15,0.5,,,,,,,113416,1
1134162,Weapon_Pole_Maria,,,,,,,0.18,0.6,,,,,,,113416,2
1134163,Weapon_Pole_Maria,,,,,,,0.21,0.7,,,,,,,113416,3
1134164,Weapon_Pole_Maria,,,,,,,0.24,0.8,,,,,,,113416,4
1134170,Weapon_Pole_Arakalari,,,,,,,0.16,12,20,10,,,,,113417,0
1134171,Weapon_Pole_Arakalari,,,,,,,0.2,12,20,10,,,,,113417,1
1134172,Weapon_Pole_Arakalari,,,,,,,0.24,12,20,10,,,,,113417,2
1134173,Weapon_Pole_Arakalari,,,,,,,0.28,12,20,10,,,,,113417,3
1134174,Weapon_Pole_Arakalari,,,,,,,0.32,12,20,10,,,,,113417,4
1134190,Weapon_Pole_Windvane,,,,,,,0.12,48,10,,,,,,113419,0
1134191,Weapon_Pole_Windvane,,,,,,,0.15,60,10,,,,,,113419,1
1134192,Weapon_Pole_Windvane,,,,,,,0.18,72,10,,,,,,113419,2
1134193,Weapon_Pole_Windvane,,,,,,,0.21,84,10,,,,,,113419,3
1134194,Weapon_Pole_Windvane,,,,,,,0.24,96,10,,,,,,113419,4
1135010,Weapon_Pole_Homa,3,0.2,,,,,0.2,0.008,0.01,,,,,,113501,0
1135011,Weapon_Pole_Homa,3,0.25,,,,,0.25,0.01,0.012,,,,,,113501,1
1135012,Weapon_Pole_Homa,3,0.3,,,,,0.3,0.012,0.014,,,,,,113501,2
1135013,Weapon_Pole_Homa,3,0.35,,,,,0.35,0.014,0.016,,,,,,113501,3
1135014,Weapon_Pole_Homa,3,0.4,,,,,0.4,0.016,0.018,,,,,,113501,4
1135020,Weapon_Pole_Dvalin,20,0.08,,,,,0.08,0.12,0.5,0.4,2,,,,113502,0
1135021,Weapon_Pole_Dvalin,20,0.1,,,,,0.1,0.12,0.5,0.55,2,,,,113502,1
1135022,Weapon_Pole_Dvalin,20,0.12,,,,,0.12,0.12,0.5,0.7,2,,,,113502,2
1135023,Weapon_Pole_Dvalin,20,0.14,,,,,0.14,0.12,0.5,0.85,2,,,,113502,3
1135024,Weapon_Pole_Dvalin,20,0.16,,,,,0.16,0.12,0.5,1,2,,,,113502,4
1135030,Weapon_Pole_EnergyPoem,,,,,,,0.08,10,0.2,0.2,20,40,,,113503,0
1135031,Weapon_Pole_EnergyPoem,,,,,,,0.1,10,0.25,0.2,20,40,,,113503,1
1135032,Weapon_Pole_EnergyPoem,,,,,,,0.12,10,0.3,0.2,20,40,,,113503,2
1135033,Weapon_Pole_EnergyPoem,,,,,,,0.14,10,0.35,0.2,20,40,,,113503,3
1135034,Weapon_Pole_EnergyPoem,,,,,,,0.16,10,0.4,0.2,20,40,,,113503,4
1135040,Weapon_Pole_Kunwu_DamageUpWithShield,81,0.2,,,,,0.2,0.04,8,,,,,,113504,0
1135041,Weapon_Pole_Kunwu_DamageUpWithShield,81,0.25,,,,,0.25,0.05,8,,,,,,113504,1
1135042,Weapon_Pole_Kunwu_DamageUpWithShield,81,0.3,,,,,0.3,0.06,8,,,,,,113504,2
1135043,Weapon_Pole_Kunwu_DamageUpWithShield,81,0.35,,,,,0.35,0.07,8,,,,,,113504,3
1135044,Weapon_Pole_Kunwu_DamageUpWithShield,81,0.4,,,,,0.4,0.08,8,,,,,,113504,4
1135050,Weapon_Pole_AttackUpAndSkillDamageUp,,,,,,,0.032,0.12,,,,,,,113505,0
1135051,Weapon_Pole_AttackUpAndSkillDamageUp,,,,,,,0.039,0.15,,,,,,,113505,1
1135052,Weapon_Pole_AttackUpAndSkillDamageUp,,,,,,,0.046,0.18,,,,,,,113505,2
1135053,Weapon_Pole_AttackUpAndSkillDamageUp,,,,,,,0.053,0.21,,,,,,,113505,3
1135054,Weapon_Pole_AttackUpAndSkillDamageUp,,,,,,,0.06,0.24,,,,,,,113505,4
1135060,,23,0.2,,,,,0.2,2,1,,,,,,113506,0
1135061,,23,0.2,,,,,0.2,2,1.2,,,,,,113506,1
1135062,,23,0.2,,,,,0.2,2,1.4,,,,,,113506,2
1135063,,23,0.2,,,,,0.2,2,1.6,,,,,,113506,3
1135064,,23,0.2,,,,,0.2,2,1.8,,,,,,113506,4
1135070,Weapon_Pole_Santika,,,,,,,0.12,1,0.032,6,20,,,,113507,0
1135071,Weapon_Pole_Santika,,,,,,,0.15,1,0.04,6,20,,,,113507,1
1135072,Weapon_Pole_Santika,,,,,,,0.18,1,0.048,6,20,,,,113507,2
1135073,Weapon_Pole_Santika,,,,,,,0.21,1,0.056,6,20,,,,113507,3
1135074,Weapon_Pole_Santika,,,,,,,0.24,1,0.064,6,20,,,,113507,4
1135090,Weapon_Pole_Narukami,,,,,,,0.28,0.8,0.3,12,,,,,113509,0
1135091,Weapon_Pole_Narukami,,,,,,,0.35,0.9,0.35,12,,,,,113509,1
1135092,Weapon_Pole_Narukami,,,,,,,0.42,1,0.4,12,,,,,113509,2
1135093,Weapon_Pole_Narukami,,,,,,,0.49,1.1,0.45,12,,,,,113509,3
1135094,Weapon_Pole_Narukami,,,,,,,0.56,1.2,0.5,12,,,,,113509,4
1135110,Weapon_Pole_Deshret,,,,,,,0.52,0.28,10,0.3,3,,,,113511,0
1135111,Weapon_Pole_Deshret,,,,,,,0.65,0.35,10,0.3,3,,,,113511,1
1135112,Weapon_Pole_Deshret,,,,,,,0.78,0.42,10,0.3,3,,,,113511,2
1135113,Weapon_Pole_Deshret,,,,,,,0.91,0.49,10,0.3,3,,,,113511,3
1135114,Weapon_Pole_Deshret,,,,,,,1.04,0.56,10,0.3,3,,,,113511,4
1143010,Weapon_Catalyst_DamageUpToEnemy,,,,,,,0.12,,,,,,,,114301,0
1143011,Weapon_Catalyst_DamageUpToEnemy,,,,,,,0.15,,,,,,,,114301,1
1143012,Weapon_Catalyst_DamageUpToEnemy,,,,,,,0.18,,,,,,,,114301,2
1143013,Weapon_Catalyst_DamageUpToEnemy,,,,,,,0.21,,,,,,,,114301,3
1143014,Weapon_Catalyst_DamageUpToEnemy,,,,,,,0.24,,,,,,,,114301,4
1143020,Weapon_Catalyst_OnChangeAttackUp,,,,,,,0.24,10,20,,,,,,114302,0
1143021,Weapon_Catalyst_OnChangeAttackUp,,,,,,,0.3,10,20,,,,,,114302,1
1143022,Weapon_Catalyst_OnChangeAttackUp,,,,,,,0.36,10,20,,,,,,114302,2
1143023,Weapon_Catalyst_OnChangeAttackUp,,,,,,,0.42,10,20,,,,,,114302,3
1143024,Weapon_Catalyst_OnChangeAttackUp,,,,,,,0.48,10,20,,,,,,114302,4
1143030,Weapon_Catalyst_OnGainEnergyHealHP,,,,,,,0.01,,,,,,,,114303,0
1143031,Weapon_Catalyst_OnGainEnergyHealHP,,,,,,,0.0125,,,,,,,,114303,1
1143032,Weapon_Catalyst_OnGainEnergyHealHP,,,,,,,0.015,,,,,,,,114303,2
1143033,Weapon_Catalyst_OnGainEnergyHealHP,,,,,,,0.0175,,,,,,,,114303,3
1143034,Weapon_Catalyst_OnGainEnergyHealHP,,,,,,,0.02,,,,,,,,114303,4
1143040,Weapon_Catalyst_AttacktUpAfterReaction,,,,,,,0.2,,,,,,,,114304,0
1143041,Weapon_Catalyst_AttacktUpAfterReaction,,,,,,,0.25,,,,,,,,114304,1
1143042,Weapon_Catalyst_AttacktUpAfterReaction,,,,,,,0.3,,,,,,,,114304,2
1143043,Weapon_Catalyst_AttacktUpAfterReaction,,,,,,,0.35,,,,,,,,114304,3
1143044,Weapon_Catalyst_AttacktUpAfterReaction,,,,,,,0.4,,,,,,,,114304,4
1143050,Weapon_Catalyst_SpeedUponEnemeyKilled,,,,,,,0.12,15,,,,,,,114305,0
1143051,Weapon_Catalyst_SpeedUponEnemeyKilled,,,,,,,0.14,15,,,,,,,114305,1
1143052,Weapon_Catalyst_SpeedUponEnemeyKilled,,,,,,,0.16,15,,,,,,,114305,2
1143053,Weapon_Catalyst_SpeedUponEnemeyKilled,,,,,,,0.18,15,,,,,,,114305,3
1143054,Weapon_Catalyst_SpeedUponEnemeyKilled,,,,,,,0.2,15,,,,,,,114305,4
1143060,Weapon_Catalyst_ElementUpWhenNormalHit,,,,,,,0.06,6,,,,,,,114306,0
1143061,Weapon_Catalyst_ElementUpWhenNormalHit,,,,,,,0.075,6,,,,,,,114306,1
1143062,Weapon_Catalyst_ElementUpWhenNormalHit,,,,,,,0.09,6,,,,,,,114306,2
1143063,Weapon_Catalyst_ElementUpWhenNormalHit,,,,,,,0.105,6,,,,,,,114306,3
1143064,Weapon_Catalyst_ElementUpWhenNormalHit,,,,,,,0.12,6,,,,,,,114306,4
1144010,Weapon_Catalyst_GenerateBallWhenCritic,,,,,,,0.6,12,,,,,,,114401,0
1144011,Weapon_Catalyst_GenerateBallWhenCritic,,,,,,,0.7,10.5,,,,,,,114401,1
1144012,Weapon_Catalyst_GenerateBallWhenCritic,,,,,,,0.8,9,,,,,,,114401,2
1144013,Weapon_Catalyst_GenerateBallWhenCritic,,,,,,,0.9,7.5,,,,,,,114401,3
1144014,Weapon_Catalyst_GenerateBallWhenCritic,,,,,,,1,6,,,,,,,114401,4
1144020,Weapon_Catalyst_RandomBuff,,,,,,,0.6,0.48,240,10,30,,,,114402,0
1144021,Weapon_Catalyst_RandomBuff,,,,,,,0.75,0.6,300,10,30,,,,114402,1
1144022,Weapon_Catalyst_RandomBuff,,,,,,,0.9,0.72,360,10,30,,,,114402,2
1144023,Weapon_Catalyst_RandomBuff,,,,,,,1.05,0.84,420,10,30,,,,114402,3
1144024,Weapon_Catalyst_RandomBuff,,,,,,,1.2,0.96,480,10,30,,,,114402,4
1144030,Weapon_Catalyst_ResetCDWhenSkillHit,,,,,,,0.4,30,,,,,,,114403,0
1144031,Weapon_Catalyst_ResetCDWhenSkillHit,,,,,,,0.5,26,,,,,,,114403,1
1144032,Weapon_Catalyst_ResetCDWhenSkillHit,,,,,,,0.6,22,,,,,,,114403,2
1144033,Weapon_Catalyst_ResetCDWhenSkillHit,,,,,,,0.7,19,,,,,,,114403,3
1144034,Weapon_Catalyst_ResetCDWhenSkillHit,,,,,,,0.8,16,,,,,,,114403,4
1144040,Weapon_Catalyst_CritUpWhenHitNoCrit,,,,,,,0.08,,,,,,,,114404,0
1144041,Weapon_Catalyst_CritUpWhenHitNoCrit,,,,,,,0.1,,,,,,,,114404,1
1144042,Weapon_Catalyst_CritUpWhenHitNoCrit,,,,,,,0.12,,,,,,,,114404,2
1144043,Weapon_Catalyst_CritUpWhenHitNoCrit,,,,,,,0.14,,,,,,,,114404,3
1144044,Weapon_Catalyst_CritUpWhenHitNoCrit,,,,,,,0.16,,,,,,,,114404,4
1144050,Weapon_Catalyst_NormalAttackAndSkillAttack,,,,,,,0.2,,,,,,,,114405,0
1144051,Weapon_Catalyst_NormalAttackAndSkillAttack,,,,,,,0.25,,,,,,,,114405,1
1144052,Weapon_Catalyst_NormalAttackAndSkillAttack,,,,,,,0.3,,,,,,,,114405,2
1144053,Weapon_Catalyst_NormalAttackAndSkillAttack,,,,,,,0.35,,,,,,,,114405,3
1144054,Weapon_Catalyst_NormalAttackAndSkillAttack,,,,,,,0.4,,,,,,,,114405,4
1144060,Weapon_Catalyst_TeamHealAfterElementalBurst,,,,,,,6,2,4,0.04,,,,,114406,0
1144061,Weapon_Catalyst_TeamHealAfterElementalBurst,,,,,,,6,2,4.5,0.045,,,,,114406,1
1144062,Weapon_Catalyst_TeamHealAfterElementalBurst,,,,,,,6,2,5,0.05,,,,,114406,2
1144063,Weapon_Catalyst_TeamHealAfterElementalBurst,,,,,,,6,2,5.5,0.055,,,,,114406,3
1144064,Weapon_Catalyst_TeamHealAfterElementalBurst,,,,,,,6,2,6,0.06,,,,,114406,4
1144070,Weapon_Catalyst_ElementUpAfterReaction,,,,,,,0.08,,,,,,,,114407,0
1144071,Weapon_Catalyst_ElementUpAfterReaction,,,,,,,0.1,,,,,,,,114407,1
1144072,Weapon_Catalyst_ElementUpAfterReaction,,,,,,,0.12,,,,,,,,114407,2
1144073,Weapon_Catalyst_ElementUpAfterReaction,,,,,,,0.14,,,,,,,,114407,3
1144074,Weapon_Catalyst_ElementUpAfterReaction,,,,,,,0.16,,,,,,,,114407,4
1144080,Weapon_Catalyst_Blackrock,,,,,,,0.12,30,,,,,,,114408,0
1144081,Weapon_Catalyst_Blackrock,,,,,,,0.15,30,,,,,,,114408,1
1144082,Weapon_Catalyst_Blackrock,,,,,,,0.18,30,,,,,,,114408,2
1144083,Weapon_Catalyst_Blackrock,,,,,,,0.21,30,,,,,,,114408,3
1144084,Weapon_Catalyst_Blackrock,,,,,,,0.24,30,,,,,,,114408,4
1144090,Weapon_Catalyst_BouncingBall,,,,,,,0.5,4,2.4,12,,,,,114409,0
1144091,Weapon_Catalyst_BouncingBall,,,,,,,0.5,4,2.7,11,,,,,114409,1
1144092,Weapon_Catalyst_BouncingBall,,,,,,,0.5,4,3,10,,,,,114409,2
1144093,Weapon_Catalyst_BouncingBall,,,,,,,0.5,4,3.3,9,,,,,114409,3
1144094,Weapon_Catalyst_BouncingBall,,,,,,,0.5,4,3.6,8,,,,,114409,4
1144100,Weapon_Catalyst_Outlaw,,,,,,,0.2,5,0.14,5,,,,,114410,0
1144101,Weapon_Catalyst_Outlaw,,,,,,,0.25,5,0.16,5,,,,,114410,1
1144102,Weapon_Catalyst_Outlaw,,,,,,,0.3,5,0.18,5,,,,,114410,2
1144103,Weapon_Catalyst_Outlaw,,,,,,,0.35,5,0.2,5,,,,,114410,3
1144104,Weapon_Catalyst_Outlaw,,,,,,,0.4,5,0.22,5,,,,,114410,4
1144110,,,,,,,,0.3,3,2,10,,,,,114411,0
1144111,,,,,,,,0.3,3.75,2.5,10,,,,,114411,1
1144112,,,,,,,,0.3,4.5,3,10,,,,,114411,2
1144113,,,,,,,,0.3,5.25,3.5,10,,,,,114411,3
1144114,,,,,,,,0.3,6,4,10,,,,,114411,4
1144120,Weapon_Catalyst_Dragonfell,,,,,,,0.6,0.8,2,10,,,,,114412,0
1144121,Weapon_Catalyst_Dragonfell,,,,,,,0.7,0.95,2.4,10,,,,,114412,1
1144122,Weapon_Catalyst_Dragonfell,,,,,,,0.8,1.1,2.8,10,,,,,114412,2
1144123,Weapon_Catalyst_Dragonfell,,,,,,,0.9,1.25,3.2,10,,,,,114412,3
1144124,Weapon_Catalyst_Dragonfell,,,,,,,1,1.4,3.6,10,,,,,114412,4
1144130,Weapon_Catalyst_NormalAttackAndExtraAttack,,,,,,,0.16,6,0.08,6,,,,,114413,0
1144131,Weapon_Catalyst_NormalAttackAndExtraAttack,,,,,,,0.2,6,0.1,6,,,,,114413,1
1144132,Weapon_Catalyst_NormalAttackAndExtraAttack,,,,,,,0.24,6,0.12,6,,,,,114413,2
1144133,Weapon_Catalyst_NormalAttackAndExtraAttack,,,,,,,0.28,6,0.14,6,,,,,114413,3
1144134,Weapon_Catalyst_NormalAttackAndExtraAttack,,,,,,,0.32,6,0.16,6,,,,,114413,4
1144140,Weapon_Catalyst_Bakufu,,,,,,,0.1,6,1,,,,,,114414,0
1144141,Weapon_Catalyst_Bakufu,,,,,,,0.125,6,1,,,,,,114414,1
1144142,Weapon_Catalyst_Bakufu,,,,,,,0.15,6,1,,,,,,114414,2
1144143,Weapon_Catalyst_Bakufu,,,,,,,0.175,6,1,,,,,,114414,3
1144144,Weapon_Catalyst_Bakufu,,,,,,,0.2,6,1,,,,,,114414,4
1144150,Weapon_Catalyst_Jyanome,,,,,,,0.24,10,,,,,,,114415,0
1144151,Weapon_Catalyst_Jyanome,,,,,,,0.3,10,,,,,,,114415,1
1144152,Weapon_Catalyst_Jyanome,,,,,,,0.36,10,,,,,,,114415,2
1144153,Weapon_Catalyst_Jyanome,,,,,,,0.42,10,,,,,,,114415,3
1144154,Weapon_Catalyst_Jyanome,,,,,,,0.48,10,,,,,,,114415,4
1144160,Weapon_Catalyst_Pleroma,,,,,,,10,0.24,12,0.3,,,,,114416,0
1144161,Weapon_Catalyst_Pleroma,,,,,,,10,0.3,12,0.3,,,,,114416,1
1144162,Weapon_Catalyst_Pleroma,,,,,,,10,0.36,12,0.3,,,,,114416,2
1144163,Weapon_Catalyst_Pleroma,,,,,,,10,0.42,12,0.3,,,,,114416,3
1144164,Weapon_Catalyst_Pleroma,,,,,,,10,0.48,12,0.3,,,,,114416,4
1144170,Weapon_Catalyst_Arakalari,,,,,,,-0.05,24,0.3,6,,,,,114417,0
1144171,Weapon_Catalyst_Arakalari,,,,,,,-0.05,27,0.3,6,,,,,114417,1
1144172,Weapon_Catalyst_Arakalari,,,,,,,-0.05,30,0.3,6,,,,,114417,2
1144173,Weapon_Catalyst_Arakalari,,,,,,,-0.05,33,0.3,6,,,,,114417,3
1144174,Weapon_Catalyst_Arakalari,,,,,,,-0.05,36,0.3,6,,,,,114417,4
1145010,Weapon_Catalyst_Legend_Dvalin,,,,,,,0.12,0.5,1.6,30,,,,,114501,0
1145011,Weapon_Catalyst_Legend_Dvalin,,,,,,,0.15,0.5,2,30,,,,,114501,1
1145012,Weapon_Catalyst_Legend_Dvalin,,,,,,,0.18,0.5,2.4,30,,,,,114501,2
1145013,Weapon_Catalyst_Legend_Dvalin,,,,,,,0.21,0.5,2.8,30,,,,,114501,3
1145014,Weapon_Catalyst_Legend_Dvalin,,,,,,,0.24,0.5,3.2,30,,,,,114501,4
1145020,Weapon_Catalyst_Legend_Fourwinds,,,,,,,0.1,0.08,,,,,,,114502,0
1145021,Weapon_Catalyst_Legend_Fourwinds,,,,,,,0.1,0.1,,,,,,,114502,1
1145022,Weapon_Catalyst_Legend_Fourwinds,,,,,,,0.1,0.12,,,,,,,114502,2
1145023,Weapon_Catalyst_Legend_Fourwinds,,,,,,,0.1,0.14,,,,,,,114502,3
1145024,Weapon_Catalyst_Legend_Fourwinds,,,,,,,0.1,0.16,,,,,,,114502,4
1145030,,,,,,,,0.08,10,0.16,0.2,20,40,,,114503,0
1145031,,,,,,,,0.1,10,0.2,0.2,20,40,,,114503,1
1145032,,,,,,,,0.12,10,0.24,0.2,20,40,,,114503,2
1145033,,,,,,,,0.14,10,0.28,0.2,20,40,,,114503,3
1145034,,,,,,,,0.16,10,0.32,0.2,20,40,,,114503,4
1145040,Weapon_Catalyst_Kunwu_DamageUpWithShield,81,0.2,,,,,0.2,0.04,8,,,,,,114504,0
1145041,Weapon_Catalyst_Kunwu_DamageUpWithShield,81,0.25,,,,,0.25,0.05,8,,,,,,114504,1
