configID	家具ID	单次建造数量	首次获得经验	所需材料1ID	所需材料1数量	所需材料2ID	所需材料2数量	所需材料3ID	所需材料3数量	建造时长	可被加速时长	瞬发道具消耗数	天赋不返回ID
504	370704	1	60	101315	8	101401	4	0	0	50400	14400	1	
505	370311	1	60	101315	6	101401	4	0	0	50400	14400	1	
506	370312	1	60	101315	6	101401	4	0	0	50400	14400	1	
507	370313	1	60	101315	6	101401	4	0	0	50400	14400	1	
508	370314	1	60	101314	8	101401	4	0	0	50400	14400	1	
509	370315	1	60	101314	8	101401	4	0	0	50400	14400	1	
510	370316	1	60	101314	4	101401	3	101001	3	50400	14400	1	
511	370317	1	60	101313	6	101315	6	0	0	50400	14400	1	
512	370318	1	60	101313	4	101315	4	0	0	50400	14400	1	
513	370319	1	60	101313	6	101315	6	0	0	50400	14400	1	
514	371235	1	30	101313	4	0	0	0	0	43200	14400	1	
515	371236	1	30	101313	4	0	0	0	0	43200	14400	1	
516	373142	1	60	101315	8	0	0	0	0	50400	14400	1	
517	373143	1	60	101315	8	0	0	0	0	50400	14400	1	
518	373144	1	30	101315	4	0	0	0	0	43200	14400	1	
519	373145	1	30	101313	2	101315	2	0	0	43200	14400	1	
520	373146	1	60	101313	4	101315	4	0	0	50400	14400	1	
521	373355	1	60	101313	3	101315	3	101401	2	50400	14400	1	
522	373356	1	60	101315	8	0	0	0	0	50400	14400	1	
523	373357	1	60	101315	4	101001	4	0	0	50400	14400	1	
524	373358	1	60	101315	4	101002	4	0	0	50400	14400	1	
525	373359	1	60	101315	4	101002	4	0	0	50400	14400	1	
526	373360	1	60	101315	8	101002	4	0	0	50400	14400	1	
527	360419	1	60	101315	8	101001	4	0	0	50400	14400	1	
528	360420	1	60	101315	8	101001	4	0	0	50400	14400	1	
529	361317	1	60	101313	8	101002	4	0	0	50400	14400	1	
530	361107	1	60	101313	12	0	0	0	0	50400	14400	1	
531	370320	1	60	101313	12	101401	4	0	0	50400	14400	1	
532	370321	1	60	101313	12	101001	4	0	0	50400	14400	1	
533	360421	1	90	101314	12	101002	4	0	0	57600	14400	1	
534	361318	1	60	101317	12	0	0	0	0	50400	14400	1	
535	361503	1	60	101002	6	101001	6	0	0	50400	14400	1	
536	362228	1	60	101002	4	101001	4	0	0	50400	14400	1	
537	362229	1	60	101002	4	101001	4	0	0	50400	14400	1	
538	361504	1	60	101002	4	101001	4	0	0	50400	14400	1	
539	361505	1	60	101316	12	0	0	0	0	50400	14400	1	
540	362231	1	90	101002	12	0	0	0	0	57600	14400	1	
541	363107	1	60	101317	6	101401	6	0	0	50400	14400	1	
542	361108	1	60	101317	12	0	0	0	0	50400	14400	1	
543	361212	1	60	101316	12	0	0	0	0	50400	14400	1	
544	362308	1	60	101401	4	101403	4	101402	4	50400	14400	1	
545	362309	1	60	101401	4	101403	4	101404	4	50400	14400	1	
546	364213	1	60	101317	8	101001	4	0	0	50400	14400	1	
547	364214	1	60	101401	8	101402	4	0	0	50400	14400	1	
548	364215	1	60	101401	8	101402	4	0	0	50400	14400	1	
549	363330	1	60	101002	4	101001	4	0	0	50400	14400	1	
550	363331	1	60	101001	8	0	0	0	0	50400	14400	1	
551	363332	1	60	101002	4	101001	4	0	0	50400	14400	1	
552	370705	1	60	101317	8	101001	4	0	0	50400	14400	1	
553	370706	1	60	101317	8	101001	4	0	0	50400	14400	1	
554	370707	1	60	101317	8	101001	4	0	0	50400	14400	1	
555	370708	1	60	101317	8	101001	4	0	0	50400	14400	1	
556	370709	1	60	101317	8	101001	4	0	0	50400	14400	1	
557	370710	1	60	101317	8	101001	4	0	0	50400	14400	1	
558	371122	1	60	101317	4	101401	4	101402	4	50400	14400	1	
559	371123	1	60	101317	8	101401	4	0	0	50400	14400	1	
560	371124	1	60	101317	8	101401	4	0	0	50400	14400	1	
561	371125	1	60	101317	4	101401	4	101404	4	50400	14400	1	
562	371237	1	60	101001	12	0	0	0	0	50400	14400	1	
563	371238	1	60	101001	12	0	0	0	0	50400	14400	1	
564	371239	1	60	101001	12	0	0	0	0	50400	14400	1	
565	360104	1	60	101313	12	0	0	0	0	50400	14400	1	
566	360204	1	60	101313	12	0	0	0	0	50400	14400	1	
567	360304	1	60	101313	12	0	0	0	0	50400	14400	1	
568	360504	1	60	101313	8	101401	4	0	0	50400	14400	1	
569	370711	1	90	101313	18	0	0	0	0	57600	14400	1	
570	370712	1	90	101313	18	0	0	0	0	57600	14400	1	
571	370713	1	90	101313	18	0	0	0	0	57600	14400	1	
572	370714	1	90	101313	12	0	0	0	0	57600	14400	1	
573	370715	1	90	101313	12	0	0	0	0	57600	14400	1	
574	370716	1	90	101313	12	0	0	0	0	57600	14400	1	
575	372606	1	60	101302	8	101002	4	0	0	50400	14400	1	
576	372607	1	60	101302	8	101002	4	0	0	50400	14400	1	
577	361319	1	60	101314	12	0	0	0	0	50400	14400	1	
578	361320	1	60	101314	12	0	0	0	0	50400	14400	1	
579	361321	1	60	101314	12	0	0	0	0	50400	14400	1	
580	361506	1	60	101314	12	0	0	0	0	50400	14400	1	
581	362233	1	90	101002	4	101001	4	0	0	57600	14400	1	
582	362234	1	60	101401	12	0	0	0	0	50400	14400	1	
583	363335	1	60	101002	4	101001	4	0	0	50400	14400	1	
584	363336	1	60	101002	4	101001	4	0	0	50400	14400	1	
585	363337	1	60	101002	4	101001	4	0	0	50400	14400	1	
586	362109	1	60	101314	12	0	0	0	0	50400	14400	1	
587	362110	1	60	101314	12	0	0	0	0	50400	14400	1	
588	362111	1	60	101314	12	0	0	0	0	50400	14400	1	
589	363108	1	60	101314	8	101002	4	0	0	50400	14400	1	
590	361404	1	90	101313	12	101401	6	0	0	57600	14400	1	
591	361405	1	60	101315	8	101401	4	0	0	50400	14400	1	
592	361109	1	60	101315	12	0	0	0	0	50400	14400	1	
593	361110	1	60	101313	12	0	0	0	0	50400	14400	1	
594	361213	1	90	101315	18	0	0	0	0	57600	14400	1	
595	361214	1	90	101315	12	0	0	0	0	57600	14400	1	
596	364216	1	90	101313	8	101401	4	0	0	57600	14400	1	
597	362235	1	60	101001	12	0	0	0	0	50400	14400	1	
598	362236	1	90	101002	4	101001	4	0	0	57600	14400	1	
599	362237	1	90	101002	4	101001	4	0	0	57600	14400	1	
600	370718	1	60	101315	8	101002	4	0	0	50400	14400	1	
601	370719	1	60	101315	8	101002	4	0	0	50400	14400	1	
602	370720	1	60	101315	8	101002	4	0	0	50400	14400	1	
603	370721	1	60	101315	8	101002	4	0	0	50400	14400	1	
604	370722	1	60	101315	8	101002	4	0	0	50400	14400	1	
605	370723	1	60	101002	4	101001	4	0	0	50400	14400	1	
606	370724	1	90	101002	18	0	0	0	0	57600	14400	1	
607	370726	1	60	101314	12	0	0	0	0	50400	14400	1	
608	370727	1	60	101314	12	0	0	0	0	50400	14400	1	
609	370728	1	60	101314	12	0	0	0	0	50400	14400	1	
610	370729	1	60	101315	8	101002	4	0	0	50400	14400	1	
611	373361	1	60	101001	8	101401	4	0	0	50400	14400	1	
612	371126	1	90	101002	18	0	0	0	0	57600	14400	1	
613	371127	1	90	101002	18	0	0	0	0	57600	14400	1	
614	360422	1	90	101002	12	0	0	0	0	57600	14400	1	
615	360423	1	60	101001	12	0	0	0	0	50400	14400	1	
616	360424	1	90	101002	12	0	0	0	0	57600	14400	1	
1	360001	1	30	101308	10	0	0	101402	5	14400	14400	1	
2	360002	1	30	101308	10	0	0	101403	5	14400	14400	1	
3	360003	1	30	101304	10	0	0	101404	5	14400	14400	1	
4	360004	1	30	101304	10	0	0	101402	5	14400	14400	1	
5	360005	1	30	101307	10	0	0	101403	5	14400	14400	1	
6	360006	1	30	101307	10	0	0	101404	5	14400	14400	1	
7	360007	1	60	101001	20	101301	10	101402	15	28800	14400	1	
8	360008	1	60	101001	20	101301	10	101403	15	28800	14400	1	
9	373100	1	60	101001	30	0	0	0	0	28800	14400	1	
10	369101	1	40	101001	30	0	0	0	0	21600	14400	1	
11	369102	1	40	101001	30	0	0	0	0	21600	14400	1	
12	369103	1	40	101001	30	0	0	0	0	21600	14400	1	
13	369104	1	40	101001	30	0	0	0	0	21600	14400	1	
49	364301	1	40	101303	20	0	0			21600	14400	1	
50	372101	1	40	101303	20	0	0	0	0	21600	14400	1	
51	372102	1	40	101303	20	0	0	0	0	21600	14400	1	
52	372103	1	40	101303	20	0	0	0	0	21600	14400	1	
53	372104	1	40	101303	20	0	0	0	0	21600	14400	1	
54	372105	1	40	101303	20	0	0	0	0	21600	14400	1	
55	372106	1	40	101303	20	0	0	0	0	21600	14400	1	
170	375101	1	80	101302	50					36000	14400	1	
220	372401	1	30	101307	10					14400	14400	1	
221	372402	1	30	101307	10					14400	14400	1	
222	372403	1	30	101307	10					14400	14400	1	
223	372404	1	30	101307	10					14400	14400	1	
224	372405	1	30	101307	10					14400	14400	1	
225	372406	1	30	101307	10					14400	14400	1	
226	372407	1	30	101307	10					14400	14400	1	
227	372408	1	30	101307	10					14400	14400	1	
228	372409	1	30	101307	10					14400	14400	1	
229	372301	1	40	101307	20					21600	14400	1	
230	372302	1	40	101307	20					21600	14400	1	
231	372303	1	40	101307	20					21600	14400	1	
232	372304	1	40	101307	20					21600	14400	1	
233	372305	1	40	101307	20					21600	14400	1	
234	372306	1	40	101307	20					21600	14400	1	
235	372201	1	30	101002	10					14400	14400	1	
236	372202	1	30	101002	10					14400	14400	1	
237	372203	1	30	101002	10					14400	14400	1	
