ID	角色ID	开启条件1类型	开启条件1参数列表	开启条件2类型	开启条件2参数列表	开启条件3类型	开启条件3参数列表	开启条件4类型	开启条件4参数列表	消失条件1类型	消失条件1参数列表	隐藏该语音时装列表	追加该语音时装列表
16147	10000026												
16148	10000026												
16149	10000026												
16150	10000026												
16151	10000026												
16152	10000026												
16153	10000026												
16154	10000026												
16155	10000026												
16156	10000026												
16157	10000026												
16158	10000026												
16159	10000026	0		0									
16160	10000026	0		0									
16161	10000026												
16162	10000026												
16163	10000026												
16164	10000026												
16165	10000026												
16166	10000026												
16167	10000026												
16168	10000026												
17100	10000030												
17101	10000030												
17102	10000030												
17103	10000030												
17104	10000030												
17105	10000030												
17106	10000030												
17107	10000030												
17108	10000030												
17109	10000030												
17110	10000030												
17111	10000030												
17112	10000030	6	102510										
17113	10000030												
17114	10000030	1	6										
17115	10000030	1	6	6	102510								
17116	10000030	1	6										
17117	10000030	1	4										
17118	10000030												
17119	10000030												
17120	10000030	1	4	6	102510								
17121	10000030	1	4	6	102510								
17122	10000030	1	4	6	102510								
17123	10000030	1	4										
17124	10000030	1	4										
17125	10000030	1	4	6	102510								
17126	10000030	1	4	6	102510								
17127	10000030	1	4	6	102510								
17128	10000030	1	4	6	102510								
17168	10000030	1	4										
17172	10000030	1	4	11	3026	0		0		0			
17129	10000030												
17130	10000030	1	3										
17131	10000030	1	4										
17132	10000030	1	5	6	102510								
17133	10000030	1	6	6	102510								
17134	10000030												
17135	10000030	6	102510										
17136	10000030												
17137	10000030												
17169	10000030	0		0									
17170	10000030	0		0									
17171	10000030	0		0									
17138	10000030	8											
17139	10000030	7	1										
17140	10000030	7	2	6	102510								
17141	10000030	7	4	6	102510								
17142	10000030	7	6	6	102510								
17143	10000030												
17144	10000030												
17145	10000030												
17146	10000030												
17147	10000030												
17148	10000030												
17149	10000030												
17150	10000030												
17151	10000030												
17152	10000030												
17153	10000030												
17154	10000030												
17155	10000030												
17156	10000030												
17157	10000030												
17158	10000030	0		0									
17159	10000030	0		0									
17160	10000030												
17161	10000030												
17162	10000030												
17163	10000030												
17164	10000030												
17165	10000030												
17166	10000030												
17167	10000030												
18009	10000029												
18010	10000029												
18011	10000029												
18012	10000029												
18013	10000029												
18014	10000029												
18015	10000029												
18016	10000029												
18017	10000029												
18018	10000029												
18019	10000029												
18020	10000029												
18021	10000029												
18022	10000029	6	38406										
18023	10000029	1	6										
18024	10000029	1	4										
18025	10000029												
18026	10000029												
18027	10000029	1	4										
18028	10000029	1	4										
18029	10000029	1	4										
18030	10000029	1	4										
18031	10000029	1	4										
18032	10000029	1	4										
18033	10000029	1	4										
18034	10000029	1	4										
18035	10000029	1	4										
18036	10000029	1	4										
18037	10000029	1	4										
18038	10000029	1	4										
18039	10000029												
18040	10000029	1	3										
18041	10000029	1	4										
18042	10000029	1	5										
18043	10000029	1	6										
18044	10000029												
18045	10000029												
18046	10000029												
18047	10000029												
18077	10000029	0		0									
18078	10000029	0		0									
18079	10000029	0		0									
18048	10000029	8											
18049	10000029	7	1										
18050	10000029	7	2										
18051	10000029	7	4										
18052	10000029	7	6										
18053	10000029												
18054	10000029												
18055	10000029												
18056	10000029												
18057	10000029												
18058	10000029												
18059	10000029												
18060	10000029												
18061	10000029												
18062	10000029												
18063	10000029												
18064	10000029												
18065	10000029												
18066	10000029												
18067	10000029	0		0									
18068	10000029	0		0									
18069	10000029												
18070	10000029												
18071	10000029												
18072	10000029												
18073	10000029												
18074	10000029												
18075	10000029												
18076	10000029												
19009	10000031												
19010	10000031												
19011	10000031												
19012	10000031												
19013	10000031												
19014	10000031												
19015	10000031												
19016	10000031												
19017	10000031												
19018	10000031												
19019	10000031												
19020	10000031												
19021	10000031												
19022	10000031												
19023	10000031												
19024	10000031	1	6										
19025	10000031	1	6										
19026	10000031	1	6										
19027	10000031	1	4										
19028	10000031												
19029	10000031												
19030	10000031	1	4										
19031	10000031	1	4										
19032	10000031	1	4										
19033	10000031	1	4										
19034	10000031	1	4										
19035	10000031												
19036	10000031	1	3										
19037	10000031	1	4										
19038	10000031	1	5										
19039	10000031	1	6										
19040	10000031												
19041	10000031												
19042	10000031												
19043	10000031												
19044	10000031												
19075	10000031	0		0									
19076	10000031	0		0									
19077	10000031	0		0									
19045	10000031	8											
19046	10000031	7	1										
19047	10000031	7	2										
19048	10000031	7	4										
19049	10000031	7	6										
19050	10000031												
19051	10000031												
19052	10000031												
19053	10000031												
19054	10000031												
19055	10000031												
19056	10000031												
19057	10000031												
19058	10000031												
19059	10000031												
19060	10000031												
19061	10000031												
19062	10000031												
19063	10000031												
19064	10000031												
19065	10000031	0		0									
19066	10000031	0		0									
19067	10000031												
19068	10000031												
19069	10000031												
19070	10000031												
19072	10000031												
19073	10000031												
19074	10000031												
20009	10000032												
20010	10000032												
20011	10000032												
20012	10000032												
20013	10000032												
20014	10000032												
20015	10000032												
20016	10000032												
20017	10000032												
20018	10000032												
20019	10000032												
20020	10000032												
20021	10000032												
20022	10000032												
20023	10000032												
20024	10000032	1	6										
20025	10000032	1	6										
20026	10000032	1	4										
20027	10000032												
20028	10000032												
20029	10000032	1	4										
20030	10000032	1	4										
20031	10000032	1	4										
20032	10000032	1	4										
20033	10000032	1	4										
20034	10000032	1	4										
20035	10000032	1	4										
20036	10000032	1	4										
20037	10000032												
20038	10000032	1	3										
20039	10000032	1	4										
20040	10000032	1	5										
20041	10000032	1	6										
20042	10000032												
20043	10000032												
20044	10000032												
20045	10000032												
20079	10000032	0		0									
20080	10000032	0		0									
20081	10000032	0		0									
20046	10000032	8											
20047	10000032	7	1										
20048	10000032	7	2										
20049	10000032	7	4										
20050	10000032	7	6										
20051	10000032												
20052	10000032												
20053	10000032												
20054	10000032												
20055	10000032												
20056	10000032												
20057	10000032												
20058	10000032												
20059	10000032												
20060	10000032												
20061	10000032												
20062	10000032												
20063	10000032												
20064	10000032												
20065	10000032												
20066	10000032												
20067	10000032												
20068	10000032	0		0									
20069	10000032	0		0									
20070	10000032												
20071	10000032												
20072	10000032												
20073	10000032												
20074	10000032												
20075	10000032												
20076	10000032												
20077	10000032												
20078	10000032												
21009	10000034												
21010	10000034												
21011	10000034												
21012	10000034												
21013	10000034												
21014	10000034												
21015	10000034												
21016	10000034												
21017	10000034												
21018	10000034												
21019	10000034												
21020	10000034	1	4										
21021	10000034												
21022	10000034												
21023	10000034												
21024	10000034	1	6										
21025	10000034	1	6	6	38406								
21026	10000034	1	4										
21027	10000034												
21028	10000034												
21029	10000034	1	4										
21030	10000034	1	4										
21031	10000034	1	4										
21032	10000034	1	4										
21033	10000034	1	4										
21034	10000034	1	4										
21035	10000034	1	4										
21036	10000034	1	6										
21037	10000034	1	4										
21038	10000034												
21039	10000034	1	3										
21040	10000034	1	4										
21041	10000034	1	5										
21042	10000034	1	6										
21043	10000034												
21044	10000034												
21045	10000034												
21046	10000034												
21075	10000034	0		0									
21076	10000034	0		0									
21077	10000034	0		0									
21047	10000034	8											
21048	10000034	7	1										
21049	10000034	7	2										
21050	10000034	7	4										
21051	10000034	7	6										
21052	10000034												
21053	10000034												
21054	10000034												
21055	10000034												
21056	10000034												
21057	10000034												
21058	10000034												
21059	10000034												
21060	10000034												
21061	10000034												
21062	10000034												
21063	10000034												
21064	10000034												
21065	10000034												
21066	10000034	0		0									
21067	10000034	0		0									
21068	10000034												
21069	10000034												
21070	10000034												
21071	10000034												
21072	10000034												
21073	10000034												
21074	10000034												
22009	10000036												
22010	10000036												
22011	10000036												
22012	10000036												
22013	10000036												
22014	10000036												
22015	10000036												
22016	10000036												
22017	10000036												
22018	10000036												
22019	10000036												
22020	10000036												
22021	10000036												
22022	10000036												
22023	10000036	1	6										
22024	10000036	1	4										
22025	10000036												
22026	10000036	6	102510										
22027	10000036	1	4	6	101609								
22028	10000036	1	4										
22029	10000036	1	4										
22030	10000036	1	4										
22031	10000036	1	4										
22032	10000036	1	4										
22033	10000036	1	4										
22034	10000036	1	4	6	1101505								
22035	10000036	1	4	0									
22036	10000036												
22037	10000036	1	3										
22038	10000036	1	4										
22039	10000036	1	5										
22040	10000036	1	6										
22041	10000036												
22042	10000036												
22043	10000036												
22044	10000036												
22073	10000036	0		0									
22074	10000036	0		0									
22075	10000036	0		0									
22045	10000036	8											
22046	10000036	7	1										
22047	10000036	7	2										
22048	10000036	7	4										
22049	10000036	7	6										
22050	10000036												
22051	10000036												
22052	10000036												
22053	10000036												
22054	10000036												
22055	10000036												
22056	10000036												
22057	10000036												
22058	10000036												
22059	10000036												
22060	10000036												
22061	10000036												
22062	10000036												
22063	10000036												
22064	10000036	0		0									
22065	10000036	0		0									
22066	10000036												
22067	10000036												
22068	10000036												
22069	10000036												
22070	10000036												
22071	10000036												
22072	10000036												
23009	10000033												
23010	10000033												
23011	10000033												
23012	10000033												
23013	10000033												
23014	10000033												
23015	10000033												
23016	10000033												
23017	10000033												
23018	10000033												
23019	10000033												
23020	10000033												
23021	10000033												
23022	10000033												
23023	10000033												
23024	10000033												
23025	10000033												
23026	10000033	1	6										
23027	10000033	1	6										
23028	10000033	1	6										
23029	10000033	1	4										
23030	10000033												
23031	10000033												
23032	10000033	1	4										
23033	10000033	1	4										
23034	10000033	1	4	6	102510								
23035	10000033	1	4										
23036	10000033	1	4										
23078	10000033	1	4	0									
23079	10000033	1	4	0									
23080	10000033	1	4	0									
23081	10000033	1	4	0									
23082	10000033	1	4	0									
23083	10000033	1	4	0									
23084	10000033	1	4	0									
23085	10000033	1	4	0									
23086	10000033	1	4	11	2021								
23087	10000033	1	4	11	2021								
23037	10000033												
23038	10000033	1	3										
23039	10000033	1	4										
23040	10000033	1	5										
23041	10000033	1	6										
23042	10000033												
23043	10000033												
23044	10000033												
23045	10000033												
23088	10000033	0		0									
23089	10000033	0		0									
23090	10000033	0		0									
23046	10000033	8											
23047	10000033	7	1										
23048	10000033	7	2										
23049	10000033	7	4										
23050	10000033	7	6										
23051	10000033												
23052	10000033												
23053	10000033												
23054	10000033												
23055	10000033												
23056	10000033												
23057	10000033												
23058	10000033												
23059	10000033												
23060	10000033												
23061	10000033												
23062	10000033												
23063	10000033												
23064	10000033												
23065	10000033												
23066	10000033												
23067	10000033												
23068	10000033												
23069	10000033	0		0									
23070	10000033	0		0									
23071	10000033												
23072	10000033												
23073	10000033												
23074	10000033												
23075	10000033												
23076	10000033												
23077	10000033												
24009	10000035												
24010	10000035												
24011	10000035												
24012	10000035												
24013	10000035												
24014	10000035	1	6										
24015	10000035												
24016	10000035												
24017	10000035	1	6										
24018	10000035												
24019	10000035												
24020	10000035												
24021	10000035												
24022	10000035												
24023	10000035												
24024	10000035	1	6										
24025	10000035	1	4										
24026	10000035												
24027	10000035												
24028	10000035	1	4										
24029	10000035	1	4										
24030	10000035	1	4										
24031	10000035	1	4										
24032	10000035	1	4										
24033	10000035	1	4										
24034	10000035	1	4										
24035	10000035												
24036	10000035	1	3										
24037	10000035	1	4										
24038	10000035	1	5										
24039	10000035	1	6										
24040	10000035												
24041	10000035												
24042	10000035												
24043	10000035												
24076	10000035	0		0									
24077	10000035	0		0									
24078	10000035	0		0									
24044	10000035	8											
24045	10000035	7	1										
24046	10000035	7	2										
24047	10000035	7	4										
24048	10000035	7	6										
24049	10000035												
24050	10000035												
24051	10000035												
24052	10000035												
24053	10000035												
24054	10000035												
24055	10000035												
24056	10000035												
24057	10000035												
24059	10000035												
24060	10000035												
24061	10000035												
24062	10000035												
24063	10000035												
24064	10000035												
24065	10000035	0		0									
24066	10000035	0		0									
24067	10000035												
24068	10000035												
24069	10000035												
24070	10000035												
24071	10000035												
24072	10000035												
24073	10000035												
24074	10000035												
24075	10000035												
25009	10000037												
25010	10000037												
25011	10000037												
25012	10000037												
25013	10000037												
25014	10000037												
25015	10000037												
25016	10000037												
25017	10000037												
25018	10000037												
25019	10000037												
25020	10000037												
25021	10000037												
25022	10000037												
25023	10000037												
25024	10000037	1	6										
25025	10000037	1	6										
25026	10000037	1	4										
25027	10000037												
25028	10000037												
25029	10000037												
25030	10000037	1	4										
25031	10000037	1	4										
25032	10000037	1	4										
25033	10000037	1	4										
25034	10000037	1	4	6	102510								
25035	10000037	1	4										
25036	10000037	1	4										
25037	10000037	1	4										
25038	10000037	1	4										
25039	10000037	1	4										
25040	10000037	1	4										
25041	10000037	1	4										
25042	10000037	1	4	0									
25043	10000037												
25044	10000037	1	3										
25045	10000037	1	4										
25046	10000037	1	5										
25047	10000037	1	6										
25048	10000037												
25049	10000037												
25050	10000037												
25051	10000037												
25083	10000037	0		0									
25084	10000037	0		0									
25085	10000037	0		0									
25052	10000037	8											
25053	10000037	7	1										
25054	10000037	7	2										
25055	10000037	7	4										
25056	10000037	7	6										
25057	10000037												
25058	10000037												
25059	10000037												
25060	10000037												
25061	10000037												
25062	10000037												
25063	10000037												
25064	10000037												
25065	10000037												
25066	10000037												
25067	10000037												
25068	10000037												
25069	10000037												
25070	10000037												
25071	10000037												
25072	10000037												
25073	10000037	0		0									
25074	10000037	0		0									
25075	10000037												
25076	10000037												
25077	10000037												
25078	10000037												
25079	10000037												
25080	10000037												
25081	10000037												
25082	10000037												
30009	10000041												
30010	10000041												
30011	10000041												
30012	10000041												
30013	10000041												
30014	10000041												
30015	10000041												
30016	10000041												
30017	10000041												
30018	10000041												
30019	10000041												
30020	10000041												
30021	10000041												
30022	10000041												
30023	10000041	1	6										
30024	10000041	1	6										
30025	10000041	1	3										
30026	10000041	1	5										
30027	10000041	1	6										
30028	10000041	1	4										
30029	10000041	1	4										
30030	10000041	1	4										
30031	10000041	1	4										
30032	10000041	1	4										
30033	10000041	1	4										
30034	10000041	1	4										
30035	10000041	1	4										
30036	10000041												
30037	10000041	1	3										
30038	10000041	1	4										
30039	10000041	1	5										
30040	10000041	1	6										
30041	10000041												
30042	10000041												
30043	10000041												
30044	10000041												
30074	10000041	0		0									
30075	10000041	0		0									
30076	10000041	0		0									
30045	10000041	8											
30046	10000041	7	1										
30047	10000041	7	2										
30048	10000041	7	4										
30049	10000041	7	6										
30050	10000041												
30051	10000041												
30052	10000041												
30053	10000041												
30054	10000041												
30055	10000041												
30056	10000041												
30058	10000041												
30059	10000041												
30060	10000041												
30061	10000041												
30062	10000041												
30063	10000041												
30064	10000041	0		0									
30065	10000041	0		0									
30066	10000041												
30067	10000041												
30068	10000041												
30069	10000041												
30070	10000041												
30071	10000041												
30072	10000041												
30073	10000041												
31009	10000043												
31010	10000043												
31011	10000043												
31012	10000043												
31013	10000043												
31014	10000043												
31015	10000043												
31016	10000043												
31017	10000043												
31018	10000043												
31019	10000043												
31020	10000043												
31021	10000043												
31022	10000043												
31023	10000043												
31024	10000043												
31025	10000043	1	6										
31026	10000043	1	6	6	30904								
31027	10000043	1	4										
31028	10000043												
31029	10000043												
31030	10000043	1	4										
31031	10000043	1	4										
31032	10000043	1	4										
31033	10000043	1	4										
31034	10000043	1	4										
31035	10000043	1	4										
31036	10000043	1	4										
31037	10000043	1	4										
31038	10000043	1	4										
31039	10000043	1	4										
31040	10000043												
31041	10000043	1	3										
31042	10000043	1	4										
31043	10000043	1	5										
31044	10000043	1	6										
31045	10000043												
31046	10000043												
31047	10000043												
31048	10000043												
31076	10000043	0		0									
31077	10000043	0		0									
31078	10000043	0		0									
31049	10000043	8											
31050	10000043	7	1										
31051	10000043	7	2										
31052	10000043	7	4										
31053	10000043	7	6										
31054	10000043												
31055	10000043												
31056	10000043												
31057	10000043												
31058	10000043												
31059	10000043												
31060	10000043												
31061	10000043												
31062	10000043												
31063	10000043												
31064	10000043												
31065	10000043												
31066	10000043	0		0									
31067	10000043	0		0									
31068	10000043												
31069	10000043												
31070	10000043												
31071	10000043												
31072	10000043												
31073	10000043												
31074	10000043												
31075	10000043												
32009	10000042												
32010	10000042												
32011	10000042												
32012	10000042												
32013	10000042												
32014	10000042												
32015	10000042												
32016	10000042												
32017	10000042												
32018	10000042												
32019	10000042												
32020	10000042												
32021	10000042												
32022	10000042												
32023	10000042												
32024	10000042	6	102510										
32025	10000042												
32026	10000042	1	6										
32027	10000042	1	6	6	102510								
32028	10000042	1	4										
32029	10000042	1	4	6	102510								
32030	10000042												
32031	10000042	6	102510										
32032	10000042												
32033	10000042	1	4										
32034	10000042	1	4										
32035	10000042	1	4										
32036	10000042	1	4	6	102510								
32037	10000042	1	4	6	102510								
32038	10000042	1	4										
32039	10000042	1	4										
32040	10000042	1	4										
32041	10000042	1	4										
32042	10000042	1	4	6	102510								
32043	10000042	1	4										
32044	10000042	1	4	6	102510								
32045	10000042	1	4										
32046	10000042	1	4	6	102510								
32047	10000042	1	4										
32048	10000042	1	4	0									
32049	10000042												
32050	10000042	1	3										
32051	10000042	1	4										
32052	10000042	1	5										
32053	10000042	1	6	6	102510								
32054	10000042												
32055	10000042												
32056	10000042												
32057	10000042												
32089	10000042	0		0									
32090	10000042	0		0									
32091	10000042	0		0									
32058	10000042	8											
32059	10000042	7	1										
32060	10000042	7	2										
32061	10000042	7	4										
32062	10000042	7	6										
32063	10000042												
32064	10000042												
32065	10000042												
32066	10000042												
32067	10000042												
32068	10000042												
32069	10000042												
32070	10000042												
32071	10000042												
32072	10000042												
32073	10000042												
32074	10000042												
32075	10000042												
32076	10000042												
32077	10000042												
32078	10000042	0		0									
32079	10000042	0		0									
32080	10000042												
32081	10000042												
32082	10000042												
32083	10000042												
32084	10000042												
32085	10000042												
32086	10000042												
32087	10000042												
32088	10000042												
33009	10000044												
33010	10000044												
33011	10000044												
33012	10000044												
33013	10000044												
33014	10000044												
33015	10000044												
33016	10000044												
33017	10000044												
33018	10000044												
33019	10000044												
33020	10000044												
33021	10000044												
33022	10000044												
33023	10000044												
33024	10000044	1	6										
33025	10000044	1	6										
33026	10000044	1	4										
33027	10000044	1	4										
33028	10000044												
33029	10000044												
33030	10000044	1	4										
33031	10000044	1	4										
33032	10000044	1	4										
33033	10000044	1	4										
33034	10000044	1	4										
33035	10000044	1	4										
33036	10000044	1	4										
33037	10000044	1	4										
33038	10000044												
33039	10000044	1	3										
33040	10000044	1	4										
33041	10000044	1	5										
33042	10000044	1	6										
33043	10000044												
33044	10000044												
33045	10000044												
33046	10000044												
33074	10000044	0		0									
33075	10000044	0		0									
33076	10000044	0		0									
33047	10000044	8											
33048	10000044	7	1										
33049	10000044	7	2										
33050	10000044	7	4										
33051	10000044	7	6										
33052	10000044												
33053	10000044												
33054	10000044												
33055	10000044												
33056	10000044												
33057	10000044												
33058	10000044												
33059	10000044												
33060	10000044												
33061	10000044												
33062	10000044												
33063	10000044												
33064	10000044	0		0									
33065	10000044	0		0									
33066	10000044												
33067	10000044												
33068	10000044												
33069	10000044												
33070	10000044												
33071	10000044												
33072	10000044												
33073	10000044												
34009	10000039												
34010	10000039												
34011	10000039												
34012	10000039												
34013	10000039												
34014	10000039												
34015	10000039												
34016	10000039												
34017	10000039												
34018	10000039												
34019	10000039												
34020	10000039												
34021	10000039												
34022	10000039												
34023	10000039												
34024	10000039												
34025	10000039	1	6										
34026	10000039	1	6										
34027	10000039	1	6										
34028	10000039	1	3										
34029	10000039	1	5										
34030	10000039												
34031	10000039												
34032	10000039	1	4										
34033	10000039	1	4										
34034	10000039	1	4										
34035	10000039	1	4										
34036	10000039	1	4										
34037	10000039	1	4										
34038	10000039	1	4										
34039	10000039	1	4										
34040	10000039	1	4										
34041	10000039	1	4										
34042	10000039												
34043	10000039	1	3										
34044	10000039	1	4										
34045	10000039	1	5										
34046	10000039	1	6										
34047	10000039												
34048	10000039												
34049	10000039												
34050	10000039												
34086	10000039	0		0									
34087	10000039	0		0									
34088	10000039	0		0									
34051	10000039	8											
34052	10000039	7	1										
34053	10000039	7	2										
34054	10000039	7	4										
34055	10000039	7	6										
34056	10000039												
34057	10000039												
34058	10000039												
34059	10000039												
34060	10000039												
34061	10000039												
34062	10000039												
34063	10000039												
34064	10000039												
34065	10000039												
34066	10000039												
34067	10000039												
34068	10000039												
34069	10000039												
34070	10000039												
34071	10000039												
34072	10000039												
34073	10000039												
34074	10000039												
34075	10000039												
34076	10000039	0		0									
34077	10000039	0		0									
34078	10000039												
34079	10000039												
34080	10000039												
34081	10000039												
34082	10000039												
34083	10000039												
34084	10000039												
34085	10000039												
35009	10000038												
35010	10000038												
35011	10000038												
35012	10000038												
35013	10000038												
35014	10000038												
35015	10000038												
35016	10000038												
35017	10000038												
35018	10000038												
35019	10000038												
35020	10000038												
35021	10000038												
35022	10000038												
35023	10000038	1	6										
35024	10000038	1	4										
35025	10000038	1	4										
35026	10000038												
35027	10000038	1	6										
35028	10000038	1	4										
35029	10000038	1	5										
35030	10000038	1	4										
35031	10000038	1	4										
35032	10000038	1	4										
35033	10000038	1	4										
35034	10000038	1	4										
35035	10000038												
35036	10000038	1	3										
35037	10000038	1	4										
35038	10000038	1	5										
35039	10000038	1	6										
35040	10000038												
35041	10000038												
35042	10000038												
35043	10000038												
35071	10000038	0		0									
35072	10000038	0		0									
35073	10000038	0		0									
35044	10000038	8											
35045	10000038	7	1										
35046	10000038	7	2										
35047	10000038	7	4										
35048	10000038	7	6										
35049	10000038												
35050	10000038												
35051	10000038												
35052	10000038												
35053	10000038												
35054	10000038												
35055	10000038												
35056	10000038												
35057	10000038												
35058	10000038												
35059	10000038												
35060	10000038												
35061	10000038	0		0									
35062	10000038	0		0									
35063	10000038												
35064	10000038												
35065	10000038												
35066	10000038												
35067	10000038												
35068	10000038												
35069	10000038												
35070	10000038												
36009	10000046												
36010	10000046												
36011	10000046												
36012	10000046												
36013	10000046												
36014	10000046												
36015	10000046												
36016	10000046												
36017	10000046												
36018	10000046												
36019	10000046												
36020	10000046												
36021	10000046												
36022	10000046												
36023	10000046												
36024	10000046												
36025	10000046	1	6										
36026	10000046	1	6										
36027	10000046	1	6										
36028	10000046	1	4										
36029	10000046												
36030	10000046												
36031	10000046	1	4										
36032	10000046	1	4										
36033	10000046	1	4										
36034	10000046	1	4										
36035	10000046	1	4										
36036	10000046	1	4										
36037	10000046	1	4										
36038	10000046	1	4										
36039	10000046	1	4										
36040	10000046	1	4										
36041	10000046	1	4	0									
36042	10000046	1	4	0									
36043	10000046												
36044	10000046	1	3										
36045	10000046	1	4										
36046	10000046	1	5										
36047	10000046	1	6										
36048	10000046												
36049	10000046												
36050	10000046												
36051	10000046												
36082	10000046	0		0									
36083	10000046	0		0									
36084	10000046	0		0									
36052	10000046	8											
36053	10000046	7	1										
36054	10000046	7	2										
36055	10000046	7	4										
36056	10000046	7	6										
36057	10000046												
36058	10000046												
36059	10000046												
36060	10000046												
36061	10000046												
36062	10000046												
36063	10000046												
36064	10000046												
36065	10000046												
36066	10000046												
36067	10000046												
36068	10000046												
36069	10000046												
36070	10000046												
36071	10000046												
36072	10000046												
36073	10000046	0		0									
36074	10000046	0		0									
36075	10000046												
36076	10000046												
36077	10000046												
36078	10000046												
36079	10000046												
36080	10000046												
36081	10000046												
37009	10000045												
37010	10000045												
37011	10000045												
37012	10000045												
37013	10000045												
37014	10000045												
37015	10000045												
37016	10000045												
37017	10000045												
37018	10000045												
37019	10000045												
37020	10000045												
37021	10000045												
37022	10000045												
37023	10000045												
37024	10000045	1	6										
37025	10000045	1	6										
37026	10000045	1	4										
37027	10000045	1	4										
37028	10000045												
37029	10000045	1	4										
37030	10000045	1	4										
37031	10000045	1	4										
37032	10000045	1	4										
37033	10000045	1	4										
37034	10000045	1	4										
37035	10000045	1	4										
37036	10000045	1	4										
37037	10000045	1	4										
37038	10000045	1	4										
37039	10000045												
37040	10000045	1	3										
37041	10000045	1	4										
37042	10000045	1	5										
37043	10000045	1	6										
37044	10000045												
37045	10000045												
37046	10000045												
37047	10000045												
37075	10000045	0		0									
37076	10000045	0		0									
37077	10000045	0		0									
37048	10000045	8											
37049	10000045	7	1										
37050	10000045	7	2										
37051	10000045	7	4										
37052	10000045	7	6										
37053	10000045												
37054	10000045												
37055	10000045												
37056	10000045												
37057	10000045												
37058	10000045												
37059	10000045												
37060	10000045												
37061	10000045												
37062	10000045												
37063	10000045												
37064	10000045												
37065	10000045	0		0									
37066	10000045	0		0									
37067	10000045												
37068	10000045												
37069	10000045												
37070	10000045												
37071	10000045												
37072	10000045												
37073	10000045												
37074	10000045												
38009	10000048												
38010	10000048												
38011	10000048												
38012	10000048												
38013	10000048												
38014	10000048												
38015	10000048												
38016	10000048												
38017	10000048												
38018	10000048												
38019	10000048												
38020	10000048												
38021	10000048	1	4										
38022	10000048												
38023	10000048	1	6										
38024	10000048	1	4										
38025	10000048	1	4										
38026	10000048	1	4										
38027	10000048												
38028	10000048	1	4										
38029	10000048	1	4										
38030	10000048	1	4										
38031	10000048	1	4										
38032	10000048	1	4										
38033	10000048	1	4										
38034	10000048	1	4										
38035	10000048	1	4										
38036	10000048	1	4	0									
38037	10000048	1	4	0									
38038	10000048												
38039	10000048	1	3										
38040	10000048	1	4										
38041	10000048	1	5										
38042	10000048	1	6										
38043	10000048												
38044	10000048												
38045	10000048												
38046	10000048												
38073	10000048	0		0									
38074	10000048	0		0									
38075	10000048	0		0									
38047	10000048	8											
38048	10000048	7	1										
38049	10000048	7	2										
38050	10000048	7	4										
38051	10000048	7	6										
38052	10000048												
38053	10000048												
38054	10000048												
38055	10000048												
38056	10000048												
38057	10000048												
38058	10000048												
38059	10000048												
38060	10000048												
38061	10000048												
38062	10000048												
38063	10000048												
38064	10000048	0		0									
38065	10000048	0		0									
38066	10000048												
38067	10000048												
38068	10000048												
38069	10000048												
38070	10000048												
38071	10000048												
38072	10000048												
39009	10000051												
39010	10000051												
39011	10000051												
39012	10000051												
39013	10000051												
39014	10000051												
39015	10000051												
39016	10000051												
39017	10000051												
39018	10000051												
39019	10000051												
39020	10000051												
39021	10000051												
39022	10000051												
39023	10000051	1	4										
39024	10000051												
39025	10000051	1	6										
39026	10000051	1	4										
39027	10000051	1	4										
39028	10000051	1	4										
39029	10000051												
39030	10000051	1	4										
39031	10000051	1	4										
39032	10000051	1	4										
39033	10000051	1	4										
39034	10000051	1	4										
39035	10000051	1	4										
39036	10000051	1	4										
39037	10000051	1	4										
39038	10000051	1	4										
39039	10000051	1	4										
39040	10000051	1	4										
39041	10000051	1	4										
39086	10000051	1	4	0		0		0					
39042	10000051												
39043	10000051	1	3										
39044	10000051	1	4										
39045	10000051	1	5										
39046	10000051	1	6										
39047	10000051												
39048	10000051												
39049	10000051												
39050	10000051												
39083	10000051	0		0									
39084	10000051	0		0									
39085	10000051	0		0									
39051	10000051	8											
39052	10000051	7	1										
39053	10000051	7	2										
39054	10000051	7	4										
39055	10000051	7	6										
39056	10000051												
39057	10000051												
39058	10000051												
39059	10000051												
39060	10000051												
39061	10000051												
39062	10000051												
39063	10000051												
39064	10000051												
39065	10000051												
39066	10000051												
39067	10000051												
39068	10000051												
39069	10000051												
39070	10000051												
39071	10000051												
39072	10000051												
39073	10000051	0		0									
39074	10000051	0		0									
39075	10000051												
39076	10000051												
39077	10000051												
39078	10000051												
39079	10000051												
39080	10000051												
39081	10000051												
39082	10000051												
40009	10000047												
40010	10000047												
40011	10000047												
40012	10000047												
40013	10000047												
40014	10000047												
40015	10000047												
40016	10000047												
40017	10000047												
40018	10000047												
40019	10000047												
40020	10000047												
40021	10000047												
40022	10000047												
40023	10000047												
40024	10000047	1	6										
40025	10000047	1	4										
40026	10000047	1	4										
40027	10000047	1	4										
40028	10000047												
40029	10000047	1	4										
40030	10000047	1	4										
40031	10000047	1	4										
40032	10000047	1	4	11	2021								
40033	10000047	1	4	6	200212								
40034	10000047	1	4										
40035	10000047	1	4										
40077	10000047	1	4	11	2021								
40078	10000047	1	4	0									
40036	10000047												
40037	10000047	1	3										
40038	10000047	1	4										
40039	10000047	1	5										
40040	10000047	1	6										
40041	10000047												
40042	10000047												
40043	10000047												
40044	10000047												
40079	10000047	0		0									
