提示台词ID,停留显示时长
322073603,3
322070401,3
322070402,3
322070403,3
322106901,3
322106902,3
322070701,3
322070702,3
321372109,5
37211301,3
37211302,3
37211303,3
37211304,3
37211305,3
37211306,3
37211307,3
321238011,3
321238012,3
321238013,3
321238014,3
321238015,3
321229061,3
321229071,3
321229081,3
321230061,3
321230071,3
321230081,3
321231061,3
321231071,3
321231081,3
321234011,3
321234012,3
321234013,3
321234021,3
321234031,3
321234041,3
321238061,5
321238062,5
321240011,5
321240012,5
321240013,5
321240014,5
321240015,5
321240016,5
321240017,5
321240018,5
321240019,5
321240020,5
321240021,5
321240022,5
321240023,5
321240024,5
321240025,5
321240026,5
321240027,5
321240028,5
321240029,5
32100101,3
32100102,3
32100103,3
32100104,3
32100105,3
32100106,5
32100107,5
32100108,5
32100109,5
32100110,3
32100111,3
32100112,5
32100113,5
32100114,3
32100115,3
32100116,5
32100117,5
32100118,3
32100119,3
32100120,5
32100121,5
32100122,3
32100123,3
32100124,5
32100125,5
32100126,3
32100127,3
32100128,3
32100129,5
32100130,5
32100131,3
32100132,3
32100133,5
32100134,3
32100135,3
32100136,5
32100137,5
32100138,5
32100139,3
32100140,5
32100141,5
32100142,3
32100143,3
32100144,3
32100145,5
32100146,5
32100147,5
32100148,5
32100149,5
32100150,5
32100151,5
32100152,5
32100153,5
32100154,5
32100155,3
32100156,5
32100157,5
32100158,3
32100159,3
32100160,5
32100161,5
32100162,5
32100163,3
32100164,5
32100165,3
32100166,3
32100167,3
32100168,3
32100169,3
32100170,5
32100171,3
32100172,3
32100173,4
32100174,3
32100175,3
32100176,3
32100177,5
32100178,5
32100179,5
32100180,5
32100181,5
32100182,5
32100183,5
32100184,5
32100185,3
32100186,5
32100187,5
32100188,5
32100189,5
32100190,5
32100191,5
32100192,5
32100193,5
32100194,5
32100195,5
32100196,5
32100197,5
32100198,5
32100199,5
32100200,5
32100201,5
32100202,5
32100203,5
32100204,3
32100205,5
32100206,3
32100207,5
32100208,5
32100209,3
32100210,3
32100211,3
32100212,3
32100213,3
32230101,3
32230102,4
32230103,5
32230104,3
32230105,5
32230110,3
32230111,3
32230112,3
32230113,3
32230114,5
32230115,3
32230116,3
32260001,3
32260002,3
32260003,3
32260004,3
32260005,3
32260006,3
32260007,3
32260008,4
32250001,3
32250002,3
32250003,3
32250004,3
32207601,3
32207602,3
33010101,3
33010102,3
33010103,3
33010104,3
33010105,3
33010106,3
33010107,3
40020101,3
40020102,3
40020103,3
40020104,3
40020105,3
40020106,3
40020107,3
40020108,3
40020109,3
40020110,3
40020111,3
40020112,3
40020113,3
40020114,3
40020115,3
322012801,5
310300901,5
310300902,5
310300903,5
20130901,5
20130902,5
20130903,5
20130904,5
20130905,5
20130906,5
20130907,5
20130908,5
20130909,5
70500011,3
70500012,3
70500021,3
70500022,3
70500031,3
70500032,3
70500033,
70500041,3
70500051,3
70500061,3
70500071,3
70500072,3
70501031,3
70501032,3
70501051,3
70501052,3
70501061,3
70501064,3
70501062,3
70501063,3
70501065,3
70501091,3
70501092,3
191110181,5
191110182,5
191110183,5
191110184,5
191110185,5
191110186,5
191110187,5
321715301,2
321700501,2
191110191,5
191110192,5
191110193,5
191110194,5
191110195,5
191110196,5
191110197,5
721670001,3
721670002,3
721670003,3
721670004,3
721670005,3
721670006,3
721670007,3
721670008,4
721670009,4
321259501,10
321259601,5
321259602,5
321259603,5
321259604,5
321259605,5
310642901,3
310642902,3
310642903,5
310642301,5
310642401,5
310642501,5
310642601,5
310642616,5
310642617,5
310642602,5
310642603,5
310642604,5
310642605,5
310642618,5
310642606,5
310642608,5
310642609,5
310642610,5
310642611,5
310642612,5
310642613,5
310642614,5
310642619,5
310642615,5
710441001,4
710441002,7
710441003,5
710440801,4
710440802,3
710440804,5
710440803,5
710440805,5
710441801,4
710441802,5
710441803,5
710441301,5
710441302,5
710441311,5
710441312,5
710441313,5
710442201,5
710442202,5
710442203,5
710442204,5
710442205,5
710442206,5
710442207,5
710442208,5
710442209,5
710442211,5
710442212,5
710442213,5
710442214,5
710442215,5
710442216,5
710445001,5
710445002,5
710445003,5
710442220,5
710442301,5
710442302,5
7106401,5
7106402,5
7106411,5
7106412,5
7106421,5
7106422,5
7106423,5
7106431,5
7106432,5
7106433,5
7106441,5
7106442,5
7106451,5
7106452,5
7106461,5
7106462,5
7106471,5
7106472,5
310643701,5
310643711,5
310643712,5
310643721,5
310643731,5
310643741,5
310643751,5
310645001,5
310645002,5
310645003,5
310645004,5
310645005,5
310645006,5
310644501,5
310644502,5
310644510,5
310603001,5
310603002,5
310603003,4
310603004,5
310603005,5
310603099,5
721730001,3
721730002,3
721730003,3
721730004,3
721730005,3
721730006,3
721730007,3
721730008,3
721730009,3
721730010,3
721730011,3
721730012,3
721730013,3
721730014,3
721730015,3
721730016,3
50050101,3
50050102,3
50050103,5
7217701,8
7217702,5
7217703,5
7217704,8
7217705,5
7217706,5
7217707,5
7217708,5
7217709,5
7217710,5
7217711,5
7217712,5
7217713,5
7217714,5
7217715,5
7217716,5
7217717,5
7217718,5
7217719,5
32210101,3
32210102,3
32210103,3
32210104,3
32210105,3
32210106,3
32210107,3
32210108,3
32210109,3
32210110,3
32210201,3
32210202,3
32210203,3
32210204,3
32210205,3
32210206,3
32210207,3
32210208,3
32210209,3
32210210,3
1100000,10
60010101,3
60010102,2
60010103,3
60010104,3
60010105,3
60010106,3
60010107,3
60010108,3
60010109,3
60010110,3
60010111,5
60010112,3
60010113,3
60010114,4
60010115,3
60010116,3
60010117,3
60010118,3
60010119,3
60010120,3
60010121,3
60010122,3
60010123,3
60010124,3
60010125,3
60010126,3
60010127,3
60010128,4
60010129,4
60010130,3
60010131,3
60010132,3
60010133,3
60010134,3
60010135,3
60010136,3
60010137,3
60010138,4
60010139,4
60010140,4
60010141,3
60010142,3
60010143,3
60010144,3
60010145,3
60010146,3
60010147,3
60010148,3
60010149,3
60010150,3
60010151,3
60010152,3
60010153,3
60010154,5
60010155,4
60010156,4
60010157,5
60010158,3
60010159,3
60010160,5
60010161,2
60010162,2
60010163,2
60010164,2
60010165,3
60010166,3
60010167,3
60010168,3
60010169,4
60010170,3
60010171,3
60010172,3
60010173,3
60010174,3
60010175,4
60010176,4
60010177,3
60010178,4
60010179,4
60010180,5
60010181,5
60010182,3
60010183,4
60010184,4
60010185,4
60010186,3
60010187,2
60010188,3
60010189,3
60010190,3
60010191,3
60010192,4
60010193,4
60010194,3
60010195,3
60010196,4
60010197,3
60010198,3
60010199,3
60010200,3
60010201,3
60010202,3
60010203,3
60010204,3
60010205,3
60010206,3
60010207,3
60010208,3
60010209,4
60010210,4
60010211,4
60010212,4
60010213,3
60010214,3
60010215,3
60010216,3
60010217,3
60010218,3
60010219,3
60010220,3
60010221,3
60010222,3
60010223,3
60010224,3
60010225,3
60010226,3
60010227,3
60010228,3
60010229,3
60010230,3
60010231,3
60010232,5
60010233,4
60010234,3
60010235,4
60010236,4
60010237,3
60010238,3
60010239,3
60010240,3
60010241,3
60010242,3
60010243,3
60010244,5
60010245,5
60010246,3
60010247,4
60010248,3
60010249,3
60010250,4
60010251,4
60010252,4
60010253,4
60010254,4
60010255,4
60010256,4
60010257,4
60010258,4
60010259,4
60010260,4
60010261,4
60010262,4
60010263,4
60010264,4
60010265,4
60010266,4
60010267,4
60010268,4
60010269,4
60010270,4
60010271,4
60010272,3
60010273,4
60010274,4
60010275,4
60010276,4
60010277,4
60010278,4
60010279,4
60010280,4
60010281,4
60010282,4
60010283,3
60010284,3
60010285,3
60010286,4
60010287,4
60010288,4
60010289,4
60010290,4
60010291,4
60010292,4
60010293,4
60010294,5
60010295,5
60010296,5
60010297,5
60010298,5
60010299,5
60010300,5
60010301,5
60010302,5
60010303,5
60010304,5
60010305,5
60010306,5
60010307,5
60010308,5
60010309,5
60010310,5
60010311,5
60010312,5
60010313,5
60010314,5
60010315,5
60010316,5
60010317,5
60010318,5
60010319,4
60010320,4
60010321,4
60010322,4
60010323,4
60010324,4
60010325,4
60010326,4
60010327,4
60010328,4
60010329,4
60010330,4
60010331,4
60010332,4
60010333,4
60010334,6
60010335,6
60010336,4
60010337,4
60010338,4
60010339,4
60010340,4
60010341,4
60010342,4
60010343,5
60010344,4
60010345,4
60010346,4
60010347,4
60010348,4
60010349,4
60010350,4
60010351,4
60010352,4
60010353,4
60010354,4
60010355,4
60010356,4
60010357,4
60010358,4
60010359,4
60010360,4
60010361,4
60010362,4
60010363,4
60010364,4
60010365,4
60010367,4
60010368,4
60010369,4
60010370,4
60010371,4
60010372,4
60010373,4
60010374,4
60010375,4
33010001,4
33010002,4
33010003,4
33010004,4
33010005,4
33010006,4
33010007,4
33010008,6
33010009,4
33010010,5
33010011,5
33010012,6
33010013,5
33010014,4
33010015,4
33010016,6
33010017,5
33010018,6
33010019,4
33010020,4
33010021,4
33010022,6
33010023,5
33010024,5
33010025,4
33010026,5
33010027,4
33010028,4
33010029,5
33010030,5
33010031,5
33010032,5
33010033,4
33010034,4
33010035,4
33010036,4
33010037,4
33010038,4
33010039,3
33010040,5
33010041,7
33010042,4
33010043,4
33010044,6
33010045,4
33010046,4
33010047,4
33010048,4
33010049,4
33010050,4
33010051,4
33010052,4
33010053,4
33010054,4
33010055,4
33010056,4
33010057,4
33010058,4
33010059,3
33010060,7
33010061,3
33010062,4
33010063,4
33010064,4
33010065,4
33010066,4
33010067,4
33010068,3
33010069,3
33010070,3
33010071,3
33010072,3
33010073,4
33010074,4
33010075,4
33010076,3
33010077,5
33010078,4
33010079,3
33010080,3
33010081,3
33010082,3
33010083,2
33010084,3
33010085,3
33010086,3
33010087,3
33010088,3
33010089,3
33010090,3
33010091,3
33010092,3
33010093,3
33010094,3
33010095,3
33010096,3
33010097,3
33010098,5
33010099,5
33010100,5
3301010101,3
3301010201,3
3301010301,3
3301010401,5
3301010501,3
3301010601,3
3301010701,3
33010108,3
33010109,5
33010110,3
33010111,5
33010112,3
33010113,3
33010114,3
33010115,5
33010116,3
33010117,3
33010118,3
33010119,3
33010120,5
33010121,3
33010122,5
33010123,5
33010124,5
33010125,3
33010126,3
33010127,3
33010128,5
33010132,3
33010129,3
33010130,5
33010131,3
33010133,5
33010134,5
33010135,3
33010136,3
33010137,5
33010138,5
33010139,3
33010140,5
33010141,5
33010142,5
33010143,3
33010144,3
33010145,3
33010146,5
33010147,5
33010148,3
33010149,3
33010150,5
33010151,3
33010152,3
33010153,3
33010154,5
33010155,5
33010156,3
33010157,3
33010158,3
33010159,3
33010160,5
33010161,3
33010162,3
33010163,3
33010164,3
33010165,3
33010166,3
33010167,3
33010168,5
33010169,3
33010170,3
33010171,5
33010172,3
33010173,3
33010174,3
33010175,3
33010176,5
33010177,3
33010178,3
33010179,5
33010180,5
33010181,5
33010182,5
33010183,3
33010184,5
33010185,3
33010186,5
33010187,3
33010188,3
33010189,5
33010190,5
33010191,3
33010192,5
33010193,5
33010194,3
33010195,3
33010196,3
33010197,3
33010198,3
33010199,3
33010200,5
3301020101,5
33010202,5
33010203,5
33010204,5
33010205,5
33010206,5
33010207,5
33010208,5
33010209,5
33010210,5
33010211,5
33010212,5
33010213,5
33010214,9
33010215,5
33010216,5
33010217,3
33010218,3
33010219,5
33010220,3
33010221,3
33010222,3
33010223,4
33010224,3
33010225,3
33010226,4
33010227,4
33010228,4
33010229,5
33010230,3
33010231,5
33010232,5
33010233,3
33010234,4
33010235,3
33010236,3
33010237,4
33010238,5
33010239,5
33010240,5
33010241,5
33010242,3
33010243,4
33010244,3
33010245,3
33010246,7
33010247,3
33010248,5
33010249,3
60010401,6
60010402,6
60010403,6
60010404,5
60010405,5
60010406,5
60010407,5
60010408,5
60010409,5
60010410,5
60010411,6
60010412,5
60010413,5
60010414,5
60010415,5
60010416,5
60010417,6
60010418,6
60010419,5
60010420,5
60010421,8
60010422,5
60010423,5
60010424,8
60010425,5
60010426,8
60010427,5
60010428,5
60010429,5
60010430,5
60010431,5
60010432,5
60010433,5
60010434,5
60010435,5
60010436,5
60010437,5
60010438,5
60010439,5
60010440,5
60010441,5
60010442,5
60010443,5
730630901,5
730630902,5
730630903,5
730630904,5
33040001,4
33040002,4
33040003,4
33040004,4
33040005,4
33040006,4
33040007,4
33040100,3
33040101,3
33040102,3
33040201,4
33040202,4
33040203,3
33040204,4
33040205,4
33040206,4
33040207,3
33040208,4
33040209,5
33040210,4
60010444,4
60010445,4
60010446,4
60010447,4
60010448,4
60010449,4
33150001,3
33150002,3
33150003,3
33150004,3
33150005,3
33150006,3
33150007,5
33150008,5
33150009,5
33150010,5
33150011,5
33150012,5
33150013,3
33150014,3
33150015,3
33150016,3
33150017,3
33150018,3
33150019,3
33150020,3
33150021,2
33150022,2
33150023,3
33150024,3
33150025,2
33150026,2
33150027,3
33150028,3
33150029,3
33020100,3
33020101,3
33020102,3
33020103,3
33020104,3
33020105,3
33020106,3
33020107,3
33020108,3
33020109,3
33020110,3
33020111,3
33020112,3
33020113,3
33040020,3
33040021,5
33020010,4
33020011,5
33010201,6
33030202,6
7306902,5
7306903,5
7306904,5
7306905,5
7306906,5
73069081,5
73069082,4
73069101,5
73069102,5
73069103,5
73069104,4
73069105,5
73069106,4
73069141,4
73069142,4
73069143,4
730740101,4
730740102,4
730740401,5
730700401,5
730700402,5
730700701,5
730700702,5
730700703,4
730701001,4
730701002,4
730701003,4
730701004,5
730701005,5
730701006,5
730701007,5
730701008,5
730701009,5
730701010,5
730701011,5
730701012,5
730701013,5
730701014,5
730701015,5
730701016,3
33015001,3
730632401,5
730632402,5
730632403,5
730632404,5
730632405,5
730632406,5
730632407,5
730632408,5
730632409,5
730632410,5
730632411,5
730632412,5
730632413,5
730632414,5
730632415,5
7305301,3
7305310,3
7305311,5
7305314,3
7305315,3
7305316,3
7305317,5
30026101,3
30026201,3
730660601,5
730660602,5
730660603,5
730660604,5
730660605,5
730660606,5
730662503,5
730662506,5
730662508,5
730662509,5
730662510,5
730662511,5
730662512,5
730662513,5
730662514,5
730662515,5
730662516,5
730662517,4
730662518,5
730662519,4
730662520,4
730840101,3
730840102,3
730840103,3
730840104,3
730840201,3
730840202,3
730840301,3
730840302,3
730840401,3
730840402,3
730840501,3
730840502,3
730840601,3
730840602,3
730840603,3
730840701,3
730840702,3
730840703,3
730840801,3
730840802,3
730840803,6
730840901,3
730840902,3
730550101,3
730550102,3
730550201,3
730550301,3
730550302,3
730550401,3
730550501,3
730550601,3
730550701,3
730550702,3
730550703,3
730550801,3
730550802,3
730550901,3
730550902,3
730551001,3
730551002,3
730551003,3
730551101,3
730551102,3
730551103,3
730551104,3
730551201,3
730551202,3
730551203,3
730551301,3
730551302,3
730551303,3
730551401,3
731900101,7
731900102,7
7319001,7
7319002,7
7319003,7
7319004,7
7319005,7
7319006,7
7319007,7
7319008,7
731900103,5
731900104,5
731900105,5
731900106,5
7319009,3
7319010,5
7319011,3
7319012,3
7321601,4
7321602,4
7321603,4
7321604,4
7321605,4
7321606,4
7308301,5
7308302,3
7308303,5
7308304,4
7308305,4
7308306,3
7308307,3
7308308,3
7308309,3
7308310,3
7302301,7
7306501,7
7306502,7
7306503,7
7306504,7
7308501,7
7308502,7
7308601,7
7308602,5
7308603,5
7308604,5
7308701,7
7308702,7
7306101,5
7306301,5
7306302,5
7306303,5
7306304,5
7306305,5
7306306,5
7306307,5
7306308,5
7306309,5
7306310,5
7306311,5
7306312,5
7306313,5
7306314,5
7306315,5
7306316,5
7306317,5
7306318,5
7306319,5
7306320,5
7306321,5
7306322,5
7306323,5
7306324,5
7306325,5
7306326,6
7306327,5
7306328,5
7306329,5
7306330,5
7306331,5
7306332,5
7306333,5
7306334,5
7306335,5
7306601,5
7306602,5
7306603,5
7306604,5
7306605,6
7306606,5
7306607,5
7306608,5
7306609,5
7306610,5
7306611,5
7306612,5
7306613,5
7306614,5
7306615,5
7306616,5
7306617,5
7306618,5
7306619,5
7319101,4
7319102,4
7319103,4
7319104,4
7318901,4
7318902,4
7318903,4
7318904,4
7318905,4
7318906,4
7318907,4
7318908,4
7318909,4
7318910,4
7318911,4
7318912,4
7318913,4
7318914,4
7318915,4
7318916,4
7318917,4
7318918,4
7318919,4
7318920,4
7318921,4
7318922,4
7318923,4
7318924,4
7318925,4
7318926,4
7318927,4
7318928,4
7318929,4
7318930,4
7318931,4
7318932,4
7318933,4
7318934,4
7318935,4
7318936,4
7318937,4
7318938,4
7318939,4
7318940,4
7318941,4
7318942,4
7330501,3
