最小等级	总索引	掉落ID	掉落次数	产出来源类型	类别
1	古岩龙蜥水	410000000	1	34	古岩龙蜥水
5	古岩龙蜥水	410000100	1	34	古岩龙蜥水
10	古岩龙蜥水	410000200	1	34	古岩龙蜥水
15	古岩龙蜥水	410000300	1	34	古岩龙蜥水
20	古岩龙蜥水	410000400	1	34	古岩龙蜥水
25	古岩龙蜥水	410000500	1	34	古岩龙蜥水
30	古岩龙蜥水	410000600	1	34	古岩龙蜥水
35	古岩龙蜥水	410000700	1	34	古岩龙蜥水
40	古岩龙蜥水	410000800	1	34	古岩龙蜥水
45	古岩龙蜥水	410000900	1	34	古岩龙蜥水
50	古岩龙蜥水	410001000	1	34	古岩龙蜥水
55	古岩龙蜥水	410001100	1	34	古岩龙蜥水
60	古岩龙蜥水	410001200	1	34	古岩龙蜥水
65	古岩龙蜥水	410001300	1	34	古岩龙蜥水
70	古岩龙蜥水	410001400	1	34	古岩龙蜥水
75	古岩龙蜥水	410001500	1	34	古岩龙蜥水
80	古岩龙蜥水	410001600	1	34	古岩龙蜥水
85	古岩龙蜥水	410001700	1	34	古岩龙蜥水
90	古岩龙蜥水	410001800	1	34	古岩龙蜥水
93	古岩龙蜥水	410001900	1	34	古岩龙蜥水
100	古岩龙蜥水	410002000	1	34	古岩龙蜥水
105	古岩龙蜥水	410002100	1	34	古岩龙蜥水
110	古岩龙蜥水	410002200	1	34	古岩龙蜥水
115	古岩龙蜥水	410002300	1	34	古岩龙蜥水
120	古岩龙蜥水	410002400	1	34	古岩龙蜥水
1	无相之冰	411000000	1	34	无相之冰
5	无相之冰	411000100	1	34	无相之冰
10	无相之冰	411000200	1	34	无相之冰
15	无相之冰	411000300	1	34	无相之冰
20	无相之冰	411000400	1	34	无相之冰
25	无相之冰	411000500	1	34	无相之冰
30	无相之冰	411000600	1	34	无相之冰
35	无相之冰	411000700	1	34	无相之冰
40	无相之冰	411000800	1	34	无相之冰
45	无相之冰	411000900	1	34	无相之冰
50	无相之冰	411001000	1	34	无相之冰
55	无相之冰	411001100	1	34	无相之冰
60	无相之冰	411001200	1	34	无相之冰
65	无相之冰	411001300	1	34	无相之冰
70	无相之冰	411001400	1	34	无相之冰
75	无相之冰	411001500	1	34	无相之冰
80	无相之冰	411001600	1	34	无相之冰
85	无相之冰	411001700	1	34	无相之冰
90	无相之冰	411001800	1	34	无相之冰
93	无相之冰	411001900	1	34	无相之冰
100	无相之冰	411002000	1	34	无相之冰
105	无相之冰	411002100	1	34	无相之冰
110	无相之冰	411002200	1	34	无相之冰
115	无相之冰	411002300	1	34	无相之冰
120	无相之冰	411002400	1	34	无相之冰
1	魔偶剑鬼	412000000	1	34	魔偶剑鬼
5	魔偶剑鬼	412000100	1	34	魔偶剑鬼
10	魔偶剑鬼	412000200	1	34	魔偶剑鬼
15	魔偶剑鬼	412000300	1	34	魔偶剑鬼
20	魔偶剑鬼	412000400	1	34	魔偶剑鬼
25	魔偶剑鬼	412000500	1	34	魔偶剑鬼
30	魔偶剑鬼	412000600	1	34	魔偶剑鬼
35	魔偶剑鬼	412000700	1	34	魔偶剑鬼
40	魔偶剑鬼	412000800	1	34	魔偶剑鬼
45	魔偶剑鬼	412000900	1	34	魔偶剑鬼
50	魔偶剑鬼	412001000	1	34	魔偶剑鬼
55	魔偶剑鬼	412001100	1	34	魔偶剑鬼
60	魔偶剑鬼	412001200	1	34	魔偶剑鬼
65	魔偶剑鬼	412001300	1	34	魔偶剑鬼
70	魔偶剑鬼	412001400	1	34	魔偶剑鬼
75	魔偶剑鬼	412001500	1	34	魔偶剑鬼
80	魔偶剑鬼	412001600	1	34	魔偶剑鬼
85	魔偶剑鬼	412001700	1	34	魔偶剑鬼
90	魔偶剑鬼	412001800	1	34	魔偶剑鬼
93	魔偶剑鬼	412001900	1	34	魔偶剑鬼
100	魔偶剑鬼	412002000	1	34	魔偶剑鬼
105	魔偶剑鬼	412002100	1	34	魔偶剑鬼
110	魔偶剑鬼	412002200	1	34	魔偶剑鬼
115	魔偶剑鬼	412002300	1	34	魔偶剑鬼
120	魔偶剑鬼	412002400	1	34	魔偶剑鬼
1	恒常机关阵列	413000000	1	34	恒常机关阵列
5	恒常机关阵列	413000100	1	34	恒常机关阵列
10	恒常机关阵列	413000200	1	34	恒常机关阵列
15	恒常机关阵列	413000300	1	34	恒常机关阵列
20	恒常机关阵列	413000400	1	34	恒常机关阵列
25	恒常机关阵列	413000500	1	34	恒常机关阵列
30	恒常机关阵列	413000600	1	34	恒常机关阵列
35	恒常机关阵列	413000700	1	34	恒常机关阵列
40	恒常机关阵列	413000800	1	34	恒常机关阵列
45	恒常机关阵列	413000900	1	34	恒常机关阵列
50	恒常机关阵列	413001000	1	34	恒常机关阵列
55	恒常机关阵列	413001100	1	34	恒常机关阵列
60	恒常机关阵列	413001200	1	34	恒常机关阵列
65	恒常机关阵列	413001300	1	34	恒常机关阵列
70	恒常机关阵列	413001400	1	34	恒常机关阵列
75	恒常机关阵列	413001500	1	34	恒常机关阵列
80	恒常机关阵列	413001600	1	34	恒常机关阵列
85	恒常机关阵列	413001700	1	34	恒常机关阵列
90	恒常机关阵列	413001800	1	34	恒常机关阵列
93	恒常机关阵列	413001900	1	34	恒常机关阵列
100	恒常机关阵列	413002000	1	34	恒常机关阵列
105	恒常机关阵列	413002100	1	34	恒常机关阵列
110	恒常机关阵列	413002200	1	34	恒常机关阵列
115	恒常机关阵列	413002300	1	34	恒常机关阵列
120	恒常机关阵列	413002400	1	34	恒常机关阵列
1	无相之火	414000000	1	34	无相之火
5	无相之火	414000100	1	34	无相之火
10	无相之火	414000200	1	34	无相之火
15	无相之火	414000300	1	34	无相之火
20	无相之火	414000400	1	34	无相之火
25	无相之火	414000500	1	34	无相之火
30	无相之火	414000600	1	34	无相之火
35	无相之火	414000700	1	34	无相之火
40	无相之火	414000800	1	34	无相之火
45	无相之火	414000900	1	34	无相之火
50	无相之火	414001000	1	34	无相之火
55	无相之火	414001100	1	34	无相之火
60	无相之火	414001200	1	34	无相之火
65	无相之火	414001300	1	34	无相之火
70	无相之火	414001400	1	34	无相之火
75	无相之火	414001500	1	34	无相之火
80	无相之火	414001600	1	34	无相之火
85	无相之火	414001700	1	34	无相之火
90	无相之火	414001800	1	34	无相之火
93	无相之火	414001900	1	34	无相之火
100	无相之火	414002000	1	34	无相之火
105	无相之火	414002100	1	34	无相之火
110	无相之火	414002200	1	34	无相之火
115	无相之火	414002300	1	34	无相之火
120	无相之火	414002400	1	34	无相之火
1	无相之水	415000000	1	34	无相之水
5	无相之水	415000100	1	34	无相之水
10	无相之水	415000200	1	34	无相之水
15	无相之水	415000300	1	34	无相之水
20	无相之水	415000400	1	34	无相之水
25	无相之水	415000500	1	34	无相之水
30	无相之水	415000600	1	34	无相之水
35	无相之水	415000700	1	34	无相之水
40	无相之水	415000800	1	34	无相之水
45	无相之水	415000900	1	34	无相之水
50	无相之水	415001000	1	34	无相之水
55	无相之水	415001100	1	34	无相之水
60	无相之水	415001200	1	34	无相之水
65	无相之水	415001300	1	34	无相之水
70	无相之水	415001400	1	34	无相之水
75	无相之水	415001500	1	34	无相之水
80	无相之水	415001600	1	34	无相之水
85	无相之水	415001700	1	34	无相之水
90	无相之水	415001800	1	34	无相之水
93	无相之水	415001900	1	34	无相之水
100	无相之水	415002000	1	34	无相之水
105	无相之水	415002100	1	34	无相之水
110	无相之水	415002200	1	34	无相之水
115	无相之水	415002300	1	34	无相之水
120	无相之水	415002400	1	34	无相之水
1	雷音权现	416000000	1	34	雷音权现
5	雷音权现	416000100	1	34	雷音权现
10	雷音权现	416000200	1	34	雷音权现
15	雷音权现	416000300	1	34	雷音权现
20	雷音权现	416000400	1	34	雷音权现
25	雷音权现	416000500	1	34	雷音权现
30	雷音权现	416000600	1	34	雷音权现
35	雷音权现	416000700	1	34	雷音权现
40	雷音权现	416000800	1	34	雷音权现
45	雷音权现	416000900	1	34	雷音权现
50	雷音权现	416001000	1	34	雷音权现
55	雷音权现	416001100	1	34	雷音权现
60	雷音权现	416001200	1	34	雷音权现
65	雷音权现	416001300	1	34	雷音权现
70	雷音权现	416001400	1	34	雷音权现
75	雷音权现	416001500	1	34	雷音权现
80	雷音权现	416001600	1	34	雷音权现
85	雷音权现	416001700	1	34	雷音权现
90	雷音权现	416001800	1	34	雷音权现
93	雷音权现	416001900	1	34	雷音权现
100	雷音权现	416002000	1	34	雷音权现
105	雷音权现	416002100	1	34	雷音权现
110	雷音权现	416002200	1	34	雷音权现
115	雷音权现	416002300	1	34	雷音权现
120	雷音权现	416002400	1	34	雷音权现
1	黄金王兽	417000000	1	34	黄金王兽
5	黄金王兽	417000100	1	34	黄金王兽
10	黄金王兽	417000200	1	34	黄金王兽
15	黄金王兽	417000300	1	34	黄金王兽
20	黄金王兽	417000400	1	34	黄金王兽
25	黄金王兽	417000500	1	34	黄金王兽
30	黄金王兽	417000600	1	34	黄金王兽
35	黄金王兽	417000700	1	34	黄金王兽
40	黄金王兽	417000800	1	34	黄金王兽
45	黄金王兽	417000900	1	34	黄金王兽
50	黄金王兽	417001000	1	34	黄金王兽
55	黄金王兽	417001100	1	34	黄金王兽
60	黄金王兽	417001200	1	34	黄金王兽
65	黄金王兽	417001300	1	34	黄金王兽
70	黄金王兽	417001400	1	34	黄金王兽
75	黄金王兽	417001500	1	34	黄金王兽
80	黄金王兽	417001600	1	34	黄金王兽
85	黄金王兽	417001700	1	34	黄金王兽
90	黄金王兽	417001800	1	34	黄金王兽
93	黄金王兽	417001900	1	34	黄金王兽
100	黄金王兽	417002000	1	34	黄金王兽
105	黄金王兽	417002100	1	34	黄金王兽
110	黄金王兽	417002200	1	34	黄金王兽
115	黄金王兽	417002300	1	34	黄金王兽
120	黄金王兽	417002400	1	34	黄金王兽
1	深海龙蜥组合	418000000	1	34	深海龙蜥组合
5	深海龙蜥组合	418000100	1	34	深海龙蜥组合
10	深海龙蜥组合	418000200	1	34	深海龙蜥组合
15	深海龙蜥组合	418000300	1	34	深海龙蜥组合
20	深海龙蜥组合	418000400	1	34	深海龙蜥组合
25	深海龙蜥组合	418000500	1	34	深海龙蜥组合
30	深海龙蜥组合	418000600	1	34	深海龙蜥组合
35	深海龙蜥组合	418000700	1	34	深海龙蜥组合
40	深海龙蜥组合	418000800	1	34	深海龙蜥组合
45	深海龙蜥组合	418000900	1	34	深海龙蜥组合
50	深海龙蜥组合	418001000	1	34	深海龙蜥组合
55	深海龙蜥组合	418001100	1	34	深海龙蜥组合
60	深海龙蜥组合	418001200	1	34	深海龙蜥组合
65	深海龙蜥组合	418001300	1	34	深海龙蜥组合
70	深海龙蜥组合	418001400	1	34	深海龙蜥组合
75	深海龙蜥组合	418001500	1	34	深海龙蜥组合
80	深海龙蜥组合	418001600	1	34	深海龙蜥组合
85	深海龙蜥组合	418001700	1	34	深海龙蜥组合
90	深海龙蜥组合	418001800	1	34	深海龙蜥组合
93	深海龙蜥组合	418001900	1	34	深海龙蜥组合
100	深海龙蜥组合	418002000	1	34	深海龙蜥组合
105	深海龙蜥组合	418002100	1	34	深海龙蜥组合
110	深海龙蜥组合	418002200	1	34	深海龙蜥组合
115	深海龙蜥组合	418002300	1	34	深海龙蜥组合
120	深海龙蜥组合	418002400	1	34	深海龙蜥组合
1	遗迹巨蛇	419000000	1	34	遗迹巨蛇
5	遗迹巨蛇	419000100	1	34	遗迹巨蛇
10	遗迹巨蛇	419000200	1	34	遗迹巨蛇
15	遗迹巨蛇	419000300	1	34	遗迹巨蛇
20	遗迹巨蛇	419000400	1	34	遗迹巨蛇
25	遗迹巨蛇	419000500	1	34	遗迹巨蛇
30	遗迹巨蛇	419000600	1	34	遗迹巨蛇
35	遗迹巨蛇	419000700	1	34	遗迹巨蛇
40	遗迹巨蛇	419000800	1	34	遗迹巨蛇
45	遗迹巨蛇	419000900	1	34	遗迹巨蛇
50	遗迹巨蛇	419001000	1	34	遗迹巨蛇
55	遗迹巨蛇	419001100	1	34	遗迹巨蛇
60	遗迹巨蛇	419001200	1	34	遗迹巨蛇
65	遗迹巨蛇	419001300	1	34	遗迹巨蛇
70	遗迹巨蛇	419001400	1	34	遗迹巨蛇
75	遗迹巨蛇	419001500	1	34	遗迹巨蛇
80	遗迹巨蛇	419001600	1	34	遗迹巨蛇
85	遗迹巨蛇	419001700	1	34	遗迹巨蛇
90	遗迹巨蛇	419001800	1	34	遗迹巨蛇
93	遗迹巨蛇	419001900	1	34	遗迹巨蛇
100	遗迹巨蛇	419002000	1	34	遗迹巨蛇
105	遗迹巨蛇	419002100	1	34	遗迹巨蛇
110	遗迹巨蛇	419002200	1	34	遗迹巨蛇
115	遗迹巨蛇	419002300	1	34	遗迹巨蛇
120	遗迹巨蛇	419002400	1	34	遗迹巨蛇
1	翠翎恐蕈	420000000	1	34	翠翎恐蕈
5	翠翎恐蕈	420000100	1	34	翠翎恐蕈
10	翠翎恐蕈	420000200	1	34	翠翎恐蕈
15	翠翎恐蕈	420000300	1	34	翠翎恐蕈
20	翠翎恐蕈	420000400	1	34	翠翎恐蕈
25	翠翎恐蕈	420000500	1	34	翠翎恐蕈
30	翠翎恐蕈	420000600	1	34	翠翎恐蕈
35	翠翎恐蕈	420000700	1	34	翠翎恐蕈
40	翠翎恐蕈	420000800	1	34	翠翎恐蕈
45	翠翎恐蕈	420000900	1	34	翠翎恐蕈
50	翠翎恐蕈	420001000	1	34	翠翎恐蕈
55	翠翎恐蕈	420001100	1	34	翠翎恐蕈
60	翠翎恐蕈	420001200	1	34	翠翎恐蕈
65	翠翎恐蕈	420001300	1	34	翠翎恐蕈
70	翠翎恐蕈	420001400	1	34	翠翎恐蕈
75	翠翎恐蕈	420001500	1	34	翠翎恐蕈
80	翠翎恐蕈	420001600	1	34	翠翎恐蕈
85	翠翎恐蕈	420001700	1	34	翠翎恐蕈
90	翠翎恐蕈	420001800	1	34	翠翎恐蕈
93	翠翎恐蕈	420001900	1	34	翠翎恐蕈
100	翠翎恐蕈	420002000	1	34	翠翎恐蕈
105	翠翎恐蕈	420002100	1	34	翠翎恐蕈
110	翠翎恐蕈	420002200	1	34	翠翎恐蕈
115	翠翎恐蕈	420002300	1	34	翠翎恐蕈
120	翠翎恐蕈	420002400	1	34	翠翎恐蕈
1	掣电树	421000000	1	34	掣电树
5	掣电树	421000100	1	34	掣电树
10	掣电树	421000200	1	34	掣电树
15	掣电树	421000300	1	34	掣电树
20	掣电树	421000400	1	34	掣电树
25	掣电树	421000500	1	34	掣电树
30	掣电树	421000600	1	34	掣电树
35	掣电树	421000700	1	34	掣电树
40	掣电树	421000800	1	34	掣电树
45	掣电树	421000900	1	34	掣电树
50	掣电树	421001000	1	34	掣电树
55	掣电树	421001100	1	34	掣电树
60	掣电树	421001200	1	34	掣电树
65	掣电树	421001300	1	34	掣电树
70	掣电树	421001400	1	34	掣电树
75	掣电树	421001500	1	34	掣电树
80	掣电树	421001600	1	34	掣电树
85	掣电树	421001700	1	34	掣电树
90	掣电树	421001800	1	34	掣电树
93	掣电树	421001900	1	34	掣电树
100	掣电树	421002000	1	34	掣电树
105	掣电树	421002100	1	34	掣电树
110	掣电树	421002200	1	34	掣电树
115	掣电树	421002300	1	34	掣电树
120	掣电树	421002400	1	34	掣电树
1	兆载永劫龙兽	422000000	1	34	兆载永劫龙兽
5	兆载永劫龙兽	422000100	1	34	兆载永劫龙兽
10	兆载永劫龙兽	422000200	1	34	兆载永劫龙兽
15	兆载永劫龙兽	422000300	1	34	兆载永劫龙兽
20	兆载永劫龙兽	422000400	1	34	兆载永劫龙兽
25	兆载永劫龙兽	422000500	1	34	兆载永劫龙兽
30	兆载永劫龙兽	422000600	1	34	兆载永劫龙兽
35	兆载永劫龙兽	422000700	1	34	兆载永劫龙兽
40	兆载永劫龙兽	422000800	1	34	兆载永劫龙兽
45	兆载永劫龙兽	422000900	1	34	兆载永劫龙兽
50	兆载永劫龙兽	422001000	1	34	兆载永劫龙兽
55	兆载永劫龙兽	422001100	1	34	兆载永劫龙兽
60	兆载永劫龙兽	422001200	1	34	兆载永劫龙兽
65	兆载永劫龙兽	422001300	1	34	兆载永劫龙兽
70	兆载永劫龙兽	422001400	1	34	兆载永劫龙兽
75	兆载永劫龙兽	422001500	1	34	兆载永劫龙兽
80	兆载永劫龙兽	422001600	1	34	兆载永劫龙兽
85	兆载永劫龙兽	422001700	1	34	兆载永劫龙兽
90	兆载永劫龙兽	422001800	1	34	兆载永劫龙兽
93	兆载永劫龙兽	422001900	1	34	兆载永劫龙兽
100	兆载永劫龙兽	422002000	1	34	兆载永劫龙兽
105	兆载永劫龙兽	422002100	1	34	兆载永劫龙兽
110	兆载永劫龙兽	422002200	1	34	兆载永劫龙兽
115	兆载永劫龙兽	422002300	1	34	兆载永劫龙兽
120	兆载永劫龙兽	422002400	1	34	兆载永劫龙兽
1	半永恒统辖矩阵	423000000	1	34	半永恒统辖矩阵
5	半永恒统辖矩阵	423000100	1	34	半永恒统辖矩阵
10	半永恒统辖矩阵	423000200	1	34	半永恒统辖矩阵
15	半永恒统辖矩阵	423000300	1	34	半永恒统辖矩阵
20	半永恒统辖矩阵	423000400	1	34	半永恒统辖矩阵
25	半永恒统辖矩阵	423000500	1	34	半永恒统辖矩阵
30	半永恒统辖矩阵	423000600	1	34	半永恒统辖矩阵
35	半永恒统辖矩阵	423000700	1	34	半永恒统辖矩阵
40	半永恒统辖矩阵	423000800	1	34	半永恒统辖矩阵
45	半永恒统辖矩阵	423000900	1	34	半永恒统辖矩阵
50	半永恒统辖矩阵	423001000	1	34	半永恒统辖矩阵
55	半永恒统辖矩阵	423001100	1	34	半永恒统辖矩阵
60	半永恒统辖矩阵	423001200	1	34	半永恒统辖矩阵
65	半永恒统辖矩阵	423001300	1	34	半永恒统辖矩阵
70	半永恒统辖矩阵	423001400	1	34	半永恒统辖矩阵
75	半永恒统辖矩阵	423001500	1	34	半永恒统辖矩阵
80	半永恒统辖矩阵	423001600	1	34	半永恒统辖矩阵
85	半永恒统辖矩阵	423001700	1	34	半永恒统辖矩阵
90	半永恒统辖矩阵	423001800	1	34	半永恒统辖矩阵
93	半永恒统辖矩阵	423001900	1	34	半永恒统辖矩阵
100	半永恒统辖矩阵	423002000	1	34	半永恒统辖矩阵
105	半永恒统辖矩阵	423002100	1	34	半永恒统辖矩阵
110	半永恒统辖矩阵	423002200	1	34	半永恒统辖矩阵
115	半永恒统辖矩阵	423002300	1	34	半永恒统辖矩阵
120	半永恒统辖矩阵	423002400	1	34	半永恒统辖矩阵
1	无相之草	424000000	1	34	无相之草
5	无相之草	424000100	1	34	无相之草
10	无相之草	424000200	1	34	无相之草
15	无相之草	424000300	1	34	无相之草
20	无相之草	424000400	1	34	无相之草
25	无相之草	424000500	1	34	无相之草
30	无相之草	424000600	1	34	无相之草
35	无相之草	424000700	1	34	无相之草
40	无相之草	424000800	1	34	无相之草
45	无相之草	424000900	1	34	无相之草
50	无相之草	424001000	1	34	无相之草
55	无相之草	424001100	1	34	无相之草
60	无相之草	424001200	1	34	无相之草
65	无相之草	424001300	1	34	无相之草
70	无相之草	424001400	1	34	无相之草
75	无相之草	424001500	1	34	无相之草
80	无相之草	424001600	1	34	无相之草
85	无相之草	424001700	1	34	无相之草
90	无相之草	424001800	1	34	无相之草
93	无相之草	424001900	1	34	无相之草
100	无相之草	424002000	1	34	无相之草
105	无相之草	424002100	1	34	无相之草
110	无相之草	424002200	1	34	无相之草
115	无相之草	424002300	1	34	无相之草
120	无相之草	424002400	1	34	无相之草
1	风魔龙	451000000	1	35	风魔龙
5	风魔龙	451000100	1	35	风魔龙
10	风魔龙	451000200	1	35	风魔龙
15	风魔龙	451000300	1	35	风魔龙
20	风魔龙	451000400	1	35	风魔龙
25	风魔龙	451000500	1	35	风魔龙
30	风魔龙	451000600	1	35	风魔龙
35	风魔龙	451000700	1	35	风魔龙
40	风魔龙	451000800	1	35	风魔龙
45	风魔龙	451000900	1	35	风魔龙
50	风魔龙	451001000	1	35	风魔龙
55	风魔龙	451001100	1	35	风魔龙
60	风魔龙	451001200	1	35	风魔龙
65	风魔龙	451001300	1	35	风魔龙
70	风魔龙	451001400	1	35	风魔龙
75	风魔龙	451001500	1	35	风魔龙
80	风魔龙	451001600	1	35	风魔龙
85	风魔龙	451001700	1	35	风魔龙
90	风魔龙	451001800	1	35	风魔龙
93	风魔龙	451001900	1	35	风魔龙
100	风魔龙	451002000	1	35	风魔龙
105	风魔龙	451002100	1	35	风魔龙
110	风魔龙	451002200	1	35	风魔龙
115	风魔龙	451002300	1	35	风魔龙
120	风魔龙	451002400	1	35	风魔龙
1	北风狼	452000000	1	35	北风狼
5	北风狼	452000100	1	35	北风狼
10	北风狼	452000200	1	35	北风狼
15	北风狼	452000300	1	35	北风狼
20	北风狼	452000400	1	35	北风狼
25	北风狼	452000500	1	35	北风狼
30	北风狼	452000600	1	35	北风狼
35	北风狼	452000700	1	35	北风狼
40	北风狼	452000800	1	35	北风狼
45	北风狼	452000900	1	35	北风狼
50	北风狼	452001000	1	35	北风狼
55	北风狼	452001100	1	35	北风狼
60	北风狼	452001200	1	35	北风狼
65	北风狼	452001300	1	35	北风狼
70	北风狼	452001400	1	35	北风狼
75	北风狼	452001500	1	35	北风狼
80	北风狼	452001600	1	35	北风狼
85	北风狼	452001700	1	35	北风狼
90	北风狼	452001800	1	35	北风狼
93	北风狼	452001900	1	35	北风狼
100	北风狼	452002000	1	35	北风狼
105	北风狼	452002100	1	35	北风狼
110	北风狼	452002200	1	35	北风狼
115	北风狼	452002300	1	35	北风狼
120	北风狼	452002400	1	35	北风狼
1	公子	453000000	1	35	公子
5	公子	453000100	1	35	公子
10	公子	453000200	1	35	公子
15	公子	453000300	1	35	公子
20	公子	453000400	1	35	公子
25	公子	453000500	1	35	公子
30	公子	453000600	1	35	公子
35	公子	453000700	1	35	公子
40	公子	453000800	1	35	公子
45	公子	453000900	1	35	公子
50	公子	453001000	1	35	公子
55	公子	453001100	1	35	公子
60	公子	453001200	1	35	公子
65	公子	453001300	1	35	公子
70	公子	453001400	1	35	公子
75	公子	453001500	1	35	公子
80	公子	453001600	1	35	公子
85	公子	453001700	1	35	公子
90	公子	453001800	1	35	公子
93	公子	453001900	1	35	公子
100	公子	453002000	1	35	公子
105	公子	453002100	1	35	公子
110	公子	453002200	1	35	公子
115	公子	453002300	1	35	公子
120	公子	453002400	1	35	公子
1	若陀龙王火电	454000000	1	35	若陀龙王火电
5	若陀龙王火电	454000100	1	35	若陀龙王火电
10	若陀龙王火电	454000200	1	35	若陀龙王火电
15	若陀龙王火电	454000300	1	35	若陀龙王火电
20	若陀龙王火电	454000400	1	35	若陀龙王火电
25	若陀龙王火电	454000500	1	35	若陀龙王火电
30	若陀龙王火电	454000600	1	35	若陀龙王火电
35	若陀龙王火电	454000700	1	35	若陀龙王火电
40	若陀龙王火电	454000800	1	35	若陀龙王火电
45	若陀龙王火电	454000900	1	35	若陀龙王火电
50	若陀龙王火电	454001000	1	35	若陀龙王火电
55	若陀龙王火电	454001100	1	35	若陀龙王火电
60	若陀龙王火电	454001200	1	35	若陀龙王火电
65	若陀龙王火电	454001300	1	35	若陀龙王火电
70	若陀龙王火电	454001400	1	35	若陀龙王火电
75	若陀龙王火电	454001500	1	35	若陀龙王火电
80	若陀龙王火电	454001600	1	35	若陀龙王火电
85	若陀龙王火电	454001700	1	35	若陀龙王火电
90	若陀龙王火电	454001800	1	35	若陀龙王火电
93	若陀龙王火电	454001900	1	35	若陀龙王火电
100	若陀龙王火电	454002000	1	35	若陀龙王火电
105	若陀龙王火电	454002100	1	35	若陀龙王火电
110	若陀龙王火电	454002200	1	35	若陀龙王火电
115	若陀龙王火电	454002300	1	35	若陀龙王火电
120	若陀龙王火电	454002400	1	35	若陀龙王火电
1	若陀龙王水电	455000000	1	35	若陀龙王水电
5	若陀龙王水电	455000100	1	35	若陀龙王水电
10	若陀龙王水电	455000200	1	35	若陀龙王水电
15	若陀龙王水电	455000300	1	35	若陀龙王水电
20	若陀龙王水电	455000400	1	35	若陀龙王水电
25	若陀龙王水电	455000500	1	35	若陀龙王水电
30	若陀龙王水电	455000600	1	35	若陀龙王水电
35	若陀龙王水电	455000700	1	35	若陀龙王水电
40	若陀龙王水电	455000800	1	35	若陀龙王水电
45	若陀龙王水电	455000900	1	35	若陀龙王水电
50	若陀龙王水电	455001000	1	35	若陀龙王水电
55	若陀龙王水电	455001100	1	35	若陀龙王水电
60	若陀龙王水电	455001200	1	35	若陀龙王水电
65	若陀龙王水电	455001300	1	35	若陀龙王水电
70	若陀龙王水电	455001400	1	35	若陀龙王水电
75	若陀龙王水电	455001500	1	35	若陀龙王水电
80	若陀龙王水电	455001600	1	35	若陀龙王水电
85	若陀龙王水电	455001700	1	35	若陀龙王水电
90	若陀龙王水电	455001800	1	35	若陀龙王水电
93	若陀龙王水电	455001900	1	35	若陀龙王水电
100	若陀龙王水电	455002000	1	35	若陀龙王水电
105	若陀龙王水电	455002100	1	35	若陀龙王水电
110	若陀龙王水电	455002200	1	35	若陀龙王水电
115	若陀龙王水电	455002300	1	35	若陀龙王水电
120	若陀龙王水电	455002400	1	35	若陀龙王水电
1	若陀龙王火冰	456000000	1	35	若陀龙王火冰
5	若陀龙王火冰	456000100	1	35	若陀龙王火冰
10	若陀龙王火冰	456000200	1	35	若陀龙王火冰
15	若陀龙王火冰	456000300	1	35	若陀龙王火冰
20	若陀龙王火冰	456000400	1	35	若陀龙王火冰
25	若陀龙王火冰	456000500	1	35	若陀龙王火冰
30	若陀龙王火冰	456000600	1	35	若陀龙王火冰
35	若陀龙王火冰	456000700	1	35	若陀龙王火冰
40	若陀龙王火冰	456000800	1	35	若陀龙王火冰
45	若陀龙王火冰	456000900	1	35	若陀龙王火冰
50	若陀龙王火冰	456001000	1	35	若陀龙王火冰
55	若陀龙王火冰	456001100	1	35	若陀龙王火冰
60	若陀龙王火冰	456001200	1	35	若陀龙王火冰
65	若陀龙王火冰	456001300	1	35	若陀龙王火冰
70	若陀龙王火冰	456001400	1	35	若陀龙王火冰
75	若陀龙王火冰	456001500	1	35	若陀龙王火冰
80	若陀龙王火冰	456001600	1	35	若陀龙王火冰
85	若陀龙王火冰	456001700	1	35	若陀龙王火冰
90	若陀龙王火冰	456001800	1	35	若陀龙王火冰
93	若陀龙王火冰	456001900	1	35	若陀龙王火冰
100	若陀龙王火冰	456002000	1	35	若陀龙王火冰
105	若陀龙王火冰	456002100	1	35	若陀龙王火冰
110	若陀龙王火冰	456002200	1	35	若陀龙王火冰
115	若陀龙王火冰	456002300	1	35	若陀龙王火冰
120	若陀龙王火冰	456002400	1	35	若陀龙王火冰
1	若陀龙王水冰	457000000	1	35	若陀龙王水冰
5	若陀龙王水冰	457000100	1	35	若陀龙王水冰
10	若陀龙王水冰	457000200	1	35	若陀龙王水冰
15	若陀龙王水冰	457000300	1	35	若陀龙王水冰
20	若陀龙王水冰	457000400	1	35	若陀龙王水冰
25	若陀龙王水冰	457000500	1	35	若陀龙王水冰
30	若陀龙王水冰	457000600	1	35	若陀龙王水冰
35	若陀龙王水冰	457000700	1	35	若陀龙王水冰
40	若陀龙王水冰	457000800	1	35	若陀龙王水冰
45	若陀龙王水冰	457000900	1	35	若陀龙王水冰
50	若陀龙王水冰	457001000	1	35	若陀龙王水冰
55	若陀龙王水冰	457001100	1	35	若陀龙王水冰
60	若陀龙王水冰	457001200	1	35	若陀龙王水冰
65	若陀龙王水冰	457001300	1	35	若陀龙王水冰
70	若陀龙王水冰	457001400	1	35	若陀龙王水冰
75	若陀龙王水冰	457001500	1	35	若陀龙王水冰
80	若陀龙王水冰	457001600	1	35	若陀龙王水冰
85	若陀龙王水冰	457001700	1	35	若陀龙王水冰
