索引id,类型,参数1,参数2,参数3,参数4,单机是否需要预准备,单机预准备时长,联机是否需要预准备,联机预准备时长,预准备时是否允许玩家行动（默认否）,是否能够主动中断,SceneID,控制GroupID,GroupID,Group家具ID,复活点GroupID,复活点ConfigID,ability_group,ability_group列表,玩法限时,联机玩法传送点GroupId,联机玩法传送点ConfigId,联机玩法传送超时时间,联机玩法传送预加载GroupId,可选ability_groups,TeamAbilityGroup,team可选ability_groups,Group屏蔽默认修正等级,Gallery完成方式
7030,12,,,,,,,,,,,3,,,,,,HideSeek_AllPlayer_InitData_V2,HideSeek_AllPlayer_InitData_V2,,,,,,HideSeek_Seeker_V2#HideSeek_Seeker_ElementalArt_Guide_V2#HideSeek_Seeker_ElementalArt_Detect_V2#HideSeek_Seeker_ElementalBurst_UltraMark_V2#HideSeek_Seeker_ElementalBurst_GlobalSight_V2#HideSeek_Seeker_ElementalBurst_SuperPrison_V2#HideSeek_Hider_V2#HideSeek_Hider_ElementalArt_Invisibility_V2#HideSeek_Hider_ElementalArt_PlaceBait_V2#HideSeek_Hider_ElementalBurst_SpeedUp_V2,,,,
7031,12,,,,,,,,,,,3,133002131,,,,,HideSeek_AllPlayer_InitData_V2,HideSeek_AllPlayer_InitData_V2,,,,,,HideSeek_Seeker_V2#HideSeek_Seeker_ElementalArt_Guide_V2#HideSeek_Seeker_ElementalArt_Detect_V2#HideSeek_Seeker_ElementalBurst_UltraMark_V2#HideSeek_Seeker_ElementalBurst_GlobalSight_V2#HideSeek_Seeker_ElementalBurst_SuperPrison_V2#HideSeek_Hider_V2#HideSeek_Hider_ElementalArt_Invisibility_V2#HideSeek_Hider_ElementalArt_PlaceBait_V2#HideSeek_Hider_ElementalBurst_SpeedUp_V2,,,,
7032,12,,,,,,,,,,,3,133002134,,,,,HideSeek_AllPlayer_InitData_V2,HideSeek_AllPlayer_InitData_V2,,,,,,HideSeek_Seeker_V2#HideSeek_Seeker_ElementalArt_Guide_V2#HideSeek_Seeker_ElementalArt_Detect_V2#HideSeek_Seeker_ElementalBurst_UltraMark_V2#HideSeek_Seeker_ElementalBurst_GlobalSight_V2#HideSeek_Seeker_ElementalBurst_SuperPrison_V2#HideSeek_Hider_V2#HideSeek_Hider_ElementalArt_Invisibility_V2#HideSeek_Hider_ElementalArt_PlaceBait_V2#HideSeek_Hider_ElementalBurst_SpeedUp_V2,,,,
7033,12,,,,,,,,,,,3,,,,,,HideSeek_AllPlayer_InitData_V2,HideSeek_AllPlayer_InitData_V2,,,,,,HideSeek_Seeker_V2#HideSeek_Seeker_ElementalArt_Guide_V2#HideSeek_Seeker_ElementalArt_Detect_V2#HideSeek_Seeker_ElementalBurst_UltraMark_V2#HideSeek_Seeker_ElementalBurst_GlobalSight_V2#HideSeek_Seeker_ElementalBurst_SuperPrison_V2#HideSeek_Hider_V2#HideSeek_Hider_ElementalArt_Invisibility_V2#HideSeek_Hider_ElementalArt_PlaceBait_V2#HideSeek_Hider_ElementalBurst_SpeedUp_V2,,,,
7034,12,,,,,,,,,,,3,,,,,,HideSeek_AllPlayer_InitData_V2,HideSeek_AllPlayer_InitData_V2,,,,,,HideSeek_Seeker_V2#HideSeek_Seeker_ElementalArt_Guide_V2#HideSeek_Seeker_ElementalArt_Detect_V2#HideSeek_Seeker_ElementalBurst_UltraMark_V2#HideSeek_Seeker_ElementalBurst_GlobalSight_V2#HideSeek_Seeker_ElementalBurst_SuperPrison_V2#HideSeek_Hider_V2#HideSeek_Hider_ElementalArt_Invisibility_V2#HideSeek_Hider_ElementalArt_PlaceBait_V2#HideSeek_Hider_ElementalBurst_SpeedUp_V2,,,,
7035,11,,,,,,,,,,,43007,243007005,,,,,,,1800,,,,,ActivityAbility_SuperTrial_RandomRoomRevive,ActivityAbility_MistTrial_Level_1,,,
7036,11,,,,,,,,,,,43008,243008005,,,,,,,1800,,,,,ActivityAbility_SuperTrial_RandomRoomRevive,ActivityAbility_MistTrial_Level_2,,,
7037,11,,,,,,,,,,,43009,243009003,,,,,,,1800,,,,,ActivityAbility_SuperTrial_RandomRoomRevive,ActivityAbility_MistTrial_Level_3,,,
7038,11,,,,,,,,,,,43010,243010003,,,,,,,1800,,,,,ActivityAbility_SuperTrial_RandomRoomRevive,ActivityAbility_MistTrial_Level_4,,,
7039,11,,,,,,,,,,,43011,243011003,,,,,,,1800,,,,,ActivityAbility_SuperTrial_RandomRoomRevive,ActivityAbility_MistTrial_Level_5,,,
7040,11,,,,,,,,,,,43012,243012003,,,,,,,1800,,,,,ActivityAbility_SuperTrial_RandomRoomRevive,ActivityAbility_MistTrial_Level_6,,,
7041,11,,,,,,,,,,,43013,243013005,,,,,,,1800,,,,,ActivityAbility_SuperTrial_RandomRoomRevive,,,,
7042,12,,,,,,,,,,,3,133002097,,,,,HideSeek_AllPlayer_InitData_V2,HideSeek_AllPlayer_InitData_V2,,,,,,HideSeek_Seeker_V2#HideSeek_Seeker_ElementalArt_Guide_V2#HideSeek_Seeker_ElementalArt_Detect_V2#HideSeek_Seeker_ElementalBurst_UltraMark_V2#HideSeek_Seeker_ElementalBurst_GlobalSight_V2#HideSeek_Seeker_ElementalBurst_SuperPrison_V2#HideSeek_Hider_V2#HideSeek_Hider_ElementalArt_Invisibility_V2#HideSeek_Hider_ElementalArt_PlaceBait_V2#HideSeek_Hider_ElementalBurst_SpeedUp_V2,,,,
14001,21,50#30#1000,,,,,,,,,1,1,111101249,,,,,,,180,,,,,,,,,
14002,22,1#0#0,,,,,,,,,1,1,111101233,,,,,,,180,,,,,,,,,
14003,21,40#80#1200,,,,,,,,,1,3,133108202,,,,,,,129,,,,,,,,,
14004,21,25#40#1200,,,,,,,,,1,3,133108203,,,,,,,156,,,,,,,,,
14005,22,1#0#0,,,,,,,,,1,3,133108201,,,,,,,180,,,,,,,,,
14006,22,1#0#0,,,,,,,,,1,3,133108253,,,,,,,180,,,,,,,,,
15001,16,21020701:15#21020201:15#23030101:42#23050101:48#23020101:36#21020801:50#21020501:50,,,,0,,0,,,1,35807,235807002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15002,16,21010701:10#20011101:15#21010201:10#20011001:7#26050901:30#26051101:30#21010501:10#21010601:10#20050203:15#20050802:15#20050403:15#20050502:15#20050603:15#20050302:15#20050703:15,22010301:30#26050601:50,,,0,,0,,,1,35808,235808002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15003,16,21011001:8#21011601:8#21030601:8#21010601:8#21010501:8#21030101:8#21010201:8#21011201:15#21010701:8#21010901:8#21011301:8#21010401:8,21020701:15#21020201:15#21020301:15#21020801:40,,,0,,0,,,1,35809,235809002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15004,16,25010601:9#25010401:9#25010301:9#25010501:9#25010701:9#25070101:9#25060101:9#25030201:9#25010201:9#25020201:9#25030301:9,23020101:30#23030101:30#25080101:15#25080201:15#25080301:15#25100201:35#25100101:35,,,0,,0,,,1,35810,235810002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15005,16,26051001:20#26050901:20#26051101:20#26040104:35#26040102:35#26040103:35#22050201:63#22040201:20#22050101:63#26050601:54,,,,0,,0,,,1,35811,235811002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15006,16,24020301:23#24010301:45#24020201:23#24020101:23#24010101:35#24020401:23,,,,0,,0,,,1,35812,235812002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15007,16,21010201:7#21030101:7#21010501:6#21010901:6#21030301:7#21010701:7#21010601:7#21030201:7#21030601:7#21011601:7#21010401:6#21010301:7#21011301:6#21011001:6,21020101:18#21020701:18#21020201:18,,,0,,0,,,1,35813,235813002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15008,16,24020201:20#24020301:27#24020401:27#24010101:29#24010301:36#24030201:42,,,,0,,0,,,1,35814,235814002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15009,16,25210501:9#25210301:7#25210401:9#25210101:9#25210201:7#25010501:6#25030301:7#25010701:7#25010401:6#25060101:7#25070101:7,23050101:55#25310301:34#25310101:31#25310201:31,,,0,,0,,,1,35815,235815002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15010,16,25310201:27#25310101:27#25310301:30#25410201:36#25410101:40#22040201:11#26051101:17#26051001:17#26050901:17#26050601:31#22050201:28,,,,0,,0,,,1,35816,235816002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15011,16,21020201:14#21020701:14#21020101:14#21020801:37#21020401:37#23030101:22#23020101:22#23050101:76,,,,0,,0,,,1,35817,235817002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
15012,16,25010501:9#25030301:11#25010701:11#25010401:9#25010201:7#25070101:11#25060101:11#25030201:11#25020201:7#25010301:9#25010601:9#25080201:15#25080301:15#25080101:15,23020101:24#25100201:33#25100101:33#23030101:24#25080101:15,,,0,,0,,,1,35818,235818002,,,,,,DynamicAbility_Activity_Sumo_Fever,240,,,,,,Ability_Activity_Sumo_DamageDown,,,
16001,24,21010701:3#21010601:3#21010201:3#21010501:2#21030101:3#21010901:2#21011301:2#24020301:17#24020201:11#24020401:17#24020101:11,21020201:11#24010101:33,,,0,,0,,,1,35840,235840001,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16002,24,25010201:4#25020201:4#25010701:8#25030301:8#25030201:8#25060101:8#25010501:6#25010601:6#25070101:8#25010401:6,23020101:36#23030101:36,,,0,,0,,,1,35840,235840002,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16003,24,20010701:13#20010601:13#20011101:13#20050302:4#20050703:8#20050403:10#21020701:21#22010201:19,20010901:19#22010401:19,,,0,,0,,,1,35841,235841001,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16004,24,21020201:15#24010101:45,26040102:66#26040103:66,,,0,,0,,,1,35841,235841002,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16005,24,21010201:3#21010501:2#20011101:8#20010801:2#21010701:3#21030101:3#20011301:8#21011301:2#20050302:2#20050703:5#20050603:6#20050403:6,21020201:15#20050201:7,,,0,,0,,,1,35842,235842001,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16006,24,25020201:5#25010201:5#25010701:9#25010301:7#25030201:9#25010401:7#25060101:9#25010601:7#24020201:15#24020101:15#24020401:23#24020301:23,23020101:43#24010101:52,,,0,,0,,,1,35842,235842002,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16007,24,21020201:11#20050802:11#21020701:11#24010101:32#20050502:11,20050302:7#22040101:14,,,0,,0,,,1,35843,235843001,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16008,24,21020201:17#20011101:10#21020701:17#20011301:10#20010601:10#20010901:10#24010101:50,20050802:22#20050502:22,,,0,,0,,,1,35843,235843002,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16009,24,21010201:3#21010601:3#20011301:7#21010501:2#21010701:3#21011301:2#21010901:2#21030601:3,22010101:9#26010201:15,,,0,,0,,,1,35844,235844001,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16010,24,25020201:5#25010201:5#25010701:9#25030301:9#25030201:9#25060101:9#25010301:6#25010401:6#25070101:9#25010601:6,23020101:40#23010601:20,,,0,,0,,,1,35844,235844002,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16011,24,21010701:4#21010501:3#20011101:9#21010201:4#21030101:4#20050302:3#20050703:5#20050603:6#20050403:6,22010301:13#20050201:9,,,0,,0,,,1,35845,235845001,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
16012,24,25020201:5#25010201:5#25010701:10#25010301:7#25030201:10#25010401:7#25060101:10#25010601:7#24020201:16#24020401:24#24020101:16#24020301:24,23020101:45#24010101:55,,,0,,0,,,1,35845,235845002,,,,,,ActivityAbility_CrystalLink_FeverUp_CriticalHurtUp,150,,,,,,ActivityAbility_CrystalLink_FeverUp_UpdateFeverLevel,,,
17001,26,,,,,0,,0,,,,3,,,,,,,,420,,,,,ActivityAbility_Avatar_Blocking,,,,
17002,26,,,,,0,,0,,,,3,,,,,,,,420,,,,,ActivityAbility_Avatar_Blocking,,,,
17003,26,,,,,0,,0,,,,3,,,,,,,,420,,,,,ActivityAbility_Avatar_Blocking,,,,
17004,26,,,,,0,,0,,,,3,,,,,,,,420,,,,,ActivityAbility_Avatar_Blocking,,,,
18001,25,,,,,0,,0,,,,3,133004066,,,,,,,,,,,,,,,,
18002,25,,,,,0,,0,,,,3,133001078,,,,,,,,,,,,,,,,
18003,25,,,,,0,,0,,,,3,133104823,,,,,,,,,,,,,,,,
18004,25,,,,,0,,0,,,,3,133104824,,,,,,,,,,,,,,,,
18005,25,,,,,0,,0,,,,3,133002135,,,,,,,,,,,,,,,,
18006,25,,,,,0,,0,,,,3,133102221,,,,,,,,,,,,,,,,
18007,25,,,,,0,,0,,,,3,133106485,,,,,,,,,,,,,,,,
18008,25,,,,,0,,0,,,,3,133107250,,,,,,,,,,,,,,,,
18009,25,,,,,0,,0,,,,3,133103360,,,,,,,,,,,,,,,,
18010,25,,,,,0,,0,,,,3,133101019,,,,,,,,,,,,,,,,
18011,25,,,,,0,,0,,,,3,133106487,,,,,,,,,,,,,,,,
18012,25,,,,,0,,0,,,,3,133106488,,,,,,,,,,,,,,,,
18013,25,,,,,0,,0,,,,3,133221076,,,,,,,,,,,,,,,,
18014,25,,,,,0,,0,,,,3,133209083,,,,,,,,,,,,,,,,
19001,27,21010701:100#21010201:100#21010401:100#21010501:100#20011401:100#24020201:100#22040201:100,21030103:500#21020202:500#21020703:500#24010101:500#22050201:500#22080101:500#24020401:500,300,,0,,0,,,1,6,166001574,,,,,,,150,,,,,,,,,
19101,29,,,,,0,,0,,,1,1,111102017,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19102,29,,,,,0,,0,,,1,3,133301077,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19103,29,,,,,0,,0,,,1,3,133301241,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19104,29,,,,,0,,0,,,1,3,133304197,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19105,29,,,,,0,,0,,,1,3,133304198,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19106,29,,,,,0,,0,,,1,3,133304199,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19107,29,,,,,0,,0,,,1,3,133302352,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19108,29,,,,,0,,0,,,1,3,133302415,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19109,29,,,,,0,,0,,,1,3,133302416,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19110,29,,,,,0,,0,,,1,3,133303019,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19111,29,,,,,0,,0,,,1,3,133303020,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19112,29,,,,,0,,0,,,1,3,133303021,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19113,29,,,,,0,,0,,,1,3,133301698,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
19114,29,,,,,0,,0,,,1,3,133301295,,,,,,,1500,,,,,,ActivityAbility_DreamlandChallenge,,,
20001,28,4#4#30,,,,1,3,1,3,1,1,,,,376171,,,,,150,,,,,,,,,
21100,30,,,,,,,,15,,,9,199001001,199001001,,,,,,420,199001001,1094#1095#1096#1097,60,199001001#199001002,,ActivityAbility_SummerTimeV2_BigWorld,,,
21101,30,,,,,,,,15,,,9,199003126,199003126,,,,,,420,199003126,126233#126234#126235#126236,60,199003126#199001005,,ActivityAbility_SummerTimeV2_BigWorld,,,
21200,31,,,,,,,,15,,,9,199002065,199002065,,,,,,420,199002065,65219#65220#65221#65222,60,199001015,,ActivityAbility_SummerTimeV2_BigWorld,,,
21201,31,,,,,,,,15,,,9,199001100,199001100,,,,,,420,199001100,100284#100285#100286#100287,60,199001020,,ActivityAbility_SummerTimeV2_BigWorld,,,
21300,32,,,,,,,,15,,,9,199001091,199001091,,,,,,420,199001091,91094#91095#91096#91097,60,199001114,,ActivityAbility_SummerTimeV2_BigWorld,,,
21301,32,,,,,,,,15,,,9,199003127,199003127,,,,,,420,199003127,127150#127151#127152#127153,60,199003125,,ActivityAbility_SummerTimeV2_BigWorld,,,
22001,33,,,,,,,,,,,9,199003025,,,,,,,,,,60,,,ActivityAbility_SummerTimeV2_BoatRace,,,
22002,33,,,,,,,,,,,9,199003065,,,,,,,,,,60,,,ActivityAbility_SummerTimeV2_BoatRace,,,
22003,33,,,,,,,,,,,9,199004061,,,,,,,,,,60,,,ActivityAbility_SummerTimeV2_BoatRace,,,
22004,33,,,,,,,,,,,9,199001094,,,,,,,,,,60,,,ActivityAbility_SummerTimeV2_BoatRace,,,
22005,33,,,,,,,,,,,9,199001098,,,,,,,,,,60,,,ActivityAbility_SummerTimeV2_BoatRace,,,
22006,33,,,,,,,,,,,9,199002079,,,,,,,,,,60,,,ActivityAbility_SummerTimeV2_BoatRace,,,
21001,3,,,,,0,,0,,,0,3,133001101,133001087,,,,,ActivityAbility_ArenaChallenge_TriggerUltimateSkill#ActivityAbility_ArenaChallenge_UltimateSkillDamageUp#ActivityAbility_ArenaChallenge_ReviveEnergy,,,,,,,,,1,
21002,3,,,,,0,,0,,,0,3,133001101,133001111,,,,,ActivityAbility_ArenaChallenge_TriggerUltimateSkill#ActivityAbility_ArenaChallenge_UltimateSkillDamageUp#ActivityAbility_ArenaChallenge_ReviveEnergy,,,,,,,,,1,
21003,3,,,,,0,,0,,,0,3,133001101,133001115,,,,,ActivityAbility_ArenaChallenge_TriggerUltimateSkill#ActivityAbility_ArenaChallenge_UltimateSkillDamageUp#ActivityAbility_ArenaChallenge_ReviveEnergy,,,,,,,,,1,
21004,3,,,,,0,,0,,,0,3,133001101,133001116,,,,,ActivityAbility_ArenaChallenge_TriggerUltimateSkill#ActivityAbility_ArenaChallenge_UltimateSkillDamageUp#ActivityAbility_ArenaChallenge_ReviveEnergy,,,,,,,,,1,
21005,3,,,,,0,,0,,,0,3,133001101,133001127,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Steam_Melt#ActivityAbility_ArenaChallenge_Steam_Melt_DamageUp#ActivityAbility_ArenaChallenge_Purple_After_Steam_Melt,,,,,,,,,1,
21006,3,,,,,0,,0,,,0,3,133001101,133001130,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Steam_Melt#ActivityAbility_ArenaChallenge_Steam_Melt_DamageUp#ActivityAbility_ArenaChallenge_Purple_After_Steam_Melt,,,,,,,,,1,
21007,3,,,,,0,,0,,,0,3,133001101,133001131,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Steam_Melt#ActivityAbility_ArenaChallenge_Steam_Melt_DamageUp#ActivityAbility_ArenaChallenge_Purple_After_Steam_Melt,,,,,,,,,1,
21008,3,,,,,0,,0,,,0,3,133001101,133001132,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Steam_Melt#ActivityAbility_ArenaChallenge_Steam_Melt_DamageUp#ActivityAbility_ArenaChallenge_Purple_After_Steam_Melt,,,,,,,,,1,
21009,3,,,,,0,,0,,,0,3,133001101,133001121,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Electric#ActivityAbility_ArenaChallenge_ElectricReact_EnermyDefenceDown#ActivityAbility_ArenaChallenge_ElectricReact_GenerateEnergyBall,,,,,,,,,1,
21010,3,,,,,0,,0,,,0,3,133001101,133001122,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Electric#ActivityAbility_ArenaChallenge_ElectricReact_EnermyDefenceDown#ActivityAbility_ArenaChallenge_ElectricReact_GenerateEnergyBall,,,,,,,,,1,
21011,3,,,,,0,,0,,,0,3,133001101,133001123,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Electric#ActivityAbility_ArenaChallenge_ElectricReact_EnermyDefenceDown#ActivityAbility_ArenaChallenge_ElectricReact_GenerateEnergyBall,,,,,,,,,1,
21012,3,,,,,0,,0,,,0,3,133001101,133001124,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Electric#ActivityAbility_ArenaChallenge_ElectricReact_EnermyDefenceDown#ActivityAbility_ArenaChallenge_ElectricReact_GenerateEnergyBall,,,,,,,,,1,
21013,3,,,,,0,,0,,,0,3,133001101,133001133,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Swirl#ActivityAbility_ArenaChallenge_SwirlReact_GenerateEnergyBall,,,,,,,ActivityAbility_ArenaChallenge_SwirlReact_DamageUp,,1,
21014,3,,,,,0,,0,,,0,3,133001101,133001134,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Swirl#ActivityAbility_ArenaChallenge_SwirlReact_GenerateEnergyBall,,,,,,,ActivityAbility_ArenaChallenge_SwirlReact_DamageUp,,1,
21015,3,,,,,0,,0,,,0,3,133001101,133001135,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Swirl#ActivityAbility_ArenaChallenge_SwirlReact_GenerateEnergyBall,,,,,,,ActivityAbility_ArenaChallenge_SwirlReact_DamageUp,,1,
21016,3,,,,,0,,0,,,0,3,133001101,133001136,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Swirl#ActivityAbility_ArenaChallenge_SwirlReact_GenerateEnergyBall,,,,,,,ActivityAbility_ArenaChallenge_SwirlReact_DamageUp,,1,
21017,3,,,,,0,,0,,,0,3,133001101,133001137,,,,,ActivityAbility_ArenaChallenge_Claymore_AtkLand#ActivityAbility_ArenaChallenge_Claymore_DamageUp#ActivityAbility_ArenaChallenge_Claymore_AtkSpeedUp,,,,,,,,,1,
21018,3,,,,,0,,0,,,0,3,133001101,133001138,,,,,ActivityAbility_ArenaChallenge_Claymore_AtkLand#ActivityAbility_ArenaChallenge_Claymore_DamageUp#ActivityAbility_ArenaChallenge_Claymore_AtkSpeedUp,,,,,,,,,1,
21019,3,,,,,0,,0,,,0,3,133001101,133001139,,,,,ActivityAbility_ArenaChallenge_Claymore_AtkLand#ActivityAbility_ArenaChallenge_Claymore_DamageUp#ActivityAbility_ArenaChallenge_Claymore_AtkSpeedUp,,,,,,,,,1,
21020,3,,,,,0,,0,,,0,3,133001101,133001140,,,,,ActivityAbility_ArenaChallenge_Claymore_AtkLand#ActivityAbility_ArenaChallenge_Claymore_DamageUp#ActivityAbility_ArenaChallenge_Claymore_AtkSpeedUp,,,,,,,,,1,
21021,3,,,,,0,,0,,,0,3,133001101,133001141,,,,,ActivityAbility_ArenaChallenge_NormalAtkDamageLand#ActivityAbility_ArenaChallenge_NormalAtkDamageUp#ActivityAbility_ArenaChallenge_NormalAttackLand_ReviveEnergy,,,,,,,,,1,
21022,3,,,,,0,,0,,,0,3,133001101,133001148,,,,,ActivityAbility_ArenaChallenge_NormalAtkDamageLand#ActivityAbility_ArenaChallenge_NormalAtkDamageUp#ActivityAbility_ArenaChallenge_NormalAttackLand_ReviveEnergy,,,,,,,,,1,
21023,3,,,,,0,,0,,,0,3,133001101,133001149,,,,,ActivityAbility_ArenaChallenge_NormalAtkDamageLand#ActivityAbility_ArenaChallenge_NormalAtkDamageUp#ActivityAbility_ArenaChallenge_NormalAttackLand_ReviveEnergy,,,,,,,,,1,
21024,3,,,,,0,,0,,,0,3,133001101,133001150,,,,,ActivityAbility_ArenaChallenge_NormalAtkDamageLand#ActivityAbility_ArenaChallenge_NormalAtkDamageUp#ActivityAbility_ArenaChallenge_NormalAttackLand_ReviveEnergy,,,,,,,,,1,
21025,3,,,,,0,,0,,,0,3,133001101,133001151,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Freeze#ActivityAbility_ArenaChallenge_HitFrozenTarget_DamageUp#ActivityAbility_ArenaChallenge_FrozenReact_DefenceDown,,,,,,,,,1,
21026,3,,,,,0,,0,,,0,3,133001101,133001163,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Freeze#ActivityAbility_ArenaChallenge_HitFrozenTarget_DamageUp#ActivityAbility_ArenaChallenge_FrozenReact_DefenceDown,,,,,,,,,1,
21027,3,,,,,0,,0,,,0,3,133001101,133001164,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Freeze#ActivityAbility_ArenaChallenge_HitFrozenTarget_DamageUp#ActivityAbility_ArenaChallenge_FrozenReact_DefenceDown,,,,,,,,,1,
21028,3,,,,,0,,0,,,0,3,133001101,133001167,,,,,ActivityAbility_ArenaChallenge_TriggerReact_Freeze#ActivityAbility_ArenaChallenge_HitFrozenTarget_DamageUp#ActivityAbility_ArenaChallenge_FrozenReact_DefenceDown,,,,,,,,,1,
23001,35,26090101:15#26090201:15#26090202:15#26090401:15#26090501:15#26090701:15#26090801:15#26090901:15#26120101:40#26120201:40#26120301:40#25210101:20#25210102:20#25210103:20#25210107:20#25210201:20#25210202:20#25210203:20#25210204:20#25210205:20#25210206:20#25210301:20#25210302:20#25210303:20#25210401:20#25210402:20#25210403:20#25210501:20#25210502:20#25210503:20#25310101:50#25310201:50#25310301:50#26010301:60#26010201:60#26010101:60#24010101:100#24020401:45#24020201:45#24020101:45#24010301:250#25030201:20#25010301:20#23010401:45#20010904:25#22010203:50#21020601:35#21020401:250#21011301:15#21010902:15#22040201:30#22050201:100#26030101:40#20011304:25#20011301:25#20010604:25#20010601:25#26040104:120#26040102:120#25070101:20#25060101:20#25020201:20#25010601:20#25010501:20#25010401:20#25010201:20#23040102:60#23030101:60#23020101:60#24030201:180#21030402:20#21020301:35#21020501:250#21020703:35#21020202:35#23050101:80#23010501:60#22010202:50#22010201:50#22010204:50#21010502:15#21010701:15,,,,0,,0,,,0,35860,235860001,,,,,,,120,,,,,,ActivityAbility_UnstableSpray_RamdomBuff,,,
