商品ID,商店类型,对应物品ID,轮替商品ID,对应物品数量,消耗金币,消耗水晶,消耗创世结晶,[消耗物品]1ID,[消耗物品]1数量,[消耗物品]2ID,[消耗物品]2数量,[消耗物品]3ID,[消耗物品]3数量,[消耗物品]4ID,[消耗物品]4数量,限购数量,[限购条件]1类型,[限购条件]1参数,[限购条件]1数量,刷新类型,刷新参数,提前预览天数,上架时间,下架时间,是否终身限购,前置条件,前置条件参数,条件参数1,条件参数2,前置条件屏蔽显示,最小可见等级,最小队伍等级,最大队伍等级,排序等级,二级页签ID,n选1组ID,显示平台
218107,2001,337005,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
218108,2001,337006,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
218109,2001,337007,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
218110,2001,337008,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
218111,2001,337009,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
218112,2001,337010,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
218113,2001,337011,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
218114,2001,337012,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
218115,2001,337013,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
218116,2001,337014,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218117,2001,337015,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218118,2001,337016,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218119,2001,337017,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218120,2001,337018,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218121,2001,337019,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218122,2001,337020,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218123,2001,337021,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218124,2001,337022,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218125,2001,337023,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218126,2001,337024,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218127,2001,337025,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218128,2001,337026,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218129,2001,337027,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218130,2001,337028,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,5,,,
218131,2001,337029,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,4,,,
218132,2001,337030,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,4,,,
218133,2001,337031,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,4,,,
218134,2001,337032,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,4,,,
218135,2001,337033,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,4,,,
218136,2001,337034,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,4,,,
218137,2001,337035,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,4,,,
218138,2001,337036,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,4,,,
218139,2001,334023,,1,,,,107021,4000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,1,,,
218143,2001,334025,,1,,,,107021,4000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,1,,,
218145,2001,334026,,1,,,,107021,4000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
218147,2001,334027,,1,,,,107021,4000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,7,,,1,1,99,6,,,
219001,2002,107020,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,1,,,1,1,99,10,,,
219002,2002,107020,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,3,,,1,1,99,9,,,
219003,2002,107020,,1,,,,107021,1000,,,,,,,5,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,5,,,1,1,99,7,,,
219004,2002,339011,,1,,,,101003,100,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
219005,2002,339012,,1,,,,101004,100,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
219006,2002,339013,,1,,,,101008,100,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
219007,2002,339014,,1,,,,100053,100,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
219008,2002,339015,,1,,,,100052,100,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
219009,2002,339016,,1,,,,100054,100,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
219010,2002,339017,,1,,,,100057,100,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
219011,2002,339018,,1,,,,100023,100,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
219012,2002,339019,,1,,,,100030,100,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
219013,2002,339020,,1,,,,101204,100,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
219014,2002,107020,,1,,,,107021,1000,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,10,,4,,,1,1,99,8,,,
220001,2003,334000,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220002,2003,334001,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220003,2003,334002,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220004,2003,334003,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220005,2003,334004,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220006,2003,334005,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220007,2003,334006,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220008,2003,334007,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220009,2003,334008,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220011,2003,334010,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220012,2003,334011,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220013,2003,334012,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220014,2003,334013,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220015,2003,334014,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220016,2003,334015,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220017,2003,334016,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220018,2003,334017,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220019,2003,334018,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220020,2003,334019,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220021,2003,334020,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220022,2003,334021,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220023,2003,334022,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220024,2003,334023,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220026,2003,334025,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220027,2003,334026,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
220028,2003,334027,,1,,,,107019,1,,,,,,,1,,,,,,,2019-12-01 00:00:00,2035-01-01 00:00:00,,,,,,,1,1,99,1,,,
