RewardID	原石	摩拉	冒险阅历	角色经验	好感经验	树脂	Reward道具1ID	Reward道具1数量	Reward道具2ID	Reward道具2数量	Reward道具3ID	Reward道具3数量	Reward道具4ID	Reward道具4数量	Reward道具5ID	Reward道具5数量	Reward道具6ID	Reward道具6数量	Reward道具7ID	Reward道具7数量	Reward道具8ID	Reward道具8数量	Reward道具9ID	Reward道具9数量	产出来源类型	每日产出次数上限	历史产出次数上限	活动产出次数上限
480593							104013	3	101215	3	112008	3	0	0	0	0	0	0	0	0	0	0	0	0	62			1
480594							202	15000	101215	3	112008	3	0	0	0	0	0	0	0	0	0	0	0	0	62			1
480601							201	20	101217	3	112059	3	0	0	0	0	0	0	0	0	0	0	0	0	62			1
480602							104002	6	101217	3	112059	3	0	0	0	0	0	0	0	0	0	0	0	0	62			1
480603							104013	3	101217	3	112059	3	0	0	0	0	0	0	0	0	0	0	0	0	62			1
480604							202	15000	101217	3	112059	3	0	0	0	0	0	0	0	0	0	0	0	0	62			1
490001							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490002							201	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490003							201	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490004							201	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490005							104112	1	104002	2	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490006							104152	1	104002	4	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490007							104162	1	104003	2	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490008							202	50000	104003	4	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490009							104122	1	104013	1	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490010							104142	1	104013	2	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490011							104172	1	104013	4	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490012							202	50000	104013	8	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490013							104013	8	104003	4	0	0	0	0	0	0	0	0	0	0	0	0			60			1
490014							102	300	104002	15	0	0	0	0	0	0	0	0	0	0	0	0			60			1
122114							100484	1																	38			
500000							100057	2	0	0															38	1		
500001							108007	3	0	0															38	1		
500002							108008	3	0	0															38	1		
500003							108009	3	0	0															38	1		
500004							100078	10	0	0															38	1		
500008							100001	9	0	0															38	1		
500009							100056	4	0	0															38	1		
500010							100012	10	0	0															38	1		
500011							100001	9	0	0															38	1		
500012							100001	9	0	0															38	1		
500013							100024	4	0	0															38	1		
500014							108046	1	0	0															38	1		
500015							100023	8	0	0															38	1		
500016							100001	18	0	0															38	1		
500017							112006	3	0	0															38	1		
500018							108057	2	0	0															38	1		
500019							100024	6	0	0															38	1		
500020							100021	12	0	0															38	1		
500021							112014	2	0	0															38	1		
500022							108026	3	0	0															38	1		
500023							100057	4	0	0															38	1		
500024							100002	12	0	0															38	1		
500025							112005	4	0	0															38	1		
500026							108008	6	0	0															38	1		
500027							100012	6	0	0															38	1		
500028							100051	6	0	0															38	1		
500029							112002	2	0	0															38	1		
500030							110011	1	110005	1															38	1		
500031							111010	2	0	0															38	1		
500032							111008	2	0	0															38	1		
500033							111006	2	0	0															38	1		
500034							3001	1	0	0															38	1		
500035							202	2000	0	0															38	1		
500036							202	1000	0	0															38	1		
500100							100057	2	0	0															38	1		
500101							100057	2	108017	1															38	1		
500102							202	3000	0	0															38	1		
500103							202	1000	0	0															38	1		
500104							108035	1	108036	1															38	1		
500105							108081	2	0	0															38	1		
500106							202	1000	108090	2															38	1		
500107							202	1000	0	0															38	1		
500108							202	2000	0	0															38	1		
500109							202	3000	0	0															38	1		
500110							100029	2	0	0															38	1		
500111							202	2000	0	0															38	1		
500112							202	800	0	0															38	1		
500113							202	1200	0	0															38	1		
500114							202	1600	0	0															38	1		
500115							202	2000	0	0															38	1		
500116							202	2400	0	0															38	1		
500117							202	2800	0	0															38	1		
500118							202	3200	100058	1															38	1		
500119							202	3600	100028	1															38	1		
500120							202	4000	100058	2															38	1		
500121							202	4400	100028	2															38	1		
500122							202	4800	100028	3															38	1		
500123							202	200	0	0															38	1		
500124							202	400	0	0															38	1		
500125							202	600	0	0															38	1		
500126							202	1000	0	0															38	1		
500127							202	5000	0	0															38	1		
500128							202	1000	0	0															38	1		
500129							202	5000	0	0															38	1		
500130							202	1000	0	0															38	1		
500131							202	5000	0	0															38	1		
500132							202	1800	101003	1															38	1		
500133							202	1800	101002	1															38	1		
500134							202	1800	0	0															38	1		
500135							202	1200	101002	3															38	1		
500136							202	1200	101002	1															38	1		
500137							202	1000	0	0															38	1		
500138							202	2000	0	0															38	1		
500140							202	1600	112035	3															38	1		
500141							202	2000	0	0															38	1		
500142							202	3000	0	0															38	1		
500143							202	400	100024	1															38	1		
500144							202	400	100029	1															38	1		
500145							202	400	100031	1															38	1		
500146							202	1000	108009	2															38	1		
500150							100061	5	0	0															38	1		
500151							100084	5	0	0															38	1		
500152							100092	10	0	0															38	1		
500153							100084	5	100092	10															38	1		
500154							108012	2	0	0															38	1		
500155							202	2000	0	0															38	1		
500156							202	8888	0	0															38	1		
500157							108414	1	0	0															38	1		
500158							108411	1	0	0															38	1		
500159							108396	1	0	0															38	1		
500160							202	2000	0	0															38	1		
500161							202	2000	0	0															38	1		
500162							202	2000	0	0															38	1		
500163							202	3000	0	0															38	1		
500164							111012	1	0	0															38	1		
500165							101219	1	0	0															38	1		
500166							202	3000	101214	3															38	1		
500167							202	2000	101214	1															38	1		
500168							202	3000	0	0															38	1		
501000							108067	1	109206	1															38	1		
501001							108066	1	0	0															38	1		
501002							108067	1	109205	1															38	1		
501003							108114	1	0	0															38	1		
501004							108029	1	0	0															38	1		
551001							108012	4																	3		1	
551002							104002	7																	3		1	
551003							100023	3																	3		1	
551004							100023	5																	3		1	
551005							108096	4																	3		1	
551006							100025	6																	3		1	
551007							104002	7																	3		1	
551008							100411	1																	3		1	
551009							11201	3																	3		1	
551010							100197	1																	3		1	
551011							100201	1																	3		1	
551012							108075	4																	3		1	
551013							100183	1																	3		1	
551014							108029	4																	3		1	
551015							100188	1																	3		1	
551016							108064	3																	3		1	
551017							100061	6																	3		1	
551018							15201	1																	3		1	
551019							108009	4																	3		1	
551020							61210	1																	3		1	
551021							100207	1																	3		1	
551022							104002	3																	3		1	
551023							100001	5																	3		1	
551024							104001	7																	3		1	
551025							100182	1																	3		1	
551026							100413	1																	3		1	
551027							62251	1																	3		1	
551028							100208	1																	3		1	
551029							100073	5																	3		1	
551030							109418	1																	3		1	
551031							11301	1																	3		1	
551032							104002	3																	3		1	
551033							100073	4																	3		1	
551034							100084	4																	3		1	
551035							104002	3																	3		1	
551036							82413	1																	3		1	
551037							104003	4																	3		1	
551038							13303	1																	3		1	
551039							60351	1																	3		1	
551040							71432	1																	3		1	
551041							111008	4																	3		1	
552001							100078	5																	3		1	
552002							100084	5																	3		1	
552003							52311	1																	3		1	
552004							104302	1																	3		1	
552005							104002	7																	3		1	
552006							58341	1																	3		1	
552007							11304	1																	3		1	
552008							108072	4																	3		1	
552009							108076	4																	3		1	
552010							108023	3																	3		1	
552011							101001	6																	3		1	
552012							100399	1																	3		1	
552013							104011	4																	3		1	
552014							108078	4																	3		1	
552015							108093	4																	3		1	
552016							100434	1																	3		1	
552017							104012	3																	3		1	
552018							100024	5																	3		1	
552019							100002	4																	3		1	
552020							61220	1																	3		1	
552021							104305	1																	3		1	
552022							100030	5																	3		1	
552023							57341	1																	3		1	
552024							104162	1																	3		1	
552025							60240	1																	3		1	
552026							100028	4																	3		1	
552027							101001	8																	3		1	
552028							100402	1																	3		1	
552029							100078	7																	3		1	
552030							100083	3																	3		1	
552031							100088	8																	3		1	
552032							100011	6																	3		1	
552033							104002	3																	3		1	
552034							100084	5																	3		1	
552035							100403	1																	3		1	
552036							100178	1																	3		1	
552037							104002	5																	3		1	
552038							100055	4																	3		1	
552039							104011	5																	3		1	
552040							104002	4																	3		1	
552041							100027	5																	3		1	
552042							100073	5																	3		1	
552043							11201	2																	3		1	
552044							100033	3																	3		1	
552045							100400	1																	3		1	
552046							104002	4																	3		1	
552047							100081	5																	3		1	
552048							55220	1																	3		1	
552049							100084	4																	3		1	
552050							100051	6																	3		1	
552051							100031	3																	3		1	
552052							108026	4																	3		1	
552053							108090	4																	3		1	
552054							100405	1																	3		1	
552055							100034	5																	3		1	
552056							104001	7																	3		1	
552057							11306	1																	3		1	
552058							104317	1																	3		1	
552059							104314	1																	3		1	
552060							104311	1																	3		1	
553001							104302	1																	3		1	
553002							104003	2																	3		1	
553003							100084	10																	3		1	
553004							108268	4																	3		1	
553005							104172	1																	3		1	
553006							104317	1																	3		1	
553007							104311	1																	3		1	
553008							108007	4																	3		1	
553009							15303	1																	3		1	
553010							94452	1																	3		1	
553011							108256	4																	3		1	
553012							104002	6																	3		1	
553014							108265	4																	3		1	
553015							104002	4																	3		1	
553016							104302	1																	3		1	
553017							11305	1																	3		1	
553018							101003	4																	3		1	
553019							104112	1																	3		1	
553020							104314	1																	3		1	
553021							108250	4																	3		1	
553022							101201	4																	3		1	
553023							104003	4																	3		1	
553024							108253	4																	3		1	
553025							11302	1																	3		1	
553026							104003	2																	3		1	
553027							104002	4																	3		1	
553028							108274	4																	3		1	
553029							61341	1																	3		1	
553030							104002	4																	3		1	
553031							93442	1																	3		1	
553032							61321	1																	3		1	
553033							104305	1																	3		1	
553034							101002	5																	3		1	
553035							104003	2																	3		1	
553036							108337	4																	3		1	
553037							101206	4																	3		1	
553038							63331	1																	3		1	
553039							104324	1																	3		1	
553040							101207	4																	3		1	
553041							104327	1																	3		1	
553042							108327	1																	3		1	
553043							363321	1																	3		1	
553044							104321	1																	3		1	
554001							100064	4																	3		1	
554002							104003	2																	3		1	
554003							104333	1																	3		1	
554004							21442	1																	3		1	
554005							12201	1																	3		1	
554006							104002	4																	3		1	
554007							104013	4																	3		1	
554008							104002	4																	3		1	
554009							104317	1																	3		1	
554010							108416	3																	3		1	
554011							100078	4																	3		1	
554012							108423	3																	3		1	
554013							104013	4																	3		1	
554014							101002	10																	3		1	
554015							108422	3																	3		1	
554016							104335	3																	3		1	
554017							101214	4																	3		1	
554018							101205	4																	3		1	
554019							101003	4																	3		1	
554020							104122	1																	3		1	
554021							63311	1																	3		1	
554022							100013	10																	3		1	
554023							104330	1																	3		1	
554024							20442	1																	3		1	
554025							101216	4																	3		1	
554026							108393	3																	3		1	
554027							101219	4																	3		1	
554028							110006	4																	3		1	
554029							101003	4																	3		1	
554030							108425	3																	3		1	
554031							15304	1																	3		1	
554032							11302	1																	3		1	
554033							108434	3																	3		1	
554034							104333	1																	3		1	
554035							100084	4																	3		1	
554036							101218	4																	3		1	
554037							108401	3																	3		1	
554038							101218	4																	3		1	
554039							104308	1																	3		1	
554040							104002	4																	3		1	
554041							104335	3																	3		1	
554042							108398	3																	3		1	
554043							108395	3																	3		1	
554044							101215	4																	3		1	
554045							101213	4																	3		1	
554046							61341	1																	3		1	
554047							101219	4																	3		1	
554048							108426	3																	3		1	
554049							100084	4																	3		1	
554050							108424	3																	3		1	
554051							101212	4																	3		1	
554052							101215	4																	3		1	
554053							104332	3																	3		1	
554054							101217	4																	3		1	
554055							104330	1																	3		1	
554056							101214	4																	3		1	
554057							104132	1																	3		1	
554058							108416	3																	3		1	
554059							104003	2																	3		1	
554060							108428	3																	3		1	
554061							104333	1																	3		1	
554062							101219	4																	3		1	
554063							104003	2																	3		1	
554064							104002	4																	3		1	
554065							15303	1																	3		1	
554066							104001	6																	3		1	
554067							104002	4																	3		1	
554068							108449	3																	3		1	
554069							108462	3																	3		1	
554070							108395	3																	3		1	
554071							101003	4																	3		1	
554072							101225	4																	3		1	
554073							373147	1																	3		1	
554074							363333	1																	3		1	
610001							201	100	202	15000															71		1	
610002							201	100	202	15000															71		1	
610003							201	100	202	15000															71		1	
610004							201	100	202	15000															71		1	
610005							201	100	202	15000															71		1	
610006							201	100	202	15000															71		1	
610007							201	100	202	15000															71		1	
610008							201	100	202	15000															71		1	
610009							201	50	202	15000															44			
610010							201	50	202	15000															44			
610011							201	50	202	15000															44			
610012							201	50	202	15000															44			
610021							201	100	202	20000															71		1	
610022							201	100	202	20000															71		1	
610023							201	100	202	20000															71		1	
610024							201	100	202	20000															71		1	
610025							201	100	202	20000															71		1	
610026							201	100	202	20000															71		1	
610027							201	100	202	20000															71		1	
610028							201	100	202	20000															71		1	
610029							201	50	202	20000															44			
610030							201	50	202	20000															44			
610031							201	50	202	20000															44			
610032							201	50	202	20000															44			
610041							201	100	202	25000															71		1	
610042							201	100	202	25000															71		1	
610043							201	100	202	25000															71		1	
610044							201	100	202	25000															71		1	
610045							201	100	202	25000															71		1	
610046							201	100	202	25000															71		1	
610047							201	100	202	25000															71		1	
610048							201	100	202	25000															71		1	
610049							201	50	202	25000															44			
610050							201	50	202	25000															44			
610051							201	50	202	25000															44			
610052							201	50	202	25000															44			
621001							202	5000	104002	3	104001	4	104013	4	117001	1									71		1	
621002							202	5000	104002	3	104001	4	104013	4	117001	1									71		1	
621003							202	5000	104002	3	104001	4	104013	4	117001	1									71		1	
621004							202	5000	104002	3	104001	4	104013	4	117001	1									71		1	
621005							202	5000	104002	3	104001	4	104013	4	117001	1									71		1	
621006							202	5000	104002	3	104001	4	104013	4	117001	1									71		1	
621007							202	10000	104002	5	104001	6	104013	4	117001	1									71		1	
621008							202	10000	104002	5	104001	6	104013	4	117001	1									71		1	
621009							202	10000	104002	5	104001	6	104013	4	101105	1									71		1	
621010							202	10000	104002	5	104001	6	104013	4	117001	1									71		1	
621011							202	10000	104002	5	104001	6	104013	4	117001	1									71		1	
621012							202	10000	104002	5	104001	6	104013	4	117002	1									71		1	
621013							202	15000	104002	6	104001	8	104013	5	117001	1									71		1	
621014							202	15000	104002	6	104001	8	104013	5	117001	1									71		1	
621015							202	15000	104002	6	104001	8	104013	5	117002	1									71		1	
621016							202	15000	104002	6	104001	8	104013	5	117001	1									71		1	
621017							202	15000	104002	6	104001	8	104013	5	117002	1									71		1	
621018							202	15000	104002	6	104001	8	104013	5	117003	1									71		1	
621019							202	20000	104002	7	104001	10	104013	5	117001	1									71		1	
621020							202	20000	104002	7	104001	10	104013	5	117002	1									71		1	
621021							202	20000	104002	7	104001	10	104013	5	117003	1									71		1	
621022							202	20000	104002	7	104001	10	104013	5	117001	1									71		1	
621023							202	20000	104002	7	104001	10	104013	5	117002	1									71		1	
621024							202	20000	104002	7	104001	10	104013	5	117003	1									71		1	
621025							202	20000	104003	2	104002	3	104013	5	117002	1									44			
621026							202	20000	104003	2	104002	3	104013	5	117002	1									44			
621027							202	20000	104003	2	104002	3	104013	5	117003	1									44			
621028							202	25000	104003	2	104002	3	104013	6	117002	1									44			
621029							202	25000	104003	2	104002	3	104013	6	117002	1									44			
621030							202	25000	104003	2	104002	3	104013	6	117003	1									44			
621031							202	30000	104003	2	104002	4	104013	6	117002	1									44			
621032							202	30000	104003	2	104002	4	104013	6	117002	1									44			
621033							202	30000	104003	2	104002	4	104013	6	117003	1									44			
621034							202	40000	104003	2	104002	4	104013	7	117002	1									44			
621035							202	40000	104003	2	104002	4	104013	7	117002	1									44			
621036							202	40000	104003	2	104002	4	104013	7	117003	1									44			
622601							202	20000	104003	2	104002	3	104013	5	117006	1									44			
622602							202	20000	104003	2	104002	3	104013	5	117006	1									44			
622603							202	20000	104003	2	104002	3	104013	5	117007	1									44			
622604							202	25000	104003	2	104002	3	104013	6	117006	1									44			
622605							202	25000	104003	2	104002	3	104013	6	117006	1									44			
622606							202	25000	104003	2	104002	3	104013	6	117007	1									44			
622607							202	30000	104003	2	104002	4	104013	6	117006	1									44			
622608							202	30000	104003	2	104002	4	104013	6	117006	1									44			
622609							202	30000	104003	2	104002	4	104013	6	117007	1									44			
622610							202	40000	104003	2	104002	4	104013	7	117006	1									44			
622611							202	40000	104003	2	104002	4	104013	7	117006	1									44			
622612							202	40000	104003	2	104002	4	104013	7	117007	1									44			
623001							202	20000	104003	2	104002	3	104013	5	117008	1									44			
623002							202	20000	104003	2	104002	3	104013	5	117008	1									44			
623003							202	20000	104003	2	104002	3	104013	5	117009	1									44			
623004							202	25000	104003	2	104002	3	104013	6	117008	1									44			
623005							202	25000	104003	2	104002	3	104013	6	117008	1									44			
623006							202	25000	104003	2	104002	3	104013	6	117009	1									44			
623007							202	30000	104003	2	104002	4	104013	6	117008	1									44			
623008							202	30000	104003	2	104002	4	104013	6	117008	1									44			
623009							202	30000	104003	2	104002	4	104013	6	117009	1									44			
623010							202	40000	104003	2	104002	4	104013	7	117008	1									44			
623011							202	40000	104003	2	104002	4	104013	7	117008	1									44			
623012							202	40000	104003	2	104002	4	104013	7	117009	1									44			
750000							104302	5																	55			
750001							104305	5																	55			
750002							104308	5																	55			
750003							104303	5																	55			
750004							104306	5																	55			
750005							104309	5																	55			
750010							104311	5																	55			
750011							104314	5																	55			
750012							104317	5																	55			
750013							104312	5																	55			
750014							104315	5																	55			
750015							104318	5																	55			
750016							104321	5																	55			
750017							104324	5																	55			
750018							104327	5																	55			
750019							104322	5																	55			
750020							104325	5																	55			
750021							104328	5																	55			
750022							104330	5																	55			
750023							104333	5																	55			
750024							104336	5																	55			
750025							104331	5																	55			
750026							104334	5																	55			
750027							104337	5																	55			
800001							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800002							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800003							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800004							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800005							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800006							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800007							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800008							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800009							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800010							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800011							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800012							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800013							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800014							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800015							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800016							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800017							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800018							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800019							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800020							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800021							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800022							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800023							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800024							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800025							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800026							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800027							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800028							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800029							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800030							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800031							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800032							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800033							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800034							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800035							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800036							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800037							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800038							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800039							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800040							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800041							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800042							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800043							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800044							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800045							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800046							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800047							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800048							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800049							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800050							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800051							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800052							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800053							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800054							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800055							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800056							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800057							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800058							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800059							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800060							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800061							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800062							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800063							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800064							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800065							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800066							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800067							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800068							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800069							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800070							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800071							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800072							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800073							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800074							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800075							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800076							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800077							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800078							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800079							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800080							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800081							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800082							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800083							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800084							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800085							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800086							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800087							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800088							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800089							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800090							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800091							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800092							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800093							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800094							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
800095							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801000							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801001							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801002							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801003							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801004							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801005							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801006							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801007							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801008							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801009							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801010							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801011							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801012							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801013							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801014							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801015							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801016							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801017							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801018							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801019							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801020							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801021							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801022							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801023							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801024							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801025							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801026							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801027							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801028							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801029							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801030							201	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801031							201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801032							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801033							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801034							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801035							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
801036							201	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			68		1	
